period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.6608310162998281,23,253,47861.200000000004,4128.351819999941,43732.84818000003
evaluation,STRESS,0.6127295543065151,23,253,47564.09999999999,7498.240560000018,40065.85943999991
earlier_diagnostic,BASE,0.672810198017297,9,244,45901.30000000001,2087.6134600000123,43813.686540000024
earlier_diagnostic,STRESS,0.6329739031849525,10,245,45621.5,4756.692960000015,40864.807039999985
