period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.1664843386557658,79,806,31385.999999999993,17879.638699999872,13506.361300000077
evaluation,STRESS,0.017258720775419588,79,806,29949.299999999985,32091.350920000034,-2142.0509199999506
earlier_diagnostic,BASE,0.40543822899476983,66,699,47682.499999999956,14625.848900000039,33056.65109999981
earlier_diagnostic,STRESS,0.24836619835803356,66,699,45815.59999999995,27628.97267999991,18186.62732000029
