period,cost,strategy_cagr,benchmark_cagr,cagr_excess,strategy_annual_arithmetic_mean,benchmark_annual_arithmetic_mean,annual_arithmetic_mean_excess
evaluation,BASE,0.04420270287353567,0.03625747164561677,0.007945231227918903,0.043826843842775604,0.051838074484355,-0.008011230641579391
evaluation,STRESS,0.04203020534584545,0.036084944513742334,0.005945260832103116,0.041741668503743445,0.05169164368473765,-0.009949975180994199
earlier_diagnostic,BASE,0.05251039130251556,0.03896122819664383,0.013549163105871731,0.05250124030284173,0.0700992870589068,-0.017598046756065074
earlier_diagnostic,STRESS,0.05455730048699925,0.038700272085686604,0.015857028401312645,0.05448751824980971,0.06989107720459181,-0.015403558954782098
