period,cost,contrast,comparison_name,state,state_name,observations,full_calendar_rows,fraction,conditional_mean_net_difference_bp,annual_mean_net_contribution,annual_price_contribution,annual_dividend_contribution,annual_fee_contribution,block20_simultaneous_lower,block20_simultaneous_upper,block20_bootstrap_standard_error,block60_simultaneous_lower,block60_simultaneous_upper,block60_bootstrap_standard_error
earlier_diagnostic,BASE,150_REDUCE_VS143,150只减预算相对143,3,趋势向上、波动上升,334,1219,0.27399507793273176,-0.41262039222865465,-0.002735954147912855,-0.0026695044088380845,-0.00020345467053767011,-0.00013700493146269637,-0.010063856552843267,0.0045919482570175585,0.0020614240452488867,-0.011086360049769303,0.0056144517539435945,0.0024444434341596303
earlier_diagnostic,BASE,151_CONFIRM_VS143,151平均K线确认相对143,0,趋势未向上、波动未上升,313,1219,0.25676784249384743,-2.1388861180107415,-0.013290571607452143,-0.01169968169080381,0.0,0.0015908899166482066,-0.039554892191951053,0.012973748977046768,0.007388458387298281,-0.046138573641731524,0.019557430426827234,0.009615710163275457
earlier_diagnostic,BASE,151_CONFIRM_VS143,151平均K线确认相对143,1,趋势未向上、波动上升,175,1219,0.1435602953240361,-0.9757365637321325,-0.0033898641077978516,-0.003080004796323084,0.0,0.00030985931147487546,-0.02814863031023042,0.02136890209463472,0.006964928455658742,-0.028618266243548893,0.021838538027953193,0.007385198118496874
earlier_diagnostic,BASE,151_CONFIRM_VS143,151平均K线确认相对143,2,趋势向上、波动未上升,397,1219,0.32567678424938473,-0.9549046349600724,-0.007525964552842821,-0.00657562720356196,0.0,0.0009503373492808501,-0.02987974769022565,0.01482781858454001,0.006288378790453836,-0.029755250011565895,0.014703320905880255,0.006507256236916025
earlier_diagnostic,BASE,151_CONFIRM_VS143,151平均K线确认相对143,3,趋势向上、波动上升,334,1219,0.27399507793273176,0.3236646389001613,0.0021461169346203637,0.0033077278438203954,-1.3609409834844286e-05,0.0011480014993653731,-0.02313415628126805,0.027426390150508777,0.007111634434791392,-0.024140551406753752,0.02843278527599448,0.007694988074617837
earlier_diagnostic,STRESS,143_VS_BUY_HOLD,143相对买入持有,0,趋势未向上、波动未上升,313,1219,0.25676784249384743,2.9705971147815413,0.018458642252357882,0.022472864814284507,-0.0034697990028922632,0.000544423559034191,-0.14880586038452517,0.18572314488924094,0.04705344703011787,-0.10193318019175528,0.13885046469647105,0.035242717941962334
earlier_diagnostic,STRESS,143_VS_BUY_HOLD,143相对买入持有,1,趋势未向上、波动上升,175,1219,0.1435602953240361,3.14196934450652,0.010915701537313464,0.014700143583515735,-0.0030702609433626705,0.0007141811028398542,-0.12755515538235965,0.1493865584569866,0.03895346011000033,-0.09302767161145967,0.11485907468608661,0.030427706030605704
earlier_diagnostic,STRESS,143_VS_BUY_HOLD,143相对买入持有,2,趋势向上、波动未上升,397,1219,0.32567678424938473,-9.546913580160371,-0.07524283636590054,-0.06610794507552009,-0.008062064449064021,0.0010728268413160694,-0.24111933942897715,0.09063366669717607,0.0466629866312028,-0.23789967726873015,0.08741400453692907,0.04761510415651465
earlier_diagnostic,STRESS,143_VS_BUY_HOLD,143相对买入持有,3,趋势向上、波动上升,334,1219,0.27399507793273176,4.594540763664077,0.03046493362144709,0.03253170548660836,-0.0014503456534250608,0.0006164262117360865,-0.1355678351404129,0.19649770238330708,0.0467069459869801,-0.09595155066779842,0.1568814179106926,0.03700633820946236
earlier_diagnostic,STRESS,150_REDUCE_VS143,150只减预算相对143,0,趋势未向上、波动未上升,313,1219,0.25676784249384743,0.16449370881109485,0.0010221280121087114,0.0009767299951648515,0.0,-4.53980169437495e-05,-0.0024781629695993,0.004522418993816723,0.0009846725019435143,-0.002344188911173337,0.00438844493539076,0.0009854336899464784
earlier_diagnostic,STRESS,150_REDUCE_VS143,150只减预算相对143,1,趋势未向上、波动上升,175,1219,0.1435602953240361,0.07010916643148996,0.00024357040183540604,0.0001884641585643145,0.0,-5.5106243271065765e-05,-0.0004688971003741887,0.0009560379040450007,0.0002004253822383187,-0.00047254173077540464,0.0009596825344462167,0.00020963000137434986
earlier_diagnostic,STRESS,150_REDUCE_VS143,150只减预算相对143,2,趋势向上、波动未上升,397,1219,0.32567678424938473,-2.698585082484072,-0.021268569582819915,-0.021978839443611682,0.0,-0.0007102698607916008,-0.06580915972803468,0.023272020562394854,0.012529785256575512,-0.07172364942295888,0.029186510257319043,0.01476989143818842
earlier_diagnostic,STRESS,150_REDUCE_VS143,150只减预算相对143,3,趋势向上、波动上升,334,1219,0.27399507793273176,-0.37936753403236234,-0.002515465056666758,-0.002576097659512057,-0.00020353963624216033,-0.0002641722390874692,-0.009689646883645393,0.004658716770311878,0.0020181806615179377,-0.010655603625623697,0.005624673512290181,0.0023828911446822773
earlier_diagnostic,STRESS,151_CONFIRM_VS143,151平均K线确认相对143,0,趋势未向上、波动未上升,313,1219,0.25676784249384743,-2.3931948540442964,-0.014870790600036035,-0.011687645979464287,0.0,0.003183144620571656,-0.04295680224487601,0.013215221044803943,0.007900921237823605,-0.04986292920769125,0.02012134800761918,0.010243370738142228
earlier_diagnostic,STRESS,151_CONFIRM_VS143,151平均K线确认相对143,1,趋势未向上、波动上升,175,1219,0.1435602953240361,-1.0667865448597944,-0.0037061862325522797,-0.003052592977878932,0.0,0.0006535932546733694,-0.029236752654687354,0.021824380189582795,0.0071820448203571375,-0.029783809110242518,0.02237143664513796,0.007633793467176143
earlier_diagnostic,STRESS,151_CONFIRM_VS143,151平均K线确认相对143,2,趋势向上、波动未上升,397,1219,0.32567678424938473,-1.4241855720125103,-0.011224545089871196,-0.008845351058229315,0.0,0.0023791940316420937,-0.040802673278120746,0.018353583098378354,0.008320670949395719,-0.041683379951687506,0.019234289771945114,0.008916320926814663
earlier_diagnostic,STRESS,151_CONFIRM_VS143,151平均K线确认相对143,3,趋势向上、波动上升,334,1219,0.27399507793273176,0.15535872214385868,0.0010301341093883355,0.003325286766682757,-1.338040602466766e-05,0.0022817722512698782,-0.025006421351460452,0.027066689570237126,0.007324385412984984,-0.026473280775815816,0.028533548994592484,0.008051170532699367
