origin_index,origin,entry_date,entry_price,exit_date,mature_date,exit_price,earned_dividend_per_share,label,mom20,z20,logvol20
1401,2018-02-28,2018-03-01,4.0,2018-04-02,2018-04-02,3.897,0.0,-0.02575000000000005,-0.0882750889486508,-0.6348698737699232,-1.360579376424964
1423,2018-03-30,2018-04-02,3.897,2018-05-02,2018-05-02,3.77,0.0,-0.03258917115730042,-0.03182890557017191,-1.2832322648948051,-1.7085399598471136
1441,2018-04-27,2018-05-02,3.77,2018-06-01,2018-06-01,3.786,0.0,0.004244031830238804,-0.020564921944296804,-1.2472412207034178,-1.6814325483959112
1463,2018-05-31,2018-06-01,3.786,2018-07-02,2018-07-02,3.531,0.0,-0.06735340729001582,0.003952053622290497,-0.9488382001026235,-1.8166912098298924
1483,2018-06-29,2018-07-02,3.531,2018-08-01,2018-08-01,3.595,0.0,0.01812517700368166,-0.07251131872277933,-1.242924958631897,-1.5976932616664539
1505,2018-07-31,2018-08-01,3.595,2018-09-03,2018-09-03,3.386,0.0,-0.058136300417246156,0.04140491496812262,0.7535348738721666,-1.6451097849695602
1528,2018-08-31,2018-09-03,3.386,2018-10-08,2018-10-08,3.431,0.0,0.013290017720023695,0.0062139569679429026,-0.14551154071078207,-1.5192209327572306
1547,2018-09-28,2018-10-08,3.431,2018-11-01,2018-11-01,3.241,0.0,-0.0553774409793063,0.0265757985836131,1.7684030024356958,-1.6226025284163255
1565,2018-10-31,2018-11-01,3.241,2018-12-03,2018-12-03,3.327,0.0,0.026535020055538316,-0.0843296773208807,-0.44637295785898634,-0.951643709593195
1587,2018-11-30,2018-12-03,3.327,2019-01-02,2019-01-02,3.07,0.0,-0.07724676886083559,-0.03880450480526859,-0.556805048923954,-1.6960277301454731
1607,2018-12-28,2019-01-02,3.07,2019-02-01,2019-02-01,3.219,0.059,0.06775244299674266,-0.05594086278409743,-1.3827754880624235,-1.7822212559267558
1629,2019-01-31,2019-02-01,3.219,2019-03-01,2019-03-01,3.69,0.0,0.1463187325256292,0.07819295063882274,1.4107688498901918,-1.9199386659856663
1644,2019-02-28,2019-03-01,3.69,2019-04-01,2019-04-01,3.894,0.0,0.05528455284552858,0.1480269619767293,1.412863000311054,-1.182350012465742
1665,2019-03-29,2019-04-01,3.894,2019-05-06,2019-05-06,3.778,0.0,-0.029789419619928093,0.03444536668500431,1.6321992939390155,-1.332909546775319
1686,2019-04-30,2019-05-06,3.778,2019-06-03,2019-06-03,3.645,0.0,-0.035203811540497565,-0.01856378802063979,-1.6177805182756382,-1.6096055710983168
1706,2019-05-31,2019-06-03,3.645,2019-07-01,2019-07-01,3.922,0.0,0.07599451303155003,-0.07016692504124154,-0.47772342108661037,-1.2404377902903614
1725,2019-06-28,2019-07-01,3.922,2019-08-01,2019-08-01,3.879,0.0,-0.010963793982661896,0.05568091496108136,1.3628388060029883,-1.7129502729908936
1748,2019-07-31,2019-08-01,3.879,2019-09-02,2019-09-02,3.859,0.0,-0.005155968032998226,-0.00792538981558421,0.8251636917931142,-2.1165644747114913
1770,2019-08-30,2019-09-02,3.859,2019-10-08,2019-10-08,3.874,0.0,0.003887017362010914,0.01566202727498752,1.0016887432998425,-1.8379031584815033
1790,2019-09-30,2019-10-08,3.874,2019-11-01,2019-11-01,3.94,0.0,0.017036654620547154,0.0020698584362766354,-1.978242495542144,-2.0502245556155776
1808,2019-10-31,2019-11-01,3.94,2019-12-02,2019-12-02,3.891,0.0,-0.012436548223350274,0.009679138224903756,-0.12299586711995006,-2.2582436856199912
1829,2019-11-29,2019-12-02,3.891,2020-01-02,2020-01-02,4.12,0.062,0.07478797224363931,-0.035135675347513474,-1.7214794249184824,-2.2388479386272757
1851,2019-12-31,2020-01-02,4.12,2020-02-03,2020-02-03,3.73,0.0,-0.09466019417475735,0.061990187104588056,1.768551306263924,-2.1396557905906337
1867,2020-01-23,2020-02-03,3.73,2020-03-02,2020-03-02,3.948,0.0,0.05844504021447716,0.0010015023370892953,-2.2233674531741006,-1.7800954711595671
1887,2020-02-28,2020-03-02,3.948,2020-04-01,2020-04-01,3.664,0.0,-0.07193515704153997,-0.015891367336634057,-0.3149390245306747,-0.9709768476039552
1909,2020-03-31,2020-04-01,3.664,2020-05-06,2020-05-06,3.865,0.0,0.05485807860262004,-0.10446068329313073,-0.6722050682123011,-1.1699851763587157
1930,2020-04-30,2020-05-06,3.865,2020-06-01,2020-06-01,3.898,0.0,0.00853816300129373,0.062016967343005894,2.4032056214954753,-1.9526539193691186
1948,2020-05-29,2020-06-01,3.898,2020-07-01,2020-07-01,4.187,0.0,0.07414058491534115,0.009094515067626926,-0.7040372598477861,-2.0640703600864145
1968,2020-06-30,2020-07-01,4.187,2020-08-03,2020-08-03,4.79,0.0,0.14401719608311425,0.07761228234823431,1.9719846841961275,-1.9516936324661043
1991,2020-07-31,2020-08-03,4.79,2020-09-01,2020-09-01,4.866,0.0,0.01586638830897691,0.06366872408213106,0.1824732814874546,-0.9038711008684723
2012,2020-08-31,2020-09-01,4.866,2020-10-09,2020-10-09,4.721,0.0,-0.02979860254829425,0.01010422041206547,1.2735884871684533,-1.735937559596388
2034,2020-09-30,2020-10-09,4.721,2020-11-02,2020-11-02,4.759,0.0,0.008049142130904574,-0.05404456428569263,-0.9681903181154023,-1.7365918721121818
2050,2020-10-30,2020-11-02,4.759,2020-12-01,2020-12-01,5.027,0.0,0.056314351754570335,0.02576529197263905,-0.3845432176578125,-1.7859861738367908
2071,2020-11-30,2020-12-01,5.027,2021-01-04,2021-01-04,5.28,0.0,0.0503282275711161,0.050132746604263645,0.8498553294163275,-1.9320201468058698
2094,2020-12-31,2021-01-04,5.28,2021-02-01,2021-02-01,5.348,0.072,0.02651515151515138,0.0303402688461816,2.7958830962091854,-1.9194520917209497
2114,2021-01-29,2021-02-01,5.348,2021-03-01,2021-03-01,5.381,0.0,0.006170531039641158,0.024447174900001038,-1.404277328078836,-1.4692851960287665
2129,2021-02-26,2021-03-01,5.381,2021-04-01,2021-04-01,5.056,0.0,-0.060397695595614254,-0.043333381412863095,-1.4837165298533534,-1.3180130938752423
2152,2021-03-31,2021-04-01,5.056,2021-05-06,2021-05-06,5.109,0.0,0.010482594936708889,-0.07696104113612846,-0.19531851195877567,-1.3496154543343468
2173,2021-04-30,2021-05-06,5.109,2021-06-01,2021-06-01,5.333,0.0,0.04384419651595217,0.0031250025431352503,0.7784911987877479,-1.8750893443163013
2191,2021-05-31,2021-06-01,5.333,2021-07-01,2021-07-01,5.273,0.0,-0.011250703168948162,0.04033035818076937,1.4488704045805028,-1.7169277780270327
2212,2021-06-30,2021-07-01,5.273,2021-08-02,2021-08-02,4.856,0.0,-0.07908211644225294,-0.016978336534418065,0.5573618686184216,-2.1242685254152587
2234,2021-07-30,2021-08-02,4.856,2021-09-01,2021-09-01,4.88,0.0,0.0049423393739702615,-0.04828178569026686,-1.6424424744949386,-1.5422010980895535
2256,2021-08-31,2021-09-01,4.88,2021-10-08,2021-10-08,4.978,0.0,0.020081967213114726,-0.023497131266817056,-1.1558359916309755,-1.811695023568345
2276,2021-09-30,2021-10-08,4.978,2021-11-01,2021-11-01,4.957,0.0,-0.0042185616713539265,0.011412392051744599,-0.5754829529017675,-1.9878981154441964
2292,2021-10-29,2021-11-01,4.957,2021-12-01,2021-12-01,4.911,0.0,-0.009279806334476559,0.0100888668491573,-0.09266900177538422,-2.1175537607818025
2314,2021-11-30,2021-12-01,4.911,2022-01-04,2022-01-04,5.025,0.0,0.023213194868662246,-0.00040716612940379544,-1.0819254235523388,-2.3361811581066094
2337,2021-12-31,2022-01-04,5.025,2022-02-07,2022-02-07,4.625,0.075,-0.06467661691542292,0.005807566137751325,-0.46149497003294787,-1.992640591709847
2356,2022-01-28,2022-02-07,4.625,2022-03-01,2022-03-01,4.588,0.0,-0.008000000000000007,-0.07706306938185965,-2.5011535614030405,-1.8684768525327171
2372,2022-02-28,2022-03-01,4.588,2022-04-01,2022-04-01,4.187,0.0,-0.08740191804707931,-0.04596299013657451,-0.8261023709932991,-1.7634758182601236
2395,2022-03-31,2022-04-01,4.187,2022-05-05,2022-05-05,3.98,0.0,-0.04943873895390505,-0.07466664557285904,-0.13174871878256814,-1.0979199869648915
2414,2022-04-29,2022-05-05,3.98,2022-06-01,2022-06-01,4.089,0.0,0.027386934673366836,-0.05664631373394959,-0.4895783173226204,-1.269584104251745
2433,2022-05-31,2022-06-01,4.089,2022-07-01,2022-07-01,4.52,0.0,0.10540474443629222,0.04348511193973877,1.9254004427744906,-1.6155791843275003
2454,2022-06-30,2022-07-01,4.52,2022-08-01,2022-08-01,4.206,0.0,-0.06946902654867237,0.09902158384009072,1.7056446459031578,-1.8326056746038968
2475,2022-07-29,2022-08-01,4.206,2022-09-01,2022-09-01,4.13,0.0,-0.01806942463147898,-0.06268550204010256,-1.550185157367928,-2.1072569569506268
2498,2022-08-31,2022-09-01,4.13,2022-10-10,2022-10-10,3.867,0.0,-0.0636803874092009,0.004598822095163135,-1.4298975885877665,-1.944504763468633
2519,2022-09-30,2022-10-10,3.867,2022-11-01,2022-11-01,3.585,0.0,-0.07292474786656322,-0.05995525738337335,-1.4971417801893356,-2.013305906412883
2535,2022-10-31,2022-11-01,3.585,2022-12-01,2022-12-01,3.98,0.0,0.11018131101813111,-0.0895560561342007,-2.202781134711367,-1.625438704697332
2557,2022-11-30,2022-12-01,3.98,2023-01-03,2023-01-03,3.937,0.0,-0.01080402010050252,0.04550994527002987,1.3612589414577936,-1.534163685921178
2579,2022-12-30,2023-01-03,3.937,2023-02-01,2023-02-01,4.164,0.064,0.07391414782829564,0.0012704867672613347,-0.5515201853267763,-2.079517789933171
2595,2023-01-31,2023-02-01,4.164,2023-03-01,2023-03-01,4.067,0.0,-0.023294908741594456,0.07962774913829307,1.1408726021991145,-2.189702404319817
2615,2023-02-28,2023-03-01,4.067,2023-04-03,2023-04-03,4.05,0.0,-0.00417998524711094,-0.02138599123993282,-0.8529847955583143,-1.873858181641167
2638,2023-03-31,2023-04-03,4.05,2023-05-04,2023-05-04,4.013,0.0,-0.009135802469135812,-0.01810668503626583,1.1596786991603083,-2.1052745531887993
2657,2023-04-28,2023-05-04,4.013,2023-06-01,2023-06-01,3.799,0.0,-0.053326688263144795,-0.0037197811025316465,-0.6869120430813876,-2.0859892989879
2677,2023-05-31,2023-06-01,3.799,2023-07-03,2023-07-03,3.89,0.0,0.023953672018952377,-0.05699766680428949,-1.7893667191330849,-2.1179390516413874
2697,2023-06-30,2023-07-03,3.89,2023-08-01,2023-08-01,4.08,0.0,0.04884318766066831,0.020823240680580953,0.21751539901032504,-2.0486758841729054
2718,2023-07-31,2023-08-01,4.08,2023-09-01,2023-09-01,3.857,0.0,-0.054656862745097956,0.039201124706546436,2.5044688793140444,-1.8497415583311256
2741,2023-08-31,2023-09-01,3.857,2023-10-09,2023-10-09,3.757,0.0,-0.02592688618096972,-0.059167912647615076,-0.6322977312443459,-1.983567958169857
2761,2023-09-28,2023-10-09,3.757,2023-11-01,2023-11-01,3.68,0.0,-0.020495075858397604,-0.01972969429552727,-1.1022260043446117,-2.065514542870018
2778,2023-10-31,2023-11-01,3.68,2023-12-01,2023-12-01,3.561,0.0,-0.03233695652173918,-0.03902015263875182,-0.3626324742549936,-2.0523265416265586
2800,2023-11-30,2023-12-01,3.561,2024-01-02,2024-01-02,3.502,0.0,-0.01656837966863245,-0.017532103439168136,-1.8002972726931772,-2.33199249105899
2821,2023-12-29,2024-01-02,3.502,2024-02-01,2024-02-01,3.2,0.069,-0.06653340948029685,-0.013906851061781921,1.3875309231071495,-1.9432904034807512
2843,2024-01-31,2024-02-01,3.2,2024-03-01,2024-03-01,3.501,0.0,0.09406249999999994,-0.04544687683012357,-1.4450938868643437,-1.7345439936938245
2858,2024-02-29,2024-03-01,3.501,2024-04-01,2024-04-01,3.54,0.0,0.011139674378749076,0.06608124635283856,1.425129394737605,-1.6859196610925966
2879,2024-03-29,2024-04-01,3.54,2024-05-06,2024-05-06,3.64,0.0,0.02824858757062154,-0.0011337869695270536,-0.7902057833929005,-2.323303830462283
2899,2024-04-30,2024-05-06,3.64,2024-06-03,2024-06-03,3.58,0.0,-0.016483516483516536,0.02021405155266304,1.5674792867932066,-1.9236371070123472
2919,2024-05-31,2024-06-03,3.58,2024-07-01,2024-07-01,3.487,0.0,-0.025977653631284903,-0.0044568318898212875,-1.9513120863692328,-2.218241765484862
2938,2024-06-28,2024-07-01,3.487,2024-08-01,2024-08-01,3.502,0.0,0.004301691998852775,-0.030780348915859908,-1.3637835004194347,-2.6812028061407145
2961,2024-07-31,2024-08-01,3.502,2024-09-02,2024-09-02,3.381,0.0,-0.034551684751570555,0.005144338295600688,0.1455288844453205,-1.9315955589809508
2983,2024-08-30,2024-09-02,3.381,2024-10-08,2024-10-08,4.656,0.0,0.3771073646850045,-0.016084569605071406,0.013671046099849116,-2.4070566132886997
3002,2024-09-30,2024-10-08,4.656,2024-11-01,2024-11-01,3.964,0.0,-0.14862542955326452,0.23484653930959717,3.3281632562398586,-0.8227311920825084
3020,2024-10-31,2024-11-01,3.964,2024-12-02,2024-12-02,3.997,0.0,0.008324924318869886,0.087034270500465,-0.45145362132457384,-0.5529380371144306
3041,2024-11-29,2024-12-02,3.997,2025-01-02,2025-01-02,4.02,0.0,0.005754315736802518,0.005513798430306488,-0.736695800256487,-1.4518919441614444
3063,2024-12-31,2025-01-02,4.02,2025-02-05,2025-02-05,3.93,0.0,-0.02238805970149238,-0.0032270103714520954,-0.7063595207925859,-2.016379271578555
3081,2025-01-27,2025-02-05,3.93,2025-03-03,2025-03-03,3.995,0.0,0.01653944020356235,-0.04013581085215366,0.09763215781489297,-1.7824036028482335
3099,2025-02-28,2025-03-03,3.995,2025-04-01,2025-04-01,3.988,0.0,-0.0017521902377972687,0.024586208637051257,-0.15309020426561862,-2.0192809641130016
3120,2025-03-31,2025-04-01,3.988,2025-05-06,2025-05-06,3.886,0.0,-0.025576730190571717,0.0007532957041717124,-1.2981726246547975,-2.030545080971093
3141,2025-04-30,2025-05-06,3.886,2025-06-03,2025-06-03,3.946,0.0,0.01544004117344322,-0.02956382485586535,0.1665959651359849,-1.3836540832203366
3160,2025-05-30,2025-06-03,3.946,2025-07-01,2025-07-01,3.98,0.088,0.03091738469336014,0.022995392405617484,-0.26981786528690294,-2.341529052159641
3180,2025-06-30,2025-07-01,3.98,2025-08-01,2025-08-01,4.148,0.0,0.042211055276381915,0.02808342741638234,1.7382722773843466,-2.3671134335049833
3203,2025-07-31,2025-08-01,4.148,2025-09-01,2025-09-01,4.607,0.0,0.11065573770491821,0.034275080908686625,0.3566617130465743,-2.3007555036798877
3224,2025-08-29,2025-09-01,4.607,2025-10-09,2025-10-09,4.754,0.0,0.03190796613848468,0.10727013564373605,1.7702775989699056,-1.9550613238049448
3246,2025-09-30,2025-10-09,4.754,2025-11-03,2025-11-03,4.752,0.0,-0.00042069835927638355,0.03236805984752745,1.8110400331463055,-1.72602030912115
3263,2025-10-31,2025-11-03,4.752,2025-12-01,2025-12-01,4.646,0.0,-0.022306397306397274,0.012908866168309118,0.35441261325056833,-1.6776981884369888
3283,2025-11-28,2025-12-01,4.646,2026-01-05,2026-01-05,4.783,0.0,0.029487731381834026,-0.025770779810716793,-0.8487711142407856,-1.9932224843672894
3306,2025-12-31,2026-01-05,4.783,2026-02-02,2026-02-02,4.68,0.123,0.004181476061049461,0.022984625366070682,0.8823555423677168,-2.2540108430042873
3326,2026-01-30,2026-02-02,4.68,2026-03-02,2026-03-02,4.694,0.0,0.002991452991452981,0.01675327441275604,-1.132015050621378,-2.1546556697201207
3340,2026-02-27,2026-03-02,4.694,2026-04-01,2026-04-01,4.52,0.0,-0.037068598210481585,-0.0004231908653935393,0.47739085136732323,-1.8987727162464207
3362,2026-03-31,2026-04-01,4.52,2026-05-06,2026-05-06,4.866,0.0,0.07654867256637177,-0.047049482514854274,-1.4796452451783788,-1.757495872297446
3383,2026-04-30,2026-05-06,4.866,2026-06-01,2026-06-01,4.923,0.0,0.011713933415536504,0.06199890733954686,1.0610844756098448,-1.8320211490211622
3401,2026-05-29,2026-06-01,4.923,2026-07-01,2026-07-01,5.009,0.0,0.017469022953483737,0.031571795875813866,0.36221379007806026,-1.8991034675138896
3422,2026-06-30,2026-07-01,5.009,2026-08-03,2026-08-03,4.624,0.0,-0.07686164903174297,0.030547535547515912,1.0967245127053389,-1.3916353588870567
3445,2026-07-31,2026-08-03,4.624,2026-09-01,2026-09-01,4.683,0.0,0.012759515570934354,-0.04681303875651375,-1.0246647358102015,-1.3141688798084017
3466,2026-08-31,2026-09-01,4.683,,,,,,0.018527027132598586,-0.3274333364442605,-1.8899961844974373
