origin_index,origin,entry_date,entry_price,exit_date,mature_date,exit_price,earned_dividend_per_share,label,mom20,z20,logvol20
3,2012-05-31,2012-06-01,2.629,2012-07-02,2012-07-02,2.495,0.0,-0.05096995055154052,,0.0,
23,2012-06-29,2012-07-02,2.495,2012-08-01,2012-08-01,2.372,0.0,-0.04929859719438889,-0.056711186641080935,-1.2619290521530058,-1.849251466113027
45,2012-07-31,2012-08-01,2.372,2012-09-03,2012-09-03,2.238,0.0,-0.056492411467116366,-0.04856921630218666,-1.6175398021885703,-2.0275019427436534
68,2012-08-31,2012-09-03,2.238,2012-10-08,2012-10-08,2.335,0.0,0.043342269883824835,-0.06138486880223351,-1.5771964012594208,-2.060493613343636
88,2012-09-28,2012-10-08,2.335,2012-11-01,2012-11-01,2.291,0.0,-0.01884368308351181,0.04148160751180534,0.9852299383379712,-1.3556771608156761
106,2012-10-31,2012-11-01,2.291,2012-12-03,2012-12-03,2.168,0.0,-0.05368834570056735,0.02884602046032884,-1.198925558455313,-1.6172653843138962
128,2012-11-30,2012-12-03,2.168,2013-01-04,2013-01-04,2.554,0.033,0.19326568265682642,-0.07730312614758872,-1.3020753550326039,-2.14086769806757
149,2012-12-31,2013-01-04,2.554,2013-02-01,2013-02-01,2.679,0.0,0.04894283476898975,0.17655661060034925,1.7408799304124092,-1.4715775024153257
169,2013-01-31,2013-02-01,2.679,2013-03-01,2013-03-01,2.669,0.0,-0.0037327360955580202,0.06295247798193639,1.8825927545923518,-1.7104679783928969
184,2013-02-28,2013-03-01,2.669,2013-04-01,2013-04-01,2.478,0.0,-0.07156238291494932,0.030818493783732984,-0.09316335128565222,-1.430786892210857
205,2013-03-29,2013-04-01,2.478,2013-05-02,2013-05-02,2.427,0.0,-0.02058111380145289,-0.06950205693524916,-1.663230217616221,-1.2967197322577715
223,2013-04-26,2013-05-02,2.427,2013-06-03,2013-06-03,2.609,0.0,0.07498969921714038,-0.051415986247099636,-1.3666273251258034,-1.579900014786374
245,2013-05-31,2013-06-03,2.609,2013-07-01,2013-07-01,2.204,0.0,-0.15523188961287837,0.04474843892528722,0.6077788177574899,-1.8748650913721618
262,2013-06-28,2013-07-01,2.204,2013-08-01,2013-08-01,2.26,0.0,0.025408348457350183,-0.17383260524185062,-1.2092563701371875,-1.3234727531870083
285,2013-07-31,2013-08-01,2.26,2013-09-02,2013-09-02,2.372,0.0,0.04955752212389375,6.591949208711867e-17,-0.6952781005843451,-1.1593350857663227
307,2013-08-30,2013-09-02,2.372,2013-10-08,2013-10-08,2.442,0.0,0.0295109612141653,0.03132631182466776,0.10219573656629614,-1.8219248174167044
326,2013-09-30,2013-10-08,2.442,2013-11-01,2013-11-01,2.433,0.0,-0.0036855036855037993,0.039691030463951026,-0.04519806475836836,-1.6351868449308493
344,2013-10-31,2013-11-01,2.433,2013-12-02,2013-12-02,2.484,0.0,0.020961775585696785,-0.004514680354526807,-1.190843002334777,-1.7731576836974747
365,2013-11-29,2013-12-02,2.484,2014-01-02,2014-01-02,2.369,0.0,-0.04629629629629617,0.021079013130598085,1.3753351557667224,-1.682135457752563
387,2013-12-31,2014-01-02,2.369,2014-02-07,2014-02-07,2.173,0.048,-0.06247361756015202,-0.04766719942480821,-0.5397731442798177,-1.908657100637629
408,2014-01-30,2014-02-07,2.173,2014-03-03,2014-03-03,2.168,0.0,-0.0023009664058903923,-0.05592795834728155,-0.8589797179904436,-1.7863684519225573
424,2014-02-28,2014-03-03,2.168,2014-04-01,2014-04-01,2.139,0.0,-0.013376383763837763,-0.03218043375381351,-1.204335954274983,-1.6145595814050755
445,2014-03-31,2014-04-01,2.139,2014-05-05,2014-05-05,2.142,0.0,0.0014025245441795509,-0.017593046354937004,0.08432420315586578,-1.5904607908709738
466,2014-04-30,2014-05-05,2.142,2014-06-03,2014-06-03,2.157,0.0,0.007002801120448154,-0.0018596007218527233,-1.21119337103228,-1.7836121301255434
486,2014-05-30,2014-06-03,2.157,2014-07-01,2014-07-01,2.188,0.0,0.014371812702828057,0.0023239610738238275,0.5847805977781592,-2.1073160509952493
506,2014-06-30,2014-07-01,2.188,2014-08-01,2014-08-01,2.392,0.0,0.09323583180987183,0.011539477228285903,1.3014601221778799,-2.133049883758223
529,2014-07-31,2014-08-01,2.392,2014-09-01,2014-09-01,2.383,0.0,-0.003762541806019981,0.08708720062389283,2.0352224064967346,-1.9227310642802218
550,2014-08-29,2014-09-01,2.383,2014-10-08,2014-10-08,2.498,0.0,0.04825849769198509,0.005892272939956523,-0.5784612962770899,-1.9967013569778425
571,2014-09-30,2014-10-08,2.498,2014-11-03,2014-11-03,2.555,0.0,0.02281825460368303,0.03971862914426172,0.980914778333456,-1.8532381945757153
589,2014-10-31,2014-11-03,2.555,2014-12-01,2014-12-01,2.859,0.0,0.11898238747553802,0.029402197433456574,2.122540076039169,-1.9729277233796543
609,2014-11-28,2014-12-01,2.859,2015-01-05,2015-01-05,3.604,0.0,0.2605806225953131,0.10965823667021177,2.4777480012244593,-1.6929514388371012
632,2014-12-31,2015-01-05,3.604,2015-02-02,2015-02-02,3.36,0.035,-0.05799112097669257,0.17574001705683023,1.9386194145717397,-0.833173125889928
652,2015-01-30,2015-02-02,3.36,2015-03-02,2015-03-02,3.583,0.0,0.06636904761904772,-0.033456788085002215,-1.1223748034671832,-0.7757681618283929
667,2015-02-27,2015-03-02,3.583,2015-04-01,2015-04-01,4.035,0.0,0.12615126988557068,-0.0002809383358835702,1.3070177613399303,-1.466184205635501
689,2015-03-31,2015-04-01,4.035,2015-05-04,2015-05-04,4.739,0.0,0.1744733581164808,0.14439932193039126,1.3881030151050258,-1.5912937494867292
710,2015-04-30,2015-05-04,4.739,2015-06-01,2015-06-01,4.818,0.0,0.016670183583034293,0.14557114442071672,1.1325181499692187,-1.468257068124786
730,2015-05-29,2015-06-01,4.818,2015-07-01,2015-07-01,4.414,0.0,-0.08385222083852217,0.016532761207228363,0.32285688152252906,-0.9515696353581278
751,2015-06-30,2015-07-01,4.414,2015-08-03,2015-08-03,3.794,0.0,-0.14046216583597637,-0.12282531239317873,-1.4000904896395612,-0.6195597360813446
774,2015-07-31,2015-08-03,3.794,2015-09-01,2015-09-01,3.301,0.0,-0.12994201370585134,-0.017503664384722957,-0.782335584296451,-0.21203381411985261
795,2015-08-31,2015-09-01,3.301,2015-10-08,2015-10-08,3.355,0.0,0.016358679188124725,-0.1262887329252198,-0.9243426918529735,-0.3728918022337612
815,2015-09-30,2015-10-08,3.355,2015-11-02,2015-11-02,3.554,0.0,0.05931445603576746,-0.052611890661597716,-1.247865667460692,-1.0683528083511924
832,2015-10-30,2015-11-02,3.554,2015-12-01,2015-12-01,3.604,0.0,0.014068655036578503,0.10025964672640274,0.5917396902106349,-1.285860793828696
853,2015-11-30,2015-12-01,3.604,2016-01-04,2016-01-04,3.776,0.0,0.04772475027746936,0.023550289396419097,-1.7033103409763208,-1.1342472007994686
876,2015-12-31,2016-01-04,3.776,2016-02-01,2016-02-01,2.928,0.051,-0.21106991525423724,-0.006069420927794214,-0.12348689084716293,-1.4990895978067282
896,2016-01-29,2016-02-01,2.928,2016-03-01,2016-03-01,2.871,0.0,-0.01946721311475408,-0.23822706720280834,-1.2832792749538628,-0.8805557500103091
912,2016-02-29,2016-03-01,2.871,2016-04-01,2016-04-01,3.2,0.0,0.11459421804249392,-0.08561375272299183,-1.4182329392344584,-0.9665954116800737
935,2016-03-31,2016-04-01,3.2,2016-05-03,2016-05-03,3.157,0.0,-0.013437499999999991,0.05344416829061886,1.0936761158406725,-1.6042504835088511
955,2016-04-29,2016-05-03,3.157,2016-06-01,2016-06-01,3.17,0.0,0.004117833386126035,-0.01792219013208749,-1.2106844457184716,-2.0797415960938506
976,2016-05-31,2016-06-01,3.17,2016-07-01,2016-07-01,3.161,0.0,-0.0028391167192428624,-0.013788999424938074,1.7018466454459695,-1.7530471831576648
996,2016-06-30,2016-07-01,3.161,2016-08-01,2016-08-01,3.245,0.0,0.026573869028788444,-0.0025276474753030283,0.7709960190477102,-1.8638210259557104
1017,2016-07-29,2016-08-01,3.245,2016-09-01,2016-09-01,3.388,0.0,0.04406779661016946,0.02994609296339542,-0.5346331904706384,-1.9435233184929979
1040,2016-08-31,2016-09-01,3.388,2016-10-10,2016-10-10,3.33,0.0,-0.017119244391971655,0.0452702524357219,0.45849505989979156,-2.0304116744563845
1060,2016-09-30,2016-10-10,3.33,2016-11-01,2016-11-01,3.394,0.0,0.01921921921921932,-0.019967881433811056,-0.45435970463763264,-2.1363901082183165
1076,2016-10-31,2016-11-01,3.394,2016-12-01,2016-12-01,3.599,0.0,0.060400707130229936,0.03323161651252692,0.6753864067303825,-2.441642785126202
1098,2016-11-30,2016-12-01,3.599,2017-01-03,2017-01-03,3.362,0.0,-0.06585162545151435,0.05809099790145244,1.4556116860992647,-2.4730903836115674
1120,2016-12-30,2017-01-03,3.362,2017-02-03,2017-02-03,3.387,0.055,0.023795359904818625,-0.0670851565885967,-0.9640320550102017,-2.0075468149948006
1138,2017-01-26,2017-02-03,3.387,2017-03-01,2017-03-01,3.447,0.0,0.017714791851195733,0.026320833534898183,1.7267824865981023,-2.5849784559501106
1156,2017-02-28,2017-03-01,3.447,2017-04-05,2017-04-05,3.474,0.0,0.007832898172323688,0.024090471707489285,0.5640640301214608,-2.4566568317502955
1179,2017-03-31,2017-04-05,3.474,2017-05-02,2017-05-02,3.426,0.0,-0.013816925734024155,0.008723521444991115,0.08267123062972818,-2.3321207139280062
1197,2017-04-28,2017-05-02,3.426,2017-06-01,2017-06-01,3.483,0.0,0.016637478108581405,-0.008994692877704866,-1.174065509946133,-2.3055148329986594
1217,2017-05-31,2017-06-01,3.483,2017-07-03,2017-07-03,3.685,0.0,0.057995980476600595,0.01676339832832434,1.8229231177884713,-2.207708103386214
1239,2017-06-30,2017-07-03,3.685,2017-08-01,2017-08-01,3.79,0.0,0.028493894165535938,0.05467061234632715,1.3472219042214082,-2.1913620907715323
1260,2017-07-31,2017-08-01,3.79,2017-09-01,2017-09-01,3.884,0.0,0.024802110817941925,0.03271946470011598,1.1407135159568433,-2.0711609411064784
1283,2017-08-31,2017-09-01,3.884,2017-10-09,2017-10-09,3.972,0.0,0.022657054582904346,0.026612580192812922,1.4681598900801036,-2.1216678941355367
1304,2017-09-29,2017-10-09,3.972,2017-11-01,2017-11-01,4.061,0.0,0.022406847935548813,0.0033371870273093025,0.6110228894641128,-3.001216466988071
1321,2017-10-31,2017-11-01,4.061,2017-12-01,2017-12-01,4.053,0.0,-0.001969958138389516,0.0458403095230108,1.3188750811963998,-2.8329510427452003
1343,2017-11-30,2017-12-01,4.053,2018-01-02,2018-01-02,4.086,0.0,0.00814211695040723,-0.00024663953756806807,-1.4140211114389862,-1.7428250836420176
1364,2017-12-29,2018-01-02,4.086,2018-02-01,2018-02-01,4.27,0.046,0.05628976994615753,0.004672331136167969,0.11912269783938868,-1.8766695033657623
1386,2018-01-31,2018-02-01,4.27,2018-03-01,2018-03-01,4.0,0.0,-0.06323185011709598,0.037242371204643736,0.08871995253495028,-2.157760209364653
