model,feature,origin,origin_index,entry_date,label_exit_date,label_mature_date,observed_label,training_count,training_first_origin,training_last_origin,training_last_maturity,fit_status,mean_only_prediction,raw_feature,volatility,target,training_mean,training_scale,coefficient,intercept,current_standardized,prediction
MONTHLY_LOGVOL20,logvol20,2017-01-26,1138,2017-02-03,2017-03-01,2017-03-01,0.017714791851195733,54,2012-06-29,2016-11-30,2017-01-03,FIT_READY,0.009988467850628688,-2.5849784559501106,0.07539770395552568,1.0,-1.5856391168001112,0.4873710985023145,-0.008072764370304943,0.009988467850628692,-2.0504690208774323,0.02654142110478209
MONTHLY_MOM20,mom20,2017-02-28,1156,2017-03-01,2017-04-05,2017-04-05,0.007832898172323688,55,2012-06-29,2016-12-30,2017-02-03,FIT_READY,0.01023950225161396,0.024090471707489285,0.08572105235888029,1.0,0.0015732160121782772,0.0775029070135508,0.004387134313456267,0.01023199776768347,0.29053433687815133,0.01150661092623887
MONTHLY_Z20,z20,2017-02-28,1156,2017-03-01,2017-04-05,2017-04-05,0.007832898172323688,55,2012-06-29,2016-12-30,2017-02-03,FIT_READY,0.01023950225161396,0.5640640301214608,0.08572105235888029,1.0,-0.030275723616902887,1.2321706851431313,0.006260177676376209,0.01023950225161396,0.48235180474961875,0.013259110251867299
MONTHLY_LOGVOL20,logvol20,2017-02-28,1156,2017-03-01,2017-04-05,2017-04-05,0.007832898172323688,55,2012-06-29,2016-12-30,2017-02-03,FIT_READY,0.01023950225161396,-2.4566568317502955,0.08572105235888029,1.0,-1.5933101658581963,0.48617728013552614,-0.008052024678238163,0.010239502251613962,-1.7757857085617694,0.02453817260021597
MONTHLY_MOM20,mom20,2017-03-31,1179,2017-04-05,2017-05-02,2017-05-02,-0.013816925734024155,56,2012-06-29,2017-01-26,2017-03-01,FIT_READY,0.010372989565892205,0.008723521444991115,0.09708962927924976,1.0,0.0020151377536554173,0.0768662758801493,0.004364093633894348,0.010363212706880476,0.08727343187271723,0.010744082135324313
MONTHLY_Z20,z20,2017-03-31,1179,2017-04-05,2017-05-02,2017-05-02,-0.013816925734024155,56,2012-06-29,2017-01-26,2017-03-01,FIT_READY,0.010372989565892205,0.08267123062972818,0.09708962927924976,1.0,0.0011003158512222064,1.243289860753912,0.006185878067378752,0.010372989565892205,0.06560892785616591,0.010778838393741897
MONTHLY_LOGVOL20,logvol20,2017-03-31,1179,2017-04-05,2017-05-02,2017-05-02,-0.013816925734024155,56,2012-06-29,2017-01-26,2017-03-01,FIT_READY,0.010372989565892205,-2.3321207139280062,0.09708962927924976,1.0,-1.611018528181266,0.49963142693694035,-0.007825303191975217,0.010372989565892202,-1.4432682711084792,0.021667001374673936
MONTHLY_MOM20,mom20,2017-04-28,1197,2017-05-02,2017-06-01,2017-06-01,0.016637478108581405,57,2012-06-29,2017-02-28,2017-04-05,FIT_READY,0.010328426558987495,-0.008994692877704866,0.09970745474955246,1.0,0.0024024243142489942,0.07623297363903506,0.004315082456251529,0.010316578898573606,-0.14950377307750687,0.009671457790223447
MONTHLY_Z20,z20,2017-04-28,1197,2017-05-02,2017-06-01,2017-06-01,0.016637478108581405,57,2012-06-29,2017-02-28,2017-04-05,FIT_READY,0.010328426558987495,-1.174065509946133,0.09970745474955246,1.0,0.010976872241928146,1.2343932885274953,0.006110115654731068,0.010328426558987495,-0.960020111257811,0.004462592648334483
MONTHLY_LOGVOL20,logvol20,2017-04-28,1197,2017-05-02,2017-06-01,2017-06-01,0.016637478108581405,57,2012-06-29,2017-02-28,2017-04-05,FIT_READY,0.010328426558987495,-2.3055148329986594,0.09970745474955246,1.0,-1.6258542878930033,0.5076608542910965,-0.00752843674297474,0.010328426558987493,-1.3388082602010785,0.02040755985688338
MONTHLY_MOM20,mom20,2017-05-31,1217,2017-06-01,2017-07-03,2017-07-03,0.057995980476600595,58,2012-06-29,2017-03-31,2017-05-02,FIT_READY,0.009912127381521776,0.01676339832832434,0.10995235939785167,0.9094848036699236,0.0025114087475376513,0.07556586281148726,0.004259754550031259,0.009898480749012442,0.18860354465006055,0.01070188555648756
MONTHLY_Z20,z20,2017-05-31,1217,2017-06-01,2017-07-03,2017-07-03,0.057995980476600595,58,2012-06-29,2017-03-31,2017-05-02,FIT_READY,0.009912127381521776,1.8229231177884713,0.10995235939785167,0.9094848036699236,0.012212981869304008,1.223553580309266,0.006044951609483389,0.009912127381521776,1.479878090391016,0.01885791882587015
MONTHLY_LOGVOL20,logvol20,2017-05-31,1217,2017-06-01,2017-07-03,2017-07-03,0.057995980476600595,58,2012-06-29,2017-03-31,2017-05-02,FIT_READY,0.009912127381521776,-2.207708103386214,0.10995235939785167,0.9094848036699236,-1.6380312952384344,0.5116623485721379,-0.007054836483851562,0.009912127381521774,-1.1133842654976254,0.017766871318300695
MONTHLY_MOM20,mom20,2017-06-30,1239,2017-07-03,2017-08-01,2017-08-01,0.028493894165535938,59,2012-06-29,2017-04-28,2017-06-01,FIT_READY,0.010026116376895669,0.05467061234632715,0.1117644116188197,0.8947391978500004,0.0023163900759233715,0.07492657612269878,0.0042128537159252626,0.010011093696149316,0.698740353284917,0.012954784589952608
MONTHLY_Z20,z20,2017-06-30,1239,2017-07-03,2017-08-01,2017-08-01,0.028493894165535938,59,2012-06-29,2017-04-28,2017-06-01,FIT_READY,0.010026116376895669,1.3472219042214082,0.1117644116188197,0.8947391978500004,-0.007893433246211874,1.2227523827622173,0.005890690507961224,0.010026116376895669,1.108250007582396,0.016554474177009244
MONTHLY_LOGVOL20,logvol20,2017-06-30,1239,2017-07-03,2017-08-01,2017-08-01,0.028493894165535938,59,2012-06-29,2017-04-28,2017-06-01,FIT_READY,0.010026116376895669,-2.1913620907715323,0.1117644116188197,0.8947391978500004,-1.6493445755394551,0.514622213372037,-0.006967650584391349,0.010026116376895667,-1.0532338114216522,0.01736468155854847
MONTHLY_MOM20,mom20,2017-07-31,1260,2017-08-01,2017-09-01,2017-09-01,0.024802110817941925,60,2012-06-29,2017-05-31,2017-07-03,FIT_READY,0.010825614111890751,0.03271946470011598,0.12603937244671146,0.793402871331173,0.0025571735467967214,0.07431230050745956,0.004251701932847324,0.010808595492234157,0.40588557947134923,0.012534299994987348
MONTHLY_Z20,z20,2017-07-31,1260,2017-08-01,2017-09-01,2017-09-01,0.024802110817941925,60,2012-06-29,2017-05-31,2017-07-03,FIT_READY,0.010825614111890751,1.1407135159568433,0.12603937244671146,0.793402871331173,0.02262017593769951,1.2351708933897465,0.006321000759427841,0.010825614111890751,0.9052134777485725,0.016547469192183795
MONTHLY_LOGVOL20,logvol20,2017-07-31,1260,2017-08-01,2017-09-01,2017-09-01,0.024802110817941925,60,2012-06-29,2017-05-31,2017-07-03,FIT_READY,0.010825614111890751,-2.0711609411064784,0.12603937244671146,0.793402871331173,-1.658650634336901,0.5153090724724597,-0.00727092435179373,0.010825614111890746,-0.8005104680000055,0.01664606516753778
MONTHLY_MOM20,mom20,2017-08-31,1283,2017-09-01,2017-10-09,2017-10-09,0.022657054582904346,60,2012-07-31,2017-06-30,2017-08-01,FIT_READY,0.012122155634556164,0.026612580192812922,0.11983159532564451,0.8345044537565257,0.004413536863253522,0.07419775103886964,0.003934505963576512,0.012104438021654569,0.29918754974028916,0.013281593220335581
MONTHLY_Z20,z20,2017-08-31,1283,2017-09-01,2017-10-09,2017-10-09,0.022657054582904346,60,2012-07-31,2017-06-30,2017-08-01,FIT_READY,0.012122155634556164,1.4681598900801036,0.11983159532564451,0.8345044537565257,0.06610602521060642,1.2351094296589906,0.0059320601974891035,0.012122155634556164,1.1351657037033547,0.018856026923049544
MONTHLY_LOGVOL20,logvol20,2017-08-31,1283,2017-09-01,2017-10-09,2017-10-09,0.022657054582904346,60,2012-07-31,2017-06-30,2017-08-01,FIT_READY,0.012122155634556164,-2.1216678941355367,0.11983159532564451,0.8345044537565257,-1.6643524780812096,0.5193308133434642,-0.0075451701058724665,0.012122155634556162,-0.8805859469614744,0.018766326397221277
MONTHLY_MOM20,mom20,2017-09-29,1304,2017-10-09,2017-11-01,2017-11-01,0.022406847935548813,60,2012-08-31,2017-07-31,2017-09-01,FIT_READY,0.013477064339307137,0.0033371870273093025,0.049726540865080104,1.0,0.005768348213291901,0.07395566604671752,0.00355176098487948,0.013459352185224581,-0.03287322413467067,0.01334259435029586
MONTHLY_Z20,z20,2017-09-29,1304,2017-10-09,2017-11-01,2017-11-01,0.022406847935548813,60,2012-08-31,2017-07-31,2017-09-01,FIT_READY,0.013477064339307137,0.6110228894641128,0.049726540865080104,1.0,0.1120769138463633,1.2226502300792135,0.005266480987733104,0.013477064339307137,0.40808561871813787,0.01562623949165351
MONTHLY_LOGVOL20,logvol20,2017-09-29,1304,2017-10-09,2017-11-01,2017-11-01,0.022406847935548813,60,2012-08-31,2017-07-31,2017-09-01,FIT_READY,0.013477064339307137,-3.001216466988071,0.049726540865080104,1.0,-1.6650801280539234,0.5198785541204279,-0.008022409870708246,0.013477064339307135,-2.570093204161364,0.03409540542901145
MONTHLY_MOM20,mom20,2017-10-31,1321,2017-11-01,2017-12-01,2017-12-01,-0.001969958138389516,60,2012-09-28,2017-08-31,2017-10-09,FIT_READY,0.013132310750958462,0.0458403095230108,0.0588389609244125,1.0,0.007234972363209341,0.07347233540844107,0.003832873081165702,0.013110535109470455,0.525440452453158,0.01512448167543369
MONTHLY_Z20,z20,2017-10-31,1321,2017-11-01,2017-12-01,2017-12-01,-0.001969958138389516,60,2012-09-28,2017-08-31,2017-10-09,FIT_READY,0.013132310750958462,1.3188750811963998,0.0588389609244125,1.0,0.1628328520353554,1.2145187252938061,0.005744211641992918,0.013132310750958462,0.9518521247018109,0.0185999508071263
MONTHLY_LOGVOL20,logvol20,2017-10-31,1321,2017-11-01,2017-12-01,2017-12-01,-0.001969958138389516,60,2012-09-28,2017-08-31,2017-10-09,FIT_READY,0.013132310750958462,-2.8329510427452003,0.0588389609244125,1.0,-1.6660996994004553,0.5207264668477557,-0.007886755530474248,0.013132310750958465,-2.2408143576959687,0.03080506577928325
MONTHLY_MOM20,mom20,2017-11-30,1343,2017-12-01,2018-01-02,2018-01-02,0.00814211695040723,60,2012-10-31,2017-09-29,2017-11-01,FIT_READY,0.013819819601276139,-0.00024663953756806807,0.17502524056797744,0.5713461651330304,0.006599232021801073,0.07333588514112212,0.003964963821944271,0.01379745560112526,-0.09334954567188294,0.01342732802974131
MONTHLY_Z20,z20,2017-11-30,1343,2017-12-01,2018-01-02,2018-01-02,0.00814211695040723,60,2012-10-31,2017-09-29,2017-11-01,FIT_READY,0.013819819601276139,-1.4140211114389862,0.17502524056797744,0.5713461651330304,0.15659606788745775,1.211180204683195,0.005973122842816103,0.013819819601276139,-1.2967658926833816,0.006074077625904216
MONTHLY_LOGVOL20,logvol20,2017-11-30,1343,2017-12-01,2018-01-02,2018-01-02,0.00814211695040723,60,2012-10-31,2017-09-29,2017-11-01,FIT_READY,0.013819819601276139,-1.7428250836420176,0.17502524056797744,0.5713461651330304,-1.6935253545033286,0.5467818295809247,-0.007531300855111402,0.013819819601276142,-0.0901634371728743,0.014498867572755994
MONTHLY_MOM20,mom20,2017-12-29,1364,2018-01-02,2018-02-01,2018-02-01,0.05628976994615753,60,2012-11-30,2017-10-31,2017-12-01,FIT_READY,0.014681792727312435,0.004672331136167969,0.15309915381140246,0.6531714742407169,0.006882470172845772,0.07345598244412846,0.004056998627258291,0.014659017954924523,-0.030087937879788924,0.014536951232249186
MONTHLY_Z20,z20,2017-12-29,1364,2018-01-02,2018-02-01,2018-02-01,0.05628976994615753,60,2012-11-30,2017-10-31,2017-12-01,FIT_READY,0.014681792727312435,0.11912269783938868,0.15309915381140246,0.6531714742407169,0.198559411881653,1.2070294822885637,0.005213700027357896,0.014681792727312435,-0.06581174296724712,0.014338670041203629
MONTHLY_LOGVOL20,logvol20,2017-12-29,1364,2018-01-02,2018-02-01,2018-02-01,0.05628976994615753,60,2012-11-30,2017-10-31,2017-12-01,FIT_READY,0.014681792727312435,-1.8766695033657623,0.15309915381140246,0.6531714742407169,-1.71378678214385,0.5660912001957106,-0.006915358378860489,0.014681792727312433,-0.2877322967846879,0.016671564676751197
MONTHLY_MOM20,mom20,2018-01-31,1386,2018-02-01,2018-03-01,2018-03-01,-0.06323185011709598,60,2012-12-31,2017-11-30,2018-01-02,FIT_READY,0.011596399965538783,0.037242371204643736,0.11558371465385697,0.8651737859392552,0.00816674494967945,0.07262811566622719,0.005922301203653981,0.011557654263490499,0.4003356825142683,0.01392856275791039
MONTHLY_Z20,z20,2018-01-31,1386,2018-02-01,2018-03-01,2018-03-01,-0.06323185011709598,60,2012-12-31,2017-11-30,2018-01-02,FIT_READY,0.011596399965538783,0.08871995253495028,0.11558371465385697,0.8651737859392552,0.19669364927487992,1.2094724474831295,0.0071360178429789286,0.011596399965538783,-0.08927338275842428,0.01095934351327158
MONTHLY_LOGVOL20,logvol20,2018-01-31,1386,2018-02-01,2018-03-01,2018-03-01,-0.06323185011709598,60,2012-12-31,2017-11-30,2018-01-02,FIT_READY,0.011596399965538783,-2.157760209364653,0.11558371465385697,0.8651737859392552,-1.7071527385700906,0.5633269823197867,-0.005790393597477477,0.01159639996553878,-0.7999039366780474,0.016228158599076375
MONTHLY_MOM20,mom20,2018-02-28,1401,2018-03-01,2018-04-02,2018-04-02,-0.02575000000000005,60,2013-01-31,2017-12-29,2018-02-01,FIT_READY,0.011718848885158246,-0.0882750889486508,0.25651211681942304,0.38984513183990077,0.005302006958609764,0.069181707263907,0.005432071633687222,0.011671758545176287,-1.352627733662204,0.004324187802211194
MONTHLY_Z20,z20,2018-02-28,1401,2018-03-01,2018-04-02,2018-04-02,-0.02575000000000005,60,2013-01-31,2017-12-29,2018-02-01,FIT_READY,0.011718848885158246,-0.6348698737699232,0.25651211681942304,0.38984513183990077,0.1696643620653296,1.19237878971563,0.006808852618094529,0.011718848885158246,-0.6747304151788257,0.00712470893125989
MONTHLY_LOGVOL20,logvol20,2018-02-28,1401,2018-03-01,2018-04-02,2018-04-02,-0.02575000000000005,60,2013-01-31,2017-12-29,2018-02-01,FIT_READY,0.011718848885158246,-1.360579376424964,0.25651211681942304,0.38984513183990077,-1.7139042719192648,0.5628830944202831,-0.006038671663447428,0.011718848885158244,0.6277056443810811,0.007928340597448201
MONTHLY_MOM20,mom20,2018-03-30,1423,2018-04-02,2018-05-02,2018-05-02,-0.03258917115730042,60,2013-02-28,2018-01-31,2018-03-01,FIT_READY,0.01072719698479928,-0.03182890557017191,0.18113005680784672,0.552089486208718,0.0048735051789882185,0.0688976152461071,0.005268089559736339,0.01068079983836223,-0.5327094503642332,0.007874438744525529
MONTHLY_Z20,z20,2018-03-30,1423,2018-04-02,2018-05-02,2018-05-02,-0.03258917115730042,60,2013-02-28,2018-01-31,2018-03-01,FIT_READY,0.01072719698479928,-1.2832322648948051,0.18113005680784672,0.0,0.13976648203103953,1.1709988408954826,0.007153875735978814,0.01072719698479928,-1.2152008159441503,0.002033801353274767
MONTHLY_LOGVOL20,logvol20,2018-03-30,1423,2018-04-02,2018-05-02,2018-05-02,-0.03258917115730042,60,2013-02-28,2018-01-31,2018-03-01,FIT_READY,0.01072719698479928,-1.7085399598471136,0.18113005680784672,0.552089486208718,-1.7213591424354606,0.5657912875127169,-0.0055193323125283566,0.010727196984799278,0.02265708728867426,0.010602144990819122
MONTHLY_MOM20,mom20,2018-04-27,1441,2018-05-02,2018-06-01,2018-06-01,0.004244031830238804,60,2013-03-29,2018-02-28,2018-04-02,FIT_READY,0.011490736700048434,-0.020564921944296804,0.18610717744557084,0.5373247897934842,0.00288861213344849,0.06984645774835327,0.00588125221983798,0.011446423257324725,-0.335787022474998,0.009471575086000857
MONTHLY_Z20,z20,2018-04-27,1441,2018-05-02,2018-06-01,2018-06-01,0.004244031830238804,60,2013-03-29,2018-02-28,2018-04-02,FIT_READY,0.011490736700048434,-1.2472412207034178,0.18610717744557084,0.0,0.13073803998963499,1.1749069436492148,0.00719804492374017,0.011490736700048434,-1.172841192352735,0.0030485731090804605
MONTHLY_LOGVOL20,logvol20,2018-04-27,1441,2018-05-02,2018-06-01,2018-06-01,0.004244031830238804,60,2013-03-29,2018-02-28,2018-04-02,FIT_READY,0.011490736700048434,-1.6814325483959112,0.18610717744557084,0.5373247897934842,-1.7201890171723624,0.5664745979295412,-0.005353986705926194,0.011490736700048432,0.06841695800324625,0.01112443321643914
MONTHLY_MOM20,mom20,2018-05-31,1463,2018-06-01,2018-07-02,2018-07-02,-0.06735340729001582,60,2013-04-26,2018-03-30,2018-05-02,FIT_READY,0.011290602410784308,0.003952053622290497,0.16256274806135906,0.6151470813119815,0.0035164979895331108,0.06935225419673552,0.005830272731145755,0.01124340297247584,0.006280338509572032,0.011280019058830562
MONTHLY_Z20,z20,2018-05-31,1463,2018-06-01,2018-07-02,2018-07-02,-0.06735340729001582,60,2013-04-26,2018-03-30,2018-05-02,FIT_READY,0.011290602410784308,-0.9488382001026235,0.16256274806135906,0.6151470813119815,0.13707133920165862,1.1660636122495545,0.007287714985336135,0.011290602410784308,-0.93126097744304,0.004503837830213888
MONTHLY_LOGVOL20,logvol20,2018-05-31,1463,2018-06-01,2018-07-02,2018-07-02,-0.06735340729001582,60,2013-04-26,2018-03-30,2018-05-02,FIT_READY,0.011290602410784308,-1.8166912098298924,0.16256274806135906,0.6151470813119815,-1.727052687632185,0.5637450079121499,-0.005186343619388299,0.011290602410784308,-0.15900543852208454,0.012115259252311359
MONTHLY_MOM20,mom20,2018-06-29,1483,2018-07-02,2018-08-01,2018-08-01,0.01812517700368166,60,2013-05-31,2018-04-27,2018-06-01,FIT_READY,0.010111507954335948,-0.07251131872277933,0.20236277799528254,0.0,0.0040306823945798235,0.06905179195915152,0.0063272213222285555,0.010057900731612222,-1.1084723357018533,0.003044350934058966
MONTHLY_Z20,z20,2018-06-29,1483,2018-07-02,2018-08-01,2018-08-01,0.01812517700368166,60,2013-05-31,2018-04-27,2018-06-01,FIT_READY,0.010111507954335948,-1.242924958631897,0.20236277799528254,0.0,0.13906110760869836,1.1635533722956066,0.008066672266010657,0.010111507954335948,-1.1877289853185133,0.0005304874889301182
MONTHLY_LOGVOL20,logvol20,2018-06-29,1483,2018-07-02,2018-08-01,2018-08-01,0.01812517700368166,60,2013-05-31,2018-04-27,2018-06-01,FIT_READY,0.010111507954335948,-1.5976932616664539,0.20236277799528254,0.4941620242153979,-1.728744896525677,0.5634481173613999,-0.005335454120801075,0.010111507954335946,0.23258864626779063,0.008870541903154918
MONTHLY_MOM20,mom20,2018-07-31,1505,2018-08-01,2018-09-03,2018-09-03,-0.058136300417246156,60,2013-06-28,2018-05-31,2018-07-02,FIT_READY,0.011576149326383657,0.04140491496812262,0.19299137407855316,0.5181578735187256,0.0033507426395298794,0.06884460268282261,0.0071939100721455105,0.011515117333642293,0.5527546219405755,0.015491584375845583
MONTHLY_Z20,z20,2018-07-31,1505,2018-08-01,2018-09-03,2018-09-03,-0.058136300417246156,60,2013-06-28,2018-05-31,2018-07-02,FIT_READY,0.011576149326383657,0.7535348738721666,0.19299137407855316,0.5181578735187256,0.11311749064436315,1.1702598211934827,0.00919847252396784,0.011576149326383657,0.5472437587190487,0.016609956004873715
MONTHLY_LOGVOL20,logvol20,2018-07-31,1505,2018-08-01,2018-09-03,2018-09-03,-0.058136300417246156,60,2013-06-28,2018-05-31,2018-07-02,FIT_READY,0.011576149326383657,-1.6451097849695602,0.19299137407855316,0.5181578735187256,-1.7277753318333062,0.5632424308077101,-0.0055974881589849305,0.011576149326383659,0.1467672574759694,0.010754621340535227
MONTHLY_MOM20,mom20,2018-08-31,1528,2018-09-03,2018-10-08,2018-10-08,0.013290017720023695,60,2013-07-31,2018-06-29,2018-08-01,FIT_READY,0.011454763135489182,0.0062139569679429026,0.21888234460931044,0.4568664511452167,0.005039430748181068,0.06559056274236837,0.007862155388191083,0.011361876444805394,0.017906939209764505,0.011502663583399454
MONTHLY_Z20,z20,2018-08-31,1528,2018-09-03,2018-10-08,2018-10-08,0.013290017720023695,60,2013-07-31,2018-06-29,2018-08-01,FIT_READY,0.011454763135489182,-0.14551154071078207,0.21888234460931044,0.4568664511452167,0.11255634750278466,1.1709125407029561,0.009260853041193754,0.011454763135489182,-0.22039894462026682,0.00941368089892669
MONTHLY_LOGVOL20,logvol20,2018-08-31,1528,2018-09-03,2018-10-08,2018-10-08,0.013290017720023695,60,2013-07-31,2018-06-29,2018-08-01,FIT_READY,0.011454763135489182,-1.5192209327572306,0.21888234460931044,0.4568664511452167,-1.732345673641297,0.5610143296198964,-0.00569122458512,0.011454763135489184,0.3798917953280528,0.009292713610232794
MONTHLY_MOM20,mom20,2018-09-28,1547,2018-10-08,2018-11-01,2018-11-01,-0.0553774409793063,60,2013-08-30,2018-07-31,2018-09-03,FIT_READY,0.00965986609313685,0.0265757985836131,0.19738433171386793,0.5066258255237903,0.005729512664316442,0.06575425140962879,0.00755208766563908,0.009570483820735118,0.3170332787979092,0.011964746935141924
MONTHLY_Z20,z20,2018-09-28,1547,2018-10-08,2018-11-01,2018-11-01,-0.0553774409793063,60,2013-08-30,2018-07-31,2018-09-03,FIT_READY,0.00965986609313685,1.7684030024356958,0.19738433171386793,0.5066258255237903,0.13670323041039326,1.1689079878466668,0.009196035771412646,0.00965986609313685,1.3959180611223123,0.022496778517178618
MONTHLY_LOGVOL20,logvol20,2018-09-28,1547,2018-10-08,2018-11-01,2018-11-01,-0.0553774409793063,60,2013-08-30,2018-07-31,2018-09-03,FIT_READY,0.00965986609313685,-1.6226025284163255,0.19738433171386793,0.5066258255237903,-1.7404419186280176,0.5560883910317305,-0.006176489291173227,0.009659866093136852,0.21190766092609936,0.008351020694709232
MONTHLY_MOM20,mom20,2018-10-31,1565,2018-11-01,2018-12-03,2018-12-03,0.026535020055538316,60,2013-09-30,2018-08-31,2018-10-08,FIT_READY,0.009389517034901157,-0.0843296773208807,0.38610585568285377,0.0,0.005310973416704362,0.06566842767188011,0.007495104837717704,0.00930099963798408,-1.3650494448486712,-0.000930189059825063
MONTHLY_Z20,z20,2018-10-31,1565,2018-11-01,2018-12-03,2018-12-03,0.026535020055538316,60,2013-09-30,2018-08-31,2018-10-08,FIT_READY,0.009389517034901157,-0.44637295785898634,0.38610585568285377,0.2589963310013607,0.1325747757891086,1.1694692329393028,0.00918870195058141,0.009389517034901157,-0.4950517015253048,0.004840634499456943
MONTHLY_LOGVOL20,logvol20,2018-10-31,1565,2018-11-01,2018-12-03,2018-12-03,0.026535020055538316,60,2013-09-30,2018-08-31,2018-10-08,FIT_READY,0.009389517034901157,-0.951643709593195,0.38610585568285377,0.0,-1.7353968538836928,0.5567093956466378,-0.006131826096696201,0.009389517034901157,1.4078317169052637,0.0007569377734248425
MONTHLY_MOM20,mom20,2018-11-30,1587,2018-12-03,2019-01-02,2019-01-02,-0.07724676886083559,60,2013-10-31,2018-09-28,2018-11-01,FIT_READY,0.008527984746671114,-0.03880450480526859,0.18341063549359043,0.0,0.005092386218698729,0.06557380869585301,0.007386643507304552,0.008440499864392378,-0.6694271980993446,0.0034956797979387765
MONTHLY_Z20,z20,2018-11-30,1587,2018-12-03,2019-01-02,2019-01-02,-0.07724676886083559,60,2013-10-31,2018-09-28,2018-11-01,FIT_READY,0.008527984746671114,-0.556805048923954,0.18341063549359043,0.0,0.16280146024234296,1.1880859879982018,0.00828996016904428,0.008527984746671114,-0.6056855450157755,0.0035068757035244596
MONTHLY_LOGVOL20,logvol20,2018-11-30,1587,2018-12-03,2019-01-02,2019-01-02,-0.07724676886083559,60,2013-10-31,2018-09-28,2018-11-01,FIT_READY,0.008527984746671114,-1.6960277301454731,0.18341063549359043,0.5452246524902022,-1.7351871152751175,0.5567501584242422,-0.0062217010813590086,0.008527984746671114,0.07033565152541005,0.00809037734751738
MONTHLY_MOM20,mom20,2018-12-28,1607,2019-01-02,2019-02-01,2019-02-01,0.06775244299674266,60,2013-11-29,2018-10-31,2018-12-03,FIT_READY,0.008620872154501807,-0.05594086278409743,0.168263974505079,0.0,0.003762136269259498,0.0665739520815704,0.007061537739438972,0.008546150120267796,-0.8967921715118434,0.002213418356703486
MONTHLY_Z20,z20,2018-12-28,1607,2019-01-02,2019-02-01,2019-02-01,0.06775244299674266,60,2013-11-29,2018-10-31,2018-12-03,FIT_READY,0.008620872154501807,-1.3827754880624235,0.168263974505079,0.0,0.17520929431693946,1.1775502685128048,0.008405467719224699,0.008620872154501807,-1.3230728437156491,-0.002500173923532906
MONTHLY_LOGVOL20,logvol20,2018-12-28,1607,2019-01-02,2019-02-01,2019-02-01,0.06775244299674266,60,2013-11-29,2018-10-31,2018-12-03,FIT_READY,0.008620872154501807,-1.7822212559267558,0.168263974505079,0.594304278703351,-1.721495215706713,0.5658280869231193,-0.0059064608372708894,0.008620872154501809,-0.10732242110896474,0.009254767831743003
MONTHLY_MOM20,mom20,2019-01-31,1629,2019-02-01,2019-03-01,2019-03-01,0.1463187325256292,60,2013-12-31,2018-11-30,2019-01-02,FIT_READY,0.008105030945092817,0.07819295063882274,0.14661595439963002,0.6820540125355713,0.002764077636995053,0.06675856475185447,0.0076354372574653565,0.008027417865407598,1.129875593973616,0.016654512071934545
MONTHLY_Z20,z20,2019-01-31,1629,2019-02-01,2019-03-01,2019-03-01,0.1463187325256292,60,2013-12-31,2018-11-30,2019-01-02,FIT_READY,0.008105030945092817,1.4107688498901918,0.14661595439963002,0.6820540125355713,0.14300695757209486,1.1705726321666807,0.009372792649960882,0.008105030945092817,1.0830271078280063,0.018256019461051546
MONTHLY_LOGVOL20,logvol20,2019-01-31,1629,2019-02-01,2019-03-01,2019-03-01,0.1463187325256292,60,2013-12-31,2018-11-30,2019-01-02,FIT_READY,0.008105030945092817,-1.9199386659856663,0.14661595439963002,0.6820540125355713,-1.721726753579928,0.5658145500642615,-0.0059070844239101925,0.00810503094509282,-0.3503125050128644,0.010174356486955272
MONTHLY_MOM20,mom20,2019-02-28,1644,2019-03-01,2019-04-01,2019-04-01,0.05528455284552858,60,2014-01-30,2018-12-28,2019-02-01,FIT_READY,0.010275465287707728,0.1480269619767293,0.30655747755312185,0.32620310161141475,0.0026261832476735664,0.06687294651089958,0.006693156971841074,0.010208349151314569,2.174284016412481,0.024761173374528378
MONTHLY_Z20,z20,2019-02-28,1644,2019-03-01,2019-04-01,2019-04-01,0.05528455284552858,60,2014-01-30,2018-12-28,2019-02-01,FIT_READY,0.010275465287707728,1.412863000311054,0.30655747755312185,0.32620310161141475,0.12895691850905147,1.1838901412868912,0.00829230091688457,0.010275465287707728,1.0844807613706402,0.019268306099565168
MONTHLY_LOGVOL20,logvol20,2019-02-28,1644,2019-03-01,2019-04-01,2019-04-01,0.05528455284552858,60,2014-01-30,2018-12-28,2019-02-01,FIT_READY,0.010275465287707728,-1.182350012465742,0.30655747755312185,0.32620310161141475,-1.7196194895014136,0.5653418104398079,-0.006165846025114737,0.01027546528770773,0.9503444944531921,0.0044157874640938415
MONTHLY_MOM20,mom20,2019-03-29,1665,2019-04-01,2019-05-06,2019-05-06,-0.029789419619928093,60,2014-02-28,2019-01-31,2019-03-01,FIT_READY,0.012752460269899723,0.03444536668500431,0.26370887071330557,0.3792060529837704,0.004861531730775304,0.06712364121573952,0.007851998183182551,0.012671126007578663,0.44073644424539987,0.01613178776705588
MONTHLY_Z20,z20,2019-03-29,1665,2019-04-01,2019-05-06,2019-05-06,-0.029789419619928093,60,2014-02-28,2019-01-31,2019-03-01,FIT_READY,0.012752460269899723,1.6321992939390155,0.26370887071330557,0.3792060529837704,0.16678606130706203,1.1880429464826583,0.009369116591502025,0.012752460269899723,1.2334682319107089,0.024308967946585013
