period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,RUNS_REFERENCE_BLEND,9468.710859999934,9031.699999999997,895.5000000000005,121.68913999999995,336.79999999998563,0.07903993015982214
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-1705.852040000027,-3716.4000000000087,1380.1000000000004,-147.24795999999992,-483.1999999999698,0.37457676489631075
evaluation,BASE,RETURN_RUNS_STATE,19864.32564000017,21066.19999999999,-269.2999999999997,279.57435999999996,652.9999999999525,0.6581745383013877
evaluation,BASE,BUY_HOLD,11445.156360000052,34117.79999999996,-19697.7,771.64364,2203.2999999999715,1.3776690625561272
evaluation,STRESS,RUNS_REFERENCE_BLEND,9036.257040000055,8973.799999999996,896.3000000000002,219.24296000000004,614.6000000000158,0.07707441555893335
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-1197.2749599998351,-3795.300000000003,1376.1000000000004,-334.4250400000001,-887.50000000001,0.3644843236483224
evaluation,STRESS,RETURN_RUNS_STATE,18919.708439999988,20910.899999999994,-287.9999999999991,485.49156000000016,1217.7000000000276,0.6328840330978571
evaluation,STRESS,BUY_HOLD,8580.83076000007,33754.899999999965,-19722.800000000003,1461.1692400000002,3990.1000000000236,1.3094246678510195
earlier_diagnostic,BASE,RUNS_REFERENCE_BLEND,-4668.806060000032,-4588.5999999999985,0.0,27.506060000000048,52.70000000001028,-0.12179824664852423
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-18756.803179999988,-18432.4,0.0,79.80318,244.59999999998126,-0.09136409489155228
earlier_diagnostic,BASE,RETURN_RUNS_STATE,11821.390999999945,11502.400000000012,0.0,-63.69099999999992,-255.29999999997676,0.3189247904767988
earlier_diagnostic,BASE,BUY_HOLD,-2404.52456000002,16126.099999999973,-16419.199999999997,541.6245600000001,1569.800000000014,0.6520365987984799
earlier_diagnostic,STRESS,RUNS_REFERENCE_BLEND,-4523.237240000133,-4359.299999999996,0.0,48.73723999999993,115.20000000000528,-0.11726348938550268
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-21413.879640000057,-20869.40000000001,0.0,149.57963999999993,394.89999999997553,-0.12111874669629974
earlier_diagnostic,STRESS,RETURN_RUNS_STATE,14778.251239999867,14278.60000000002,0.0,-126.35124000000019,-373.29999999997017,0.3697027284443528
earlier_diagnostic,STRESS,BUY_HOLD,-2209.607120000088,18285.399999999983,-16419.199999999997,1067.80712,3007.9999999999886,0.6449633819558509
