period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.6075436070043765,30,430,133976.8,7359.388339999981,126617.4116600001
evaluation,STRESS,1.5344926425947731,30,430,132591.3,13411.57120000001,119179.72879999992
earlier_diagnostic,BASE,0.8554214766553824,23,429,76495.89999999995,6945.872579999945,69550.02742000017
earlier_diagnostic,STRESS,0.8322361036638851,23,435,80855.89999999997,12983.117279999977,67872.78271999978
