period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,ADD_GATE_EXPOSURE_105,固定1%加仓条件、原目标乘1.05并限制100%,1.009016574000003,0.11099467506634585,0.10905410653799458,0.08835218825098233,1.2343113249012492,-0.06842017502465514,1604,0.1812307782216452,110,3140.2852000000003,9487.099999999833,False,7.003109203651547e-11,0.07473720342072887,True,True
evaluation,STRESS,ADD_GATE_EXPOSURE_105,固定1%加仓条件、原目标乘1.05并限制100%,0.9438227399999963,0.10547886375087225,0.10407164041652663,0.08830339478440997,1.1785689629556637,-0.07178168427742,1604,0.18164913583116157,110,5985.052,16496.500000000033,False,8.759570846450515e-11,0.06939391923712959,False,False
earlier_diagnostic,BASE,ADD_GATE_EXPOSURE_105,固定1%加仓条件、原目标乘1.05并限制100%,0.6665047924000005,0.10670988576088394,0.10508286628934671,0.08575463539064944,1.2253899256949647,-0.05962697985674714,1219,0.2755743058559905,61,1709.7415200000003,4907.800000000081,False,9.909228992910357e-11,0.06774865756424002,True,True
earlier_diagnostic,STRESS,ADD_GATE_EXPOSURE_105,固定1%加仓条件、原目标乘1.05并限制100%,0.6797128359999989,0.10844569650605895,0.10667479022268064,0.08604378739080483,1.2397732998219992,-0.06063661250465242,1219,0.27682367947641323,61,3289.3328000000006,9206.799999999985,False,9.549694368615746e-11,0.06974542442037228,True,True
evaluation,BASE,ADD_GATE_EXPOSURE_110,固定1%加仓条件、原目标乘1.10并限制100%,1.0211827972000003,0.11200714318787913,0.11004090624636266,0.08921032921112697,1.2334996095120065,-0.06951871919237375,1604,0.18562593385055462,110,3229.5405600000004,9781.499999999833,False,1.000444171950221e-10,0.07574967154226216,True,True
evaluation,STRESS,ADD_GATE_EXPOSURE_110,固定1%加仓条件、原目标乘1.10并限制100%,0.9458912175999976,0.10565626614785349,0.10430974103756395,0.08918716853315907,1.1695599574818034,-0.07201809076774333,1604,0.1858245482991475,111,6206.55648,17122.40000000003,False,9.868017514236271e-11,0.06957132163411084,False,False
earlier_diagnostic,BASE,ADD_GATE_EXPOSURE_110,固定1%加仓条件、原目标乘1.10并限制100%,0.7165749350999979,0.11323293276304121,0.11118869050776556,0.0883989049536633,1.2578061975546886,-0.05522694616362193,1219,0.2840682589057389,61,1793.71298,5159.400000000084,False,6.639311322942376e-11,0.07427170456639728,True,True
earlier_diagnostic,STRESS,ADD_GATE_EXPOSURE_110,固定1%加仓条件、原目标乘1.10并限制100%,0.7316720321999997,0.11516981446597051,0.1129594603701563,0.08876638897101863,1.272547657729284,-0.05645043878322774,1219,0.2855301536686072,61,3455.1935600000006,9681.599999999984,False,5.763922672485933e-11,0.07646954238028383,True,True
evaluation,BASE,ADD_GATE_EXPOSURE_115,固定1%加仓条件、原目标乘1.15并限制100%,1.031192787399998,0.11283629734610542,0.11084452031055816,0.08985883368298764,1.2335406077226172,-0.06953397361015104,1604,0.18941119734419698,110,3297.7425200000002,10005.89999999983,False,1.0413714335300028e-10,0.07657882570048845,True,True
evaluation,STRESS,ADD_GATE_EXPOSURE_115,固定1%加仓条件、原目标乘1.15并限制100%,0.9531094088000001,0.10627408052516386,0.10492096583171541,0.08977140727722017,1.1687570576643895,-0.07217542793286127,1604,0.1890456283122858,110,6283.8182400000005,17343.700000000023,False,1.0754774848464876e-10,0.07018913601142121,False,False
earlier_diagnostic,BASE,ADD_GATE_EXPOSURE_115,固定1%加仓条件、原目标乘1.15并限制100%,0.7405032128000015,0.11629654492233855,0.11419151789482658,0.09122647783827853,1.2517365637776705,-0.057747537231356644,1219,0.29105721260125805,61,1841.0574400000003,5308.200000000086,False,8.850520316627808e-11,0.07733531672569463,True,True
earlier_diagnostic,STRESS,ADD_GATE_EXPOSURE_115,固定1%加仓条件、原目标乘1.15并限制100%,0.7563343039999963,0.11830494390253397,0.11603026329797624,0.09167766951739151,1.265632775230668,-0.05900892486795833,1219,0.2934464559330741,61,3557.5392,9981.499999999985,False,7.736389306955971e-11,0.0796046718168473,True,True
evaluation,BASE,ADD_GATE_EXPOSURE_120,固定1%加仓条件、原目标乘1.20并限制100%,1.0266518188000031,0.11246058780314816,0.11054966343477308,0.09033692254199052,1.2237483890752117,-0.06946858586341588,1604,0.19080595691358695,109,3315.3362400000005,10053.599999999831,False,6.994582690822426e-11,0.07620311615753118,True,True
evaluation,STRESS,ADD_GATE_EXPOSURE_120,固定1%加仓条件、原目标乘1.20并限制100%,0.9572962714000017,0.10663155163789159,0.10529257519894805,0.0903105683127038,1.1658942819888862,-0.07242494914484808,1604,0.19141280121801227,109,6331.44572,17500.000000000022,False,7.253220246639103e-11,0.07054660712414895,False,False
earlier_diagnostic,BASE,ADD_GATE_EXPOSURE_120,固定1%加仓条件、原目标乘1.20并限制100%,0.7597812101999972,0.11874030828295112,0.116775614138346,0.09552501539094013,1.2224610868727621,-0.060148177101312095,1219,0.2988907195494706,60,1877.45796,5423.600000000094,False,7.116796041373163e-11,0.0797790800863072,True,True
earlier_diagnostic,STRESS,ADD_GATE_EXPOSURE_120,固定1%加仓条件、原目标乘1.20并限制100%,0.7752569626000023,0.12068660425324094,0.1185617791199926,0.096026137141712,1.2346823755393106,-0.061476121461988886,1219,0.3020257667189114,60,3638.3074800000004,10217.799999999983,False,6.957634468562901e-11,0.08198633216755427,True,True
