model,period,cost,origin,source_target,normal_requested_quantity,own_shares,observed_daily_return,return_threshold
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-09,0.5341263397542393,27900,20400,0.002257902659307476,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-11,0.6153531390221937,35100,20400,0.008056394763343189,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-12,0.615306289825951,35100,20400,0.0004995004995007601,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-13,0.4603306392159046,21300,20400,-0.00649026460309543,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-16,0.5762785494466083,31700,20400,0.002512562814070307,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-18,0.4306953648120535,19400,20400,0.0007520681875157198,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-26,1.0,26100,65400,-0.0037490627343164107,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-27,1.0,26300,65400,-0.005770195684897228,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-06-30,1.0,26200,65400,0.004794347716376546,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-01,1.0,26100,65400,0.0015067805123052391,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-02,1.0,26100,65400,0.0010030090270811698,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-03,1.0,26000,65400,0.005761523046092121,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-04,1.0,25800,65400,0.004234122042341415,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-07,1.0,26000,65400,-0.004464285714285698,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-08,1.0,25700,65400,0.008470353761833582,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-09,1.0,25800,65400,-0.0007411067193676679,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-10,1.0,25600,65400,0.004944375772558907,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-11,1.0,25500,65400,0.0034440344403441348,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-14,1.0,25600,65400,-0.00024515812699177353,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-15,1.0,25600,65400,0.0,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-16,1.0,25600,65400,-0.002206964198136374,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-17,1.0,25400,65400,0.00811010076185803,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-18,1.0,25200,65400,0.00731350560702082,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2025-07-21,1.0,25100,65400,0.006050338818973877,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-16,0.8009900065698101,17500,49900,-0.0032820512820512793,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-19,0.9143061669370035,29000,49900,0.0004116073266104969,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-20,0.9141260654223217,29100,49900,-0.0029548332629801832,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-21,0.9142143482177472,29100,49900,0.0012701100762066986,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-22,0.9141702249512097,29100,49900,-0.0006342494714588476,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-23,0.7834265247642502,17900,49900,-0.004865665326845847,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-26,0.7836251109712191,17900,49900,0.001700680272108901,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-27,0.7835526165651536,17900,49900,-0.0004244482173174635,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-28,0.7840952498009413,17800,49900,0.0031847133757960666,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-01-29,0.7856371759570815,17700,49900,0.009100529100529053,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-07-22,0.873331933299758,72200,2200,-0.0045957802381449975,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-07-23,0.8758421087616454,72000,2200,0.004616998950682127,0.01
ADD_GATE_EXPOSURE_105,evaluation,BASE,2026-07-24,0.8732289350554429,73100,2200,-0.017965322749112222,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2020-09-28,0.6456250915895522,15200,16500,0.002155636990730736,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2020-09-29,0.6122903334503623,13500,16500,0.0023661002366099915,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-06-08,0.9010192848653854,41000,3000,-0.00794100964265454,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-06-09,0.9000929726531571,40900,3000,0.0015246807699638154,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-06-10,0.9001601184241976,40600,3000,0.006470028544243611,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-06-11,0.5113302271260802,22000,3000,-0.009264511249763574,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-06-30,0.2747120858965979,12200,1000,0.005933014354067012,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-11-10,0.5533169137541184,17700,11700,-0.0050844010575553655,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-11-24,0.914050265132436,18800,29000,0.002206177296430134,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-11-25,0.9145471814676194,18900,29000,-0.0038022813688213253,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-11-26,0.9143770671894796,19100,29000,-0.008437123342707853,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-11-29,0.9143486662322088,19100,29000,-0.0014181523500810256,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-11-30,0.9142755711961712,19200,29000,-0.0036518563603166188,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-12-01,0.9143283713074949,19100,29000,0.0026471187130931995,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-12-02,0.9143689540504654,19100,29000,0.002030869212022779,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-12-03,0.9145512257368561,18900,29000,0.00912038913660318,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-12-06,0.9145310015738212,18900,29000,-0.0010042177144005127,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2021-12-07,0.9146441663200002,18800,29000,0.005629272215520675,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2022-05-13,0.9261848487543966,46200,15500,0.007846114907618329,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2022-05-16,0.9260354904913316,46600,15500,-0.007785032646911105,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2022-06-07,0.9208448071446966,53700,5700,0.001436781609195359,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2022-08-09,0.9453068446428061,58800,1600,0.0016650808753568835,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2022-08-10,0.9444374414655633,59400,1600,-0.010686297791498434,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-02-19,0.9421011423756162,46800,26100,0.00803093396787613,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-02-20,0.9421106528682542,46700,26100,0.0035408675125405686,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-17,0.7296264036906374,53900,1900,-0.002813731007315634,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-18,0.7135056920810712,52500,1900,0.003103837471783333,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-19,0.7129075982685577,52600,1900,-0.002812939521800395,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-20,0.7114972167637661,52900,1900,-0.006488011283497963,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-21,0.7111273354007337,52900,1900,-0.0017035775127767216,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-24,0.6783446957371432,50600,1900,-0.004835039817974951,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-25,0.5510002103336313,41000,1900,-0.0060017147756501465,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-26,0.5527387945762924,40900,1900,0.006037952846463357,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-27,0.551375864266965,41000,1900,-0.005430122892254974,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-06-28,0.5518788848055647,41000,1900,0.0020114942528735025,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-01,0.5207693012182747,38400,1900,0.0040149125322626045,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-02,0.5204628914377641,38400,1900,-0.00142816338189089,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-03,0.520015979106848,38500,1900,-0.0017162471395880674,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-04,0.5188953658644091,38600,1900,-0.004297994269340966,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-05,0.517619551085527,38700,1900,-0.004892086330935186,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-08,0.515807849683623,38800,1900,-0.006940427993059606,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-16,0.7727371145170456,19200,40500,0.007090187180941676,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2024-07-17,0.7344044136993053,16200,40500,0.0014080540692762433,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-04-09,1.0,24700,66200,0.00965147453083115,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-05,0.44649653434595327,18300,21100,0.0025163563160544022,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-06,0.4467980971357601,18300,21100,0.0005020080321285203,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-09,0.5451117860940917,26900,21100,0.002257902659307476,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-11,0.6308321692393639,34400,21100,0.008056394763343189,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-12,0.6309234325292884,34300,21100,0.0004995004995007601,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-13,0.4700452710216271,20400,21100,-0.00649026460309543,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-16,0.5897455368818386,30900,21100,0.002512562814070307,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-17,0.4457202987696749,18200,21100,-0.00025062656641616776,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-18,0.4360789546586362,18200,21100,0.0007520681875157198,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-26,1.0,23900,65300,-0.0037490627343164107,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-27,1.0,24000,65300,-0.005770195684897228,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-06-30,1.0,23900,65300,0.004794347716376546,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-01,1.0,23800,65300,0.0015067805123052391,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-02,1.0,23800,65300,0.0010030090270811698,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-03,1.0,23700,65300,0.005761523046092121,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-04,1.0,23600,65300,0.004234122042341415,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-07,1.0,23700,65300,-0.004464285714285698,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-08,1.0,23500,65300,0.008470353761833582,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-09,1.0,23500,65300,-0.0007411067193676679,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-10,1.0,23400,65300,0.004944375772558907,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-11,1.0,23300,65300,0.0034440344403441348,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-14,1.0,23300,65300,-0.00024515812699177353,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-15,1.0,23300,65300,0.0,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-16,1.0,23400,65300,-0.002206964198136374,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-17,1.0,23200,65300,0.00811010076185803,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-18,1.0,23000,65300,0.00731350560702082,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2025-07-21,1.0,22900,65300,0.006050338818973877,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-16,0.8022648851343863,17000,48600,-0.0032820512820512793,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-19,0.9150141901755181,28200,48600,0.0004116073266104969,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-20,0.9149151834352068,28300,48600,-0.0029548332629801832,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-21,0.9150027863168275,28200,48600,0.0012701100762066986,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-22,0.914959002812958,28200,48600,-0.0006342494714588476,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-23,0.7838383607210532,17400,48600,-0.004865665326845847,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-26,0.7841030224929998,17300,48600,0.001700680272108901,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-27,0.7840305940903985,17300,48600,-0.0004244482173174635,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-28,0.7845727328518184,17300,48600,0.0031847133757960666,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-01-29,0.7861132485388247,17200,48600,0.009100529100529053,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-07-22,0.8710652374446832,69700,2200,-0.0045957802381449975,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-07-23,0.8740024335923929,69600,2200,0.004616998950682127,0.01
ADD_GATE_EXPOSURE_105,evaluation,STRESS,2026-07-24,0.8713687748348676,70700,2200,-0.017965322749112222,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2015-02-16,0.7462907773824556,16400,25600,0.008388776395718889,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2015-02-17,0.7492432623253344,16300,25600,0.00889271371199074,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2015-02-25,1.0,30800,25600,-0.01535399488200162,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2015-09-29,0.9325902847152134,47600,19900,-0.0193133047210301,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2015-09-30,0.9334971352468623,47300,19900,0.0068771491090966475,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2016-07-11,1.0,28600,51800,0.0024790827393863513,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2018-10-09,0.9479736346289124,52800,34500,0.0020951810835079243,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2018-10-10,0.9479852013247863,52900,34500,-0.0005973715651134137,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2018-10-11,0.7203105449353536,34100,34500,-0.05140466228332341,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,BASE,2019-02-28,0.9784633004965629,33500,47900,-0.0019073569482289665,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2015-02-16,0.7451554139143567,16400,25500,0.008388776395718889,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2015-02-17,0.748271269801163,16300,25500,0.00889271371199074,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2015-02-25,1.0,30900,25500,-0.01535399488200162,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2015-09-29,0.9327037084960885,47500,19900,-0.0193133047210301,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2015-09-30,0.9329947620714097,47200,19900,0.0068771491090966475,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2016-07-11,1.0,28300,51800,0.0024790827393863513,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2018-10-09,0.9487847202673382,52200,34100,0.0020951810835079243,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2018-10-10,0.9482871519483475,52200,34100,-0.0005973715651134137,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2018-10-11,0.7198466447734291,33600,34100,-0.05140466228332341,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2019-02-28,0.9779944728035902,33100,47200,-0.0019073569482289665,0.01
ADD_GATE_EXPOSURE_105,earlier_diagnostic,STRESS,2019-09-03,1.0,17100,68400,0.0010245901639345245,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2020-09-28,0.6774939340335023,16100,17400,0.002155636990730736,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2020-09-29,0.6423780139980408,14300,17400,0.0023661002366099915,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-06-08,0.9438632730179835,43400,3100,-0.00794100964265454,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-06-09,0.9422176936898203,43200,3100,0.0015246807699638154,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-06-10,0.9422921982147444,43000,3100,0.006470028544243611,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-06-11,0.5529293471476432,24100,3100,-0.009264511249763574,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-06-30,0.29112607462157597,13000,1100,0.005933014354067012,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-11-10,0.5879736997599105,19200,12400,-0.0050844010575553655,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-11-24,0.9576174933142381,20300,30400,0.002206177296430134,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-11-25,0.9579169621537965,20400,30400,-0.0038022813688213253,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-11-26,0.9577345940052553,20500,30400,-0.008437123342707853,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-11-29,0.9577041427826193,20600,30400,-0.0014181523500810256,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-11-30,0.9576257650950857,20700,30400,-0.0036518563603166188,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-12-01,0.9576823819800016,20600,30400,0.0026471187130931995,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-12-02,0.9577258953095577,20600,30400,0.002030869212022779,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-12-03,0.9579212971921947,20400,30400,0.00912038913660318,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-12-06,0.9578996187256554,20400,30400,-0.0010042177144005127,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2021-12-07,0.9580209128860346,20300,30400,0.005629272215520675,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2022-05-13,0.9705781219348979,49100,16400,0.007846114907618329,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2022-05-16,0.9699807948175143,49500,16400,-0.007785032646911105,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2022-06-07,0.9642075108418967,57200,6000,0.001436781609195359,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2022-08-09,0.9905231259198854,62600,1800,0.0016650808753568835,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2022-08-10,0.9889817655039902,63200,1800,-0.010686297791498434,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-02-19,0.9877662105387253,50100,27900,0.00803093396787613,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-02-20,0.9872747766475578,49900,27900,0.0035408675125405686,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-17,0.7663478095461133,57900,2100,-0.002813731007315634,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-18,0.7491553187343537,56400,2100,0.003103837471783333,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-19,0.7485222283743043,56500,2100,-0.002812939521800395,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-20,0.7470515825474029,56700,2100,-0.006488011283497963,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-21,0.7466658971296936,56800,2100,-0.0017035775127767216,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-24,0.7121564203742567,54400,2100,-0.004835039817974951,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-25,0.5795298935763085,44100,2100,-0.0060017147756501465,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-26,0.5812992926939862,44000,2100,0.006037952846463357,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-27,0.5798738015386281,44100,2100,-0.005430122892254974,0.01
ADD_GATE_EXPOSURE_110,evaluation,BASE,2024-06-28,0.5803999141004388,44100,2100,0.0020114942528735025,0.01
