period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,BOUNDARY_REBALANCE,311,31,41,0,0,0.06355106093621962
evaluation,STRESS,BOUNDARY_REBALANCE,311,31,42,0,0,0.06352432550519602
earlier_diagnostic,BASE,BOUNDARY_REBALANCE,302,33,31,0,0,0.11132401311768358
earlier_diagnostic,STRESS,BOUNDARY_REBALANCE,308,35,30,0,0,0.11507168733993141
