period,cost,origin,parent_target,own_nav,own_previous_shares,own_stock_weight,request_rule,selected_rebalance_weight,new_request,same_state_center_request,different_request
evaluation,STRESS,2020-07-03,0.5716798086260451,215676.20591999998,28700,0.5930923137967634,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-07-06,0.0,225061.10591999994,28700,0.6100600965179866,EXPLICIT_FULL_EXIT,0.0,-28700,-28700,False
evaluation,STRESS,2020-07-07,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-08,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-09,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-10,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-13,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-14,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-15,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-16,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-17,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-20,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-21,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-22,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-23,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-24,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-27,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-28,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-29,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-30,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-07-31,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-03,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-04,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-05,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-06,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-07,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-10,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-11,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-12,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-13,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-14,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-17,0.0,225924.21823999996,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-08-18,0.3187952265341366,225924.21823999996,0,0.0,FIRST_ENTRY_AT_CENTER,0.3187952265341366,14700,14700,False
evaluation,STRESS,2020-08-19,0.3027722907087258,224748.97087999995,14700,0.3135578317625621,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-08-20,0.2940417702983362,223999.27087999997,14700,0.3112603881525635,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-08-21,0.47306271012707035,224587.27087999997,14700,0.3130636020666,LOWER_BOUNDARY,0.3730627101270704,2800,7500,True
evaluation,STRESS,2020-08-24,0.47427170939260066,225031.28367999996,17500,0.37429240336100816,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-08-25,0.47611128968708666,225188.78367999996,17500,0.37473003149177103,LOWER_BOUNDARY,0.3761112896870866,0,4700,True
evaluation,STRESS,2020-08-26,0.4991072850665428,224156.28367999996,17500,0.37184993715809456,LOWER_BOUNDARY,0.3991072850665428,1200,5900,True
evaluation,STRESS,2020-08-27,0.5089593878207355,224811.28368,18700,0.39918503435859215,LOWER_BOUNDARY,0.4089593878207355,400,5100,True
evaluation,STRESS,2020-08-28,0.4754293390389535,227060.48367999995,19100,0.4136109395959692,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-08-31,0.47328050691066814,226239.18367999996,19100,0.4114822131416206,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-01,0.4721707109780051,226888.58367999998,19100,0.4131666674433181,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-02,0.4710263170516332,226812.18367999996,19100,0.41296899699246353,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-03,0.46835604179409274,226430.18367999996,19100,0.411978643853565,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-04,0.45850787683098515,225379.68367999996,19100,0.4092378624994262,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-07,0.39451668614648105,223526.98367999995,19100,0.4043413395198373,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-08,0.40574405861866714,223985.38367999997,19100,0.40556039196637644,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-09,0.34179312448248883,221865.28367999993,19100,0.39988004670420463,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-10,0.3409751243749156,221941.68367999996,19100,0.40008662873814965,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-11,0.3585405193526099,222629.28367999993,19100,0.4019394866697799,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-14,0.38480757549606504,223144.98367999995,19100,0.403321636524274,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-15,0.3839226319804988,223813.48367999995,19100,0.40510383248237736,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-16,0.39907757706178415,223278.68367999996,19100,0.403678929463671,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-17,0.4008894094338426,222724.78368,19100,0.40219592323727527,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-18,0.3831716501262896,225035.88367999997,19100,0.4083353218932289,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-21,0.36408536864122215,223985.38367999997,19100,0.40556039196637644,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-22,0.34271099793940796,222896.68367999996,19100,0.40265695531320794,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-23,0.3554389235910579,223164.08367999998,19100,0.40337270458394764,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-24,0.3218951950682798,221693.38367999997,19100,0.3994147165339527,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-25,0.3504417190548704,221750.68367999996,19100,0.3995699067510538,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-28,0.35514118440549075,221941.68367999996,19100,0.40008662873814965,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2020-09-29,0.0,222151.78367999996,19100,0.40065399667557605,EXPLICIT_FULL_EXIT,0.0,-19100,-19100,False
evaluation,STRESS,2020-09-30,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-09,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-12,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-13,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-14,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-15,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-16,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-19,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-20,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-21,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-22,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-23,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-26,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-27,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-28,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-29,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-10-30,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-02,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-03,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-04,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-05,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-06,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-09,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-10,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-11,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-12,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-13,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-16,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-17,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-18,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-19,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-20,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-23,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-24,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-25,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-26,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-27,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-11-30,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-01,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-02,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-03,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-04,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-07,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-08,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-09,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-10,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-11,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-14,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-15,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-16,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-17,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-18,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-21,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-22,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-23,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-24,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-25,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-28,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-29,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-30,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2020-12-31,0.0,222268.92015999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-04,0.3378699114020286,222268.92015999998,0,0.0,FIRST_ENTRY_AT_CENTER,0.3378699114020286,14000,14000,False
evaluation,STRESS,2021-01-05,0.3498259937729864,223723.08895999996,14000,0.33998279012498045,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-06,0.3634014732382553,224409.08895999996,14000,0.34200040807473725,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-07,0.39019200797321296,226047.08895999996,14000,0.34676845590287936,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-08,0.3751971021083817,225655.08895999996,14000,0.3456336852825214,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-11,0.3579351277276358,224773.08895999996,14000,0.34306597981452597,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-12,0.3320401658081768,227013.08895999996,14000,0.3495481267777557,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-13,0.00039085053584761773,226705.08895999996,14000,0.34866442726367997,UPPER_BOUNDARY,0.10039085053584762,-10000,-14000,True
evaluation,STRESS,2021-01-14,0.0004465029300362924,226210.52895999997,4000,0.09801488950110097,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-15,0.0004536788392687893,226142.52895999997,4000,0.09774366680010796,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-18,0.00043385078397426534,226378.52895999997,4000,0.09741206509870239,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-19,0.00047365058297574016,226078.52895999997,4000,0.09621435569340854,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-01-20,0.0,226198.52895999997,4000,0.09669382069176832,EXPLICIT_FULL_EXIT,0.0,-4000,-4000,False
evaluation,STRESS,2021-01-21,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-22,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-25,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-26,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-27,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-28,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-01-29,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-02-01,0.0,226225.76575999998,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-02-02,0.1868232141954055,226225.76575999998,0,0.0,FIRST_ENTRY_AT_CENTER,0.1868232141954055,7600,7600,False
evaluation,STRESS,2021-02-03,0.1863767077213,226117.85488,7600,0.18435518956308258,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-04,0.19947061401904168,226034.25488,7600,0.18405351888848187,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-05,0.20042347329208088,226095.05488,7600,0.18427293786727336,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-08,0.21279274600600742,226642.25488,7600,0.18624241107356213,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-09,0.24618532989125302,227691.05488,7600,0.18999077510005344,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-10,0.2461104558643936,228565.05488,7600,0.19308813424331459,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-18,0.00028267946717732664,228238.25488,7600,0.19193276790094604,UPPER_BOUNDARY,0.10028267946717734,-3700,-7600,True
evaluation,STRESS,2021-02-19,0.0002780013724549794,228250.9656,3900,0.09903309692723597,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-22,0.00034801778780291513,227443.6656,3900,0.09583515963172201,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-23,0.00035061735706108324,227385.1656,3900,0.09560254268407735,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-24,0.0004028776051384123,226811.8656,3900,0.0933165464867108,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,STRESS,2021-02-25,0.0,227010.7656,3900,0.09411095523832726,EXPLICIT_FULL_EXIT,0.0,-3900,-3900,False
evaluation,STRESS,2021-02-26,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-01,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-02,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-03,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-04,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-05,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-08,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-09,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-10,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-11,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-12,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-15,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-16,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-17,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-18,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-19,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-22,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-23,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-24,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-25,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-26,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-29,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-30,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-03-31,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-01,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-02,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-06,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-07,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-08,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-09,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-12,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-13,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-14,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-15,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-16,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-19,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-20,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-21,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-22,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-23,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-26,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-27,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-28,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-29,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-04-30,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-06,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-07,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-10,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-11,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-12,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-13,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-14,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-17,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-18,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-19,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-20,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-21,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-24,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,STRESS,2021-05-25,0.0,226631.86812,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
