period,cost,model,cycles,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,ENTRY_WAIT_POLICY,2,0.09664686420000004,0.014016428389262788,0.01418360196576799,0.023008680999033963,0.6164456783230425,-0.03978606861262065,1604,0.05564763502846616,4,168.12716,536.9000000000049,False,2.6062707547680475e-11
evaluation,BASE,IMMEDIATE_VALUE_CONTROL,2,0.10178400759999943,0.014731663414340679,0.014892705678012997,0.023181566583453325,0.6424374135544058,-0.03977350367441614,1604,0.05626394768504527,4,168.29847999999998,538.1000000000049,False,2.8961721909581684e-11
evaluation,STRESS,ENTRY_WAIT_POLICY,2,0.09381259919999975,0.013620600230852865,0.013793070870483912,0.02300526541856383,0.5995614751461965,-0.03977811094046099,1604,0.05566975273881252,4,335.88016000000005,928.6999999999848,False,2.4783730623312294e-11
evaluation,STRESS,IMMEDIATE_VALUE_CONTROL,2,0.09893388159999973,0.01433519619650933,0.014502220043968376,0.02319558910977545,0.6252145602051823,-0.0397660119306066,1604,0.056286162985691536,4,336.22368000000006,930.7000000000256,False,2.637534635141492e-11
earlier_diagnostic,BASE,ENTRY_WAIT_POLICY,0,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0
earlier_diagnostic,BASE,IMMEDIATE_VALUE_CONTROL,0,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0
earlier_diagnostic,STRESS,ENTRY_WAIT_POLICY,0,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0
earlier_diagnostic,STRESS,IMMEDIATE_VALUE_CONTROL,0,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0
