拟合收盘,因子,训练均值,训练标准差,标准化系数,截距
2017-03-01,持仓时间对数,2.683029251596902,1.1166354306899884,-0.013427611618536478,0.01959737185084422
2017-03-01,不含已付买入费用的市场涨跌,0.06896927352742299,0.11127510210919916,-0.0355968653289701,0.01959737185084422
2017-03-01,不含已付买入费用的市场回撤,-0.019429698813367,0.019755697815134875,-0.0033931455708932426,0.01959737185084422
2017-03-01,入场模式,1.0,1.0,1.0155540286349066e-21,0.01959737185084422
2017-03-01,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0017559941012040554,0.01959737185084422
2017-03-01,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.014520279473346805,0.01959737185084422
2017-03-01,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.017506180863318767,0.01959737185084422
2017-03-01,二十日波动,0.25265925293704133,0.12240290324156698,-0.004649863019107685,0.01959737185084422
2017-04-05,持仓时间对数,2.683029251596902,1.1166354306899884,-0.013427611618536478,0.01959737185084422
2017-04-05,不含已付买入费用的市场涨跌,0.06896927352742299,0.11127510210919916,-0.0355968653289701,0.01959737185084422
2017-04-05,不含已付买入费用的市场回撤,-0.019429698813367,0.019755697815134875,-0.0033931455708932426,0.01959737185084422
2017-04-05,入场模式,1.0,1.0,1.0155540286349066e-21,0.01959737185084422
2017-04-05,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0017559941012040554,0.01959737185084422
2017-04-05,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.014520279473346805,0.01959737185084422
2017-04-05,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.017506180863318767,0.01959737185084422
2017-04-05,二十日波动,0.25265925293704133,0.12240290324156698,-0.004649863019107685,0.01959737185084422
2017-05-02,持仓时间对数,2.683029251596902,1.1166354306899884,-0.013427611618536478,0.01959737185084422
2017-05-02,不含已付买入费用的市场涨跌,0.06896927352742299,0.11127510210919916,-0.0355968653289701,0.01959737185084422
2017-05-02,不含已付买入费用的市场回撤,-0.019429698813367,0.019755697815134875,-0.0033931455708932426,0.01959737185084422
2017-05-02,入场模式,1.0,1.0,1.0155540286349066e-21,0.01959737185084422
2017-05-02,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0017559941012040554,0.01959737185084422
2017-05-02,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.014520279473346805,0.01959737185084422
2017-05-02,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.017506180863318767,0.01959737185084422
2017-05-02,二十日波动,0.25265925293704133,0.12240290324156698,-0.004649863019107685,0.01959737185084422
2017-06-01,持仓时间对数,2.7297618364650904,1.1016544011039644,-0.0118804166799951,0.014269890718625979
2017-06-01,不含已付买入费用的市场涨跌,0.06372355032297171,0.10743114734616414,-0.03371638392372419,0.014269890718625979
2017-06-01,不含已付买入费用的市场回撤,-0.01875840328559604,0.019259414691962334,-0.0034538839769573107,0.014269890718625979
2017-06-01,入场模式,1.0,1.0,2.123419015778125e-23,0.014269890718625979
2017-06-01,五日涨跌,0.0009775255752508109,0.04598855844173999,-0.0015947198693814814,0.014269890718625979
2017-06-01,二十日涨跌,0.033069529984418804,0.07015135777363184,-0.01403554162509904,0.014269890718625979
2017-06-01,一百二十日均线偏离,0.1002087790822308,0.14305289416462635,-0.016619676805819644,0.014269890718625979
2017-06-01,二十日波动,0.23782635816521894,0.12583680944702452,-0.003962608401568012,0.014269890718625979
2017-07-03,持仓时间对数,2.7297618364650904,1.1016544011039644,-0.0118804166799951,0.014269890718625979
2017-07-03,不含已付买入费用的市场涨跌,0.06372355032297171,0.10743114734616414,-0.03371638392372419,0.014269890718625979
2017-07-03,不含已付买入费用的市场回撤,-0.01875840328559604,0.019259414691962334,-0.0034538839769573107,0.014269890718625979
2017-07-03,入场模式,1.0,1.0,2.123419015778125e-23,0.014269890718625979
2017-07-03,五日涨跌,0.0009775255752508109,0.04598855844173999,-0.0015947198693814814,0.014269890718625979
2017-07-03,二十日涨跌,0.033069529984418804,0.07015135777363184,-0.01403554162509904,0.014269890718625979
2017-07-03,一百二十日均线偏离,0.1002087790822308,0.14305289416462635,-0.016619676805819644,0.014269890718625979
2017-07-03,二十日波动,0.23782635816521894,0.12583680944702452,-0.003962608401568012,0.014269890718625979
2017-08-01,持仓时间对数,2.7297618364650904,1.1016544011039644,-0.0118804166799951,0.014269890718625979
2017-08-01,不含已付买入费用的市场涨跌,0.06372355032297171,0.10743114734616414,-0.03371638392372419,0.014269890718625979
2017-08-01,不含已付买入费用的市场回撤,-0.01875840328559604,0.019259414691962334,-0.0034538839769573107,0.014269890718625979
2017-08-01,入场模式,1.0,1.0,2.123419015778125e-23,0.014269890718625979
2017-08-01,五日涨跌,0.0009775255752508109,0.04598855844173999,-0.0015947198693814814,0.014269890718625979
2017-08-01,二十日涨跌,0.033069529984418804,0.07015135777363184,-0.01403554162509904,0.014269890718625979
2017-08-01,一百二十日均线偏离,0.1002087790822308,0.14305289416462635,-0.016619676805819644,0.014269890718625979
2017-08-01,二十日波动,0.23782635816521894,0.12583680944702452,-0.003962608401568012,0.014269890718625979
2017-09-01,持仓时间对数,2.768705657188581,1.087479792099638,-0.01272880631674628,0.015008364268228491
2017-09-01,不含已付买入费用的市场涨跌,0.06442781840060542,0.10342296625372333,-0.03578755161162281,0.015008364268228491
2017-09-01,不含已付买入费用的市场回撤,-0.01755909428679411,0.01892028486561355,-0.0030791213067045144,0.015008364268228491
2017-09-01,入场模式,1.0,1.0,-1.2586223428404714e-23,0.015008364268228491
2017-09-01,五日涨跌,0.0016471682817893157,0.04426292549376218,-0.0013551242444729782,0.015008364268228491
2017-09-01,二十日涨跌,0.03320702016506116,0.06742584875926003,-0.013338124743974392,0.015008364268228491
2017-09-01,一百二十日均线偏离,0.09626286281554908,0.1377824192066086,-0.0173538729391733,0.015008364268228491
2017-09-01,二十日波动,0.22749212793213258,0.1252999022542777,-0.004299382037729809,0.015008364268228491
2017-10-09,持仓时间对数,2.768705657188581,1.087479792099638,-0.01272880631674628,0.015008364268228491
2017-10-09,不含已付买入费用的市场涨跌,0.06442781840060542,0.10342296625372333,-0.03578755161162281,0.015008364268228491
2017-10-09,不含已付买入费用的市场回撤,-0.01755909428679411,0.01892028486561355,-0.0030791213067045144,0.015008364268228491
2017-10-09,入场模式,1.0,1.0,-1.2586223428404714e-23,0.015008364268228491
2017-10-09,五日涨跌,0.0016471682817893157,0.04426292549376218,-0.0013551242444729782,0.015008364268228491
2017-10-09,二十日涨跌,0.03320702016506116,0.06742584875926003,-0.013338124743974392,0.015008364268228491
2017-10-09,一百二十日均线偏离,0.09626286281554908,0.1377824192066086,-0.0173538729391733,0.015008364268228491
2017-10-09,二十日波动,0.22749212793213258,0.1252999022542777,-0.004299382037729809,0.015008364268228491
2017-11-01,持仓时间对数,2.768705657188581,1.087479792099638,-0.01272880631674628,0.015008364268228491
2017-11-01,不含已付买入费用的市场涨跌,0.06442781840060542,0.10342296625372333,-0.03578755161162281,0.015008364268228491
2017-11-01,不含已付买入费用的市场回撤,-0.01755909428679411,0.01892028486561355,-0.0030791213067045144,0.015008364268228491
2017-11-01,入场模式,1.0,1.0,-1.2586223428404714e-23,0.015008364268228491
2017-11-01,五日涨跌,0.0016471682817893157,0.04426292549376218,-0.0013551242444729782,0.015008364268228491
2017-11-01,二十日涨跌,0.03320702016506116,0.06742584875926003,-0.013338124743974392,0.015008364268228491
2017-11-01,一百二十日均线偏离,0.09626286281554908,0.1377824192066086,-0.0173538729391733,0.015008364268228491
2017-11-01,二十日波动,0.22749212793213258,0.1252999022542777,-0.004299382037729809,0.015008364268228491
2017-12-01,持仓时间对数,2.801658120877688,1.0742378144917912,-0.012869586975819186,0.017212811320763657
2017-12-01,不含已付买入费用的市场涨跌,0.06348765824352422,0.09969781617527916,-0.034584690438666105,0.017212811320763657
2017-12-01,不含已付买入费用的市场回撤,-0.016448826522544664,0.018601802651746137,-0.0031254408418389997,0.017212811320763657
2017-12-01,入场模式,1.0,1.0,5.975959225668932e-22,0.017212811320763657
2017-12-01,五日涨跌,0.0021983720656263326,0.04266491856209668,-0.001376627192794735,0.017212811320763657
2017-12-01,二十日涨跌,0.032620774771346436,0.0649519457295434,-0.012847179521723614,0.017212811320763657
2017-12-01,一百二十日均线偏离,0.09490848778144317,0.13248894011019394,-0.01646567763872284,0.017212811320763657
2017-12-01,二十日波动,0.21612589190475612,0.12684677158422175,-0.0035257299944088743,0.017212811320763657
2018-01-02,持仓时间对数,2.801658120877688,1.0742378144917912,-0.012869586975819186,0.017212811320763657
2018-01-02,不含已付买入费用的市场涨跌,0.06348765824352422,0.09969781617527916,-0.034584690438666105,0.017212811320763657
2018-01-02,不含已付买入费用的市场回撤,-0.016448826522544664,0.018601802651746137,-0.0031254408418389997,0.017212811320763657
2018-01-02,入场模式,1.0,1.0,5.975959225668932e-22,0.017212811320763657
2018-01-02,五日涨跌,0.0021983720656263326,0.04266491856209668,-0.001376627192794735,0.017212811320763657
2018-01-02,二十日涨跌,0.032620774771346436,0.0649519457295434,-0.012847179521723614,0.017212811320763657
2018-01-02,一百二十日均线偏离,0.09490848778144317,0.13248894011019394,-0.01646567763872284,0.017212811320763657
2018-01-02,二十日波动,0.21612589190475612,0.12684677158422175,-0.0035257299944088743,0.017212811320763657
2018-02-01,持仓时间对数,2.801658120877688,1.0742378144917912,-0.012869586975819186,0.017212811320763657
2018-02-01,不含已付买入费用的市场涨跌,0.06348765824352422,0.09969781617527916,-0.034584690438666105,0.017212811320763657
2018-02-01,不含已付买入费用的市场回撤,-0.016448826522544664,0.018601802651746137,-0.0031254408418389997,0.017212811320763657
2018-02-01,入场模式,1.0,1.0,5.975959225668932e-22,0.017212811320763657
2018-02-01,五日涨跌,0.0021983720656263326,0.04266491856209668,-0.001376627192794735,0.017212811320763657
2018-02-01,二十日涨跌,0.032620774771346436,0.0649519457295434,-0.012847179521723614,0.017212811320763657
2018-02-01,一百二十日均线偏离,0.09490848778144317,0.13248894011019394,-0.01646567763872284,0.017212811320763657
2018-02-01,二十日波动,0.21612589190475612,0.12684677158422175,-0.0035257299944088743,0.017212811320763657
2018-03-01,持仓时间对数,2.826534388272901,1.0605299754995186,-0.012083509543616136,0.0119931398311424
2018-03-01,不含已付买入费用的市场涨跌,0.05875528402205286,0.09788451235516,-0.03329332273033599,0.0119931398311424
2018-03-01,不含已付买入费用的市场回撤,-0.017544664227501918,0.0192268213076402,-0.0032179083668669715,0.0119931398311424
2018-03-01,入场模式,1.0,1.0,1.449574817031455e-22,0.0119931398311424
