拟合收盘,成熟参考周期,状态行数,周期目标平均值,周期截距,新周期使用的平均截距
2017-03-01,1,59,0.02092881846220858,0.010288439896503044,0.01959737185084422
2017-03-01,2,52,0.09501125267143296,0.17827565229984643,0.01959737185084422
2017-03-01,3,6,-0.03344760127158214,-0.04861779300781776,0.01959737185084422
2017-03-01,4,59,0.17983739018447756,0.26177304251381345,0.01959737185084422
2017-03-01,5,25,-0.08038605495456558,-0.04658257221282716,0.01959737185084422
2017-03-01,6,59,0.024250487101779742,0.0344063463521578,0.01959737185084422
2017-03-01,8,1,-0.025405979073243636,-0.12371519967470922,0.01959737185084422
2017-03-01,9,59,0.027753862878604908,-0.010056931691852171,0.01959737185084422
2017-03-01,10,59,0.008058596622428638,-0.012103226769953929,0.01959737185084422
2017-03-01,11,59,-0.009137820667817292,-0.04769403919671823,0.01959737185084422
2017-04-05,1,59,0.02092881846220858,0.010288439896503044,0.01959737185084422
2017-04-05,2,52,0.09501125267143296,0.17827565229984643,0.01959737185084422
2017-04-05,3,6,-0.03344760127158214,-0.04861779300781776,0.01959737185084422
2017-04-05,4,59,0.17983739018447756,0.26177304251381345,0.01959737185084422
2017-04-05,5,25,-0.08038605495456558,-0.04658257221282716,0.01959737185084422
2017-04-05,6,59,0.024250487101779742,0.0344063463521578,0.01959737185084422
2017-04-05,8,1,-0.025405979073243636,-0.12371519967470922,0.01959737185084422
2017-04-05,9,59,0.027753862878604908,-0.010056931691852171,0.01959737185084422
2017-04-05,10,59,0.008058596622428638,-0.012103226769953929,0.01959737185084422
2017-04-05,11,59,-0.009137820667817292,-0.04769403919671823,0.01959737185084422
2017-05-02,1,59,0.02092881846220858,0.010288439896503044,0.01959737185084422
2017-05-02,2,52,0.09501125267143296,0.17827565229984643,0.01959737185084422
2017-05-02,3,6,-0.03344760127158214,-0.04861779300781776,0.01959737185084422
2017-05-02,4,59,0.17983739018447756,0.26177304251381345,0.01959737185084422
2017-05-02,5,25,-0.08038605495456558,-0.04658257221282716,0.01959737185084422
2017-05-02,6,59,0.024250487101779742,0.0344063463521578,0.01959737185084422
2017-05-02,8,1,-0.025405979073243636,-0.12371519967470922,0.01959737185084422
2017-05-02,9,59,0.027753862878604908,-0.010056931691852171,0.01959737185084422
2017-05-02,10,59,0.008058596622428638,-0.012103226769953929,0.01959737185084422
2017-05-02,11,59,-0.009137820667817292,-0.04769403919671823,0.01959737185084422
2017-06-01,1,59,0.02092881846220858,0.013333919643877753,0.014269890718625979
2017-06-01,2,52,0.09501125267143296,0.17773802080080572,0.014269890718625979
2017-06-01,3,6,-0.03344760127158214,-0.045607925482896466,0.014269890718625979
2017-06-01,4,59,0.17983739018447756,0.2629534265776992,0.014269890718625979
2017-06-01,5,25,-0.08038605495456558,-0.045219378523569456,0.014269890718625979
2017-06-01,6,59,0.024250487101779742,0.03534190433598488,0.014269890718625979
2017-06-01,8,1,-0.025405979073243636,-0.11770038486853214,0.014269890718625979
2017-06-01,9,59,0.027753862878604908,-0.0067467310990411795,0.014269890718625979
2017-06-01,10,59,0.008058596622428638,-0.00861027140495822,0.014269890718625979
2017-06-01,11,59,-0.009137820667817292,-0.044163509483653295,0.014269890718625979
2017-06-01,12,59,-0.035002789938302165,-0.06435027259083101,0.014269890718625979
2017-07-03,1,59,0.02092881846220858,0.013333919643877753,0.014269890718625979
2017-07-03,2,52,0.09501125267143296,0.17773802080080572,0.014269890718625979
2017-07-03,3,6,-0.03344760127158214,-0.045607925482896466,0.014269890718625979
2017-07-03,4,59,0.17983739018447756,0.2629534265776992,0.014269890718625979
2017-07-03,5,25,-0.08038605495456558,-0.045219378523569456,0.014269890718625979
2017-07-03,6,59,0.024250487101779742,0.03534190433598488,0.014269890718625979
2017-07-03,8,1,-0.025405979073243636,-0.11770038486853214,0.014269890718625979
2017-07-03,9,59,0.027753862878604908,-0.0067467310990411795,0.014269890718625979
2017-07-03,10,59,0.008058596622428638,-0.00861027140495822,0.014269890718625979
2017-07-03,11,59,-0.009137820667817292,-0.044163509483653295,0.014269890718625979
2017-07-03,12,59,-0.035002789938302165,-0.06435027259083101,0.014269890718625979
2017-08-01,1,59,0.02092881846220858,0.013333919643877753,0.014269890718625979
2017-08-01,2,52,0.09501125267143296,0.17773802080080572,0.014269890718625979
2017-08-01,3,6,-0.03344760127158214,-0.045607925482896466,0.014269890718625979
2017-08-01,4,59,0.17983739018447756,0.2629534265776992,0.014269890718625979
2017-08-01,5,25,-0.08038605495456558,-0.045219378523569456,0.014269890718625979
2017-08-01,6,59,0.024250487101779742,0.03534190433598488,0.014269890718625979
2017-08-01,8,1,-0.025405979073243636,-0.11770038486853214,0.014269890718625979
2017-08-01,9,59,0.027753862878604908,-0.0067467310990411795,0.014269890718625979
2017-08-01,10,59,0.008058596622428638,-0.00861027140495822,0.014269890718625979
2017-08-01,11,59,-0.009137820667817292,-0.044163509483653295,0.014269890718625979
2017-08-01,12,59,-0.035002789938302165,-0.06435027259083101,0.014269890718625979
2017-09-01,1,59,0.02092881846220858,0.012279590598136965,0.015008364268228491
2017-09-01,2,52,0.09501125267143296,0.18700468280978952,0.015008364268228491
2017-09-01,3,6,-0.03344760127158214,-0.047138734126185466,0.015008364268228491
2017-09-01,4,59,0.17983739018447756,0.2683751885084924,0.015008364268228491
2017-09-01,5,25,-0.08038605495456558,-0.04239401728232137,0.015008364268228491
2017-09-01,6,59,0.024250487101779742,0.0380991314157297,0.015008364268228491
