period,cost,control,terminal_nav_difference,price_difference,dividend_difference,commission_difference,slippage_difference,reconciliation_error
evaluation,BASE,PANIC_LEARNED_HALF,44104.636380000156,44154.00000000001,5172.799999999999,1294.06362,3928.099999999906,5.547917680814862e-11
evaluation,BASE,REARM_RIDGE,20550.61196000001,20897.200000000026,431.2000000000007,192.18804,585.6000000000313,1.3642420526593924e-11
evaluation,STRESS,PANIC_LEARNED_HALF,38621.08036000005,43004.2,5049.599999999999,2520.2196400000007,6912.500000000009,6.548361852765083e-11
evaluation,STRESS,REARM_RIDGE,19563.65611999994,20545.300000000017,429.60000000000036,375.84388000000035,1035.3999999999978,-7.821654435247183e-11
earlier_diagnostic,BASE,PANIC_LEARNED_HALF,42926.09127999999,45361.79999999999,962.5000000000001,844.0087200000002,2554.1999999999653,-2.955857780762017e-11
earlier_diagnostic,BASE,REARM_RIDGE,-14704.047559999977,-11994.00000000003,0.0,646.0475600000002,2063.9999999999627,1.4551915228366852e-11
earlier_diagnostic,STRESS,PANIC_LEARNED_HALF,38989.681560000114,44442.600000000006,962.5000000000001,1656.1184399999995,4759.300000000003,1.1004885891452432e-10
earlier_diagnostic,STRESS,REARM_RIDGE,-17280.15771999996,-12345.300000000003,0.0,1266.2577199999996,3668.5999999999985,4.18367562815547e-11
