period,cost,control,terminal_nav_difference,price_difference,dividend_difference,commission_difference,slippage_difference,reconciliation_error
evaluation,BASE,REARM_RIDGE,-7083.607599999988,-2631.0999999999476,-3326.3999999999987,295.00760000000037,831.1000000000658,2.4101609596982598e-11
evaluation,BASE,PANIC_LEARNED_HALF,16470.41682000016,20625.700000000033,1415.1999999999998,1396.8831800000003,4173.59999999994,6.548361852765083e-11
evaluation,STRESS,REARM_RIDGE,-7855.750640000042,-2476.0999999999476,-3320.7999999999993,571.5506399999995,1487.3000000000484,-4.729372449219227e-11
evaluation,STRESS,PANIC_LEARNED_HALF,11201.673600000067,19982.800000000032,1299.1999999999998,2715.9264,7364.40000000006,9.458744898438454e-11
earlier_diagnostic,BASE,REARM_RIDGE,-24298.85397999978,-18934.800000000003,0.0,1326.9539800000005,4037.0999999999704,1.9190338207408786e-10
earlier_diagnostic,BASE,PANIC_LEARNED_HALF,33331.28486000019,38421.000000000015,962.5000000000001,1524.9151400000005,4527.299999999973,1.482476363889873e-10
earlier_diagnostic,STRESS,REARM_RIDGE,-29496.296040000045,-19579.400000000052,0.0,2588.796040000001,7328.09999999996,-3.092281986027956e-11
earlier_diagnostic,STRESS,PANIC_LEARNED_HALF,26773.543240000028,37208.499999999956,962.5000000000001,2978.6567600000008,8418.799999999965,3.8198777474462986e-11
