period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-30637.924800000037,-31605.100000000006,-655.5999999999999,-394.5752,-1228.1999999999816,-0.16343669103869707
evaluation,BASE,TREND_COHERENCE_BLEND,-29998.291579999903,-28596.700000000004,-3546.0999999999995,-529.7084200000002,-1614.7999999999975,-0.0493726413528397
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-29095.684159999917,-31429.800000000003,-655.5999999999999,-795.4158400000001,-2194.3000000000106,-0.1633977945262779
evaluation,STRESS,TREND_COHERENCE_BLEND,-27885.92219999997,-28331.699999999997,-3496.899999999999,-1059.2777999999998,-2883.400000000003,-0.04505619718634324
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-29226.10109999994,-29592.899999999998,-553.0000000000001,-221.1989000000001,-698.6000000000087,-0.013832143421773191
earlier_diagnostic,BASE,TREND_COHERENCE_BLEND,-28420.819159999955,-28690.89999999999,-553.0000000000001,-197.6808400000001,-625.4000000000011,-0.008859164940617115
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-30152.720919999992,-31407.900000000016,-553.0000000000001,-470.6790799999999,-1337.5000000000064,-0.008484102377980918
earlier_diagnostic,STRESS,TREND_COHERENCE_BLEND,-28909.88383999988,-29983.400000000016,-553.0000000000001,-421.61616000000004,-1204.899999999997,-0.0006821413567339452
