period,cost,decision_origins,positive_target_calendar_equal143,mean_risk_multiplier,minimum_risk_multiplier,reduced_multiplier_origins
evaluation,BASE,1604,True,0.6644983780039441,0.17178579173260397,1519
evaluation,STRESS,1604,True,0.6644983780039441,0.17178579173260397,1519
earlier_diagnostic,BASE,1219,True,0.622069425735551,0.11090955723386144,1051
earlier_diagnostic,STRESS,1219,True,0.622069425735551,0.11090955723386144,1051
