period,cost,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,313,32,30,0,0,0.1325651133409446
evaluation,STRESS,313,32,30,0,0,0.13253375295758188
earlier_diagnostic,BASE,276,17,16,0,0,0.11842000438341128
earlier_diagnostic,STRESS,282,17,16,0,0,0.121262865242272
