period,date,status,observations,panic_budget,learned_budget
evaluation,2023-02-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-03-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-04-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-05-04,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-06-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-07-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-08-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-09-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-10-09,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2023-12-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-01-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-02-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-03-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-04-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-05-06,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-06-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-07-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-08-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-09-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-10-08,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2024-12-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2025-01-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2025-02-05,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2025-03-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2025-04-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.593713619003398,0.4062863809966019
evaluation,2025-05-06,RISK_BUDGET_AVAILABLE,242,0.7916100791146009,0.20838992088539918
evaluation,2025-06-03,RISK_BUDGET_AVAILABLE,242,0.7916317857340814,0.20836821426591864
evaluation,2025-07-01,RISK_BUDGET_AVAILABLE,242,0.7912140380186377,0.20878596198136246
evaluation,2025-08-01,RISK_BUDGET_AVAILABLE,242,0.7867762094196211,0.21322379058037885
evaluation,2025-09-01,RISK_BUDGET_AVAILABLE,242,0.782887226917842,0.217112773082158
evaluation,2025-10-09,RISK_BUDGET_AVAILABLE,242,0.3699225308542072,0.6300774691457928
evaluation,2025-11-03,RISK_BUDGET_AVAILABLE,242,0.3699225308542072,0.6300774691457928
evaluation,2025-12-01,RISK_BUDGET_AVAILABLE,242,0.3699225308542072,0.6300774691457928
evaluation,2026-01-05,RISK_BUDGET_AVAILABLE,242,0.5177392115697717,0.4822607884302282
evaluation,2026-02-02,RISK_BUDGET_AVAILABLE,242,0.5762766597035294,0.42372334029647063
evaluation,2026-03-02,RISK_BUDGET_AVAILABLE,242,0.5762766597035294,0.4237233402964705
evaluation,2026-04-01,RISK_BUDGET_AVAILABLE,242,0.5762766597035294,0.42372334029647063
evaluation,2026-05-06,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5762766597035294,0.42372334029647063
evaluation,2026-06-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5762766597035294,0.42372334029647063
evaluation,2026-07-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5762766597035294,0.42372334029647063
evaluation,2026-08-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5762766597035294,0.42372334029647063
earlier_diagnostic,2015-01-05,NO_VIEW_WARMUP_KEEP_BUDGET,1,0.5,0.5
earlier_diagnostic,2015-02-02,NO_VIEW_WARMUP_KEEP_BUDGET,21,0.5,0.5
earlier_diagnostic,2015-03-02,NO_VIEW_WARMUP_KEEP_BUDGET,36,0.5,0.5
earlier_diagnostic,2015-04-01,NO_VIEW_WARMUP_KEEP_BUDGET,58,0.5,0.5
earlier_diagnostic,2015-05-04,NO_VIEW_WARMUP_KEEP_BUDGET,79,0.5,0.5
earlier_diagnostic,2015-06-01,NO_VIEW_WARMUP_KEEP_BUDGET,99,0.5,0.5
earlier_diagnostic,2015-07-01,NO_VIEW_WARMUP_KEEP_BUDGET,120,0.5,0.5
earlier_diagnostic,2015-08-03,NO_VIEW_WARMUP_KEEP_BUDGET,143,0.5,0.5
earlier_diagnostic,2015-09-01,NO_VIEW_WARMUP_KEEP_BUDGET,164,0.5,0.5
earlier_diagnostic,2015-10-08,NO_VIEW_WARMUP_KEEP_BUDGET,184,0.5,0.5
earlier_diagnostic,2015-11-02,NO_VIEW_WARMUP_KEEP_BUDGET,201,0.5,0.5
earlier_diagnostic,2015-12-01,NO_VIEW_WARMUP_KEEP_BUDGET,222,0.5,0.5
earlier_diagnostic,2016-01-04,RISK_BUDGET_AVAILABLE,242,0.6437997430022608,0.3562002569977393
earlier_diagnostic,2016-02-01,RISK_BUDGET_AVAILABLE,242,0.5929324612538036,0.40706753874619633
earlier_diagnostic,2016-03-01,RISK_BUDGET_AVAILABLE,242,0.5760513837085701,0.4239486162914298
earlier_diagnostic,2016-04-01,RISK_BUDGET_AVAILABLE,242,0.5509433855739109,0.44905661442608913
earlier_diagnostic,2016-05-03,RISK_BUDGET_AVAILABLE,242,0.5272789872351827,0.4727210127648173
earlier_diagnostic,2016-06-01,RISK_BUDGET_AVAILABLE,242,0.5300392529412278,0.4699607470587721
earlier_diagnostic,2016-07-01,RISK_BUDGET_AVAILABLE,242,0.5509863386524293,0.4490136613475708
earlier_diagnostic,2016-08-01,RISK_BUDGET_AVAILABLE,242,0.5969052168493018,0.4030947831506983
earlier_diagnostic,2016-09-01,RISK_BUDGET_AVAILABLE,242,0.6284347299946345,0.3715652700053656
earlier_diagnostic,2016-10-10,RISK_BUDGET_AVAILABLE,242,0.6422870998400401,0.3577129001599599
earlier_diagnostic,2016-11-01,RISK_BUDGET_AVAILABLE,242,0.6020715825869971,0.39792841741300294
earlier_diagnostic,2016-12-01,RISK_BUDGET_AVAILABLE,242,0.5374185015592361,0.46258149844076385
earlier_diagnostic,2017-01-03,RISK_BUDGET_AVAILABLE,242,0.48369160236946696,0.516308397630533
earlier_diagnostic,2017-02-03,RISK_BUDGET_AVAILABLE,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-03-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-04-05,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-05-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-06-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-07-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-08-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-09-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-10-09,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2017-12-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2018-01-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2018-02-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.5694054315851289,0.4305945684148711
earlier_diagnostic,2018-03-01,RISK_BUDGET_AVAILABLE,242,0.6455086624647158,0.35449133753528417
earlier_diagnostic,2018-04-02,RISK_BUDGET_AVAILABLE,242,0.6361763415445212,0.36382365845547876
earlier_diagnostic,2018-05-02,RISK_BUDGET_AVAILABLE,242,0.6361763415445212,0.36382365845547876
earlier_diagnostic,2018-06-01,RISK_BUDGET_AVAILABLE,242,0.6073146437118155,0.3926853562881845
earlier_diagnostic,2018-07-02,RISK_BUDGET_AVAILABLE,242,0.5464807148428704,0.4535192851571296
earlier_diagnostic,2018-08-01,RISK_BUDGET_AVAILABLE,242,0.3724029666411019,0.627597033358898
earlier_diagnostic,2018-09-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.3724029666411019,0.627597033358898
earlier_diagnostic,2018-10-08,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.3724029666411019,0.627597033358898
earlier_diagnostic,2018-11-01,RISK_BUDGET_AVAILABLE,242,0.5485824010421848,0.4514175989578152
earlier_diagnostic,2018-12-03,RISK_BUDGET_AVAILABLE,242,0.5485824010421848,0.4514175989578152
earlier_diagnostic,2019-01-02,RISK_BUDGET_AVAILABLE,242,0.5485824010421849,0.4514175989578151
earlier_diagnostic,2019-02-01,RISK_BUDGET_AVAILABLE,242,0.5485824010421849,0.4514175989578151
earlier_diagnostic,2019-03-01,RISK_BUDGET_AVAILABLE,242,0.6596864624813772,0.34031353751862287
earlier_diagnostic,2019-04-01,RISK_BUDGET_AVAILABLE,242,0.7058236773456106,0.29417632265438953
earlier_diagnostic,2019-05-06,RISK_BUDGET_AVAILABLE,242,0.7058236773456105,0.2941763226543895
earlier_diagnostic,2019-06-03,RISK_BUDGET_AVAILABLE,242,0.7061699112520866,0.2938300887479134
earlier_diagnostic,2019-07-01,RISK_BUDGET_AVAILABLE,242,0.7557578499457676,0.24424215005423253
earlier_diagnostic,2019-08-01,RISK_BUDGET_AVAILABLE,242,0.7570961316476924,0.2429038683523075
earlier_diagnostic,2019-09-02,RISK_BUDGET_AVAILABLE,242,0.7570961316476924,0.2429038683523075
earlier_diagnostic,2019-10-08,RISK_BUDGET_AVAILABLE,242,0.7570867713252157,0.24291322867478427
earlier_diagnostic,2019-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.7570867713252157,0.24291322867478427
earlier_diagnostic,2019-12-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,242,0.7570867713252157,0.24291322867478427
