period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,REARM_RIDGE,-48441.8724000002,-42903.6999999999,-5855.199999999999,-84.12759999999935,-232.89999999982228
evaluation,STRESS,REARM_RIDGE,-45067.21231999996,-39935.499999999905,-5705.5999999999985,-146.58768000000055,-427.30000000000473
earlier_diagnostic,BASE,REARM_RIDGE,-2263.9319600000745,-2286.7999999999884,0.0,-6.468039999999974,-16.399999999966894
earlier_diagnostic,STRESS,REARM_RIDGE,-2240.1642800000845,-2285.8999999999796,0.0,-12.935719999999947,-32.79999999999927
