period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,IDLE_RSI2_OPPORTUNITY,969,187,189,0,0,0.5247191481576439
evaluation,BASE,IDLE_TREND_RSI2_OPPORTUNITY,691,140,140,0,0,0.35179420756790464
evaluation,STRESS,IDLE_RSI2_OPPORTUNITY,969,187,189,0,0,0.5249315006375753
evaluation,STRESS,IDLE_TREND_RSI2_OPPORTUNITY,691,140,140,0,0,0.3519371105305424
earlier_diagnostic,BASE,IDLE_RSI2_OPPORTUNITY,783,124,120,0,0,0.5460403432824803
earlier_diagnostic,BASE,IDLE_TREND_RSI2_OPPORTUNITY,634,90,86,0,0,0.4242994881490662
earlier_diagnostic,STRESS,IDLE_RSI2_OPPORTUNITY,788,124,119,0,0,0.5493911539397357
earlier_diagnostic,STRESS,IDLE_TREND_RSI2_OPPORTUNITY,638,90,85,0,0,0.42679930365121027
