period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.23678410148214585,5,213,11804.900000000001,1434.6623000000263,10370.23769999994
evaluation,STRESS,0.21521620152941795,5,213,11896.400000000001,2560.497679999999,9335.902320000023
earlier_diagnostic,BASE,0.6743644559636529,4,158,30138.60000000002,764.4232600000212,29374.176739999995
earlier_diagnostic,STRESS,0.6606267746219213,4,158,30126.900000000023,1430.6179199999929,28696.282080000034
