model,period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,1,2020-01-02,2019-12-31,173613.01566,1810.3000000000175,69.74286000000001,252.60000000000957,0.0,13,1,1,2020-01-21,2020-01-20,False,1487.9571400000077,0.008570539105858232
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,2,2020-02-05,2020-02-04,90124.82136,3903.199999999997,36.804320000000004,95.20000000000007,0.0,18,1,1,2020-03-02,2020-02-28,False,3771.1956799999966,0.041844140416501974
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,3,2020-07-01,2020-06-30,152965.587,23141.0,65.75840000000001,218.9999999999759,0.0,4,1,1,2020-07-07,2020-07-06,False,22856.241600000027,0.1494208079625127
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,4,2020-08-19,2020-08-18,86216.2398,-3433.7999999999884,33.77160000000001,106.20000000000402,0.0,30,1,1,2020-09-30,2020-09-29,False,-3573.7715999999923,-0.04145125800301943
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,5,2020-12-15,2020-12-14,139555.80558000001,13531.49999999997,58.48398000000001,167.39999999998156,2008.8,26,1,1,2021-01-21,2021-01-20,False,15314.416019999988,0.109736860866179
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,6,2021-02-03,2021-02-02,135728.94035999998,-2519.399999999965,53.74720000000001,148.20000000000562,0.0,12,1,1,2021-02-26,2021-02-25,False,-2721.3471999999706,-0.020049866983283145
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,7,2021-06-08,2021-06-07,159003.7892,-2963.5,63.154740000000004,180.59999999998013,0.0,30,2,1,2021-07-21,2021-07-20,False,-3207.2547399999803,-0.020170932756613705
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,8,2021-07-29,2021-07-28,134341.66296000002,5452.599999999977,54.78356000000001,164.40000000000623,0.0,9,1,1,2021-08-11,2021-08-10,False,5233.416439999971,0.03895601948561714
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,9,2021-10-29,2021-10-28,188343.6612,8154.0,76.9076,228.00000000000864,0.0,31,2,1,2021-12-13,2021-12-10,False,7849.09239999999,0.041674311468678144
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,10,2022-05-13,2022-05-12,94182.8328,4035.5999999999913,38.44912,118.00000000000796,0.0,19,1,1,2022-06-10,2022-06-09,False,3879.150879999983,0.04118745173271092
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,11,2022-08-10,2022-08-09,160242.5421,-3505.2000000000116,63.33744000000001,228.60000000000866,0.0,17,1,1,2022-09-02,2022-09-01,False,-3797.13744000002,-0.023696188229655028
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,12,2023-01-17,2023-01-16,129381.07104,93.60000000000582,51.72336,187.2000000000071,0.0,1,1,1,2023-01-18,2023-01-17,False,-145.3233600000013,-0.0011232196397189548
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,13,2023-04-03,2023-03-31,185664.52547999998,1969.3999999999942,74.58988000000001,274.8000000000104,0.0,6,1,1,2023-04-12,2023-04-11,False,1620.0101199999838,0.008725469315216564
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,14,2024-02-19,2024-02-08,159379.06944,4767.1999999999825,64.65456,188.80000000000018,0.0,4,1,1,2024-02-23,2024-02-22,False,4513.745439999982,0.028320816879278062
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,15,2024-03-05,2024-03-04,204824.9568,4897.799999999988,82.84700000000001,230.80000000000337,0.0,53,3,1,2024-05-24,2024-05-23,False,4584.152999999986,0.02238083225608172
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,16,2024-06-18,2024-06-17,253628.01546,-252.79999999998836,101.32316,285.99999999999653,0.0,22,2,1,2024-07-18,2024-07-17,False,-640.1231599999849,-0.0025238661385218286
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,17,2024-08-02,2024-08-01,239272.04484000002,-2211.2000000000116,95.19216,276.40000000000026,0.0,2,1,1,2024-08-06,2024-08-05,False,-2582.792160000012,-0.01079437492050988
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,18,2024-08-28,2024-08-27,246205.2312,-8103.0,96.7834,291.9999999999678,0.0,11,1,1,2024-09-12,2024-09-11,False,-8491.783399999968,-0.034490670074763086
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,19,2024-09-25,2024-09-24,172489.89108,22549.899999999994,73.44472000000002,237.09999999998269,0.0,3,1,2,2024-09-30,2024-09-27,False,22239.35528000001,0.12893135441592635
SIGNAL_MARKET_RISK_DAILY,evaluation,BASE,20,2024-10-09,2024-10-08,88350.46656,-5829.800000000003,34.14244000000001,123.59999999999553,0.0,9,1,1,2024-10-22,2024-10-21,False,-5987.542439999998,-0.06777035451118729
