period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,MEAN_REBOUND_AUX_25,原181加四分之一均值反弹,0.8985857048000074,0.10155845910712363,0.09956581479223899,0.07566092809870256,1.3159475741871893,-0.06805860062425793,1604,0.2172201778326799,153,4085.6590400000005,12486.69999999996,False,7.474909580196254e-11,0.06530098746150666,True,True
evaluation,STRESS,MEAN_REBOUND_AUX_25,原181加四分之一均值反弹,0.8111057063999998,0.0937465794184636,0.09244166505901598,0.07559557806015026,1.2228448730884967,-0.07381152546781244,1604,0.21733463618176932,153,7954.258720000001,22006.700000000055,False,1.0112444215337746e-10,0.05766163490472095,True,False
earlier_diagnostic,BASE,MEAN_REBOUND_AUX_25,原181加四分之一均值反弹,0.5917606380999969,0.09667376796981904,0.096834112520437,0.09521439575329482,1.0170112592148244,-0.10493826167338519,1219,0.2853733865481985,84,2099.3723800000002,6248.200000000014,False,7.548806024715304e-11,0.057712539773175114,False,False
earlier_diagnostic,STRESS,MEAN_REBOUND_AUX_25,原181加四分之一均值反弹,0.5845636388000004,0.0956875994355757,0.096001231709401,0.09592379195102851,1.0008073050157569,-0.10637528761731391,1219,0.28927888484256636,85,4163.872240000001,11849.099999999948,False,7.531752999057062e-11,0.056987327349889025,False,False
evaluation,BASE,MEAN_REBOUND_AUX_50,原181加二分之一均值反弹,0.9407101552999977,0.10521161147777737,0.10329764271697137,0.08102788110792097,1.274840725248502,-0.07847618956528532,1604,0.2454242611684551,154,4696.26894,14292.299999999988,False,1.2377654456940945e-10,0.0689541398321604,True,True
evaluation,STRESS,MEAN_REBOUND_AUX_50,原181加二分之一均值反弹,0.8400165718000039,0.09636307765531513,0.09525243043788224,0.08097824242163697,1.1762718921697821,-0.08519259113443482,1604,0.24554561759897134,154,9113.38564,25133.000000000102,False,1.0913936421275139e-10,0.06027813314157248,False,False
earlier_diagnostic,BASE,MEAN_REBOUND_AUX_50,原181加二分之一均值反弹,0.5646237412999995,0.09293645859870736,0.09404199029276553,0.10152828933859191,0.926263910338724,-0.11909968311930326,1219,0.2995104949449043,83,2363.35174,7003.399999999997,False,7.850076144677587e-11,0.05397523040206344,False,False
earlier_diagnostic,STRESS,MEAN_REBOUND_AUX_50,原181加二分之一均值反弹,0.549656875599998,0.09085293346784235,0.09220683239272331,0.10225790284605592,0.9017086193478466,-0.12367980892135054,1219,0.3035576243584375,84,4672.22488,13268.699999999935,False,7.929656931082718e-11,0.05215266138215567,False,False
