period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,MEAN_REBOUND_AUX_25,590,77,76,0,0,0.2172201778326799
evaluation,BASE,MEAN_REBOUND_AUX_50,590,78,76,0,0,0.2454242611684551
evaluation,STRESS,MEAN_REBOUND_AUX_25,590,77,76,0,0,0.21733463618176932
evaluation,STRESS,MEAN_REBOUND_AUX_50,590,78,76,0,0,0.24554561759897134
earlier_diagnostic,BASE,MEAN_REBOUND_AUX_25,509,41,43,0,0,0.2853733865481985
earlier_diagnostic,BASE,MEAN_REBOUND_AUX_50,509,40,43,0,0,0.2995104949449043
earlier_diagnostic,STRESS,MEAN_REBOUND_AUX_25,515,42,43,0,0,0.28927888484256636
earlier_diagnostic,STRESS,MEAN_REBOUND_AUX_50,515,41,43,0,0,0.3035576243584375
