model,main_base_net_sharpe,main_base_annualized_return,main_base_max_drawdown,main_stress_net_sharpe,main_stress_annualized_return,main_stress_max_drawdown,earlier_base_net_sharpe,earlier_base_annualized_return,earlier_base_max_drawdown,earlier_stress_net_sharpe,earlier_stress_annualized_return,earlier_stress_max_drawdown,minimum_joint_ratio
TWO_CLOSE_ZERO_EXIT,1.230423970532244,0.1059963743703196,-0.07808473542008036,1.161128163111062,0.09931285910499427,-0.08340941783287366,1.1826547969585695,0.1120663874925603,-0.07891815727851231,1.1867365818784206,0.11331503886373448,-0.08040760814108888,0.9676068025925516
INTENT_MIX_DIAGNOSTIC_WEIGHTS,1.2270557301731242,0.10493061663216775,-0.08068345671311399,1.160819906903286,0.09860097620638544,-0.08596153874255319,1.2000340038424369,0.11044156870230955,-0.0748288755720221,1.1998741366566474,0.11119330251604811,-0.07642926082271623,0.9673499224194051
INTENT_MIX_80_15_05,1.225882749124816,0.1047291233855979,-0.08044085653883468,1.1585699469250794,0.09830839809827463,-0.08574905779072599,1.2034190619580996,0.1106091640844936,-0.07412200170311542,1.2040498005772478,0.11142062781728919,-0.07560723284733281,0.9654749557708996
