period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,INTENT_MIX_80_15_05,614,73,72,0,0,0.19979168667624553
evaluation,BASE,INTENT_MIX_DIAGNOSTIC_WEIGHTS,614,73,73,0,0,0.2013050704949488
evaluation,STRESS,INTENT_MIX_80_15_05,614,71,72,0,0,0.1998284709710486
evaluation,STRESS,INTENT_MIX_DIAGNOSTIC_WEIGHTS,614,72,73,0,0,0.2014327622823765
earlier_diagnostic,BASE,INTENT_MIX_80_15_05,523,37,39,0,0,0.2732044819010105
earlier_diagnostic,BASE,INTENT_MIX_DIAGNOSTIC_WEIGHTS,523,37,39,0,0,0.2741414353745432
earlier_diagnostic,STRESS,INTENT_MIX_80_15_05,529,38,39,0,0,0.2771416993541914
earlier_diagnostic,STRESS,INTENT_MIX_DIAGNOSTIC_WEIGHTS,529,38,39,0,0,0.27814657455376485
