model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
EPISODE_START_CONFIRMED_AUXILIARY,evaluation,BASE,1.4830489075712938,28,422,118799.89999999998,6344.08749999997,112455.81250000012
EPISODE_START_CONFIRMED_AUXILIARY,evaluation,STRESS,1.4170239603702413,28,422,117761.99999999999,11617.379320000011,106144.62068000005
EPISODE_START_CONFIRMED_AUXILIARY,earlier_diagnostic,BASE,1.0980940406317017,16,445,102026.49999999997,5571.492280000022,96455.00771999994
EPISODE_START_CONFIRMED_AUXILIARY,earlier_diagnostic,STRESS,1.0891149645388876,16,451,106922.09999999998,10635.44935999995,96286.65064000012
EPISODE_WAIT_CONFIRMED_AUXILIARY,evaluation,BASE,1.4800660035645468,30,431,120050.2,7177.746219999986,112872.45377999998
EPISODE_WAIT_CONFIRMED_AUXILIARY,evaluation,STRESS,1.4065396039328657,30,431,118838.1,13038.491919999986,105799.60808000003
EPISODE_WAIT_CONFIRMED_AUXILIARY,earlier_diagnostic,BASE,1.0980940406317017,16,445,102026.49999999997,5571.492280000022,96455.00771999994
EPISODE_WAIT_CONFIRMED_AUXILIARY,earlier_diagnostic,STRESS,1.0891149645388876,16,451,106922.09999999998,10635.44935999995,96286.65064000012
