date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,decision_action,execution_exit_reasons,forecast_age_trading_days,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
2024-05-06,3.64,3.648,CLOSE,228.9235199999821,54800,0.0,200139.32351999998,0.0006966175999998381,139.32351999997627,438.4000000000004,0.0,0.0,0.9988561792056967,-2.390265763096977e-11,2024-04-30,False,0.998456,TARGET_100,,0.0,55500,54800,3.64,3.644,79.87648000000002,219.2000000000002,199691.2,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,200000.0,0,228.9235199999821,54800.0
2024-10-08,4.656,4.412,CLOSE,191308.56107999998,13700,0.0,251752.96107999998,0.08421990944402769,19555.637560000003,19837.600000000006,0.0,0.0,0.2400940975657183,-7.332801033044234e-12,2024-09-30,False,0.7485230010088549,TARGET_25,,0.0,-41100,-41100,4.656,4.651,76.46244,205.49999999999562,191156.1,FILLED,228.9235199999821,54800,191308.56107999998,13700.0
2024-12-02,3.997,4.031,CLOSE,123264.35427999999,30700,0.0,247016.05427999998,0.003631500848716218,893.7931999999855,988.999999999988,0.0,0.0,0.5009864656801772,5.186961971048731e-12,2024-11-29,False,0.276416067778611,TARGET_50,,0.0,17000,17000,3.997,4.001,27.2068,68.00000000000762,68017.0,FILLED,191308.56107999998,13700,123264.35427999999,30700.0
2025-02-05,3.93,3.887,CLOSE,121685.75427999998,31100,0.0,242571.45427999998,-0.0026224331055501038,-637.8000000000175,-631.2000000000007,0.0,0.0,0.4983508894680648,-1.673328142715036e-11,2025-01-27,False,0.006451418380958515,TARGET_50,,0.0,400,400,3.93,3.934,5.0,1.6000000000000014,1573.6000000000001,FILLED,123264.35427999999,30700,121685.75427999998,31100.0
2025-03-03,3.995,3.981,CLOSE,67.52643999997235,61500,0.0,244899.02644,-0.004067227652443162,-1000.127840000001,-829.9000000000178,0.0,0.0,0.9997242682382956,1.6925127965805586e-11,2025-02-28,False,0.49432551662224067,TARGET_100,,0.0,30400,30400,3.995,3.999,48.627840000000006,121.60000000000011,121569.6,FILLED,121685.75427999998,31100,67.52643999997235,61500.0
2025-06-03,3.946,3.957,CLOSE,242403.55323999998,0,0.0,242403.55323999998,-0.004690995031616629,-1142.4732000000076,-799.4999999999939,0.0,0.0,0.0,-1.3528733688872308e-11,2025-05-30,False,0.9987084204886554,TARGET_0,,0.0,-61500,-61500,3.946,3.942,96.9732,246.00000000000023,242433.0,FILLED,67.52643999997235,61500,242403.55323999998,0.0
2025-07-01,3.98,3.988,CLOSE,60660.485079999984,45600,0.0,242513.28507999997,0.00045268247322827193,109.7318399999931,364.8000000000003,0.0,0.0,0.7498673729977746,-7.048583938740194e-12,2025-06-30,False,0.7494543605973093,TARGET_75,,0.0,45600,45600,3.98,3.984,72.66816,182.40000000000015,181670.4,FILLED,242403.55323999998,0,60660.485079999984,45600.0
2025-08-01,4.148,4.133,CLOSE,417.89767999998,60100,0.0,248811.19767999998,-0.005266442962618578,-1317.287400000001,-1220.7000000000064,0.0,0.0,0.9983204225376646,1.6683543435647152e-11,2025-07-31,False,0.2410578933473805,TARGET_100,,0.0,14500,14500,4.148,4.1530000000000005,24.087400000000002,72.50000000001134,60218.50000000001,FILLED,60660.485079999984,45600,417.89767999998,60100.0
2026-02-02,4.68,4.6,CLOSE,309.1976799999793,61700,0.0,284129.19768,-0.02341400156774065,-6812.100000000035,-6799.1000000000395,0.0,0.0,0.9989117708333931,5.7980287238024175e-12,2026-01-30,False,0.02593069992880551,TARGET_100,,0.0,1600,1600,4.68,4.6850000000000005,5.0,8.00000000000125,7496.000000000001,FILLED,7810.19767999998,60100,309.1976799999793,61700.0
2026-08-14,4.737,4.737,OPEN_TERMINAL,292156.81192,0,0.0,292156.81192,0.0002338819931035907,68.31424000003608,493.6000000000004,0.0,0.0,0.0,2.9103830456733704e-11,2026-08-13,False,0.9978888056210617,研究终点统一开盘清仓,研究终点统一开盘清仓,9.0,-61700,-61700,4.737,4.732,116.78576000000001,308.4999999999934,291964.4,FILLED,309.1976799999793,61700,292156.81192,0.0
