origin,execution_date,origin_index,simulation_only,forecast_return_60,latest_valid_forecast_origin,forecast_age_trading_days,new_exit_trigger,exit_reasons,requested_quantity,reference_weight,action,signal_state,score,estimated_cost,reference_close,mu5,variance5,nav_at_decision
2024-06-28,2024-07-01,2938,True,0.05192646994911624,2024-06-28,0.0,True,含分红价格连续两个收盘不高于一百二十日均线,-54800,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2024-08-01,2024-08-02,2962,True,,2024-07-31,1.0,True,含分红价格连续两个收盘不高于一百二十日均线,-54300,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2024-09-02,2024-09-03,2984,True,,2024-08-30,1.0,True,含分红价格连续两个收盘不高于一百二十日均线,-41600,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2025-03-31,2025-04-01,3120,True,0.041781500203825116,2025-03-31,0.0,True,含分红价格连续两个收盘不高于一百二十日均线,-46600,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2025-05-06,2025-05-07,3142,True,,2025-04-30,1.0,True,含分红价格连续两个收盘不高于一百二十日均线,-47700,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2026-03-20,2026-03-23,3355,True,,2026-02-27,15.0,True,含分红价格连续两个收盘不高于一百二十日均线,-47900,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2026-04-01,2026-04-02,3363,True,,2026-03-31,1.0,True,含分红价格连续两个收盘不高于一百二十日均线,-47900,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2026-07-17,2026-07-20,3435,True,,2026-06-30,13.0,True,含分红价格连续两个收盘不高于一百二十日均线,-44400,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2026-08-03,2026-08-04,3446,True,,2026-07-31,1.0,True,含分红价格连续两个收盘不高于一百二十日均线,-44000,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
