date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,decision_action,execution_exit_reasons,forecast_age_trading_days,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
2024-05-06,3.64,3.648,CLOSE,228.9235199999821,54800,0.0,200139.32351999998,0.0006966175999998381,139.32351999997627,438.4000000000004,0.0,0.0,0.9988561792056967,-2.390265763096977e-11,2024-04-30,False,0.998456,TARGET_100,,0.0,55500,54800,3.64,3.644,79.87648000000002,219.2000000000002,199691.2,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,200000.0,0,228.9235199999821,54800.0
2024-07-01,3.487,3.501,CLOSE,191020.97615999996,0,0.0,191020.97615999996,-0.0015448083341799146,-295.54736000002595,0.0,0.0,0.0,0.0,-2.5778490453376435e-11,2024-06-28,False,0.9976576852236543,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,0.0,-54800,-54800,3.487,3.483,76.34736,219.2000000000002,190868.4,FILLED,228.9235199999821,54800,191020.97615999996,0.0
2024-08-01,3.502,3.483,CLOSE,569.0258399999584,54300,0.0,189695.92583999995,-0.006936674425169653,-1325.0503200000094,-1031.6999999999828,0.0,0.0,0.9970003265094902,-2.2737367544323206e-12,2024-07-31,False,0.9966224852737663,TARGET_100,,0.0,54300,54300,3.502,3.5060000000000002,76.15032000000001,217.20000000002432,190375.80000000002,FILLED,191020.97615999996,0,569.0258399999584,54300.0
2024-08-02,3.46,3.447,CLOSE,188154.76151999994,0,0.0,188154.76151999994,-0.008124393358347137,-1541.1643200000108,-1248.9000000000071,0.0,0.0,0.0,-3.439026841078885e-12,2024-08-01,False,0.9958278681422783,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0,-54300,-54300,3.46,3.456,75.06432,217.2000000000002,187660.8,FILLED,569.0258399999584,54300,188154.76151999994,0.0
2024-09-02,3.381,3.332,CLOSE,47282.43511999995,41600,0.0,185893.63511999993,-0.01201737538680181,-2261.1264000000083,-2038.3999999999971,0.0,0.0,0.7456479072590209,7.474909580196254e-12,2024-08-30,False,0.7484051897620031,TARGET_75,,0.0,41600,41600,3.381,3.3850000000000002,56.3264,166.40000000001862,140816.0,FILLED,188154.76151999994,0,47282.43511999995,41600.0
2024-09-03,3.33,3.344,CLOSE,185588.69047999996,0,0.0,185588.69047999996,-0.0016404253959696469,-304.9446399999724,-83.19999999999084,0.0,0.0,0.0,1.8559376258053817e-11,2024-09-02,False,0.744638480129727,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,1.0,-41600,-41600,3.33,3.326,55.344640000000005,166.40000000000015,138361.6,FILLED,47282.43511999995,41600,185588.69047999996,0.0
2024-11-01,3.964,3.979,CLOSE,139541.47895999995,11600,0.0,185697.87895999994,0.0005883358501941327,109.18847999998252,174.00000000000145,0.0,0.0,0.24855642002212783,-1.8886225916503463e-11,2024-10-31,False,0.24801511277951668,TARGET_25,,0.0,11600,11600,3.964,3.968,18.411520000000003,46.40000000000004,46028.8,FILLED,185588.69047999996,0,139541.47895999995,11600.0
2024-12-02,3.997,4.031,CLOSE,93111.31431999995,23200,0.0,186630.51431999996,0.003643044599147105,677.4353600000031,742.3999999999903,0.0,0.0,0.5010927625674885,1.801225835151854e-11,2024-11-29,False,0.24964998707758113,TARGET_50,,0.0,11600,11600,3.997,4.001,18.564640000000004,46.40000000000519,46411.600000000006,FILLED,139541.47895999995,11600,93111.31431999995,23200.0
2025-02-05,3.93,3.887,CLOSE,45884.43111999995,35200,0.0,182706.83111999993,-0.005697208374122464,-1046.8832000000111,-980.0000000000023,0.0,0.0,0.7488630784151495,-8.810729923425242e-12,2025-01-27,False,0.256165217742699,TARGET_75,,0.0,12000,12000,3.93,3.934,18.883200000000002,48.00000000000004,47208.0,FILLED,93111.31431999995,23200,45884.43111999995,35200.0
2025-03-03,3.995,3.981,CLOSE,277.5956799999549,46600,0.0,185792.19567999995,-0.0036521887667713138,-681.0354400000069,-617.2000000000148,0.0,0.0,0.9985058808364693,7.929656931082718e-12,2025-02-28,False,0.24443184539292054,TARGET_100,,0.0,11400,11400,3.995,3.999,18.23544,45.60000000000004,45588.6,FILLED,45884.43111999995,35200,277.5956799999549,46600.0
