first_fit_index,first_fit_origin,source_input_identity,feature,factor_chinese,mean,scale,component_direction,coefficient,active,intercept,component_slope
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.012829110380296953,0.055777332366288346
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,mom5,五日涨跌,0.0021490437479977286,0.041537822374907656,-0.13437583479471316,-0.00749512559934217,True,0.012829110380296953,0.055777332366288346
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,mom20,二十日涨跌,0.031554642663615316,0.06346520008512066,-0.4707530936628891,-0.02625735176769343,True,0.012829110380296953,0.055777332366288346
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,sma120,一百二十日均线偏离,0.09236467220791256,0.1281545045545615,-0.3318971088061074,-0.01851233534928842,True,0.012829110380296953,0.055777332366288346
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,vol20,二十日波动,0.21110887739806566,0.12382882508316785,-0.08239760345134502,-0.0045959185138912985,True,0.012829110380296953,0.055777332366288346
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,log_holding_days,持仓时间对数,2.739094980509424,1.081961265106954,-0.3810332126585125,-0.02128119056164472,True,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,cycle_return,含分红浮盈浮亏,0.05166252523533914,0.09745127157213883,-0.696364606374313,-0.038892850797019346,True,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,cycle_drawdown,持仓回撤,-0.018792761301475842,0.01995189259140988,-0.12264353602734686,-0.006849797798836577,True,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,mom5,五日涨跌,-0.0017868754067685755,0.04305534746426981,-0.1351424212120734,-0.007547876466489805,True,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,mom20,二十日涨跌,0.027165440260966987,0.06358201580301936,-0.4743984710017925,-0.026495759236059048,True,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,sma120,一百二十日均线偏离,0.07987333967365368,0.13242775388402644,-0.3241226666342706,-0.01810266403252934,True,0.009225416556969042,0.055851274520568456
1566,2018-11-01,be2cfb11e996e6584cf536c4ccde4f5b8e25f0796c97e9ccbc15e4428d3445bc,vol20,二十日波动,0.21673291407001544,0.12162330667280107,-0.08047175022937661,-0.00449444981321153,True,0.009225416556969042,0.055851274520568456
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,log_holding_days,持仓时间对数,2.750048740665604,1.0656676263948208,-0.3928662294261872,-0.021563653698628105,True,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,cycle_return,含分红浮盈浮亏,0.051969994239496387,0.09482262040461319,-0.7055896958460837,-0.03872842895345866,True,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,cycle_drawdown,持仓回撤,-0.018705073863898972,0.019840188072434577,-0.13385950885433587,-0.007347284844053171,True,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,mom5,五日涨跌,-0.0010842869616415301,0.04270508833650604,-0.14144069882816548,-0.00776340143279114,True,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,mom20,二十日涨跌,0.03048118039022853,0.06411246643839055,-0.4460111787515233,-0.02448067531373743,True,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,sma120,一百二十日均线偏离,0.08543126063836476,0.13022428489694168,-0.32551111065421956,-0.017866663865345526,True,0.005682071057997923,0.05488803079390041
1707,2019-06-03,6066f14a3dd6aef7dadf4e24b04d6dce8f6ba69c6338c173442c122c409b28ec,vol20,二十日波动,0.22064726707501262,0.11922722915040437,-0.0706541772713478,-0.0038780686577874366,True,0.005682071057997923,0.05488803079390041
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,log_holding_days,持仓时间对数,2.7533458120515952,1.049675439223375,-0.39470965919860396,-0.020552008993328937,True,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,cycle_return,含分红浮盈浮亏,0.05010416650933405,0.09257425510055776,-0.7003180174949868,-0.03646463130132126,True,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,cycle_drawdown,持仓回撤,-0.018527329979130928,0.019527224139558583,-0.14970864004937803,-0.007795130534481595,True,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,mom5,五日涨跌,-0.0006046006900619636,0.0418500790248099,-0.15037712055670033,-0.007829937428810574,True,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,mom20,二十日涨跌,0.02738093522350076,0.06551475601045743,-0.44753971929437825,-0.02330280022658868,True,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,sma120,一百二十日均线偏离,0.08329103408050395,0.1267263750968347,-0.3239762952104042,-0.01686901644694579,True,0.008349494540969622,0.05206867507386712
1749,2019-08-01,bb903e074846b0ee08d020e4f9f53d8f84b329bb7535a05a635b926421e83110,vol20,二十日波动,0.2213781718191927,0.11652789945768981,-0.058996303363047314,-0.003071859350369805,True,0.008349494540969622,0.05206867507386712
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,log_holding_days,持仓时间对数,2.7417651696502525,1.0345940742374862,-0.3950947218599932,-0.01988237097887022,True,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,cycle_return,含分红浮盈浮亏,0.05072731435195935,0.09019306026208801,-0.6992638741640846,-0.03518909008148954,True,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,cycle_drawdown,持仓回撤,-0.0183827485673336,0.019599377735460492,-0.15105828351608958,-0.007601713376881153,True,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,mom5,五日涨跌,-0.00042731184231017613,0.041619824842571394,-0.15943947722457325,-0.008023480597089414,True,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,mom20,二十日涨跌,0.025566976229977532,0.06503464040417689,-0.44675286633834194,-0.022481966305690524,True,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,sma120,一百二十日均线偏离,0.07969892964360437,0.12414959678997099,-0.3228822802808532,-0.016248420755472316,True,0.004488338295533733,0.050323048825531486
1910,2020-04-01,cffcefedf6d9a984653189b1fdc1d2e8bf7d3a94369ec2e75e765e1533c44a10,vol20,二十日波动,0.2274879817962704,0.116719633155515,-0.05338120109223531,-0.0026863047889300723,True,0.004488338295533733,0.050323048825531486
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,log_holding_days,持仓时间对数,2.749758834299536,1.0225395378166666,-0.403934469784434,-0.0194582880595609,True,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,cycle_return,含分红浮盈浮亏,0.050802301764218266,0.0880397030231295,-0.695782006556238,-0.033517136374758325,True,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,cycle_drawdown,持仓回撤,-0.0177245595718363,0.0193576722888817,-0.14903763469664152,-0.007179424992352099,True,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,mom5,五日涨跌,-8.490392271342762e-05,0.04081788470775817,-0.16155015070796686,-0.007782176574875297,True,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,mom20,二十日涨跌,0.02367676064393769,0.06575581222458372,-0.45014592848172097,-0.02168438150354002,True,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,sma120,一百二十日均线偏离,0.07377070892628886,0.12360547037474391,-0.31748292059079747,-0.015293753281672765,True,0.004686170740688516,0.048171893005182556
1949,2020-06-01,cc4109799b9dd3293153c2f8b0b99b3c3ffc1df22db461022e40547ac6ee416e,vol20,二十日波动,0.22641838062848324,0.11543370135390255,-0.031415186252413886,-0.0015133289908891637,True,0.004686170740688516,0.048171893005182556
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,log_holding_days,持仓时间对数,2.7721252768419076,1.0172841278881883,-0.4107229355191929,-0.01962055283509375,True,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,cycle_return,含分红浮盈浮亏,0.05487539378661792,0.08786982358758184,-0.6961795761704361,-0.033257037714970544,True,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,cycle_drawdown,持仓回撤,-0.018037230847915826,0.01936977060236765,-0.15652677907513476,-0.007477405504682889,True,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,mom5,五日涨跌,0.0004954257786515497,0.04096684736543314,-0.16326732412388317,-0.007799406563861912,True,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,mom20,二十日涨跌,0.02532354198505375,0.06640791129673496,-0.43701163995061554,-0.0208763846128124,True,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,sma120,一百二十日均线偏离,0.07784012631785112,0.12203514934009216,-0.32174250819116523,-0.015369888884535759,True,0.0040229914100465,0.047770774744516034
2035,2020-10-09,699087d2ae38b82c212683dae07fce54ad57407dcb17a1727a418dee19c8207b,vol20,二十日波动,0.22813596461717278,0.11424857297158479,-0.031407025296438754,-0.0015003379308314926,True,0.0040229914100465,0.047770774744516034
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,log_holding_days,持仓时间对数,2.746484267648495,1.009932788398791,-0.40696118232423906,-0.01936881718662754,True,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,cycle_return,含分红浮盈浮亏,0.05588682655669166,0.08772101155307159,-0.6964044089397037,-0.033144511738635016,True,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,cycle_drawdown,持仓回撤,-0.01842444098233597,0.019590010985651128,-0.16215236285651569,-0.007717442372784464,True,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,mom5,五日涨跌,0.0008765510989177758,0.041585706575946,-0.16862750928560133,-0.008025619007040654,True,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,mom20,二十日涨跌,0.026486437790216356,0.06702911840863293,-0.43596849081953704,-0.020749384375155857,True,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,sma120,一百二十日均线偏离,0.07944066691220683,0.12245092580078942,-0.321740065129346,-0.015312822877880588,True,0.0016895366652587313,0.047593770678589636
2130,2021-03-01,f6090ea032fd7753a398ad60583e05f87a9e4f883e2304a5f19414c0ac3c1c4e,vol20,二十日波动,0.23107667999801454,0.11294530434235088,-0.03301022759512746,-0.0015710812022105476,True,0.0016895366652587313,0.047593770678589636
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,log_holding_days,持仓时间对数,2.7278140971741247,1.0049202834684487,-0.38472478729470694,-0.013320308732104155,True,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,cycle_return,含分红浮盈浮亏,0.04377254950056303,0.07257084784903244,-0.6580342803933761,-0.02278309082391779,True,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,cycle_drawdown,持仓回撤,-0.018939040380433876,0.019423428756445486,-0.27278508188316,-0.009444625426259854,True,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,mom5,五日涨跌,-0.001050358885600466,0.03998802025947155,-0.21144619151991864,-0.007320891827839058,True,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,mom20,二十日涨跌,0.0195381764626577,0.06059510793416421,-0.4621074435048552,-0.015999524902389196,True,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,sma120,一百二十日均线偏离,0.06647481288280367,0.11509822631013239,-0.26297525377781256,-0.00910498019598774,True,-0.006666596598762955,0.034622954309155365
2235,2021-08-02,4fec7595b0b5cf07e2f1b53b88b08c67897ee90f5b30195b69ad0856c6e8ce61,vol20,二十日波动,0.22415058588884512,0.11134447067538365,0.13098571532742048,0.004535112436933311,True,-0.006666596598762955,0.034622954309155365
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,log_holding_days,持仓时间对数,2.812629831617495,0.9731742603704183,-0.41050811004156634,-0.014179017292026615,True,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,cycle_return,含分红浮盈浮亏,0.04478535060165334,0.07184898654993524,-0.6560360633842334,-0.022659592976071136,True,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,cycle_drawdown,持仓回撤,-0.018820178116194897,0.01939467109360334,-0.25107953732332783,-0.008672328303138835,True,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,mom5,五日涨跌,-0.0016394476733186942,0.03861283671250381,-0.19524553227873798,-0.006743812632814613,True,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,mom20,二十日涨跌,0.01786219381509234,0.06005224488634742,-0.4472701233999117,-0.01544878324876962,True,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,sma120,一百二十日均线偏离,0.05251343613559079,0.10614215697024809,-0.2778402985393218,-0.009596649374386253,True,-0.006758085609914076,0.03454016362938824
2357,2022-02-07,a80b4e3f79433c84799b70a8ed05807e3ec14e3732e13f5ed7d8b6876bb259dd,vol20,二十日波动,0.20636719628954125,0.09808346025704169,0.15063939860980544,0.00520310947701532,True,-0.006758085609914076,0.03454016362938824
