first_fit_index,first_fit_origin,source_input_identity,feature,factor_chinese,mean,scale,component_direction,coefficient,active,intercept,component_slope
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,log_holding_days,持仓时间对数,2.683029251596902,1.1166354306899884,-0.38323276777835785,-0.025153205821121235,True,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,cycle_return,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.6993146715823239,-0.04589901320289279,True,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,cycle_drawdown,持仓回撤,-0.019530351028669003,0.01975320420366477,-0.07753323413367715,-0.005088837803320264,True,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,mom5,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.1291121997025713,-0.008474185941779176,True,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,mom20,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.4663734261164643,-0.030610082860642512,True,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,sma120,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.33394827893302165,-0.021918454004615676,True,0.020746295195372362,0.0656342774834655
1157,2017-03-01,1cb31bffc24bd537dd1692d791af7135ba11c06537785ff28b56573ecb5c1138,vol20,二十日波动,0.25265925293704133,0.12240290324156698,-0.11128633210527242,-0.007304198001514545,True,0.020746295195372362,0.0656342774834655
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,log_holding_days,持仓时间对数,2.7297618364650904,1.1016544011039644,-0.3746553870653466,-0.023653300730735443,True,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,cycle_return,含分红浮盈浮亏,0.0628268933408663,0.10731223765710536,-0.7008829031444013,-0.04424918113405883,True,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,cycle_drawdown,持仓回撤,-0.01884990529950695,0.019260300564195212,-0.08448834541667323,-0.005334043794315611,True,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,mom5,五日涨跌,0.0009775255752508109,0.04598855844173999,-0.13277626421531574,-0.008382628452211934,True,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,mom20,二十日涨跌,0.033069529984418804,0.07015135777363184,-0.47039681054927523,-0.02969779057456911,True,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,sma120,一百二十日均线偏离,0.1002087790822308,0.14305289416462635,-0.3335197189515287,-0.021056262593162494,True,0.015678196546856506,0.06313348625789246
1218,2017-06-01,0fd5293d35dbb53ce038c5373044fe8c6c3f75357a726504938b2122deb93132,vol20,二十日波动,0.23782635816521894,0.12583680944702452,-0.10545196948436428,-0.0066575504663088075,True,0.015678196546856506,0.06313348625789246
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,log_holding_days,持仓时间对数,2.768705657188581,1.087479792099638,-0.3905788150762358,-0.023761780533019205,True,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,cycle_return,含分红浮盈浮亏,0.06353548520068625,0.10330921959978705,-0.6989766121648638,-0.04252388561507857,True,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,cycle_drawdown,持仓回撤,-0.017644083010476635,0.018925482570084213,-0.07707156739075187,-0.004688830010704469,True,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,mom5,五日涨跌,0.0016471682817893157,0.04426292549376218,-0.12815406879686994,-0.007796554087477303,True,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,mom20,二十日涨跌,0.03320702016506116,0.06742584875926003,-0.4637347459047956,-0.028212393587128848,True,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,sma120,一百二十日均线偏离,0.09626286281554908,0.1377824192066086,-0.33307423052371266,-0.020263353928614673,True,0.015816763392372056,0.060837351171699416
1284,2017-09-01,a8a5327f8ac0cc8e4d04d27c4b06f057c1b3bf4b9f53a0e65f3b53d19c360db2,vol20,二十日波动,0.22749212793213258,0.1252999022542777,-0.10260621527258684,-0.006242290350937354,True,0.015816763392372056,0.060837351171699416
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,log_holding_days,持仓时间对数,2.801658120877688,1.0742378144917912,-0.3979979745447249,-0.023317615695069245,True,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,cycle_return,含分红浮盈浮亏,0.0626047146083327,0.09958743007669409,-0.6979778547147335,-0.04089261860823393,True,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,cycle_drawdown,持仓回撤,-0.01652727765209776,0.018611377106140584,-0.07516419601997021,-0.00440366521670719,True,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,entry_mode,入场模式,1.0,1.0,0.0,0.0,False,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,mom5,五日涨跌,0.0021983720656263326,0.04266491856209668,-0.1287362910435504,-0.007542308133592685,True,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,mom20,二十日涨跌,0.032620774771346436,0.0649519457295434,-0.4627806607276732,-0.027113056568446127,True,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,sma120,一百二十日均线偏离,0.09490848778144317,0.13248894011019394,-0.3309022068490305,-0.019386657685336883,True,0.018009625821604043,0.05858727226374097
1344,2017-12-01,857e3e71a6963e7c4620c7e1fcbb7110e281aa7fc6c8e4b6591b29f432f33a44,vol20,二十日波动,0.21612589190475612,0.12684677158422175,-0.0924101030734,-0.005414055868681652,True,0.018009625821604043,0.05858727226374097
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,log_holding_days,持仓时间对数,2.826534388272901,1.0605299754995186,-0.39698088155514044,-0.022142534573563216,True,0.012829110380296953,0.055777332366288346
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,cycle_return,含分红浮盈浮亏,0.057870295298786255,0.09778083538729239,-0.6891549191987983,-0.03843922298001397,True,0.012829110380296953,0.055777332366288346
1402,2018-03-01,22831d5d93a1b44e69765f86e60c981c66aa164acfbd7f3996afd02c72e93481,cycle_drawdown,持仓回撤,-0.017617511704944078,0.019231283211702834,-0.10421746957907893,-0.005812972439085831,True,0.012829110380296953,0.055777332366288346
