fit_index,fit_origin,status,failure,source_input_identity,first_attempt_fit_index,parameter_first_fit_index,reused_previous_input,fixed_prediction_identity,nonzero_factor_count,nonzero_factors,score_residual_covariance,zero_covariance_model
2536,2022-11-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2558,2022-12-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2580,2023-01-03,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2596,2023-02-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2616,2023-03-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2639,2023-04-03,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2658,2023-05-04,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2678,2023-06-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2698,2023-07-03,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2719,2023-08-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2742,2023-09-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2762,2023-10-09,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2779,2023-11-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2801,2023-12-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2822,2024-01-02,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2844,2024-02-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2859,2024-03-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2880,2024-04-01,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2900,2024-05-06,FIT_COMPLETE,,1561b73b3f4f2378962ce0fc8bba2746d3016507b71ca1ae705dd872b832947b,2520.0,2520.0,True,247463c6810a0966f2d22edc4ee15d09b13542d26de238858e9ff5b187e0f348,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.2143064331837649e-18,False
2920,2024-06-03,FIT_COMPLETE,,72e1d548c4d4c585fbf7c9244b53604fefb31a35688ca9f8e0c9dc557c67a59c,2920.0,2920.0,False,625b93d35dca08f77912c0b18fbaa6660c3a430dd03bfedbe2177cbcb884d673,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",1.7347234759768072e-19,False
2939,2024-07-01,FIT_COMPLETE,,72e1d548c4d4c585fbf7c9244b53604fefb31a35688ca9f8e0c9dc557c67a59c,2920.0,2920.0,True,625b93d35dca08f77912c0b18fbaa6660c3a430dd03bfedbe2177cbcb884d673,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",1.7347234759768072e-19,False
2962,2024-08-01,FIT_COMPLETE,,80dff91cafd5cb1dbb0c6f9a0c749fce7ef22fb97dcda78453bd65c79a321a7e,2962.0,2962.0,False,17174e6176ac0cffb4ed3495eb6917b048205305f4992b5c3694e2cfab0e44ef,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-4.336808689942018e-18,False
2984,2024-09-02,FIT_COMPLETE,,80dff91cafd5cb1dbb0c6f9a0c749fce7ef22fb97dcda78453bd65c79a321a7e,2962.0,2962.0,True,17174e6176ac0cffb4ed3495eb6917b048205305f4992b5c3694e2cfab0e44ef,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-4.336808689942018e-18,False
3003,2024-10-08,FIT_COMPLETE,,5b37e0afd65fe487a97bdef9f991a9d47d52b270623e4fbd6bc3e0b8d6183620,3003.0,3003.0,False,6f5f35728df61d65d3df94ded320b33685ffd379e4e4a58d723717b7c35bee3a,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-1.734723475976807e-18,False
3021,2024-11-01,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,False,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3042,2024-12-02,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3064,2025-01-02,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3082,2025-02-05,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3100,2025-03-03,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3121,2025-04-01,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3142,2025-05-06,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3161,2025-06-03,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3181,2025-07-01,FIT_COMPLETE,,3c5fe76edbbcafee462603c489f39258d14e1c5e2e297a475a46e1858b6735bc,3021.0,3021.0,True,e9df85fa0e10b345d9e4db18a65d866a7f353012b1a9e32ba877f71cc3b12000,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",6.071532165918825e-18,False
3204,2025-08-01,FIT_COMPLETE,,622edf39f391d33ce9d76b6ab061e703943cd4926f250d0792efbedb7a42cc88,3204.0,3204.0,False,5b21847c39e4a9a8450b753e30cf43fb4c000c2b0918eca32f6163f5fd0b1424,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-5.551115123125783e-18,False
3225,2025-09-01,FIT_COMPLETE,,622edf39f391d33ce9d76b6ab061e703943cd4926f250d0792efbedb7a42cc88,3204.0,3204.0,True,5b21847c39e4a9a8450b753e30cf43fb4c000c2b0918eca32f6163f5fd0b1424,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-5.551115123125783e-18,False
3247,2025-10-09,FIT_COMPLETE,,622edf39f391d33ce9d76b6ab061e703943cd4926f250d0792efbedb7a42cc88,3204.0,3204.0,True,5b21847c39e4a9a8450b753e30cf43fb4c000c2b0918eca32f6163f5fd0b1424,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-5.551115123125783e-18,False
3264,2025-11-03,FIT_COMPLETE,,6d916a68122ef19d03b88ca4a9384205f1158d66ad788e8cd20251e4571fb309,3264.0,3264.0,False,85dfa7fbdbfa82f991a7b59acaf9069e0bfa0e0841bc3c83a0e5b2eb18fc18da,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",1.0408340855860842e-18,False
3284,2025-12-01,FIT_COMPLETE,,6d916a68122ef19d03b88ca4a9384205f1158d66ad788e8cd20251e4571fb309,3264.0,3264.0,True,85dfa7fbdbfa82f991a7b59acaf9069e0bfa0e0841bc3c83a0e5b2eb18fc18da,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",1.0408340855860842e-18,False
3307,2026-01-05,FIT_COMPLETE,,6d916a68122ef19d03b88ca4a9384205f1158d66ad788e8cd20251e4571fb309,3264.0,3264.0,True,85dfa7fbdbfa82f991a7b59acaf9069e0bfa0e0841bc3c83a0e5b2eb18fc18da,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",1.0408340855860842e-18,False
3327,2026-02-02,FIT_COMPLETE,,f9f8919e963329786d33ef994986fb30985b9c8427cf2be6e268bfcd0f5aecdd,3327.0,3327.0,False,26afc3078d7e2f75b29afba62bf626f2d4c4150946117b67b7e75fb9bc1c2aa1,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-6.591949208711867e-18,False
3341,2026-03-02,FIT_COMPLETE,,a391a48e1806a90d46de617d64b5f2fd7485c6b73399a1375c36e2894d16b99c,3341.0,3341.0,False,adba462d0ce94cbb2990cc467eacaf38603dd75e8ee957346e86ec5a06e94d7c,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-2.0816681711721684e-18,False
3363,2026-04-01,FIT_COMPLETE,,a391a48e1806a90d46de617d64b5f2fd7485c6b73399a1375c36e2894d16b99c,3341.0,3341.0,True,adba462d0ce94cbb2990cc467eacaf38603dd75e8ee957346e86ec5a06e94d7c,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-2.0816681711721684e-18,False
3384,2026-05-06,FIT_COMPLETE,,a391a48e1806a90d46de617d64b5f2fd7485c6b73399a1375c36e2894d16b99c,3341.0,3341.0,True,adba462d0ce94cbb2990cc467eacaf38603dd75e8ee957346e86ec5a06e94d7c,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-2.0816681711721684e-18,False
3402,2026-06-01,FIT_COMPLETE,,a391a48e1806a90d46de617d64b5f2fd7485c6b73399a1375c36e2894d16b99c,3341.0,3341.0,True,adba462d0ce94cbb2990cc467eacaf38603dd75e8ee957346e86ec5a06e94d7c,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-2.0816681711721684e-18,False
3423,2026-07-01,FIT_COMPLETE,,a391a48e1806a90d46de617d64b5f2fd7485c6b73399a1375c36e2894d16b99c,3341.0,3341.0,True,adba462d0ce94cbb2990cc467eacaf38603dd75e8ee957346e86ec5a06e94d7c,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-2.0816681711721684e-18,False
3446,2026-08-03,FIT_COMPLETE,,76a2dedbc357b1f6a7372f144d158e311da649bf113fbdf90d942f844cf2e94c,3446.0,3446.0,False,8bc02c2c2295036262bee23bad68c7652d16e05d8aa71dbb855556855e997bfd,7.0,"log_holding_days,cycle_return,cycle_drawdown,mom5,mom20,sma120,vol20",-4.5102810375396986e-18,False
