fit_index,deleted_cycle_id,remaining_cycles,remaining_rows,maximum_gradient_residual,whole_cycle_deleted,no_backfill
1949,5,18,804,3.3133218391157016e-16,True,True
1949,6,18,770,1.5265566588595902e-16,True,True
1949,8,18,828,2.5500435096859064e-16,True,True
1949,9,18,770,2.636779683484747e-16,True,True
1949,10,18,770,7.424616477180734e-16,True,True
1949,11,18,770,1.8041124150158794e-15,True,True
1949,12,18,770,3.139849491518021e-16,True,True
1949,13,18,770,4.3021142204224816e-16,True,True
1949,14,18,770,2.42861286636753e-16,True,True
1949,15,18,773,1.519617764955683e-15,True,True
1949,16,18,822,1.1449174941446927e-16,True,True
1949,17,18,786,3.5431726996826285e-16,True,True
1949,18,18,791,4.475586568020162e-16,True,True
1949,19,18,801,2.914335439641036e-16,True,True
1949,20,18,787,3.365363543395006e-16,True,True
1969,1,18,770,1.7867651802561113e-16,True,True
1969,2,18,777,2.0122792321330962e-16,True,True
1969,3,18,823,3.608224830031759e-16,True,True
1969,4,18,770,3.686287386450715e-16,True,True
1969,5,18,804,3.3133218391157016e-16,True,True
1969,6,18,770,1.5265566588595902e-16,True,True
1969,8,18,828,2.5500435096859064e-16,True,True
1969,9,18,770,2.636779683484747e-16,True,True
1969,10,18,770,7.424616477180734e-16,True,True
1969,11,18,770,1.8041124150158794e-15,True,True
1969,12,18,770,3.139849491518021e-16,True,True
1969,13,18,770,4.3021142204224816e-16,True,True
1969,14,18,770,2.42861286636753e-16,True,True
1969,15,18,773,1.519617764955683e-15,True,True
1969,16,18,822,1.1449174941446927e-16,True,True
1969,17,18,786,3.5431726996826285e-16,True,True
1969,18,18,791,4.475586568020162e-16,True,True
1969,19,18,801,2.914335439641036e-16,True,True
1969,20,18,787,3.365363543395006e-16,True,True
1992,1,18,770,1.7867651802561113e-16,True,True
1992,2,18,777,2.0122792321330962e-16,True,True
1992,3,18,823,3.608224830031759e-16,True,True
1992,4,18,770,3.686287386450715e-16,True,True
1992,5,18,804,3.3133218391157016e-16,True,True
1992,6,18,770,1.5265566588595902e-16,True,True
1992,8,18,828,2.5500435096859064e-16,True,True
1992,9,18,770,2.636779683484747e-16,True,True
1992,10,18,770,7.424616477180734e-16,True,True
1992,11,18,770,1.8041124150158794e-15,True,True
1992,12,18,770,3.139849491518021e-16,True,True
1992,13,18,770,4.3021142204224816e-16,True,True
1992,14,18,770,2.42861286636753e-16,True,True
1992,15,18,773,1.519617764955683e-15,True,True
1992,16,18,822,1.1449174941446927e-16,True,True
1992,17,18,786,3.5431726996826285e-16,True,True
1992,18,18,791,4.475586568020162e-16,True,True
1992,19,18,801,2.914335439641036e-16,True,True
1992,20,18,787,3.365363543395006e-16,True,True
2013,1,18,770,1.7867651802561113e-16,True,True
2013,2,18,777,2.0122792321330962e-16,True,True
2013,3,18,823,3.608224830031759e-16,True,True
2013,4,18,770,3.686287386450715e-16,True,True
2013,5,18,804,3.3133218391157016e-16,True,True
2013,6,18,770,1.5265566588595902e-16,True,True
2013,8,18,828,2.5500435096859064e-16,True,True
2013,9,18,770,2.636779683484747e-16,True,True
2013,10,18,770,7.424616477180734e-16,True,True
2013,11,18,770,1.8041124150158794e-15,True,True
2013,12,18,770,3.139849491518021e-16,True,True
2013,13,18,770,4.3021142204224816e-16,True,True
2013,14,18,770,2.42861286636753e-16,True,True
2013,15,18,773,1.519617764955683e-15,True,True
2013,16,18,822,1.1449174941446927e-16,True,True
2013,17,18,786,3.5431726996826285e-16,True,True
2013,18,18,791,4.475586568020162e-16,True,True
2013,19,18,801,2.914335439641036e-16,True,True
2013,20,18,787,3.365363543395006e-16,True,True
2035,1,19,829,4.0592529337857286e-16,True,True
2035,2,19,836,3.625572064791527e-16,True,True
2035,3,19,882,4.2674197509029455e-16,True,True
2035,4,19,829,4.579669976578771e-16,True,True
2035,5,19,863,7.042977312465837e-16,True,True
2035,6,19,829,3.369700352084948e-16,True,True
2035,8,19,887,2.727852665973529e-16,True,True
2035,9,19,829,4.440892098500626e-16,True,True
2035,10,19,829,3.0791341698588326e-16,True,True
2035,11,19,829,6.002143226879753e-16,True,True
2035,12,19,829,1.061650767297806e-15,True,True
2035,13,19,829,1.2420620087993939e-15,True,True
2035,14,19,829,3.391384395534658e-16,True,True
2035,15,19,832,6.106226635438361e-16,True,True
2035,16,19,881,4.40619762898109e-16,True,True
2035,17,19,845,3.0878077872387166e-16,True,True
2035,18,19,850,8.222589276130066e-16,True,True
2035,19,19,860,3.3306690738754696e-16,True,True
2035,20,19,846,2.255140518769849e-16,True,True
2035,21,19,829,5.412337245047638e-16,True,True
2051,1,19,829,4.0592529337857286e-16,True,True
2051,2,19,836,3.625572064791527e-16,True,True
2051,3,19,882,4.2674197509029455e-16,True,True
2051,4,19,829,4.579669976578771e-16,True,True
2051,5,19,863,7.042977312465837e-16,True,True
2051,6,19,829,3.369700352084948e-16,True,True
2051,8,19,887,2.727852665973529e-16,True,True
2051,9,19,829,4.440892098500626e-16,True,True
2051,10,19,829,3.0791341698588326e-16,True,True
2051,11,19,829,6.002143226879753e-16,True,True
2051,12,19,829,1.061650767297806e-15,True,True
2051,13,19,829,1.2420620087993939e-15,True,True
2051,14,19,829,3.391384395534658e-16,True,True
2051,15,19,832,6.106226635438361e-16,True,True
2051,16,19,881,4.40619762898109e-16,True,True
2051,17,19,845,3.0878077872387166e-16,True,True
2051,18,19,850,8.222589276130066e-16,True,True
2051,19,19,860,3.3306690738754696e-16,True,True
2051,20,19,846,2.255140518769849e-16,True,True
2051,21,19,829,5.412337245047638e-16,True,True
2072,1,19,829,4.0592529337857286e-16,True,True
2072,2,19,836,3.625572064791527e-16,True,True
2072,3,19,882,4.2674197509029455e-16,True,True
2072,4,19,829,4.579669976578771e-16,True,True
2072,5,19,863,7.042977312465837e-16,True,True
2072,6,19,829,3.369700352084948e-16,True,True
2072,8,19,887,2.727852665973529e-16,True,True
2072,9,19,829,4.440892098500626e-16,True,True
2072,10,19,829,3.0791341698588326e-16,True,True
2072,11,19,829,6.002143226879753e-16,True,True
2072,12,19,829,1.061650767297806e-15,True,True
2072,13,19,829,1.2420620087993939e-15,True,True
2072,14,19,829,3.391384395534658e-16,True,True
2072,15,19,832,6.106226635438361e-16,True,True
2072,16,19,881,4.40619762898109e-16,True,True
2072,17,19,845,3.0878077872387166e-16,True,True
2072,18,19,850,8.222589276130066e-16,True,True
2072,19,19,860,3.3306690738754696e-16,True,True
2072,20,19,846,2.255140518769849e-16,True,True
2072,21,19,829,5.412337245047638e-16,True,True
2095,1,19,829,4.0592529337857286e-16,True,True
2095,2,19,836,3.625572064791527e-16,True,True
2095,3,19,882,4.2674197509029455e-16,True,True
2095,4,19,829,4.579669976578771e-16,True,True
2095,5,19,863,7.042977312465837e-16,True,True
2095,6,19,829,3.369700352084948e-16,True,True
2095,8,19,887,2.727852665973529e-16,True,True
2095,9,19,829,4.440892098500626e-16,True,True
2095,10,19,829,3.0791341698588326e-16,True,True
2095,11,19,829,6.002143226879753e-16,True,True
2095,12,19,829,1.061650767297806e-15,True,True
2095,13,19,829,1.2420620087993939e-15,True,True
2095,14,19,829,3.391384395534658e-16,True,True
2095,15,19,832,6.106226635438361e-16,True,True
2095,16,19,881,4.40619762898109e-16,True,True
2095,17,19,845,3.0878077872387166e-16,True,True
2095,18,19,850,8.222589276130066e-16,True,True
2095,19,19,860,3.3306690738754696e-16,True,True
2095,20,19,846,2.255140518769849e-16,True,True
2095,21,19,829,5.412337245047638e-16,True,True
2115,1,19,829,4.0592529337857286e-16,True,True
2115,2,19,836,3.625572064791527e-16,True,True
2115,3,19,882,4.2674197509029455e-16,True,True
2115,4,19,829,4.579669976578771e-16,True,True
2115,5,19,863,7.042977312465837e-16,True,True
2115,6,19,829,3.369700352084948e-16,True,True
2115,8,19,887,2.727852665973529e-16,True,True
2115,9,19,829,4.440892098500626e-16,True,True
2115,10,19,829,3.0791341698588326e-16,True,True
2115,11,19,829,6.002143226879753e-16,True,True
2115,12,19,829,1.061650767297806e-15,True,True
2115,13,19,829,1.2420620087993939e-15,True,True
2115,14,19,829,3.391384395534658e-16,True,True
2115,15,19,832,6.106226635438361e-16,True,True
2115,16,19,881,4.40619762898109e-16,True,True
2115,17,19,845,3.0878077872387166e-16,True,True
2115,18,19,850,8.222589276130066e-16,True,True
2115,19,19,860,3.3306690738754696e-16,True,True
2115,20,19,846,2.255140518769849e-16,True,True
2115,21,19,829,5.412337245047638e-16,True,True
2130,2,19,810,3.9898639947466563e-16,True,True
2130,3,19,856,2.96637714392034e-16,True,True
2130,4,19,803,4.904930628324422e-16,True,True
2130,5,19,837,3.434752482434078e-16,True,True
2130,6,19,803,4.891920202254596e-16,True,True
2130,8,19,861,3.3046482217358175e-16,True,True
2130,9,19,803,1.3565537582138631e-15,True,True
2130,10,19,803,3.0184188481996443e-16,True,True
2130,11,19,803,2.7755575615628914e-16,True,True
2130,12,19,803,4.579669976578771e-16,True,True
2130,13,19,803,3.217912047936977e-16,True,True
2130,14,19,803,1.4467593789646571e-15,True,True
2130,15,19,806,1.97758476261356e-16,True,True
2130,16,19,855,5.134781488891349e-16,True,True
2130,17,19,819,7.580741590018647e-16,True,True
2130,18,19,824,6.314393452555578e-16,True,True
2130,19,19,834,7.563394355258879e-16,True,True
2130,20,19,820,2.636779683484747e-16,True,True
2130,21,19,803,1.2247147740396258e-15,True,True
2130,22,19,829,4.0592529337857286e-16,True,True
2153,2,19,810,3.9898639947466563e-16,True,True
2153,3,19,856,2.96637714392034e-16,True,True
2153,4,19,803,4.904930628324422e-16,True,True
2153,5,19,837,3.434752482434078e-16,True,True
2153,6,19,803,4.891920202254596e-16,True,True
2153,8,19,861,3.3046482217358175e-16,True,True
2153,9,19,803,1.3565537582138631e-15,True,True
2153,10,19,803,3.0184188481996443e-16,True,True
2153,11,19,803,2.7755575615628914e-16,True,True
2153,12,19,803,4.579669976578771e-16,True,True
2153,13,19,803,3.217912047936977e-16,True,True
2153,14,19,803,1.4467593789646571e-15,True,True
2153,15,19,806,1.97758476261356e-16,True,True
2153,16,19,855,5.134781488891349e-16,True,True
2153,17,19,819,7.580741590018647e-16,True,True
2153,18,19,824,6.314393452555578e-16,True,True
2153,19,19,834,7.563394355258879e-16,True,True
2153,20,19,820,2.636779683484747e-16,True,True
2153,21,19,803,1.2247147740396258e-15,True,True
2153,22,19,829,4.0592529337857286e-16,True,True
2174,2,19,810,3.9898639947466563e-16,True,True
2174,3,19,856,2.96637714392034e-16,True,True
2174,4,19,803,4.904930628324422e-16,True,True
2174,5,19,837,3.434752482434078e-16,True,True
2174,6,19,803,4.891920202254596e-16,True,True
2174,8,19,861,3.3046482217358175e-16,True,True
2174,9,19,803,1.3565537582138631e-15,True,True
2174,10,19,803,3.0184188481996443e-16,True,True
2174,11,19,803,2.7755575615628914e-16,True,True
2174,12,19,803,4.579669976578771e-16,True,True
2174,13,19,803,3.217912047936977e-16,True,True
2174,14,19,803,1.4467593789646571e-15,True,True
2174,15,19,806,1.97758476261356e-16,True,True
2174,16,19,855,5.134781488891349e-16,True,True
2174,17,19,819,7.580741590018647e-16,True,True
2174,18,19,824,6.314393452555578e-16,True,True
2174,19,19,834,7.563394355258879e-16,True,True
2174,20,19,820,2.636779683484747e-16,True,True
2174,21,19,803,1.2247147740396258e-15,True,True
2174,22,19,829,4.0592529337857286e-16,True,True
2192,2,19,810,3.9898639947466563e-16,True,True
2192,3,19,856,2.96637714392034e-16,True,True
2192,4,19,803,4.904930628324422e-16,True,True
2192,5,19,837,3.434752482434078e-16,True,True
2192,6,19,803,4.891920202254596e-16,True,True
2192,8,19,861,3.3046482217358175e-16,True,True
2192,9,19,803,1.3565537582138631e-15,True,True
2192,10,19,803,3.0184188481996443e-16,True,True
2192,11,19,803,2.7755575615628914e-16,True,True
2192,12,19,803,4.579669976578771e-16,True,True
2192,13,19,803,3.217912047936977e-16,True,True
2192,14,19,803,1.4467593789646571e-15,True,True
2192,15,19,806,1.97758476261356e-16,True,True
2192,16,19,855,5.134781488891349e-16,True,True
2192,17,19,819,7.580741590018647e-16,True,True
2192,18,19,824,6.314393452555578e-16,True,True
2192,19,19,834,7.563394355258879e-16,True,True
2192,20,19,820,2.636779683484747e-16,True,True
2192,21,19,803,1.2247147740396258e-15,True,True
2192,22,19,829,4.0592529337857286e-16,True,True
2213,2,19,810,3.9898639947466563e-16,True,True
2213,3,19,856,2.96637714392034e-16,True,True
2213,4,19,803,4.904930628324422e-16,True,True
2213,5,19,837,3.434752482434078e-16,True,True
2213,6,19,803,4.891920202254596e-16,True,True
2213,8,19,861,3.3046482217358175e-16,True,True
2213,9,19,803,1.3565537582138631e-15,True,True
2213,10,19,803,3.0184188481996443e-16,True,True
2213,11,19,803,2.7755575615628914e-16,True,True
2213,12,19,803,4.579669976578771e-16,True,True
2213,13,19,803,3.217912047936977e-16,True,True
2213,14,19,803,1.4467593789646571e-15,True,True
2213,15,19,806,1.97758476261356e-16,True,True
2213,16,19,855,5.134781488891349e-16,True,True
2213,17,19,819,7.580741590018647e-16,True,True
2213,18,19,824,6.314393452555578e-16,True,True
2213,19,19,834,7.563394355258879e-16,True,True
2213,20,19,820,2.636779683484747e-16,True,True
2213,21,19,803,1.2247147740396258e-15,True,True
2213,22,19,829,4.0592529337857286e-16,True,True
2235,3,19,838,3.642919299551295e-16,True,True
2235,4,19,785,3.5648567431323386e-16,True,True
2235,5,19,819,4.579669976578771e-16,True,True
2235,6,19,785,2.641116492174689e-16,True,True
2235,8,19,843,2.1250362580715887e-16,True,True
2235,9,19,785,6.453171330633722e-16,True,True
2235,10,19,785,1.9212062496443139e-16,True,True
2235,11,19,785,1.97758476261356e-16,True,True
2235,12,19,785,2.38524477946811e-16,True,True
2235,13,19,785,2.0469737016526324e-16,True,True
2235,14,19,785,2.411265631607762e-16,True,True
2235,15,19,788,1.7867651802561113e-16,True,True
2235,16,19,837,2.8275992658421956e-16,True,True
2235,17,19,801,3.972516759986888e-16,True,True
2235,18,19,806,3.0010716134398763e-16,True,True
2235,19,19,816,2.255140518769849e-16,True,True
2235,20,19,802,1.6653345369377348e-16,True,True
2235,21,19,785,1.986258379993444e-16,True,True
2235,22,19,811,1.717376241217039e-16,True,True
2235,23,19,810,3.9898639947466563e-16,True,True
2257,3,19,838,3.642919299551295e-16,True,True
2257,4,19,785,3.5648567431323386e-16,True,True
2257,5,19,819,4.579669976578771e-16,True,True
2257,6,19,785,2.641116492174689e-16,True,True
2257,8,19,843,2.1250362580715887e-16,True,True
2257,9,19,785,6.453171330633722e-16,True,True
2257,10,19,785,1.9212062496443139e-16,True,True
2257,11,19,785,1.97758476261356e-16,True,True
2257,12,19,785,2.38524477946811e-16,True,True
2257,13,19,785,2.0469737016526324e-16,True,True
2257,14,19,785,2.411265631607762e-16,True,True
2257,15,19,788,1.7867651802561113e-16,True,True
2257,16,19,837,2.8275992658421956e-16,True,True
2257,17,19,801,3.972516759986888e-16,True,True
2257,18,19,806,3.0010716134398763e-16,True,True
2257,19,19,816,2.255140518769849e-16,True,True
2257,20,19,802,1.6653345369377348e-16,True,True
2257,21,19,785,1.986258379993444e-16,True,True
2257,22,19,811,1.717376241217039e-16,True,True
2257,23,19,810,3.9898639947466563e-16,True,True
2277,3,19,838,3.642919299551295e-16,True,True
2277,4,19,785,3.5648567431323386e-16,True,True
2277,5,19,819,4.579669976578771e-16,True,True
2277,6,19,785,2.641116492174689e-16,True,True
2277,8,19,843,2.1250362580715887e-16,True,True
2277,9,19,785,6.453171330633722e-16,True,True
2277,10,19,785,1.9212062496443139e-16,True,True
2277,11,19,785,1.97758476261356e-16,True,True
2277,12,19,785,2.38524477946811e-16,True,True
2277,13,19,785,2.0469737016526324e-16,True,True
2277,14,19,785,2.411265631607762e-16,True,True
2277,15,19,788,1.7867651802561113e-16,True,True
2277,16,19,837,2.8275992658421956e-16,True,True
2277,17,19,801,3.972516759986888e-16,True,True
2277,18,19,806,3.0010716134398763e-16,True,True
2277,19,19,816,2.255140518769849e-16,True,True
2277,20,19,802,1.6653345369377348e-16,True,True
2277,21,19,785,1.986258379993444e-16,True,True
2277,22,19,811,1.717376241217039e-16,True,True
2277,23,19,810,3.9898639947466563e-16,True,True
2293,3,19,838,3.642919299551295e-16,True,True
2293,4,19,785,3.5648567431323386e-16,True,True
2293,5,19,819,4.579669976578771e-16,True,True
2293,6,19,785,2.641116492174689e-16,True,True
2293,8,19,843,2.1250362580715887e-16,True,True
2293,9,19,785,6.453171330633722e-16,True,True
2293,10,19,785,1.9212062496443139e-16,True,True
2293,11,19,785,1.97758476261356e-16,True,True
2293,12,19,785,2.38524477946811e-16,True,True
2293,13,19,785,2.0469737016526324e-16,True,True
2293,14,19,785,2.411265631607762e-16,True,True
2293,15,19,788,1.7867651802561113e-16,True,True
2293,16,19,837,2.8275992658421956e-16,True,True
2293,17,19,801,3.972516759986888e-16,True,True
2293,18,19,806,3.0010716134398763e-16,True,True
2293,19,19,816,2.255140518769849e-16,True,True
2293,20,19,802,1.6653345369377348e-16,True,True
2293,21,19,785,1.986258379993444e-16,True,True
2293,22,19,811,1.717376241217039e-16,True,True
2293,23,19,810,3.9898639947466563e-16,True,True
2315,3,19,838,3.642919299551295e-16,True,True
2315,4,19,785,3.5648567431323386e-16,True,True
2315,5,19,819,4.579669976578771e-16,True,True
2315,6,19,785,2.641116492174689e-16,True,True
2315,8,19,843,2.1250362580715887e-16,True,True
2315,9,19,785,6.453171330633722e-16,True,True
2315,10,19,785,1.9212062496443139e-16,True,True
2315,11,19,785,1.97758476261356e-16,True,True
2315,12,19,785,2.38524477946811e-16,True,True
2315,13,19,785,2.0469737016526324e-16,True,True
2315,14,19,785,2.411265631607762e-16,True,True
2315,15,19,788,1.7867651802561113e-16,True,True
2315,16,19,837,2.8275992658421956e-16,True,True
2315,17,19,801,3.972516759986888e-16,True,True
2315,18,19,806,3.0010716134398763e-16,True,True
2315,19,19,816,2.255140518769849e-16,True,True
2315,20,19,802,1.6653345369377348e-16,True,True
2315,21,19,785,1.986258379993444e-16,True,True
2315,22,19,811,1.717376241217039e-16,True,True
2315,23,19,810,3.9898639947466563e-16,True,True
2338,3,19,838,3.642919299551295e-16,True,True
2338,4,19,785,3.5648567431323386e-16,True,True
2338,5,19,819,4.579669976578771e-16,True,True
2338,6,19,785,2.641116492174689e-16,True,True
2338,8,19,843,2.1250362580715887e-16,True,True
2338,9,19,785,6.453171330633722e-16,True,True
2338,10,19,785,1.9212062496443139e-16,True,True
2338,11,19,785,1.97758476261356e-16,True,True
2338,12,19,785,2.38524477946811e-16,True,True
2338,13,19,785,2.0469737016526324e-16,True,True
2338,14,19,785,2.411265631607762e-16,True,True
2338,15,19,788,1.7867651802561113e-16,True,True
2338,16,19,837,2.8275992658421956e-16,True,True
2338,17,19,801,3.972516759986888e-16,True,True
2338,18,19,806,3.0010716134398763e-16,True,True
2338,19,19,816,2.255140518769849e-16,True,True
2338,20,19,802,1.6653345369377348e-16,True,True
2338,21,19,785,1.986258379993444e-16,True,True
2338,22,19,811,1.717376241217039e-16,True,True
2338,23,19,810,3.9898639947466563e-16,True,True
2357,4,19,833,4.562322741819003e-16,True,True
2357,5,19,867,1.5612511283791264e-16,True,True
2357,6,19,833,2.914335439641036e-16,True,True
2357,8,19,891,2.42861286636753e-16,True,True
2357,9,19,833,2.896988204881268e-16,True,True
2357,10,19,833,3.95516952522712e-16,True,True
2357,11,19,833,3.8510861166685117e-16,True,True
2357,12,19,833,2.6020852139652106e-16,True,True
2357,13,19,833,4.683753385137379e-16,True,True
2357,14,19,833,3.365363543395006e-16,True,True
2357,15,19,836,3.0531133177191805e-16,True,True
2357,16,19,885,2.411265631607762e-16,True,True
2357,17,19,849,4.649058915617843e-16,True,True
2357,18,19,854,5.126107871511465e-16,True,True
2357,19,19,864,2.671474153004283e-16,True,True
2357,20,19,850,4.839878497975292e-16,True,True
2357,21,19,833,4.371503159461554e-16,True,True
2357,22,19,859,3.469446951953614e-16,True,True
2357,23,19,858,3.1051550219984847e-16,True,True
2357,24,19,838,3.642919299551295e-16,True,True
2373,4,19,833,4.562322741819003e-16,True,True
2373,5,19,867,1.5612511283791264e-16,True,True
2373,6,19,833,2.914335439641036e-16,True,True
2373,8,19,891,2.42861286636753e-16,True,True
2373,9,19,833,2.896988204881268e-16,True,True
2373,10,19,833,3.95516952522712e-16,True,True
2373,11,19,833,3.8510861166685117e-16,True,True
2373,12,19,833,2.6020852139652106e-16,True,True
2373,13,19,833,4.683753385137379e-16,True,True
2373,14,19,833,3.365363543395006e-16,True,True
2373,15,19,836,3.0531133177191805e-16,True,True
2373,16,19,885,2.411265631607762e-16,True,True
2373,17,19,849,4.649058915617843e-16,True,True
2373,18,19,854,5.126107871511465e-16,True,True
2373,19,19,864,2.671474153004283e-16,True,True
2373,20,19,850,4.839878497975292e-16,True,True
2373,21,19,833,4.371503159461554e-16,True,True
2373,22,19,859,3.469446951953614e-16,True,True
2373,23,19,858,3.1051550219984847e-16,True,True
2373,24,19,838,3.642919299551295e-16,True,True
2396,4,19,833,4.562322741819003e-16,True,True
2396,5,19,867,1.5612511283791264e-16,True,True
2396,6,19,833,2.914335439641036e-16,True,True
2396,8,19,891,2.42861286636753e-16,True,True
2396,9,19,833,2.896988204881268e-16,True,True
2396,10,19,833,3.95516952522712e-16,True,True
2396,11,19,833,3.8510861166685117e-16,True,True
2396,12,19,833,2.6020852139652106e-16,True,True
2396,13,19,833,4.683753385137379e-16,True,True
2396,14,19,833,3.365363543395006e-16,True,True
2396,15,19,836,3.0531133177191805e-16,True,True
2396,16,19,885,2.411265631607762e-16,True,True
2396,17,19,849,4.649058915617843e-16,True,True
2396,18,19,854,5.126107871511465e-16,True,True
2396,19,19,864,2.671474153004283e-16,True,True
2396,20,19,850,4.839878497975292e-16,True,True
2396,21,19,833,4.371503159461554e-16,True,True
2396,22,19,859,3.469446951953614e-16,True,True
2396,23,19,858,3.1051550219984847e-16,True,True
2396,24,19,838,3.642919299551295e-16,True,True
2415,4,19,833,4.562322741819003e-16,True,True
2415,5,19,867,1.5612511283791264e-16,True,True
2415,6,19,833,2.914335439641036e-16,True,True
2415,8,19,891,2.42861286636753e-16,True,True
2415,9,19,833,2.896988204881268e-16,True,True
2415,10,19,833,3.95516952522712e-16,True,True
2415,11,19,833,3.8510861166685117e-16,True,True
2415,12,19,833,2.6020852139652106e-16,True,True
2415,13,19,833,4.683753385137379e-16,True,True
2415,14,19,833,3.365363543395006e-16,True,True
2415,15,19,836,3.0531133177191805e-16,True,True
2415,16,19,885,2.411265631607762e-16,True,True
2415,17,19,849,4.649058915617843e-16,True,True
2415,18,19,854,5.126107871511465e-16,True,True
2415,19,19,864,2.671474153004283e-16,True,True
2415,20,19,850,4.839878497975292e-16,True,True
2415,21,19,833,4.371503159461554e-16,True,True
2415,22,19,859,3.469446951953614e-16,True,True
2415,23,19,858,3.1051550219984847e-16,True,True
2415,24,19,838,3.642919299551295e-16,True,True
2434,4,19,833,4.562322741819003e-16,True,True
2434,5,19,867,1.5612511283791264e-16,True,True
2434,6,19,833,2.914335439641036e-16,True,True
2434,8,19,891,2.42861286636753e-16,True,True
2434,9,19,833,2.896988204881268e-16,True,True
2434,10,19,833,3.95516952522712e-16,True,True
2434,11,19,833,3.8510861166685117e-16,True,True
2434,12,19,833,2.6020852139652106e-16,True,True
2434,13,19,833,4.683753385137379e-16,True,True
2434,14,19,833,3.365363543395006e-16,True,True
2434,15,19,836,3.0531133177191805e-16,True,True
2434,16,19,885,2.411265631607762e-16,True,True
2434,17,19,849,4.649058915617843e-16,True,True
2434,18,19,854,5.126107871511465e-16,True,True
2434,19,19,864,2.671474153004283e-16,True,True
2434,20,19,850,4.839878497975292e-16,True,True
2434,21,19,833,4.371503159461554e-16,True,True
2434,22,19,859,3.469446951953614e-16,True,True
2434,23,19,858,3.1051550219984847e-16,True,True
2434,24,19,838,3.642919299551295e-16,True,True
2455,4,19,833,4.562322741819003e-16,True,True
2455,5,19,867,1.5612511283791264e-16,True,True
2455,6,19,833,2.914335439641036e-16,True,True
2455,8,19,891,2.42861286636753e-16,True,True
2455,9,19,833,2.896988204881268e-16,True,True
2455,10,19,833,3.95516952522712e-16,True,True
2455,11,19,833,3.8510861166685117e-16,True,True
2455,12,19,833,2.6020852139652106e-16,True,True
2455,13,19,833,4.683753385137379e-16,True,True
2455,14,19,833,3.365363543395006e-16,True,True
2455,15,19,836,3.0531133177191805e-16,True,True
2455,16,19,885,2.411265631607762e-16,True,True
2455,17,19,849,4.649058915617843e-16,True,True
2455,18,19,854,5.126107871511465e-16,True,True
2455,19,19,864,2.671474153004283e-16,True,True
2455,20,19,850,4.839878497975292e-16,True,True
2455,21,19,833,4.371503159461554e-16,True,True
2455,22,19,859,3.469446951953614e-16,True,True
2455,23,19,858,3.1051550219984847e-16,True,True
2455,24,19,838,3.642919299551295e-16,True,True
2476,4,19,833,4.562322741819003e-16,True,True
2476,5,19,867,1.5612511283791264e-16,True,True
2476,6,19,833,2.914335439641036e-16,True,True
2476,8,19,891,2.42861286636753e-16,True,True
2476,9,19,833,2.896988204881268e-16,True,True
2476,10,19,833,3.95516952522712e-16,True,True
2476,11,19,833,3.8510861166685117e-16,True,True
2476,12,19,833,2.6020852139652106e-16,True,True
2476,13,19,833,4.683753385137379e-16,True,True
2476,14,19,833,3.365363543395006e-16,True,True
2476,15,19,836,3.0531133177191805e-16,True,True
2476,16,19,885,2.411265631607762e-16,True,True
2476,17,19,849,4.649058915617843e-16,True,True
2476,18,19,854,5.126107871511465e-16,True,True
2476,19,19,864,2.671474153004283e-16,True,True
2476,20,19,850,4.839878497975292e-16,True,True
2476,21,19,833,4.371503159461554e-16,True,True
2476,22,19,859,3.469446951953614e-16,True,True
2476,23,19,858,3.1051550219984847e-16,True,True
2476,24,19,838,3.642919299551295e-16,True,True
2499,5,19,865,1.5092094240998222e-16,True,True
2499,6,19,831,2.6281060661048627e-16,True,True
2499,8,19,889,3.434752482434078e-16,True,True
2499,9,19,831,4.49293380277993e-16,True,True
2499,10,19,831,2.636779683484747e-16,True,True
2499,11,19,831,2.8102520310824275e-16,True,True
2499,12,19,831,5.967448757360216e-16,True,True
2499,13,19,831,8.673617379884035e-16,True,True
2499,14,19,831,6.565928356572215e-16,True,True
2499,15,19,834,2.411265631607762e-16,True,True
2499,16,19,883,3.209238430557093e-16,True,True
2499,17,19,847,8.743006318923108e-16,True,True
2499,18,19,852,5.169475958410885e-16,True,True
2499,19,19,862,4.163336342344337e-16,True,True
2499,20,19,848,4.996003610813204e-16,True,True
2499,21,19,831,1.1015494072452725e-16,True,True
2499,22,19,857,3.608224830031759e-16,True,True
2499,23,19,856,1.717376241217039e-16,True,True
2499,24,19,836,3.677613769070831e-16,True,True
2499,25,19,833,4.562322741819003e-16,True,True
2520,6,19,826,4.874572967494828e-16,True,True
2520,8,19,884,2.3592239273284576e-16,True,True
2520,9,19,826,1.8561541192951836e-16,True,True
2520,10,19,826,2.203098814490545e-16,True,True
2520,11,19,826,2.983724378680108e-16,True,True
2520,12,19,826,2.237793284010081e-16,True,True
2520,13,19,826,2.480654570646834e-16,True,True
2520,14,19,826,1.3704315460216776e-16,True,True
2520,15,19,829,7.632783294297951e-16,True,True
2520,16,19,878,6.453171330633722e-16,True,True
2520,17,19,842,2.3418766925686896e-16,True,True
2520,18,19,847,2.949029909160572e-16,True,True
2520,19,19,857,2.417228743556432e-16,True,True
2520,20,19,843,8.161873954470877e-16,True,True
2520,21,19,826,1.8041124150158794e-16,True,True
2520,22,19,852,3.668940151690947e-16,True,True
2520,23,19,851,1.5265566588595902e-16,True,True
2520,24,19,831,1.1449174941446927e-16,True,True
2520,25,19,828,2.0296264668928643e-16,True,True
2520,26,19,865,1.5092094240998222e-16,True,True
