fit_index,fit_origin,deleted_cycle_id,training_cycles,training_rows,latest_exit_index,status,failure
2434,2022-06-01,19,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24]",864,2347,FIT_COMPLETE,
2434,2022-06-01,20,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]",850,2347,FIT_COMPLETE,
2434,2022-06-01,21,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24]",833,2347,FIT_COMPLETE,
2434,2022-06-01,22,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24]",859,2347,FIT_COMPLETE,
2434,2022-06-01,23,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]",858,2347,FIT_COMPLETE,
2434,2022-06-01,24,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",838,2232,FIT_COMPLETE,
2455,2022-07-01,4,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,5,"[4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",867,2347,FIT_COMPLETE,
2455,2022-07-01,6,"[4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,8,"[4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",891,2347,FIT_COMPLETE,
2455,2022-07-01,9,"[4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,10,"[4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,11,"[4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,12,"[4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,13,"[4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,14,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,15,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24]",836,2347,FIT_COMPLETE,
2455,2022-07-01,16,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24]",885,2347,FIT_COMPLETE,
2455,2022-07-01,17,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24]",849,2347,FIT_COMPLETE,
2455,2022-07-01,18,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]",854,2347,FIT_COMPLETE,
2455,2022-07-01,19,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24]",864,2347,FIT_COMPLETE,
2455,2022-07-01,20,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]",850,2347,FIT_COMPLETE,
2455,2022-07-01,21,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24]",833,2347,FIT_COMPLETE,
2455,2022-07-01,22,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24]",859,2347,FIT_COMPLETE,
2455,2022-07-01,23,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]",858,2347,FIT_COMPLETE,
2455,2022-07-01,24,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",838,2232,FIT_COMPLETE,
2476,2022-08-01,4,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,5,"[4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",867,2347,FIT_COMPLETE,
2476,2022-08-01,6,"[4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,8,"[4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",891,2347,FIT_COMPLETE,
2476,2022-08-01,9,"[4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,10,"[4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,11,"[4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,12,"[4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,13,"[4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,14,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,15,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24]",836,2347,FIT_COMPLETE,
2476,2022-08-01,16,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24]",885,2347,FIT_COMPLETE,
2476,2022-08-01,17,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24]",849,2347,FIT_COMPLETE,
2476,2022-08-01,18,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]",854,2347,FIT_COMPLETE,
2476,2022-08-01,19,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24]",864,2347,FIT_COMPLETE,
2476,2022-08-01,20,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]",850,2347,FIT_COMPLETE,
2476,2022-08-01,21,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24]",833,2347,FIT_COMPLETE,
2476,2022-08-01,22,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24]",859,2347,FIT_COMPLETE,
2476,2022-08-01,23,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]",858,2347,FIT_COMPLETE,
2476,2022-08-01,24,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",838,2232,FIT_COMPLETE,
2499,2022-09-01,5,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",865,2479,FIT_COMPLETE,
2499,2022-09-01,6,"[5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,8,"[5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",889,2479,FIT_COMPLETE,
2499,2022-09-01,9,"[5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,10,"[5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,11,"[5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,12,"[5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,13,"[5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,14,"[5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,15,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",834,2479,FIT_COMPLETE,
2499,2022-09-01,16,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25]",883,2479,FIT_COMPLETE,
2499,2022-09-01,17,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25]",847,2479,FIT_COMPLETE,
2499,2022-09-01,18,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]",852,2479,FIT_COMPLETE,
2499,2022-09-01,19,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25]",862,2479,FIT_COMPLETE,
2499,2022-09-01,20,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25]",848,2479,FIT_COMPLETE,
2499,2022-09-01,21,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]",831,2479,FIT_COMPLETE,
2499,2022-09-01,22,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25]",857,2479,FIT_COMPLETE,
2499,2022-09-01,23,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25]",856,2479,FIT_COMPLETE,
2499,2022-09-01,24,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]",836,2479,FIT_COMPLETE,
2499,2022-09-01,25,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",833,2347,FIT_COMPLETE,
2520,2022-10-10,6,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,8,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",884,2504,FIT_COMPLETE,
2520,2022-10-10,9,"[6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,10,"[6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,11,"[6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,12,"[6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,13,"[6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,14,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,15,"[6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",829,2504,FIT_COMPLETE,
2520,2022-10-10,16,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",878,2504,FIT_COMPLETE,
2520,2022-10-10,17,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26]",842,2504,FIT_COMPLETE,
2520,2022-10-10,18,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26]",847,2504,FIT_COMPLETE,
2520,2022-10-10,19,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26]",857,2504,FIT_COMPLETE,
2520,2022-10-10,20,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26]",843,2504,FIT_COMPLETE,
2520,2022-10-10,21,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2520,2022-10-10,22,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",852,2504,FIT_COMPLETE,
2520,2022-10-10,23,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26]",851,2504,FIT_COMPLETE,
2520,2022-10-10,24,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26]",831,2504,FIT_COMPLETE,
2520,2022-10-10,25,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26]",828,2504,FIT_COMPLETE,
2520,2022-10-10,26,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",865,2479,FIT_COMPLETE,
2536,2022-11-01,6,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,8,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",884,2504,FIT_COMPLETE,
2536,2022-11-01,9,"[6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,10,"[6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,11,"[6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,12,"[6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,13,"[6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,14,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,15,"[6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",829,2504,FIT_COMPLETE,
2536,2022-11-01,16,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",878,2504,FIT_COMPLETE,
2536,2022-11-01,17,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26]",842,2504,FIT_COMPLETE,
2536,2022-11-01,18,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26]",847,2504,FIT_COMPLETE,
2536,2022-11-01,19,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26]",857,2504,FIT_COMPLETE,
2536,2022-11-01,20,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26]",843,2504,FIT_COMPLETE,
2536,2022-11-01,21,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2536,2022-11-01,22,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",852,2504,FIT_COMPLETE,
2536,2022-11-01,23,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26]",851,2504,FIT_COMPLETE,
2536,2022-11-01,24,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26]",831,2504,FIT_COMPLETE,
2536,2022-11-01,25,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26]",828,2504,FIT_COMPLETE,
2536,2022-11-01,26,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",865,2479,FIT_COMPLETE,
2558,2022-12-01,6,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,8,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",884,2504,FIT_COMPLETE,
2558,2022-12-01,9,"[6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,10,"[6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,11,"[6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,12,"[6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,13,"[6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,14,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,15,"[6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",829,2504,FIT_COMPLETE,
2558,2022-12-01,16,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",878,2504,FIT_COMPLETE,
2558,2022-12-01,17,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26]",842,2504,FIT_COMPLETE,
2558,2022-12-01,18,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26]",847,2504,FIT_COMPLETE,
2558,2022-12-01,19,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26]",857,2504,FIT_COMPLETE,
2558,2022-12-01,20,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26]",843,2504,FIT_COMPLETE,
2558,2022-12-01,21,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2558,2022-12-01,22,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",852,2504,FIT_COMPLETE,
2558,2022-12-01,23,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26]",851,2504,FIT_COMPLETE,
2558,2022-12-01,24,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26]",831,2504,FIT_COMPLETE,
2558,2022-12-01,25,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26]",828,2504,FIT_COMPLETE,
2558,2022-12-01,26,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",865,2479,FIT_COMPLETE,
2580,2023-01-03,6,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,8,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",884,2504,FIT_COMPLETE,
2580,2023-01-03,9,"[6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,10,"[6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,11,"[6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,12,"[6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,13,"[6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,14,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,15,"[6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",829,2504,FIT_COMPLETE,
2580,2023-01-03,16,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",878,2504,FIT_COMPLETE,
2580,2023-01-03,17,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26]",842,2504,FIT_COMPLETE,
2580,2023-01-03,18,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26]",847,2504,FIT_COMPLETE,
2580,2023-01-03,19,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26]",857,2504,FIT_COMPLETE,
2580,2023-01-03,20,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26]",843,2504,FIT_COMPLETE,
2580,2023-01-03,21,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2580,2023-01-03,22,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",852,2504,FIT_COMPLETE,
2580,2023-01-03,23,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26]",851,2504,FIT_COMPLETE,
2580,2023-01-03,24,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26]",831,2504,FIT_COMPLETE,
2580,2023-01-03,25,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26]",828,2504,FIT_COMPLETE,
2580,2023-01-03,26,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",865,2479,FIT_COMPLETE,
2596,2023-02-01,6,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,8,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",884,2504,FIT_COMPLETE,
2596,2023-02-01,9,"[6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,10,"[6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,11,"[6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,12,"[6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,13,"[6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,14,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",826,2504,FIT_COMPLETE,
2596,2023-02-01,15,"[6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",829,2504,FIT_COMPLETE,
2596,2023-02-01,16,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",878,2504,FIT_COMPLETE,
2596,2023-02-01,17,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26]",842,2504,FIT_COMPLETE,
2596,2023-02-01,18,"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26]",847,2504,FIT_COMPLETE,
