evidence_type,event_date,opt_in_count,opt_out_count,active_constituent_count,source,source_authority,source_file_sha256,raw_source_sha256,retrieved_at,retrieved_at_basis,official_announcement_url,official_announcement_date,official_document_sha256,official_change_set_verified,official_effective_date_verified,methodology_url,methodology_document_sha256,methodology_document_retrieved_at,exception_code,transition_sha256,official_document_retrieved_at,methodology_expected_effective_date,dataset_date_matches_methodology_rule,dataset_event_date_is_trading_day
BASELINE_STATE,2019-12-23,0,0,300.0,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_BASELINE_SNAPSHOT_ARCHIVE,,,,,
MEMBERSHIP_TRANSITION,2020-06-15,21,21,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,781830f1117a31911cb54c16cb2407d9176edd23ab311715493d371e1aaba7a1,,2020-06-15,True,True
MEMBERSHIP_TRANSITION,2020-12-14,26,26,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,12267435683a3ae7697c131bb9535bb20f4dbc979d79bf7441bcd29848e6af0b,,2020-12-14,True,True
MEMBERSHIP_TRANSITION,2021-06-11,25,25,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,04fbada08425c3b1a9a382357aef0c2a903c5549e2eac557bc1747dff6fcd01d,,2021-06-15,False,True
MEMBERSHIP_TRANSITION,2021-12-10,28,28,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,36b6d1e45e0c8b47c75d5f160ebf431890631c855e28afb8aae382b11484c10d,,2021-12-13,False,True
MEMBERSHIP_TRANSITION,2022-06-10,28,28,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,fa068a9b9d502d36eafa93871d3618931f0c813fa8307159bcdd54e984d15b13,,2022-06-13,False,True
MEMBERSHIP_TRANSITION,2022-12-09,15,15,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,991281f85481188417da120bc185eaa7f5ec8acf2e68ec425da59c79a47b80bb,,2022-12-12,False,True
MEMBERSHIP_TRANSITION,2023-06-09,9,9,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,7cdcf6e5d6132dd8631ed253bd296128488166328a4bec6f2994febb43f629d8,,2023-06-12,False,True
MEMBERSHIP_TRANSITION,2023-12-08,14,14,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,8d96c3f2e6913a10e33b34ff32f4253f783635022fb3b4c2ad9342cb23959a24,,2023-12-11,False,True
MEMBERSHIP_TRANSITION,2024-06-14,12,12,,https://github.com/unliftedq/index-constitution,THIRD_PARTY_DERIVED_FROM_CLAIMED_OFFICIAL_ANNOUNCEMENTS,f0199e5bf78de66c6e53902dc470b170d26b33fd0597f37d7e1cc38025e69650,2bc8b4e4410c682b4bae5612b8d4e76412409433be3263b631125a3acbbcfd77,2026-08-13T02:21:04.163695+08:00,PIPELINE_REPORT_CHECKED_AT_NOT_ROW_LEVEL,,,,False,False,https://oss-ch.csindex.com.cn/notice/20230908165124-%E3%80%8A%E4%B8%AD%E8%AF%81%E6%8C%87%E6%95%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8%E6%8C%87%E6%95%B0%E8%AE%A1%E7%AE%97%E4%B8%8E%E7%BB%B4%E6%8A%A4%E7%BB%86%E5%88%99%E3%80%8B.pdf,bcffe454c6e739ea580d1a985e828a0f28bc91fc65793b462f76b0cf7ee707a2,2026-08-19T05:22:48.443445+08:00,MISSING_OFFICIAL_ANNOUNCEMENT_ARCHIVE;DATASET_DATE_DIFFERS_FROM_METHODOLOGY_EXPECTATION;OFFICIAL_EFFECTIVE_DATE_NOT_ARCHIVE_VERIFIED,dc6690d959dc89aa25b3714b87bd8bf0f0e8c090d60896900f1d2add7912c4b6,,2024-06-17,False,True
