period,cost,holding_closes,buy_trades,sell_trades,unfilled_requests,no_view_target_origins,mean_exposure
evaluation,BASE,251,27,30,0,0,0.06793641053537915
evaluation,STRESS,251,27,30,0,0,0.06789595703147566
earlier_diagnostic,BASE,403,23,23,0,0,0.17111907444789992
earlier_diagnostic,STRESS,403,23,23,0,0,0.17122642740270821
