period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,TWO_POLICY_MIN_VARIANCE,-18945.23405999996,-19361.799999999996,1248.0,193.6340600000002,637.8000000000111
evaluation,BASE,THREE_POLICY_MIN_VARIANCE,4867.074260000023,6306.599999999977,-1832.8,-126.67426,-266.600000000019
evaluation,STRESS,TWO_POLICY_MIN_VARIANCE,-19502.905479999987,-19282.699999999997,1240.8,373.00548000000003,1087.999999999971
evaluation,STRESS,THREE_POLICY_MIN_VARIANCE,5185.596200000175,6318.899999999972,-1826.4000000000003,-185.09619999999995,-508.0000000000291
earlier_diagnostic,BASE,TWO_POLICY_MIN_VARIANCE,8384.900719999947,9144.500000000015,0.0,199.69927999999993,559.900000000011
earlier_diagnostic,BASE,THREE_POLICY_MIN_VARIANCE,3718.3368799998716,3730.699999999997,325.5,84.16311999999994,253.69999999998163
earlier_diagnostic,STRESS,TWO_POLICY_MIN_VARIANCE,7574.819400000008,9099.200000000012,0.0,394.28060000000005,1130.100000000004
earlier_diagnostic,STRESS,THREE_POLICY_MIN_VARIANCE,3352.197879999905,3680.19999999999,325.5,166.20212000000015,487.30000000000746
