period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.2012880773000012,0.02805557487730617,0.028464541321596492,0.03993013679551146,0.7128585976894571,-0.05960854660715139,1604,0.06793641053537915,57,1060.1845400000002,3254.9999999999773,False,4.3570480556809343e-11
evaluation,STRESS,0.18241435460000266,0.025602258896646753,0.02607521951050535,0.039931184044233146,0.6530039149758478,-0.06457961315487425,1604,0.06789595703147566,57,2085.22908,5768.099999999986,False,4.3428372009657323e-11
earlier_diagnostic,BASE,0.23747795919999748,0.04320786291840072,0.0449025432404311,0.07194761829716569,0.6241004817556275,-0.11074951407131403,1219,0.17111907444789992,46,965.30816,2913.999999999979,False,5.218225851422176e-11
earlier_diagnostic,STRESS,0.21850274199999975,0.040012523593414354,0.041834557515820534,0.0719482348954707,0.5814535627816231,-0.11216937802319174,1219,0.17122642740270821,46,1916.9516,5530.900000000007,False,4.6270542952697724e-11
