period,date,selected_parent,target,two_parent_target,three_parent_target,two_past_sharpe,three_past_sharpe,selection_status,selection_update_scheduled,selection_changed,selection_attempt_origin,last_successful_selection_origin,selection_window_start,selection_window_observations,two_reference_return,three_reference_return
earlier_diagnostic,2017-06-01,THREE_POLICY_MIN_VARIANCE,0.5781087354777154,0.36415001933526747,0.5781087354777154,0.777214647211867,1.0540914726971213,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-06-01,2017-06-01,2016-06-01,242,0.0008451362705683696,0.001322505280945352
earlier_diagnostic,2017-07-03,THREE_POLICY_MIN_VARIANCE,0.5781087354777154,0.36415001933526747,0.5781087354777154,1.5115507601253706,1.5246517783484042,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-07-03,2017-07-03,2016-07-05,242,-0.0016561554140159807,-0.002562408588927534
earlier_diagnostic,2017-08-01,TWO_POLICY_MIN_VARIANCE,0.36415001933526747,0.36415001933526747,0.5781087354777154,2.136384385829853,1.9778879051559195,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2017-08-01,2017-08-01,2016-08-03,242,0.0030715898267272834,0.004724316314101085
earlier_diagnostic,2017-09-01,THREE_POLICY_MIN_VARIANCE,0.4331596204257006,0.0,0.4331596204257006,1.3938753778592459,1.5278066853202799,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2017-09-01,2017-09-01,2016-09-05,242,0.0,0.0005599188711209457
earlier_diagnostic,2017-10-09,THREE_POLICY_MIN_VARIANCE,0.4331596204257006,0.0,0.4331596204257006,1.3938753778592456,1.4717521597283876,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-10-09,2017-10-09,2016-10-13,242,0.0,0.0
earlier_diagnostic,2017-11-01,THREE_POLICY_MIN_VARIANCE,0.4331596204257006,0.0,0.4331596204257006,1.3938753778592454,1.695443032282599,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-11-01,2017-11-01,2016-11-07,242,0.0,-0.0015153628388386853
earlier_diagnostic,2017-12-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.3938753778592454,1.1767905655177056,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2017-12-01,2017-12-01,2016-12-07,242,0.0,0.0
earlier_diagnostic,2018-01-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.3938753778592452,1.1799356407608368,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-01-02,2018-01-02,2017-01-06,242,0.0,0.0
earlier_diagnostic,2018-02-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.393875377859245,1.0314858650506868,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-02-01,2018-02-01,2017-02-14,242,0.0,0.0
earlier_diagnostic,2018-03-01,TWO_POLICY_MIN_VARIANCE,0.7669410999893268,0.7669410999893268,0.7636935286570535,1.7064449599251,1.2966937979537425,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-03-01,2018-03-01,2017-03-07,242,0.004673138793459097,0.003111902042004955
earlier_diagnostic,2018-04-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.6255111391247172,1.570936655784391,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-04-02,2018-04-02,2017-04-10,242,0.0,0.0
earlier_diagnostic,2018-05-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.6255111391247157,1.570936655784391,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-05-02,2018-05-02,2017-05-05,242,0.0,0.0
earlier_diagnostic,2018-06-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.223148974070032,1.3296653204967661,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2018-06-01,2018-06-01,2017-06-08,242,0.0,0.0
earlier_diagnostic,2018-07-02,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.7844173544987486,0.8592211890361945,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-07-02,2018-07-02,2017-07-06,242,0.0,0.0
earlier_diagnostic,2018-08-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.5793674761223515,0.6518437138218324,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-08-01,2018-08-01,2017-08-07,242,0.0,0.0
earlier_diagnostic,2018-09-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.8954106901902457,0.9046493091951534,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-09-03,2018-09-03,2017-09-07,242,0.0,0.0
earlier_diagnostic,2018-10-08,THREE_POLICY_MIN_VARIANCE,0.740212969802786,0.7402129698027866,0.740212969802786,0.8954106901902448,1.0443344177025649,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2018-10-08,2018-10-08,2017-10-11,242,0.0,0.0
earlier_diagnostic,2018-11-01,CASH,0.0,0.0,0.0,-0.3615993005587905,-0.3877204079843228,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,True,2018-11-01,2018-11-01,2017-11-06,242,0.0,0.0
earlier_diagnostic,2018-12-03,CASH,0.0,0.0,0.0,-0.36159930055879025,-0.5182464562308142,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2018-12-03,2018-12-03,2017-12-06,242,0.0,0.0
earlier_diagnostic,2019-01-02,CASH,0.0,0.0,0.0,-0.3615993005587899,-0.5182464562308141,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-01-02,2019-01-02,2018-01-04,242,0.0,0.0
earlier_diagnostic,2019-02-01,CASH,0.0,0.0,0.0,-0.36159930055878964,-0.5182464562308141,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-02-01,2019-02-01,2018-02-05,242,0.0,0.0
earlier_diagnostic,2019-03-01,CASH,0.0,0.21292003394420278,0.2639931340909667,-0.6245539001252111,-0.6938366959955624,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-03-01,2019-03-01,2018-03-05,242,0.008250763874387168,0.0053678041077391825
earlier_diagnostic,2019-04-01,CASH,0.0,0.0,0.0,-0.7565591339130047,-0.8810668698375147,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-04-01,2019-04-01,2018-04-03,242,0.0,0.0
earlier_diagnostic,2019-05-06,CASH,0.0,0.0,0.0,-0.7565591339130046,-0.8810668698375143,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-05-06,2019-05-06,2018-05-08,242,0.0,0.0
earlier_diagnostic,2019-06-03,CASH,0.0,0.1505954587480528,0.2639931340909667,-0.7610037437248642,-0.8887587868628127,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-06-03,2019-06-03,2018-06-05,242,0.0003280656069375443,0.000576657525986457
earlier_diagnostic,2019-07-01,CASH,0.0,0.09531136867010703,0.2639931340909667,-0.4525084524411142,-0.3414454999458489,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-07-01,2019-07-01,2018-07-03,242,0.003859848288876977,0.006737563675628611
earlier_diagnostic,2019-08-01,CASH,0.0,0.0,0.0,-0.5046318461201643,-0.4285996719991911,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-08-01,2019-08-01,2018-08-03,242,0.0,0.0
earlier_diagnostic,2019-09-02,CASH,0.0,0.0,0.0,-0.5046318461201641,-0.428599671999191,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-09-02,2019-09-02,2018-09-04,242,0.0,0.0
earlier_diagnostic,2019-10-08,CASH,0.0,0.0,0.0,-0.4911779135005979,-0.41566292555147916,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2019-10-08,2019-10-08,2018-10-10,242,0.0,0.0
earlier_diagnostic,2019-11-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9681318782641317,0.8786050399433932,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2019-11-01,2019-11-01,2018-11-05,242,0.0,0.0
earlier_diagnostic,2019-12-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9681318782641315,0.8786050399433929,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2019-12-02,2019-12-02,2018-12-04,242,0.0,0.0
