period,cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,terminal_equity,net_profit,increment_vs_core
evaluation,BASE,C__IMMEDIATE__H5__FULL__MAX,0.8897173806000024,0.10078061457183161,0.09917264294349587,0.08025545590562341,1.2357121621752192,-0.05463634287654498,1604,0.1224004890222065,70,2490.9238800000003,7513.300000000041,False,7.611333785462193e-11,377943.47612000024,177943.47612000024,0.02263020333756821
evaluation,STRESS,C__IMMEDIATE__H5__FULL__MAX,0.8366097153999987,0.09605657153599353,0.09487201010184615,0.08027711132788264,1.1818064767471805,-0.05464346946994542,1604,0.12247041496619253,70,4884.65692,13328.600000000042,False,8.049028110690415e-11,367321.9430799999,167321.94307999988,0.022278176636711
earlier_diagnostic,BASE,C__IMMEDIATE__H5__FULL__MAX,0.14945479610000056,0.028037734257004066,0.03162774666974983,0.08889746779307779,0.3557778129672733,-0.1329018593318648,1219,0.18147034438476353,28,853.5407799999999,2586.4,False,4.285993782104924e-11,229890.95922000008,29890.959220000077,-0.004171945456332468
earlier_diagnostic,STRESS,C__IMMEDIATE__H5__FULL__MAX,0.14967229739999952,0.02807634940887418,0.031703727777188925,0.0893216052272662,0.3549390732121671,-0.13853254015506197,1219,0.18455476583749908,28,1696.8405200000002,4874.600000000062,False,5.002220859751105e-11,229934.45947999996,29934.45947999996,-0.004143965834917284
