period,cost,diagnostic,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,ONE_EXTRA_EXECUTION_DAY,0.5058341157000034,0.06370631336502408,0.06531732796412282,0.08484459256430357,0.7698466807371245,-0.08826540746076604,1604,0.12186461497667556,70,2179.07686,6576.899999999971,False,7.702283255639486e-11
evaluation,STRESS,ONE_EXTRA_EXECUTION_DAY,0.4644552115999999,0.05924401585487477,0.06110923727475824,0.08480230369873219,0.7206082218220663,-0.08829817114479377,1604,0.12210904185768785,70,4273.757680000001,11685.29999999992,False,6.866684998385608e-11
earlier_diagnostic,BASE,ONE_EXTRA_EXECUTION_DAY,0.19681416389999895,0.03631104819343737,0.03951677960003671,0.08746833932029857,0.4517838100861959,-0.1423893018948348,1219,0.18146134622578203,28,858.2672200000001,2607.10000000004,False,3.736033704626607e-11
earlier_diagnostic,STRESS,ONE_EXTRA_EXECUTION_DAY,0.20343810779999857,0.037447184919757966,0.04064803677185382,0.08787065158751739,0.4625894543568873,-0.14825031194466354,1219,0.18466841985091006,28,1707.27844,4911.50000000003,False,4.274625098332763e-11
