period,cost,year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,2020,0.20439693909999995,0.20347551187495613,0.19016233651356837,0.10036746053711339,1.8946612327931827,-0.038219823191855684,243,0.15082057367162033,8,238.51218,760.3000000000354,False,2.3590018827235326e-11
evaluation,BASE,2021,0.12002204082984508,0.11949972370123853,0.11402919885154907,0.04766558253572211,2.3922753648524475,-0.013622884661921795,243,0.1111138595101884,13,356.96428000000003,1045.2000000000396,False,5.093170329928398e-11
evaluation,BASE,2022,0.045306545951202135,0.045306545951202135,0.04775903213099819,0.08340957195687022,0.5725845488775992,-0.05463634287654502,242,0.17445515215179958,13,518.33684,1546.3000000000097,False,5.820766091346741e-11
evaluation,BASE,2023,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
evaluation,BASE,2024,0.20192642871926927,0.20192642871926927,0.19287990860361115,0.13640930730819079,1.4139790928476443,-0.04273244814396913,242,0.1398201483059695,12,453.12378,1354.7000000000137,False,7.611333785462193e-11
evaluation,BASE,2025,0.09074380327083406,0.09035398880775705,0.08732182978709153,0.040320848982638144,2.165674384105644,-0.019701685494697578,243,0.10494422502611389,9,381.52918000000005,1119.3000000000225,False,4.46966907929891e-11
evaluation,BASE,2026,0.02224815630876179,0.03638478572484014,0.03825871068191372,0.07120779997582355,0.5372825827353648,-0.04527410878018859,149,0.20888756870009326,15,542.4576200000001,1687.4999999999204,False,6.957634468562901e-11
evaluation,STRESS,2020,0.2000488939999997,0.19914864057954976,0.18655990613215798,0.10038605642691291,1.8584244941226953,-0.039280359168833365,243,0.15104180302584816,8,472.82120000000003,1303.2000000000007,False,5.729816621169448e-11
evaluation,STRESS,2021,0.11484268506813049,0.11434403845727273,0.10940778785612573,0.04759375929717461,2.29878432533529,-0.014636509181071875,243,0.11117083583340225,13,709.43256,1893.499999999976,False,5.942979441897478e-11
evaluation,STRESS,2022,0.0385223017512924,0.0385223017512924,0.041238872231122325,0.08331491421440974,0.49497587100665646,-0.054643469469945374,242,0.17451443105742065,13,1017.5665200000001,2813.0000000000073,False,8.049028110690415e-11
evaluation,STRESS,2023,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
evaluation,STRESS,2024,0.1949495679029787,0.1949495679029787,0.18709901968118214,0.13674486070577577,1.36823437981885,-0.046941388876092,242,0.13983266357873694,12,890.5815600000001,2584.799999999994,False,6.866684998385608e-11
evaluation,STRESS,2025,0.08698182701952872,0.0866088062687788,0.08385810805953811,0.039766966844586846,2.1087378473511373,-0.019697097884898058,243,0.10497729866032827,9,736.7887600000001,1958.9000000000833,False,5.093170329928398e-11
evaluation,STRESS,2026,0.017692703176431478,0.028894116329935424,0.03100177491921355,0.0711757126567799,0.4355667651507589,-0.0473826074706802,149,0.20901606635278577,15,1057.46632,2775.1999999999803,False,6.45741238258779e-11
earlier_diagnostic,BASE,2015,0.10207837850000052,0.10120069842463751,0.10732625666819132,0.14753024711592222,0.7274864562780775,-0.11228742641936444,244,0.3466884159409984,12,327.12430000000006,1020.4999999999511,False,4.285993782104924e-11
earlier_diagnostic,BASE,2016,-0.05215822433449498,-0.05174195509973919,-0.04727189187009652,0.10785284076327432,-0.4382999236325482,-0.11109632138697995,244,0.27803846024239415,4,166.09026,527.600000000029,False,2.5266899683629163e-11
earlier_diagnostic,BASE,2017,0.07296153662430191,0.07234236486370285,0.07064620798096906,0.03993175247905274,1.7691737425756207,-0.01191292206118493,244,0.1572464066947486,3,63.735200000000006,178.40000000000015,False,2.7426949600339867e-11
earlier_diagnostic,BASE,2018,-0.023504176614746745,-0.023408592663183805,-0.022254471061143165,0.05333902213086534,-0.41722682891603513,-0.07088912256908439,243,0.06118729799359864,5,154.54912,482.70000000001943,False,2.7284841053187847e-11
earlier_diagnostic,BASE,2019,0.05024113572915577,0.04981923196410761,0.04947180286963629,0.04143459417263013,1.1939733900498821,-0.022152684548371746,244,0.06369817774719617,4,142.0419,377.20000000000033,False,1.8417267710901797e-11
earlier_diagnostic,STRESS,2015,0.09562935640000024,0.09480947740139306,0.10151231228425289,0.14757203950254053,0.6878831018833029,-0.11544134207125879,244,0.3468087960305105,12,652.82872,1896.4000000000326,False,4.285993782104924e-11
earlier_diagnostic,STRESS,2016,-0.05503702365016365,-0.05459844722817012,-0.05027326330320859,0.10798367045042276,-0.46556357172809704,-0.1123708965098798,244,0.2781384839114073,4,329.93576,980.9000000000084,False,3.254285729781259e-11
earlier_diagnostic,STRESS,2017,0.07179587478864487,0.07118691963932228,0.06957069819639414,0.04000410172872481,1.7390891231145713,-0.01218909216966884,244,0.15732326381073775,3,126.3272,353.60000000000036,False,2.135891463694861e-11
earlier_diagnostic,STRESS,2018,-0.026054344064509002,-0.02594852785205167,-0.024861067038247357,0.05328664857422661,-0.4665533994620938,-0.07266459323520821,243,0.061198599552876945,5,305.90072000000004,898.9000000000196,False,2.7284841053187847e-11
earlier_diagnostic,STRESS,2019,0.06377261806767509,0.06323370386370919,0.06233813581718206,0.04530987783563542,1.375817786208071,-0.02289037273205283,244,0.07879912782341941,4,281.84812,744.8000000000006,False,5.002220859751105e-11
