date,wealth_high,wealth_low,wealth_midpoint,midpoint_change,wealth_range,input_valid,movement_per_volume,ease_of_movement,entry_cross,exit_nonpositive,source_state
2012-05-28,1.0011520737327189,0.9769585253456221,0.9890552995391705,,0.024193548387096753,True,,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-05-29,1.021889400921659,0.9992319508448542,1.0105606758832566,0.021505376344086113,0.022657450076804864,True,6.815269289854897e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-05-30,1.0165130568356373,1.011136712749616,1.0138248847926268,0.003264208909370181,0.0053763440860212786,True,6.600359199476447e-06,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-05-31,1.0157450076804915,1.0034562211981566,1.0096006144393241,-0.004224270353302639,0.01228878648233489,True,-2.913803693250826e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-01,1.021505376344086,1.0061443932411673,1.0138248847926268,0.004224270353302639,0.015360983102918668,True,3.618005795462703e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-04,0.9999999999999999,0.9811827956989246,0.9905913978494623,-0.023233486943164516,0.018817204301075252,True,-8.006040908208581e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-05,0.987711213517665,0.9815668202764976,0.9846390168970813,-0.005952380952380931,0.006144393241167445,True,-2.876031253510192e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-06,0.9884792626728108,0.9784946236559138,0.9834869431643622,-0.0011520737327190833,0.009984639016897057,True,-8.40111877857027e-06,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-07,0.9919354838709676,0.9738863287250382,0.9829109062980029,-0.0005760368663593196,0.01804915514592942,True,-3.090438786101455e-06,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-08,0.9831029185867894,0.9715821812596004,0.9773425499231949,-0.0055683563748080145,0.011520737327189057,True,-3.052188467748032e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-11,0.9896313364055298,0.9738863287250382,0.981758832565284,0.004416282642089042,0.015745007680491585,True,3.08417307237392e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-12,0.9838709677419353,0.974654377880184,0.9792626728110596,-0.0024961597542243474,0.009216589861751223,True,-1.4586315563182444e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-13,0.9938556067588324,0.9792626728110596,0.986559139784946,0.007296466973886417,0.014592933947772835,True,5.659641803106101e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-14,0.9976958525345619,0.9873271889400921,0.992511520737327,0.005952380952380931,0.010368663594469862,True,4.045647461678785e-05,,False,False,NO_VIEW_INCOMPLETE_MOVEMENT_WINDOW
2012-06-15,0.9961597542242702,0.9819508448540705,0.9890552995391704,-0.003456221198156584,0.014208909370199696,True,-3.072484290323436e-05,9.674552975696904e-07,False,False,EASE_OF_MOVEMENT_AVAILABLE
2012-06-18,1.0015360983102917,0.9938556067588324,0.997695852534562,0.008640552995391682,0.007680491551459223,True,5.0227377701812675e-05,-3.129243593400448e-07,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-19,0.9946236559139783,0.987711213517665,0.9911674347158217,-0.006528417818740362,0.006912442396313279,True,-4.2973608910189065e-05,-3.85392208145901e-06,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-20,0.9934715821812595,0.9869431643625189,0.9902073732718892,-0.0009600614439324584,0.006528417818740584,True,-5.254712057072281e-06,-2.1479703046421546e-06,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-21,0.9846390168970811,0.9665898617511517,0.9756144393241164,-0.014592933947772835,0.01804915514592942,True,-0.00014696127204270263,-1.5229493875879987e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-25,0.9704301075268814,0.9508448540706602,0.9606374807987708,-0.01497695852534564,0.019585253456221197,True,-0.0001267176990490797,-1.856215744495098e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-26,0.9543010752688168,0.9454685099846388,0.9498847926267278,-0.010752688172043001,0.008832565284177973,True,-5.127376036402987e-05,-2.017026086130298e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-27,0.9573732718894007,0.9485407066052226,0.9529569892473116,0.003072196620583889,0.008832565284178084,True,1.7927020932932118e-05,-1.828967945333852e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-28,0.95468509984639,0.9427803379416281,0.9487327188940091,-0.004224270353302528,0.011904761904761973,True,-2.9656048104257985e-05,-2.018722297606399e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-06-29,0.9554531490015359,0.9400921658986173,0.9477726574500767,-0.0009600614439324584,0.015360983102918557,True,-7.478282419820415e-06,-1.8541251386231134e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-07-02,0.9581413210445467,0.9508448540706603,0.9544930875576035,0.006720430107526876,0.007296466973886417,True,2.633165196424309e-05,-1.8863399869052287e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
2012-07-03,0.9662058371735788,0.953149001536098,0.9596774193548384,0.005184331797234876,0.013056835637480724,True,4.607865070479438e-05,-1.4530187992768228e-05,False,True,EASE_OF_MOVEMENT_AVAILABLE
