period,cost,days,cycles,net_sharpe,gross_price_and_dividend_profit,explicit_cost,net_profit
evaluation,BASE,1604,73,0.09412283266564775,28128.60000000008,23027.03494000007,5101.565060000023
evaluation,STRESS,1604,73,-0.02245824209037647,26227.50000000006,40814.94680000011,-14587.44679999986
earlier_diagnostic,BASE,1219,63,0.19181314671182725,38772.19999999991,20602.573779999944,18169.62621999983
earlier_diagnostic,STRESS,1219,63,0.062395516376078854,36445.69999999991,38182.151119999886,-1736.4511199998087
