announcement_id,ts_code,sec_name,report_period,event_publication_date,official_pdf_url,sha256,status,fact_count,reason
1204088714,600999.SH,招商证券,2017-09-30 00:00:00,2017-10-28 00:00:00,https://static.cninfo.com.cn/finalpage/2017-10-28/1204088714.PDF,b2594f9e8f05c66857e9f05ebab3438477bc67ac51af96f890d06ad398498c3a,NO_VIEW_UNPROVEN_STATEMENT_LAYOUT_OR_IDENTITY,0,行缺失或数值冲突：归属于母公司股东的净利润，匹配0种
1204089069,601601.SH,中国太保,2017-09-30 00:00:00,2017-10-28 00:00:00,https://static.cninfo.com.cn/finalpage/2017-10-28/1204089069.PDF,4f541fcefba8824febd0e6919f8cb79b199f3cf4173611d28a29dee5ceb77114,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1204089363,601328.SH,交通银行,2017-09-30 00:00:00,2017-10-28 00:00:00,https://static.cninfo.com.cn/finalpage/2017-10-28/1204089363.PDF,5b5a779533bd17aec7dc7e25e26fffa2d8b118fa0b7885961322412abedd601a,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1205547286,601328.SH,交通银行,2018-09-30 00:00:00,2018-10-27 00:00:00,https://static.cninfo.com.cn/finalpage/2018-10-27/1205547286.PDF,c2d5e10de5de60aeb185e91ebf1da60f5012d85878e211654f5355f68b3af876,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1207021230,601288.SH,农业银行,2019-09-30 00:00:00,2019-10-26 00:00:00,https://static.cninfo.com.cn/finalpage/2019-10-26/1207021230.PDF,3702dbb1c17f9fdbebebd496b424acf653a574d532809118055a921b1cfd9e53,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1209861041,601939.SH,建设银行,2021-03-31 00:00:00,2021-04-29 00:00:00,https://static.cninfo.com.cn/finalpage/2021-04-29/1209861041.PDF,74c0130de71c9cf239d30a74186bd50a22f5f0fa0fb8dcdacfceec4d8a7dfd5d,PASS_THREE_EXPLICIT_CONSOLIDATED_SUMMARY_FACTS,3,
1211361859,600036.SH,招商银行,2021-09-30 00:00:00,2021-10-23 00:00:00,https://static.cninfo.com.cn/finalpage/2021-10-23/1211361859.PDF,ca3ca27b3cb171f3445d28b53dde8ab7c05fe17dcd83af3591724671720623aa,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1211419143,600030.SH,中信证券,2021-09-30 00:00:00,2021-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2021-10-29/1211419143.PDF,6e9e42b442d533ae3c73367813365433a159c01f51595c09995bb01b48ee0d72,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1211419194,601628.SH,中国人寿,2021-09-30 00:00:00,2021-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2021-10-29/1211419194.PDF,bb0807700e33a6564185fcd765c39fc253109f8edba7bc8569a8f7b059383181,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1211420908,601288.SH,农业银行,2021-09-30 00:00:00,2021-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2021-10-29/1211420908.PDF,7f38ea73da29e0d7813157eebaa16371b109801d98b6d89dff7b7306e8cf467d,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1211421814,000776.SZ,广发证券,2021-09-30 00:00:00,2021-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2021-10-29/1211421814.PDF,05dc4effb07b1fe13257875ffe91353219a5148bb4380d4877cf47ce614c442f,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1211434081,601211.SH,国泰君安,2021-09-30 00:00:00,2021-10-30 00:00:00,https://static.cninfo.com.cn/finalpage/2021-10-30/1211434081.PDF,0888fe1c37c183a613bfe676403dde52d5f3acb641b7d455d22745b83b88e9fb,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1213271093,601939.SH,建设银行,2022-03-31 00:00:00,2022-04-30 00:00:00,https://static.cninfo.com.cn/finalpage/2022-04-30/1213271093.PDF,d961d63215343dbf7601f5172ceb3f872e1e7400d1b7d8d0ddc271c481a16bca,PASS_THREE_EXPLICIT_CONSOLIDATED_SUMMARY_FACTS,3,
1214937073,601628.SH,中国人寿,2022-09-30 00:00:00,2022-10-28 00:00:00,https://static.cninfo.com.cn/finalpage/2022-10-28/1214937073.PDF,719b1eb6e027257872b5ed1b293e940d14f4dc338585db091e4a74ac2c93fb13,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1214960794,600036.SH,招商银行,2022-09-30 00:00:00,2022-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2022-10-29/1214960794.PDF,399b58f6b8ca17e614474557c53ffa3718ce2b20634d9b04ee48f5b7e2316701,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1214963358,000776.SZ,广发证券,2022-09-30 00:00:00,2022-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2022-10-29/1214963358.PDF,53d3cd31d9104919fb9173ae8df4d2abbd17f080331bc93192e76281857bb86f,PARTIAL_NUMERICAL_FACTS_CURRENCY_NOT_EXPLICIT,4,
1214966436,601211.SH,国泰君安,2022-09-30 00:00:00,2022-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2022-10-29/1214966436.PDF,626e7ff6ae266678f6bed28ee6dc67fd27ff043f495cb4d20bd81d3c111ccaed,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1214967359,600030.SH,中信证券,2022-09-30 00:00:00,2022-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2022-10-29/1214967359.PDF,041345bccf02f71df2eed6971f9c2f9eda118b60354f43592f01aaf156c98200,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1214968527,601601.SH,中国太保,2022-09-30 00:00:00,2022-10-29 00:00:00,https://static.cninfo.com.cn/finalpage/2022-10-29/1214968527.PDF,42e84a0c49b367f95df197edf8fd5e259304b6fcfbe7fa0dc685188945066481,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1218135621,000001.SZ,平安银行,2023-09-30 00:00:00,2023-10-25 00:00:00,https://static.cninfo.com.cn/finalpage/2023-10-25/1218135621.PDF,895b28f0b2968697394c8a01f24694b66bfe766a1fd3577a01a5654c10806f3b,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1218137429,601318.SH,中国平安,2023-09-30 00:00:00,2023-10-25 00:00:00,https://static.cninfo.com.cn/finalpage/2023-10-25/1218137429.PDF,384daadf3eb7e00621c91b7e8d6be59c5678e5757b814d3d36a5622cf04545d4,NO_VIEW_WRONG_SUBJECT_CODE_OR_PERIOD,0,
1218167349,600999.SH,招商证券,2023-09-30 00:00:00,2023-10-27 00:00:00,https://static.cninfo.com.cn/finalpage/2023-10-27/1218167349.PDF,bd648bb79a66fa9eaab92a9bba01fcc55ca7d39676b29640e42b04f076e78255,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1221432574,000001.SZ,平安银行,2024-09-30 00:00:00,2024-10-19 00:00:00,https://static.cninfo.com.cn/finalpage/2024-10-19/1221432574.PDF,1edf66054bae9b26ce2cc2e0134d3b7bf2859743cd4bd40508071b4bcb7ecdfe,PASS_CONSOLIDATED_CURRENT_YTD_NUMERICAL_FACTS,4,
1221433608,601318.SH,中国平安,2024-09-30 00:00:00,2024-10-19 00:00:00,https://static.cninfo.com.cn/finalpage/2024-10-19/1221433608.PDF,c94ef7b9033d4f794eeea067ee837e4d1fa9947b9cd7f3ae4d97d71d894af91a,NO_VIEW_WRONG_SUBJECT_CODE_OR_PERIOD,0,
1218186515,601318.SH,中国平安,2023-09-30,2023-10-28,https://static.cninfo.com.cn/finalpage/2023-10-28/1218186515.PDF,ea4b96f7c24b7b432cef3c181e4115ebe82117ff83e0b13486e783d09cd60fee,NO_VIEW_UNPROVEN_STATEMENT_LAYOUT_OR_IDENTITY,0,"累计年度及列顺序尚未证明：合并利润表2023年1-9月单位:百万元币种:人民币审计类型:未经审计2023年1-9月(未经审计)2022年1-9月(已重述,未经审计)"
1221451424,601318.SH,中国平安,2024-09-30,2024-10-22,https://static.cninfo.com.cn/finalpage/2024-10-22/1221451424.PDF,f2ec1e4610ad436d94801f4859ee7bf2f34a7e6971fd2fe6b7554f14540c230e,NO_VIEW_UNPROVEN_STATEMENT_LAYOUT_OR_IDENTITY,0,累计年度及列顺序尚未证明：合并利润表2024年1-9月单位:百万元币种:人民币审计类型:未经审计2024年1-9月(未经审计)2023年1-9月(未经审计)
