cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,PRICE_RIDGE_H20,0.13205568689999894,0.018889731494886337,0.027026528747790914,0.12917685665101983,0.20922113642078272,-0.2940528068566396,1604,0.537132617189624,38,1038.36262,3098.4000000000165,False,4.9112713895738125e-11,-0.01736774015073064,False
BASE,PRICE_RIDGE_H60,0.15308112410000113,0.021722534017752718,0.0292498038019906,0.12470702592077322,0.2345481626718698,-0.2521256192073718,1604,0.4750891645037797,17,557.7751800000001,1707.2000000000357,False,4.001776687800884e-11,-0.014534937627864258,False
BASE,PRICE_ET_H20,-0.16659910269999784,-0.027120584656605367,-0.024316173443704972,0.07966728608609719,-0.30522156129965633,-0.3182062346953349,1604,0.33978449193846066,42,571.22054,1696.5000000000282,False,5.434230843093246e-11,-0.06337805630222235,False
BASE,PRICE_ET_H60,-0.17792791189999874,-0.029127461096411324,-0.026652702017031196,0.07611636733863368,-0.3501573045184374,-0.2990540013643874,1604,0.25789301387817115,17,196.08238,578.7000000000041,False,5.3660187404602766e-11,-0.0653849327420283,False
BASE,FUNDING_RIDGE_H20,-0.1909763307999984,-0.03146827471025598,-0.026205706497331872,0.10734479447256813,-0.24412647698560472,-0.34756798504050834,1604,0.39175253451490594,21,539.26616,1584.2000000000144,False,3.072386789426673e-11,-0.06772574635587296,False
BASE,FUNDING_RIDGE_H60,-0.1594110349000023,-0.025859212007481498,-0.01950259079195811,0.1155648783557809,-0.16875880517882735,-0.3721250216082553,1604,0.4854924626767144,18,354.10698,1028.899999999965,False,4.638422979041934e-11,-0.06211668365309847,False
BASE,FUNDING_ET_H20,-0.011126113500003422,-0.0016866123173416548,0.005478286613702192,0.11955050527562877,0.04582403563307214,-0.35518054370838475,1604,0.48330296354809155,22,380.8227,1096.0000000000368,False,3.694822225952521e-11,-0.03794408396295863,False
BASE,FUNDING_ET_H60,-0.050620599600003265,-0.007806723668060702,-0.0017902671090749896,0.10969212409850115,-0.016320835463696268,-0.3343522916228639,1604,0.3982255016321447,16,330.71992,1001.5000000000134,False,3.956301952712238e-11,-0.04406419531367768,False
BASE,FULL_RIDGE_H20,-0.006548319900002629,-0.000990721329046253,0.005151769428101438,0.11087764110054495,0.046463555474000044,-0.33399645709407966,1604,0.41825432346319874,38,1023.76398,3045.3000000000297,False,5.354650056688115e-11,-0.03724819297466323,False
BASE,FULL_RIDGE_H60,0.16876046579999968,0.02380663313005496,0.030697192829289857,0.1198204203731289,0.2561933327699629,-0.25315313295745523,1604,0.4075342914113234,17,436.20684,1339.799999999993,False,4.843059286940843e-11,-0.012450838515562015,False
BASE,FULL_ET_H20,0.0014144424000018235,0.00021327287066342585,0.007542290381319707,0.12091659885975553,0.0623759719711236,-0.3664994476934367,1604,0.4961443894722764,28,480.71152,1418.0000000000587,False,5.502442945726216e-11,-0.03604419877495355,False
BASE,FULL_ET_H60,-0.018032143200000142,-0.002741622810416236,0.0032606098439680437,0.10933911895524925,0.029821072962025227,-0.3314340486075785,1604,0.41612973217551696,17,347.82864,1056.3000000000184,False,3.8824055081931874e-11,-0.03899909445603321,False
BASE,Q1_PRIMARY_FULL_H20,-0.16994175300000133,-0.027710307216967118,-0.02295660956382892,0.10138997323148617,-0.22641893307749542,-0.3484308051182353,1604,0.40269491902776183,40,857.7506000000001,2534.4000000000387,False,3.6763481148227584e-11,-0.06396777886258409,False
BASE,Q2_FUNDING_H20,-0.11603565989999896,-0.018436367589489997,-0.012867289206751413,0.10710131246546795,-0.12014128408463845,-0.34866900057697614,1604,0.39515277992159037,28,556.23198,1616.5000000000264,False,5.638867150992155e-11,-0.05469383923510697,False
BASE,Q3_PRICE_H20,-0.12223388459999915,-0.01947786595966025,-0.012565812630205744,0.11937307696614877,-0.1052650476100997,-0.38188789348221075,1604,0.4570724480125905,44,816.4769200000001,2430.9999999999964,False,5.502442945726216e-11,-0.05573533760527723,False
BASE,Q4_FULL_H60,0.07014845610000076,0.01028127502256527,0.015966961534672277,0.10695239046540006,0.14929036616379054,-0.2844636755527456,1604,0.411339099680744,18,374.00878,1150.4000000000158,False,5.6843418860808015e-11,-0.025976196623051707,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,PRICE_RIDGE_H20,0.12378708980000006,0.017763434352136936,0.025862646175656503,0.12869953680464596,0.20095368497645502,-0.29020057672911975,1604,0.528260320025356,37,1915.5820400000002,5263.399999999999,False,4.703792910731863e-11,-0.01832151016160571,False
STRESS,PRICE_RIDGE_H60,0.14336196760000064,0.020418550306570853,0.027975882836981086,0.12473351612570979,0.22428520982913877,-0.2543105734045827,1604,0.4752556743666774,17,1110.90648,3044.299999999965,False,5.4569682106375694e-11,-0.015666394207171794,False
STRESS,PRICE_ET_H20,-0.2384990778000012,-0.04027394606025219,-0.03805292547517746,0.07800811076242894,-0.48780729469357814,-0.32922831820585285,1604,0.3207827405316998,31,874.4155600000001,2385.8999999999933,False,5.488232091011014e-11,-0.07635889057399484,False
STRESS,PRICE_ET_H60,-0.17556443900000154,-0.02870684639699788,-0.026308073660084516,0.07496495325215491,-0.35093830541844934,-0.30017089843269146,1604,0.2485590658274774,16,355.7878,976.5000000000023,False,5.275069270282984e-11,-0.06479179091074053,False
STRESS,FUNDING_RIDGE_H20,-0.21269265099999973,-0.035436111544988914,-0.030474715690291088,0.10579683469584812,-0.2880494088306314,-0.34846101216515285,1604,0.38868550608235475,23,1021.4302,2796.100000000015,False,4.069988790433854e-11,-0.07152105605873156,False
STRESS,FUNDING_RIDGE_H60,-0.1250858413999989,-0.019959184301359498,-0.012823533666494528,0.1210152289105127,-0.10596628029334361,-0.3463886325205607,1604,0.5018841097395438,19,711.76828,1933.699999999983,False,4.18367562815547e-11,-0.056044128815102144,False
STRESS,FUNDING_ET_H20,-0.0314058363999989,-0.004802717337869454,0.0022217212420221582,0.11845273916965962,0.018756182909708752,-0.3559360850032681,1604,0.4745052867195684,18,629.26728,1692.4000000000071,False,5.411493475548923e-11,-0.0408876618516121,False
STRESS,FUNDING_ET_H60,-0.05716870600000163,-0.00884224373128685,-0.0028235017567186716,0.10979119511654349,-0.02571701449940062,-0.3357117935162666,1604,0.39856718610875663,16,654.5412,1825.4000000000087,False,3.956301952712238e-11,-0.0449271882450295,False
STRESS,FULL_RIDGE_H20,0.04089255779999954,0.006065085961611944,0.012881615456081234,0.11702468469678448,0.11007605352202403,-0.3311890045886009,1604,0.41815054341556684,35,2004.08844,5493.299999999959,False,3.54702933691442e-11,-0.030019858552130702,False
STRESS,FULL_RIDGE_H60,0.1607161854000002,0.022740372799625756,0.029653118232787705,0.11980347139472837,0.24751468290168854,-0.25298029743448047,1604,0.40749592526044,17,859.4629199999999,2341.699999999968,False,5.093170329928398e-11,-0.01334457171411689,False
STRESS,FULL_ET_H20,-0.03373301500000016,-0.005163837296943963,0.0021450476888561056,0.12084670326944964,0.017750154789687004,-0.36986965564181234,1604,0.4934975569376921,25,781.503,2110.1000000000167,False,5.3148596634855494e-11,-0.041248781810686606,False
STRESS,FULL_ET_H60,-0.016278799000000815,-0.0024731751561796094,0.003473177684200548,0.10881767433142316,0.03191740409395611,-0.32871370386184967,1604,0.407143982058127,17,658.8598,1836.3000000000015,False,5.275069270282984e-11,-0.03855811966992226,False
STRESS,Q1_PRIMARY_FULL_H20,-0.13872138599999578,-0.022279003431130897,-0.01752732474389058,0.09999488294193822,-0.17528221673170796,-0.31711425169797236,1604,0.3899819132844129,38,1617.4772,4417.999999999967,False,5.070432962384075e-11,-0.05836394794487354,False
STRESS,Q2_FUNDING_H20,-0.13561592080000065,-0.021747941604965473,-0.01628706012284074,0.1067203937004828,-0.1526143182019301,-0.35019935181310125,1604,0.38315946256008016,26,1021.9841600000001,2782.9000000000096,False,5.206857167650014e-11,-0.05783288611870812,False
