period,window,component,days,annualized_log_mean,mean_bps_per_day,mean_positive,not_a_tradable_strategy
earlier,earlier,intraday_log,1219,0.18315611094273282,7.568434336476563,True,True
earlier,earlier,overnight_log,1219,-0.1387465381093623,-5.733328021048029,False,True
earlier,earlier,total_log,1219,0.04440957283337042,1.8351063154285299,True,True
earlier,2015,intraday_log,244,0.31686825006756736,13.093729341635013,True,True
earlier,2015,overnight_log,244,-0.251602560929369,-10.396800038403677,False,True
earlier,2015,total_log,244,0.06526568913819915,2.6969293032313697,True,True
earlier,2016,intraday_log,244,0.11448188506950045,4.730656407830597,True,True
earlier,2016,overnight_log,244,-0.21553070245268693,-8.906227374077972,False,True
earlier,2016,total_log,244,-0.10104881738318673,-4.175570966247386,False,True
earlier,2017,intraday_log,244,0.3160130684472873,13.05839125815237,True,True
earlier,2017,overnight_log,244,-0.10773211475460892,-4.451740279116071,False,True
earlier,2017,total_log,244,0.2082809536926762,8.606650979036207,True,True
earlier,2018,intraday_log,243,-0.14608898965771325,-6.036735109822861,False,True
earlier,2018,overnight_log,243,-0.12937222228204,-5.3459595984314054,False,True
earlier,2018,total_log,243,-0.2754612119397509,-11.382694708254169,False,True
earlier,2019,intraday_log,244,0.3131569756206269,12.940370893414334,True,True
earlier,2019,overnight_log,244,0.010543329199054497,0.43567476029150815,True,True
earlier,2019,total_log,244,0.32370030481968026,13.376045653705797,True,True
main,main,intraday_log,1604,0.11666222008170164,4.820752895938084,True,True
main,main,overnight_log,1604,-0.07807562700367157,-3.2262655786641146,False,True
main,main,total_log,1604,0.038586593078030015,1.5944873172739678,True,True
main,2020,intraday_log,243,0.3097182493748129,12.798274767554252,True,True
main,2020,overnight_log,243,-0.05552853059745656,-2.2945673800601885,False,True
main,2020,total_log,243,0.25418971877735647,10.503707387494067,True,True
main,2021,intraday_log,243,0.06976061749453112,2.8826701444021126,True,True
main,2021,overnight_log,243,-0.11082976083255483,-4.579742183163423,False,True
main,2021,total_log,243,-0.041069143338023376,-1.6970720387612965,False,True
main,2022,intraday_log,242,-0.07787758130692295,-3.2180818721868985,False,True
main,2022,overnight_log,242,-0.1469175170340155,-6.070971778265104,False,True
main,2022,total_log,242,-0.22479509834094016,-9.289053650452074,False,True
main,2023,intraday_log,242,-0.15774235452323926,-6.518279112530548,False,True
main,2023,overnight_log,242,0.054876229204975514,2.267612777065104,True,True
main,2023,total_log,242,-0.10286612531826327,-4.250666335465424,False,True
main,2024,intraday_log,242,0.22616375641897324,9.34560976937906,True,True
main,2024,overnight_log,242,-0.06596765568258331,-2.725936185230715,False,True
main,2024,total_log,242,0.16019610073638962,6.619673584148331,True,True
main,2025,intraday_log,243,0.29913769204416113,12.361061654717401,True,True
main,2025,overnight_log,243,-0.11062925634248379,-4.571456873656355,False,True
main,2025,total_log,243,0.18850843570167714,7.789604781061039,True,True
main,2026,intraday_log,149,0.1645018296146004,6.797596265066131,True,True
main,2026,overnight_log,149,-0.13212863943194647,-5.459861133551507,False,True
main,2026,total_log,149,0.03237319018265491,1.3377351315146655,True,True
