period,cost,model,year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,terminal_equity,mean_exposure,trade_count,commission,slippage_cost,holding_closes,risk_days,max_accounting_error,point_met
earlier,BASE,BRIDGE_H5_P0,2017,0.194783959570613,0.1930423597841996,0.1823556857684945,0.1077636767539845,1.6921813663132268,-0.063861177317934,244,205409.1451799996,0.7974225367628457,98,3689.53406,10982.999999999807,195,244,3.623767952376511e-11,True
earlier,BASE,BRIDGE_H5_P0,2018,-0.2526318826482918,-0.25173574224056,-0.2666760048754601,0.2153072249074314,-1.2385836331786548,-0.3141134524747643,243,153516.24611999997,0.7996434253350803,96,3455.2990600000003,10387.899999999889,195,243,3.552713678800501e-11,False
earlier,BASE,BRIDGE_H5_P0,2019,0.263894805559096,0.2614708892183777,0.2507512009505663,0.1925221492653256,1.3024537795128803,-0.1374375681272995,244,194028.38603999987,0.7927576858123472,99,3679.36008,10349.399999999932,194,244,3.3566038837307126e-11,True
earlier,BASE,BRIDGE_H5_P1,2015,-0.059829545,-0.0593539907031115,0.0311536535263787,0.428464845523085,0.072709940738184,-0.4587336795023393,244,188034.09099999996,0.7951726861386978,97,3902.109,11678.700000000132,195,243,4.274625098332763e-11,False
earlier,BASE,BRIDGE_H5_P1,2016,-0.0881022756665971,-0.0874126544431871,-0.0705730218502011,0.2037705219646099,-0.3463357759983457,-0.2038793183519043,244,171467.8596799999,0.7964295412642809,98,3299.03132,10124.99999999992,195,244,3.055333763768431e-11,False
earlier,BASE,BRIDGE_H5_P1,2017,0.1446581160241385,0.1433911932083089,0.1397713665994083,0.1072961512660555,1.302668967620525,-0.0664759467723662,244,196272.07722,0.7974909065579496,97,3594.48246,10649.100000000097,195,244,3.572608875401784e-11,True
earlier,BASE,BRIDGE_H5_P1,2018,-0.2979782741813273,-0.2969554354621553,-0.3295657659693477,0.2123957389899929,-1.551659028267395,-0.3495305563489588,243,137787.26238000015,0.8001053265015577,97,3276.11484,9889.499999999818,195,243,2.943068011518335e-11,False
earlier,BASE,BRIDGE_H5_P1,2019,0.2839553240567114,0.2813275353165945,0.2659374533378782,0.1902235406668471,1.3980259877700134,-0.1437981202776721,244,176912.6891200001,0.7921647711159197,99,3296.07326,9521.30000000009,194,244,3.3168134905281477e-11,True
earlier,BASE,GAP_DIRECT_H1_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H1_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H1_FULL,2017,0.0203097641999992,0.0201416253897547,0.0201647461648756,0.0211852213683974,0.95183079818821,-0.0088937095058455,244,204061.95283999987,0.0519762509604505,86,607.14716,1351.800000000007,59,86,2.869171566999285e-11,False
earlier,BASE,GAP_DIRECT_H1_FULL,2018,-0.064963967733829,-0.0647054687585115,-0.0632698797491013,0.0851322619971618,-0.7431950974262925,-0.0742421857746751,243,190805.2787199999,0.1568394428823001,107,1146.57412,3259.1000000000386,85,107,3.5484504223859403e-11,False
earlier,BASE,GAP_DIRECT_H1_FULL,2019,-0.0109599977213881,-0.01087065174905,-0.0092503687913975,0.0579957966790764,-0.1595006762746108,-0.0372343553276844,244,188714.0532999999,0.0696940246039179,41,781.32542,2174.299999999966,29,41,4.014921728412446e-11,False
earlier,BASE,GAP_DIRECT_H1_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H1_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H1_VOL10,2017,0.0191659237000003,0.0190073423687225,0.0190384059171156,0.0205213479815657,0.9277366152661004,-0.0089036253569853,244,203833.18473999997,0.0496539589171784,86,599.41526,1329.8000000000095,59,86,3.1111113685255987e-11,False
earlier,BASE,GAP_DIRECT_H1_VOL10,2018,-0.057136457612903,-0.0569081494706289,-0.0572939856915392,0.050798702792493,-1.1278631646477024,-0.0682288437017849,243,192186.87862,0.0844894550727137,93,824.50612,2261.8000000000197,68,93,3.787192781601334e-11,False
earlier,BASE,GAP_DIRECT_H1_VOL10,2019,-0.0199554308157681,-0.019793491344684,-0.0195634070508561,0.0292471856523171,-0.668898788533736,-0.0295617866359822,244,188351.70666000005,0.0341063487540277,35,476.37196,1328.1,22,35,3.26210169987462e-11,False
earlier,BASE,GAP_DIRECT_H3_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H3_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H3_FULL,2017,-0.0043489416999994,-0.0043133716276334,-0.0041527817146555,0.0184529011856951,-0.225047631961243,-0.0159119176721676,244,199130.21166000003,0.0691574947199187,77,508.58834,1081.0000000000114,100,123,3.75734998669941e-11,False
earlier,BASE,GAP_DIRECT_H3_FULL,2018,-0.1021273316111529,-0.101729197512016,-0.1021938211968026,0.1007083044403579,-1.0147506877878625,-0.1477608619978039,243,178793.5745000001,0.227299534213269,86,975.23716,2795.500000000044,104,122,4.099831585335778e-11,False
earlier,BASE,GAP_DIRECT_H3_FULL,2019,0.0211133706038193,0.0209385109418632,0.0236415842004827,0.0766187480176505,0.3085613483926469,-0.069638974592622,244,182568.50950000025,0.1520379036868942,40,688.165,1884.0000000000175,49,60,3.694822225952521e-11,False
earlier,BASE,GAP_DIRECT_H3_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H3_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_DIRECT_H3_VOL10,2017,-0.0043489416999994,-0.0043133716276334,-0.0041527817146555,0.0184529011856951,-0.225047631961243,-0.0159119176721676,244,199130.21166000003,0.0691574947199187,77,508.58834,1081.0000000000114,100,123,3.75734998669941e-11,False
earlier,BASE,GAP_DIRECT_H3_VOL10,2018,-0.0834334578439936,-0.0831047905519364,-0.0849359248638377,0.0601807904500915,-1.411346116071303,-0.0939670277665752,243,182516.08954,0.1301301638756423,74,670.62212,1880.700000000023,95,116,3.305444806755986e-11,False
earlier,BASE,GAP_DIRECT_H3_VOL10,2019,-0.011344639616258,-0.0112521759119011,-0.0106689431393091,0.0359900675973233,-0.296441319829657,-0.0383310589120915,244,180445.51028000005,0.0835942215575774,36,436.67926,1206.90000000002,46,58,3.5925040720030665e-11,False
earlier,BASE,GAP_ABSORBED_H1_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H1_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H1_FULL,2017,1.914010000004964e-05,1.8983212445384165e-05,3.003469062729151e-05,0.0047118854227281,0.0063742404436273,-0.0046789608221871,244,200003.82802,0.0069858093353132,42,226.37198,263.9999999999935,25,42,2.3776536295372352e-11,False
earlier,BASE,GAP_ABSORBED_H1_FULL,2018,-0.0065862757380232,-0.0065592608091896,-0.0062875541105232,0.0242674442127559,-0.2590942027268874,-0.0129962095212992,243,198686.54766,0.0195691482927484,43,295.58036000000004,691.0000000000034,27,43,2.4925839170464315e-11,False
earlier,BASE,GAP_ABSORBED_H1_FULL,2019,-0.0137056068066564,-0.0135940328493163,-0.0132917036433608,0.0281226147584197,-0.4726339907416101,-0.029281841113651,244,195963.42796000003,0.0212653656767548,24,366.01970000000006,999.999999999989,15,24,3.6180836104904295e-11,False
earlier,BASE,GAP_ABSORBED_H1_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H1_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H1_VOL10,2017,1.914010000004964e-05,1.8983212445384165e-05,3.003469062729151e-05,0.0047118854227281,0.0063742404436273,-0.0046789608221871,244,200003.82802,0.0069858093353132,42,226.37198,263.9999999999935,25,42,2.3776536295372352e-11,False
earlier,BASE,GAP_ABSORBED_H1_VOL10,2018,-0.0081869553008564,-0.0081534018512098,-0.0080184017845196,0.0183676462948983,-0.4365503154721981,-0.0127893537054947,243,198366.40562,0.0148886251335684,41,258.72240000000005,586.5999999999982,25,41,3.126032765976561e-11,False
earlier,BASE,GAP_ABSORBED_H1_VOL10,2019,-0.010529144052754,-0.010443291828154,-0.010297070813543,0.0200565287992775,-0.5134024395045859,-0.0221614622005166,244,196277.77716,0.0144514681113825,21,279.12846,761.0999999999887,12,21,2.6275870368408505e-11,False
earlier,BASE,GAP_ABSORBED_H3_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H3_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H3_FULL,2017,0.0002525138000002,0.0002504437555936,0.0002736432233202,0.0068306100496704,0.0400613153628124,-0.0046705469796947,244,200050.50276,0.017238756041575,37,199.39724,241.99999999999784,51,65,2.4167334800040408e-11,False
earlier,BASE,GAP_ABSORBED_H3_FULL,2018,-0.0131520105358421,-0.0130982430581161,-0.0126900101016662,0.0314889744085685,-0.4029985205937085,-0.0223358420874942,243,197419.43644000008,0.0392959309116932,39,263.06632,624.2000000000075,53,67,3.329958531139709e-11,False
earlier,BASE,GAP_ABSORBED_H3_FULL,2019,-0.010915886089336,-0.010826897743542,-0.0101609286919051,0.0381614867700042,-0.2662613423094362,-0.0344563948978632,244,195264.42836000005,0.0630235321189031,27,359.00808000000006,971.9999999999932,34,43,3.68345354218036e-11,False
earlier,BASE,GAP_ABSORBED_H3_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H3_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,BASE,GAP_ABSORBED_H3_VOL10,2017,0.0002525138000002,0.0002504437555936,0.0002736432233202,0.0068306100496704,0.0400613153628124,-0.0046705469796947,244,200050.50276,0.017238756041575,37,199.39724,241.99999999999784,51,65,2.4167334800040408e-11,False
earlier,BASE,GAP_ABSORBED_H3_VOL10,2018,-0.0223968939751943,-0.0223057613745274,-0.0222991969796667,0.0227471596599092,-0.9803068740475755,-0.02313814494708,243,195569.99286,0.028937145950542,35,225.1099,518.2000000000041,49,63,3.329958531139709e-11,False
earlier,BASE,GAP_ABSORBED_H3_VOL10,2019,-0.0103654970292462,-0.0102809722011301,-0.0100348191396558,0.0244859728212136,-0.4098190916458952,-0.0255585252466528,244,193542.81268,0.0450460061572406,26,277.88018,755.1999999999929,33,42,3.1253222232408007e-11,False
earlier,BASE,BUY_HOLD,2015,0.0571392275999994,0.0566578500199838,0.1505407839144236,0.4350739619955508,0.3460119360486186,-0.4346616281945111,244,211427.84552000003,0.9906242317356818,1,39.95448,110.7999999999878,244,244,4.729372449219227e-11,False
earlier,BASE,BUY_HOLD,2016,-0.096688304937895,-0.0959350762729642,-0.0805816907353121,0.2005178574930055,-0.4018679021549141,-0.2300605196083256,244,190985.24552000003,0.9739326622920318,0,0.0,0.0,244,244,2.8194335754960772e-11,False
earlier,BASE,BUY_HOLD,2017,0.224227792484187,0.2221993612183988,0.2061993601272074,0.1047370003508983,1.9687346347172603,-0.0595884724850319,244,233809.44552,0.9631673667014324,0,0.0,0.0,244,244,2.7284841053187847e-11,True
earlier,BASE,BUY_HOLD,2018,-0.2300736819265864,-0.2292448192644465,-0.238985029289122,0.2063827339538801,-1.1579700719660369,-0.2922695615592903,243,180016.04552,0.9504537085805124,0,0.0,0.0,243,243,2.592059900052845e-11,False
earlier,BASE,BUY_HOLD,2019,0.3468921258636469,0.3436083957614785,0.3120562722759107,0.1825590358829737,1.7093444362619712,-0.1263335078710533,244,242462.19424,0.933864905678127,1,45.05128,166.2000000000063,243,244,2.5465851649641987e-11,True
earlier,STRESS,BRIDGE_H2_P0,2015,-0.1781388577999997,-0.1768161891870177,-0.1117701026962739,0.4050653908248166,-0.2759310107157798,-0.4436818333989036,244,164372.2284400003,0.5015095580863042,241,18782.27156,52419.79999999977,123,243,3.4788172342814505e-11,False
earlier,STRESS,BRIDGE_H2_P0,2016,-0.2952430197033833,-0.2932188392729072,-0.3278544578280267,0.1938263277230216,-1.691485680400093,-0.2952430197033833,244,115842.47536000052,0.4982775114616928,244,12716.85308,38528.89999999981,122,244,3.163336259603966e-11,False
earlier,STRESS,BRIDGE_H2_P0,2017,-0.1086539033362735,-0.107813139451732,-0.1084838994984618,0.1056746433092217,-1.0265840139248892,-0.1313235698147488,244,103255.73824000028,0.4986380300302068,244,10662.03712,30245.10000000004,122,244,2.0094148567295636e-11,False
earlier,STRESS,BRIDGE_H2_P0,2018,-0.4417758843965987,-0.4404350101689908,-0.5593947966949149,0.2024716058965022,-2.76283083851699,-0.4724265360319472,243,57639.84316000048,0.4957104604720316,243,7878.995080000001,22677.999999999975,121,243,2.0392576516314875e-11,False
earlier,STRESS,BRIDGE_H2_P0,2019,-0.0643394179561816,-0.0638292480811082,-0.0489481989850256,0.1852195603285219,-0.2642712189695663,-0.2685393670944233,244,53931.32920000045,0.4976129567570967,244,5832.41396,16013.899999999963,122,244,1.4352963262354024e-11,False
earlier,STRESS,BRIDGE_H2_P1,2015,-0.245295912799998,-0.2435529522003424,-0.1923512634932116,0.4138893515666934,-0.4647407882447453,-0.4433351517239793,244,150940.81744000036,0.5017322930964698,239,17146.28256,47836.99999999981,123,242,3.7175595934968435e-11,False
earlier,STRESS,BRIDGE_H2_P1,2016,-0.2954175785998031,-0.293392464787908,-0.3280857275215615,0.1938951762675206,-1.6920778218272727,-0.2954175785998031,244,106350.24664000048,0.4982793849321609,244,11676.0708,35375.499999999825,122,244,2.918909558502492e-11,False
earlier,STRESS,BRIDGE_H2_P1,2017,-0.1086165488558001,-0.1077760562160186,-0.1084422534215278,0.1056752821315299,-1.0261837132978164,-0.1312879504960529,244,94798.84988000042,0.4986361945481736,244,9788.996760000002,27768.40000000004,122,244,1.8474111129762605e-11,False
earlier,STRESS,BRIDGE_H2_P1,2018,-0.4416949033981205,-0.4403541687310252,-0.5592554527302774,0.2024482743028942,-2.762460952833532,-0.4723291853971166,243,52926.68104000067,0.495584311018849,243,7232.66884,20817.799999999974,121,243,1.722355591482483e-11,False
earlier,STRESS,BRIDGE_H2_P1,2019,-0.0646980315544839,-0.064185116714438,-0.0493564372163653,0.1850629622348251,-0.2667007845348187,-0.2686461585142369,244,49502.42896000063,0.4973439679859224,244,5351.05208,14692.199999999972,122,244,9.954703727999004e-12,False
earlier,STRESS,BRIDGE_H5_P0,2015,-0.0635813688000015,-0.0630770050005319,0.0234709671559191,0.4191414523278278,0.0559977235025695,-0.4877981968449378,244,187283.72623999987,0.7996011496174794,97,8116.073759999999,22667.50000000004,196,244,3.6749270293512375e-11,False
earlier,STRESS,BRIDGE_H5_P0,2016,-0.2087344690584792,-0.2072145487340702,-0.2112805334725608,0.2031700332924896,-1.0399197659646735,-0.2464965972582197,244,148191.15707999983,0.7970131063790751,98,6023.66916,18244.09999999992,195,244,3.637978807091713e-11,False
earlier,STRESS,BRIDGE_H5_P0,2017,0.1110225754639201,0.1100642236274916,0.1103151565141879,0.1085851544367345,1.0159322154711428,-0.0714286598363079,244,164643.72099999982,0.7971547054292716,98,6118.336080000001,17376.099999999904,195,244,3.061018105654512e-11,False
earlier,STRESS,BRIDGE_H5_P0,2018,-0.3046724885427002,-0.3036319462978239,-0.3384638021247304,0.2152335154894711,-1.5725422750960338,-0.3586092949334099,243,114481.3087999999,0.799526674829855,96,5361.7122,15407.39999999994,195,243,2.6574298317427747e-11,False
earlier,STRESS,BRIDGE_H5_P0,2019,0.1755067915505867,0.1739498014389255,0.1788433847243007,0.1928103285439545,0.9275612259720316,-0.1449421733177402,244,134573.55599999992,0.792298794191706,99,5282.0528,14448.699999999952,194,244,3.296918293926865e-11,False
earlier,STRESS,BRIDGE_H5_P1,2015,-0.0860145749999973,-0.0853405196255884,0.0052051666556342,0.432580899749143,0.0120328166561509,-0.4355940377511905,244,182797.08500000028,0.7913713370499659,96,7642.915000000001,21307.799999999967,194,242,3.3850255931611166e-11,False
earlier,STRESS,BRIDGE_H5_P1,2016,-0.2108370419583002,-0.2093039158737679,-0.2148075997483827,0.1989117957924907,-1.079913832623958,-0.2230605287825025,244,144256.68832000016,0.8005911193907442,97,5802.19668,17512.500000000095,196,244,3.1235458664014004e-11,False
earlier,STRESS,BRIDGE_H5_P1,2017,0.0728440118955881,0.0722258706640004,0.0755233676357564,0.1076692402264584,0.7014386604466583,-0.0757746946924568,244,154764.92424000028,0.7972318743520885,98,5874.764080000001,16678.200000000103,195,244,3.726086106325965e-11,False
earlier,STRESS,BRIDGE_H5_P1,2018,-0.3601415875962029,-0.3589647778178551,-0.4219065383263518,0.2114924280919956,-1.994901387877724,-0.4062943109149474,243,99027.63872000044,0.7957994340388934,98,5066.985520000001,14648.200000000015,194,243,3.126388037344441e-11,False
earlier,STRESS,BRIDGE_H5_P1,2019,0.2622820482818818,0.2598744105284159,0.247820369949544,0.1838802857465142,1.3477266958959022,-0.1163110507000131,244,125000.81064000048,0.7956781169699125,97,4641.82808,12748.899999999954,195,244,1.7195134205394424e-11,True
earlier,STRESS,GAP_DIRECT_H1_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H1_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H1_FULL,2017,0.012042511,0.0119432147837887,0.0120923294933075,0.0210445988536297,0.5746048939878875,-0.0112649078002849,244,202408.5022,0.0521367278092853,86,997.4978,2610.200000000037,59,86,2.8109070626669563e-11,False
earlier,STRESS,GAP_DIRECT_H1_FULL,2018,-0.0832545815854571,-0.0829265866028084,-0.0829183252425345,0.0853274904216613,-0.9717656623062332,-0.0912160114566502,243,185557.06703999988,0.1565655857693894,105,2137.0351600000004,6200.500000000013,83,105,3.7118752516107634e-11,False
earlier,STRESS,GAP_DIRECT_H1_FULL,2019,-0.0267159749778297,-0.0264999191800419,-0.0251633635619398,0.0581848508863295,-0.4324727687469573,-0.0422505907434225,244,180599.72907999984,0.0690964360626829,41,1516.8379600000003,4101.200000000027,29,41,3.5839775591739453e-11,False
earlier,STRESS,GAP_DIRECT_H1_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H1_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H1_VOL10,2017,0.0110473300000003,0.010956283867904,0.0111032570002416,0.020400038419482,0.544276278893574,-0.0112758886475044,244,202209.466,0.0498033635886568,86,982.034,2566.20000000004,59,86,2.7426949600339867e-11,False
earlier,STRESS,GAP_DIRECT_H1_VOL10,2018,-0.0707517530361309,-0.0704711030992797,-0.0717483267491746,0.0513276220698923,-1.397850199478862,-0.0785960081361741,243,187902.79179999992,0.084488513045425,93,1516.5742,4315.500000000016,68,93,3.387867764104158e-11,False
earlier,STRESS,GAP_DIRECT_H1_VOL10,2019,-0.0285540626012134,-0.0283233593194849,-0.0282905225658411,0.029651915092983,-0.9540875345530708,-0.0369805202649467,244,182537.4037199999,0.0340363000966189,35,922.3880800000002,2506.9000000000296,22,35,3.0524915928253904e-11,False
earlier,STRESS,GAP_DIRECT_H3_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H3_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H3_FULL,2017,-0.0108089612000003,-0.0107208397934855,-0.0106038701391907,0.0187058464391441,-0.5668746492540921,-0.0191401715016716,244,197838.20776000005,0.0693775730732354,77,812.1922400000001,2069.400000000028,100,123,4.5567105644295225e-11,False
earlier,STRESS,GAP_DIRECT_H3_FULL,2018,-0.1196085495715071,-0.1191468982469192,-0.1217808599832431,0.100524926717104,-1.2114493783811182,-0.1590149986210109,243,174175.06668000008,0.2278012496736221,86,1836.74108,5333.100000000011,104,122,2.7057467377744612e-11,False
earlier,STRESS,GAP_DIRECT_H3_FULL,2019,0.007462897329547,0.0074015002190619,0.0102876136486979,0.0765205167029032,0.1344425533434432,-0.071928709194669,244,175474.91732,0.1522415826983525,40,1333.9493600000003,3578.300000000064,49,60,3.437605755607365e-11,False
earlier,STRESS,GAP_DIRECT_H3_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H3_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_DIRECT_H3_VOL10,2017,-0.0108089612000003,-0.0107208397934855,-0.0106038701391907,0.0187058464391441,-0.5668746492540921,-0.0191401715016716,244,197838.20776000005,0.0693775730732354,77,812.1922400000001,2069.400000000028,100,123,4.5567105644295225e-11,False
earlier,STRESS,GAP_DIRECT_H3_VOL10,2018,-0.0948121253845699,-0.094440986508671,-0.0973487893347925,0.0605570462015049,-1.6075551144100118,-0.1038056742713249,243,179080.74680000008,0.1302925996942181,73,1245.5609600000005,3583.700000000012,94,115,3.6550318327499554e-11,False
earlier,STRESS,GAP_DIRECT_H3_VOL10,2019,-0.0195713048031583,-0.0194124515664393,-0.0189451218797106,0.0362804853858773,-0.5221849067952457,-0.0407065101796643,244,175575.90292000002,0.0838733237949766,36,845.3438800000001,2283.900000000049,46,58,3.437605755607365e-11,False
earlier,STRESS,GAP_ABSORBED_H1_FULL,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_ABSORBED_H1_FULL,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_ABSORBED_H1_FULL,2017,-0.0016031965999992,-0.0015900660973203,-0.001580048303986,0.0047594073515884,-0.3319842550267814,-0.0054387790245327,244,199679.3606800001,0.0069912912801187,42,286.83932000000004,527.9999999999998,25,42,2.3309354446610087e-11,False
earlier,STRESS,GAP_ABSORBED_H1_FULL,2018,-0.0106970518772001,-0.0106532664090437,-0.0104126317081131,0.0244404220754731,-0.4260414028840595,-0.0151160578379886,243,197543.3802,0.0196405373517414,43,479.48048,1325.8,27,43,3.387867764104158e-11,False
earlier,STRESS,GAP_ABSORBED_H1_FULL,2019,-0.0201009226225647,-0.0199378145270532,-0.0197309029685088,0.0285438689396306,-0.6912483731704011,-0.0315668349589174,244,193572.576,0.0214564503405658,24,703.7042000000001,1909.9999999999743,15,24,2.8265390028536782e-11,False
earlier,STRESS,GAP_ABSORBED_H1_VOL10,2015,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
earlier,STRESS,GAP_ABSORBED_H1_VOL10,2016,0.0,0.0,0.0,0.0,,0.0,244,200000.0,0.0,0,0.0,0.0,0,0,0.0,False
