date,members,scoreable_members,coverage,saved_breadth,recomputed_breadth
2017-03-09,300,294,0.98,0.5136054421768708,0.5136054421768708
2017-03-10,300,294,0.98,0.43537414965986393,0.43537414965986393
2017-03-13,300,295,0.9833333333333333,0.4576271186440678,0.4576271186440678
2017-03-14,300,295,0.9833333333333333,0.4711864406779661,0.4711864406779661
2017-03-15,300,294,0.98,0.5170068027210885,0.5170068027210885
2017-03-16,300,294,0.98,0.54421768707483,0.54421768707483
2017-03-17,300,294,0.98,0.4897959183673469,0.4897959183673469
2017-03-20,300,294,0.98,0.3877551020408163,0.3877551020408163
2017-03-21,300,294,0.98,0.35714285714285715,0.35714285714285715
2017-03-22,300,294,0.98,0.29591836734693877,0.29591836734693877
2017-03-23,300,294,0.98,0.32653061224489793,0.32653061224489793
2017-03-24,300,295,0.9833333333333333,0.376271186440678,0.376271186440678
2017-03-27,300,293,0.9766666666666667,,
2017-03-28,300,293,0.9766666666666667,,
2017-03-29,300,292,0.9733333333333334,,
2017-03-30,300,292,0.9733333333333334,,
2017-03-31,300,293,0.9766666666666667,,
2017-04-05,300,294,0.98,0.46598639455782315,0.46598639455782315
2017-04-06,300,294,0.98,0.48639455782312924,0.48639455782312924
2017-04-07,300,294,0.98,0.54421768707483,0.54421768707483
2017-04-10,300,294,0.98,0.5272108843537415,0.5272108843537415
2017-04-11,300,293,0.9766666666666667,,
2017-04-12,300,293,0.9766666666666667,,
2017-04-13,300,293,0.9766666666666667,,
2017-04-14,300,293,0.9766666666666667,,
2017-04-17,300,293,0.9766666666666667,,
2017-04-18,300,293,0.9766666666666667,,
2017-04-19,300,293,0.9766666666666667,,
2017-04-20,300,293,0.9766666666666667,,
2017-04-21,300,293,0.9766666666666667,,
2017-04-24,300,293,0.9766666666666667,,
2017-04-25,300,292,0.9733333333333334,,
2017-04-26,300,294,0.98,0.30612244897959184,0.30612244897959184
2017-04-27,300,293,0.9766666666666667,,
2017-04-28,300,294,0.98,0.3163265306122449,0.3163265306122449
2017-05-02,300,295,0.9833333333333333,0.3254237288135593,0.3254237288135593
2017-05-03,300,295,0.9833333333333333,0.26101694915254237,0.26101694915254237
2017-05-04,300,295,0.9833333333333333,0.18983050847457628,0.18983050847457628
2017-05-05,300,294,0.98,0.17687074829931973,0.17687074829931973
2017-05-08,300,294,0.98,0.1564625850340136,0.1564625850340136
2017-05-09,300,294,0.98,0.1598639455782313,0.1598639455782313
2017-05-10,300,295,0.9833333333333333,0.14915254237288136,0.14915254237288136
2017-05-11,300,295,0.9833333333333333,0.17288135593220338,0.17288135593220338
2017-05-12,300,295,0.9833333333333333,0.1694915254237288,0.1694915254237288
2017-05-15,300,295,0.9833333333333333,0.21694915254237288,0.21694915254237288
2017-05-16,300,296,0.9866666666666667,0.2533783783783784,0.2533783783783784
2017-05-17,300,295,0.9833333333333333,0.28135593220338984,0.28135593220338984
2017-05-18,300,294,0.98,0.2925170068027211,0.2925170068027211
2017-05-19,300,294,0.98,0.282312925170068,0.282312925170068
2017-05-22,300,294,0.98,0.2687074829931973,0.2687074829931973
2017-05-23,300,294,0.98,0.3129251700680272,0.3129251700680272
2017-05-24,300,295,0.9833333333333333,0.31186440677966104,0.31186440677966104
2017-05-25,300,295,0.9833333333333333,0.38305084745762713,0.38305084745762713
2017-05-26,300,294,0.98,0.3741496598639456,0.3741496598639456
2017-05-31,300,293,0.9766666666666667,,
2017-06-01,300,292,0.9733333333333334,,
2017-06-02,300,291,0.97,,
2017-06-05,300,290,0.9666666666666667,,
2017-06-06,300,290,0.9666666666666667,,
2017-06-07,300,288,0.96,,
2017-06-08,300,287,0.9566666666666667,,
2017-06-09,300,287,0.9566666666666667,,
2017-06-12,300,289,0.9633333333333334,,
2017-06-13,300,289,0.9633333333333334,,
2017-06-14,300,288,0.96,,
2017-06-15,300,288,0.96,,
2017-06-16,300,289,0.9633333333333334,,
2017-06-19,300,290,0.9666666666666667,,
2017-06-20,300,287,0.9566666666666667,,
2017-06-21,300,287,0.9566666666666667,,
2017-06-22,300,287,0.9566666666666667,,
2017-06-23,300,287,0.9566666666666667,,
2017-06-26,300,287,0.9566666666666667,,
2017-06-27,300,287,0.9566666666666667,,
2017-06-28,300,288,0.96,,
2017-06-29,300,289,0.9633333333333334,,
2017-06-30,300,289,0.9633333333333334,,
2017-07-03,300,290,0.9666666666666667,,
2017-07-04,300,290,0.9666666666666667,,
2017-07-05,300,292,0.9733333333333334,,
2017-07-06,300,291,0.97,,
2017-07-07,300,291,0.97,,
2017-07-10,300,291,0.97,,
2017-07-11,300,290,0.9666666666666667,,
2017-07-12,300,291,0.97,,
2017-07-13,300,291,0.97,,
2017-07-14,300,290,0.9666666666666667,,
2017-07-17,300,289,0.9633333333333334,,
2017-07-18,300,291,0.97,,
2017-07-19,300,291,0.97,,
2017-07-20,300,291,0.97,,
2017-07-21,300,291,0.97,,
2017-07-24,300,291,0.97,,
2017-07-25,300,289,0.9633333333333334,,
2017-07-26,300,287,0.9566666666666667,,
2017-07-27,300,286,0.9533333333333334,,
2017-07-28,300,287,0.9566666666666667,,
2017-07-31,300,287,0.9566666666666667,,
2017-08-01,300,287,0.9566666666666667,,
2017-08-02,300,287,0.9566666666666667,,
2017-08-03,300,288,0.96,,
2017-08-04,300,289,0.9633333333333334,,
2017-08-07,300,290,0.9666666666666667,,
2017-08-08,300,291,0.97,,
2017-08-09,300,291,0.97,,
2017-08-10,300,291,0.97,,
2017-08-11,300,292,0.9733333333333334,,
2017-08-14,300,293,0.9766666666666667,,
2017-08-15,300,294,0.98,0.6292517006802721,0.6292517006802721
2017-08-16,300,294,0.98,0.4965986394557823,0.4965986394557823
2017-08-17,300,294,0.98,0.5102040816326531,0.5102040816326531
2017-08-18,300,293,0.9766666666666667,,
2017-08-21,300,293,0.9766666666666667,,
2017-08-22,300,295,0.9833333333333333,0.5627118644067797,0.5627118644067797
2017-08-23,300,297,0.99,0.5589225589225589,0.5589225589225589
2017-08-24,300,297,0.99,0.4478114478114478,0.4478114478114478
2017-08-25,300,296,0.9866666666666667,0.5540540540540541,0.5540540540540541
2017-08-28,300,296,0.9866666666666667,0.6114864864864865,0.6114864864864865
2017-08-29,300,297,0.99,0.5892255892255892,0.5892255892255892
2017-08-30,300,297,0.99,0.6498316498316499,0.6498316498316499
2017-08-31,300,294,0.98,0.6666666666666666,0.6666666666666666
2017-09-01,300,294,0.98,0.6836734693877551,0.6836734693877551
2017-09-04,300,294,0.98,0.6632653061224489,0.6632653061224489
2017-09-05,300,294,0.98,0.6462585034013606,0.6462585034013606
2017-09-06,300,294,0.98,0.6462585034013606,0.6462585034013606
2017-09-07,300,294,0.98,0.6632653061224489,0.6632653061224489
2017-09-08,300,294,0.98,0.7551020408163265,0.7551020408163265
2017-09-11,300,293,0.9766666666666667,,
2017-09-12,300,293,0.9766666666666667,,
2017-09-13,300,293,0.9766666666666667,,
2017-09-14,300,293,0.9766666666666667,,
2017-09-15,300,294,0.98,0.5918367346938775,0.5918367346938775
2017-09-18,300,294,0.98,0.5850340136054422,0.5850340136054422
2017-09-19,300,294,0.98,0.5986394557823129,0.5986394557823129
2017-09-20,300,292,0.9733333333333334,,
2017-09-21,300,291,0.97,,
2017-09-22,300,292,0.9733333333333334,,
2017-09-25,300,292,0.9733333333333334,,
2017-09-26,300,292,0.9733333333333334,,
2017-09-27,300,292,0.9733333333333334,,
2017-09-28,300,293,0.9766666666666667,,
2017-09-29,300,295,0.9833333333333333,0.3288135593220339,0.3288135593220339
2017-10-09,300,295,0.9833333333333333,0.37966101694915255,0.37966101694915255
2017-10-10,300,294,0.98,0.41156462585034015,0.41156462585034015
2017-10-11,300,294,0.98,0.3741496598639456,0.3741496598639456
2017-10-12,300,294,0.98,0.3945578231292517,0.3945578231292517
2017-10-13,300,293,0.9766666666666667,,
2017-10-16,300,293,0.9766666666666667,,
2017-10-17,300,294,0.98,0.3741496598639456,0.3741496598639456
2017-10-18,300,294,0.98,0.37755102040816324,0.37755102040816324
2017-10-19,300,294,0.98,0.37755102040816324,0.37755102040816324
2017-10-20,300,294,0.98,0.40816326530612246,0.40816326530612246
2017-10-23,300,294,0.98,0.41156462585034015,0.41156462585034015
2017-10-24,300,294,0.98,0.4421768707482993,0.4421768707482993
2017-10-25,300,294,0.98,0.40476190476190477,0.40476190476190477
2017-10-26,300,297,0.99,0.45454545454545453,0.45454545454545453
2017-10-27,300,296,0.9866666666666667,0.46621621621621623,0.46621621621621623
2017-10-30,300,295,0.9833333333333333,0.4711864406779661,0.4711864406779661
2017-10-31,300,295,0.9833333333333333,0.4610169491525424,0.4610169491525424
2017-11-01,300,295,0.9833333333333333,0.488135593220339,0.488135593220339
2017-11-02,300,295,0.9833333333333333,0.5084745762711864,0.5084745762711864
2017-11-03,300,293,0.9766666666666667,,
2017-11-06,300,293,0.9766666666666667,,
2017-11-07,300,294,0.98,0.3877551020408163,0.3877551020408163
2017-11-08,300,294,0.98,0.41836734693877553,0.41836734693877553
2017-11-09,300,294,0.98,0.43197278911564624,0.43197278911564624
2017-11-10,300,295,0.9833333333333333,0.42033898305084744,0.42033898305084744
2017-11-13,300,295,0.9833333333333333,0.46440677966101696,0.46440677966101696
2017-11-14,300,295,0.9833333333333333,0.4576271186440678,0.4576271186440678
2017-11-15,300,295,0.9833333333333333,0.4101694915254237,0.4101694915254237
2017-11-16,300,294,0.98,0.43197278911564624,0.43197278911564624
2017-11-17,300,294,0.98,0.41156462585034015,0.41156462585034015
2017-11-20,300,293,0.9766666666666667,,
2017-11-21,300,293,0.9766666666666667,,
2017-11-22,300,294,0.98,0.4489795918367347,0.4489795918367347
2017-11-23,300,294,0.98,0.35714285714285715,0.35714285714285715
2017-11-24,300,295,0.9833333333333333,0.33559322033898303,0.33559322033898303
2017-11-27,300,295,0.9833333333333333,0.3288135593220339,0.3288135593220339
2017-11-28,300,295,0.9833333333333333,0.3423728813559322,0.3423728813559322
2017-11-29,300,295,0.9833333333333333,0.3593220338983051,0.3593220338983051
2017-11-30,300,295,0.9833333333333333,0.3050847457627119,0.3050847457627119
2017-12-01,300,297,0.99,0.3367003367003367,0.3367003367003367
2017-12-04,300,297,0.99,0.28619528619528617,0.28619528619528617
2017-12-05,300,296,0.9866666666666667,0.2635135135135135,0.2635135135135135
2017-12-06,300,296,0.9866666666666667,0.25,0.25
2017-12-07,300,296,0.9866666666666667,0.19256756756756757,0.19256756756756757
2017-12-08,300,296,0.9866666666666667,0.22972972972972974,0.22972972972972974
2017-12-11,300,294,0.98,0.24149659863945577,0.24149659863945577
2017-12-12,300,294,0.98,0.21768707482993196,0.21768707482993196
2017-12-13,300,294,0.98,0.272108843537415,0.272108843537415
2017-12-14,300,295,0.9833333333333333,0.2542372881355932,0.2542372881355932
2017-12-15,300,295,0.9833333333333333,0.25084745762711863,0.25084745762711863
2017-12-18,300,296,0.9866666666666667,0.21283783783783783,0.21283783783783783
2017-12-19,300,296,0.9866666666666667,0.20945945945945946,0.20945945945945946
2017-12-20,300,296,0.9866666666666667,0.19594594594594594,0.19594594594594594
2017-12-21,300,296,0.9866666666666667,0.3108108108108108,0.3108108108108108
2017-12-22,300,295,0.9833333333333333,0.3016949152542373,0.3016949152542373
2017-12-25,300,295,0.9833333333333333,0.3559322033898305,0.3559322033898305
2017-12-26,300,294,0.98,0.3401360544217687,0.3401360544217687
2017-12-27,300,294,0.98,0.30612244897959184,0.30612244897959184
2017-12-28,300,292,0.9733333333333334,,
2017-12-29,300,292,0.9733333333333334,,
2018-01-02,300,292,0.9733333333333334,,
2018-01-03,300,293,0.9766666666666667,,
2018-01-04,300,293,0.9766666666666667,,
2018-01-05,300,292,0.9733333333333334,,
2018-01-08,300,293,0.9766666666666667,,
2018-01-09,300,293,0.9766666666666667,,
2018-01-10,300,293,0.9766666666666667,,
2018-01-11,300,293,0.9766666666666667,,
2018-01-12,300,293,0.9766666666666667,,
2018-01-15,300,294,0.98,0.54421768707483,0.54421768707483
2018-01-16,300,294,0.98,0.608843537414966,0.608843537414966
2018-01-17,300,294,0.98,0.6190476190476191,0.6190476190476191
2018-01-18,300,294,0.98,0.6360544217687075,0.6360544217687075
2018-01-19,300,294,0.98,0.6564625850340136,0.6564625850340136
2018-01-22,300,295,0.9833333333333333,0.7016949152542373,0.7016949152542373
2018-01-23,300,296,0.9866666666666667,0.7263513513513513,0.7263513513513513
2018-01-24,300,297,0.99,0.7441077441077442,0.7441077441077442
2018-01-25,300,297,0.99,0.7710437710437711,0.7710437710437711
2018-01-26,300,298,0.9933333333333333,0.7550335570469798,0.7550335570469798
2018-01-29,300,298,0.9933333333333333,0.6912751677852349,0.6912751677852349
2018-01-30,300,298,0.9933333333333333,0.6208053691275168,0.6208053691275168
2018-01-31,300,298,0.9933333333333333,0.4563758389261745,0.4563758389261745
2018-02-01,300,298,0.9933333333333333,0.40268456375838924,0.40268456375838924
2018-02-02,300,299,0.9966666666666667,0.41471571906354515,0.41471571906354515
2018-02-05,300,299,0.9966666666666667,0.3879598662207358,0.3879598662207358
2018-02-06,300,299,0.9966666666666667,0.27759197324414714,0.27759197324414714
2018-02-07,300,299,0.9966666666666667,0.25418060200668896,0.25418060200668896
2018-02-08,300,299,0.9966666666666667,0.19732441471571907,0.19732441471571907
2018-02-09,300,299,0.9966666666666667,0.08361204013377926,0.08361204013377926
2018-02-12,300,298,0.9933333333333333,0.15436241610738255,0.15436241610738255
2018-02-13,300,298,0.9933333333333333,0.14093959731543623,0.14093959731543623
2018-02-14,300,298,0.9933333333333333,0.1476510067114094,0.1476510067114094
2018-02-22,300,298,0.9933333333333333,0.18456375838926176,0.18456375838926176
2018-02-23,300,297,0.99,0.18181818181818182,0.18181818181818182
2018-02-26,300,297,0.99,0.2053872053872054,0.2053872053872054
2018-02-27,300,297,0.99,0.1750841750841751,0.1750841750841751
2018-02-28,300,297,0.99,0.14814814814814814,0.14814814814814814
2018-03-01,300,297,0.99,0.1447811447811448,0.1447811447811448
2018-03-02,300,298,0.9933333333333333,0.13087248322147652,0.13087248322147652
2018-03-05,300,298,0.9933333333333333,0.2080536912751678,0.2080536912751678
2018-03-06,300,298,0.9933333333333333,0.2483221476510067,0.2483221476510067
2018-03-07,300,298,0.9933333333333333,0.2684563758389262,0.2684563758389262
2018-03-08,300,298,0.9933333333333333,0.36577181208053694,0.36577181208053694
2018-03-09,300,297,0.99,0.37373737373737376,0.37373737373737376
2018-03-12,300,297,0.99,0.4006734006734007,0.4006734006734007
2018-03-13,300,297,0.99,0.5252525252525253,0.5252525252525253
2018-03-14,300,296,0.9866666666666667,0.543918918918919,0.543918918918919
2018-03-15,300,296,0.9866666666666667,0.5371621621621622,0.5371621621621622
2018-03-16,300,296,0.9866666666666667,0.8006756756756757,0.8006756756756757
2018-03-19,300,297,0.99,0.7441077441077442,0.7441077441077442
2018-03-20,300,296,0.9866666666666667,0.6925675675675675,0.6925675675675675
2018-03-21,300,296,0.9866666666666667,0.6722972972972973,0.6722972972972973
2018-03-22,300,296,0.9866666666666667,0.5135135135135135,0.5135135135135135
2018-03-23,300,297,0.99,0.2996632996632997,0.2996632996632997
2018-03-26,300,297,0.99,0.24579124579124578,0.24579124579124578
2018-03-27,300,297,0.99,0.29292929292929293,0.29292929292929293
2018-03-28,300,297,0.99,0.2727272727272727,0.2727272727272727
2018-03-29,300,297,0.99,0.26936026936026936,0.26936026936026936
2018-03-30,300,297,0.99,0.31313131313131315,0.31313131313131315
2018-04-02,300,297,0.99,0.31986531986531985,0.31986531986531985
2018-04-03,300,296,0.9866666666666667,0.23310810810810811,0.23310810810810811
2018-04-04,300,296,0.9866666666666667,0.2533783783783784,0.2533783783783784
2018-04-09,300,296,0.9866666666666667,0.25,0.25
2018-04-10,300,297,0.99,0.20875420875420875,0.20875420875420875
2018-04-11,300,297,0.99,0.18855218855218855,0.18855218855218855
2018-04-12,300,297,0.99,0.20875420875420875,0.20875420875420875
2018-04-13,300,298,0.9933333333333333,0.22818791946308725,0.22818791946308725
2018-04-16,300,298,0.9933333333333333,0.18791946308724833,0.18791946308724833
2018-04-17,300,298,0.9933333333333333,0.15436241610738255,0.15436241610738255
2018-04-18,300,297,0.99,0.19528619528619529,0.19528619528619529
2018-04-19,300,297,0.99,0.2222222222222222,0.2222222222222222
2018-04-20,300,297,0.99,0.1717171717171717,0.1717171717171717
2018-04-23,300,297,0.99,0.1717171717171717,0.1717171717171717
2018-04-24,300,297,0.99,0.47474747474747475,0.47474747474747475
2018-04-25,300,297,0.99,0.4208754208754209,0.4208754208754209
2018-04-26,300,296,0.9866666666666667,0.24662162162162163,0.24662162162162163
2018-04-27,300,296,0.9866666666666667,0.32432432432432434,0.32432432432432434
2018-05-02,300,296,0.9866666666666667,0.2635135135135135,0.2635135135135135
2018-05-03,300,296,0.9866666666666667,0.27364864864864863,0.27364864864864863
2018-05-04,300,295,0.9833333333333333,0.26440677966101694,0.26440677966101694
2018-05-07,300,295,0.9833333333333333,0.4,0.4
2018-05-08,300,295,0.9833333333333333,0.5016949152542373,0.5016949152542373
2018-05-09,300,295,0.9833333333333333,0.5084745762711864,0.5084745762711864
2018-05-10,300,294,0.98,0.3707482993197279,0.3707482993197279
2018-05-11,300,294,0.98,0.336734693877551,0.336734693877551
2018-05-14,300,294,0.98,0.40816326530612246,0.40816326530612246
2018-05-15,300,294,0.98,0.4931972789115646,0.4931972789115646
2018-05-16,300,294,0.98,0.5340136054421769,0.5340136054421769
2018-05-17,300,293,0.9766666666666667,,
2018-05-18,300,294,0.98,0.6258503401360545,0.6258503401360545
2018-05-21,300,295,0.9833333333333333,0.6305084745762712,0.6305084745762712
2018-05-22,300,295,0.9833333333333333,0.7661016949152543,0.7661016949152543
2018-05-23,300,295,0.9833333333333333,0.6745762711864407,0.6745762711864407
2018-05-24,300,295,0.9833333333333333,0.5016949152542373,0.5016949152542373
2018-05-25,300,295,0.9833333333333333,0.46779661016949153,0.46779661016949153
2018-05-28,300,296,0.9866666666666667,0.5371621621621622,0.5371621621621622
2018-05-29,300,296,0.9866666666666667,0.46621621621621623,0.46621621621621623
2018-05-30,300,296,0.9866666666666667,0.3141891891891892,0.3141891891891892
2018-05-31,300,295,0.9833333333333333,0.3559322033898305,0.3559322033898305
2018-06-01,300,294,0.98,0.35714285714285715,0.35714285714285715
2018-06-04,300,295,0.9833333333333333,0.2983050847457627,0.2983050847457627
2018-06-05,300,295,0.9833333333333333,0.3050847457627119,0.3050847457627119
2018-06-06,300,294,0.98,0.3197278911564626,0.3197278911564626
2018-06-07,300,293,0.9766666666666667,,
2018-06-08,300,292,0.9733333333333334,,
2018-06-11,300,292,0.9733333333333334,,
2018-06-12,300,293,0.9766666666666667,,
2018-06-13,300,293,0.9766666666666667,,
2018-06-14,300,294,0.98,0.23469387755102042,0.23469387755102042
2018-06-15,300,295,0.9833333333333333,0.19322033898305085,0.19322033898305085
2018-06-19,300,294,0.98,0.10204081632653061,0.10204081632653061
2018-06-20,300,294,0.98,0.14285714285714285,0.14285714285714285
2018-06-21,300,294,0.98,0.15306122448979592,0.15306122448979592
2018-06-22,300,294,0.98,0.17346938775510204,0.17346938775510204
2018-06-25,300,294,0.98,0.1326530612244898,0.1326530612244898
2018-06-26,300,293,0.9766666666666667,,
2018-06-27,300,293,0.9766666666666667,,
2018-06-28,300,292,0.9733333333333334,,
2018-06-29,300,293,0.9766666666666667,,
2018-07-02,300,293,0.9766666666666667,,
2018-07-03,300,294,0.98,0.06462585034013606,0.06462585034013606
2018-07-04,300,294,0.98,0.030612244897959183,0.030612244897959183
2018-07-05,300,294,0.98,0.017006802721088437,0.017006802721088437
2018-07-06,300,295,0.9833333333333333,0.01694915254237288,0.01694915254237288
2018-07-09,300,296,0.9866666666666667,0.06418918918918919,0.06418918918918919
2018-07-10,300,296,0.9866666666666667,0.09121621621621621,0.09121621621621621
2018-07-11,300,295,0.9833333333333333,0.04406779661016949,0.04406779661016949
2018-07-12,300,294,0.98,0.11224489795918367,0.11224489795918367
2018-07-13,300,293,0.9766666666666667,,
2018-07-16,300,293,0.9766666666666667,,
2018-07-17,300,293,0.9766666666666667,,
2018-07-18,300,292,0.9733333333333334,,
2018-07-19,300,291,0.97,,
2018-07-20,300,291,0.97,,
2018-07-23,300,292,0.9733333333333334,,
2018-07-24,300,293,0.9766666666666667,,
2018-07-25,300,293,0.9766666666666667,,
2018-07-26,300,294,0.98,0.7380952380952381,0.7380952380952381
2018-07-27,300,294,0.98,0.5612244897959183,0.5612244897959183
2018-07-30,300,294,0.98,0.673469387755102,0.673469387755102
2018-07-31,300,294,0.98,0.6258503401360545,0.6258503401360545
2018-08-01,300,294,0.98,0.5748299319727891,0.5748299319727891
2018-08-02,300,294,0.98,0.5272108843537415,0.5272108843537415
2018-08-03,300,294,0.98,0.4489795918367347,0.4489795918367347
2018-08-06,300,293,0.9766666666666667,,
2018-08-07,300,293,0.9766666666666667,,
2018-08-08,300,293,0.9766666666666667,,
2018-08-09,300,294,0.98,0.41836734693877553,0.41836734693877553
2018-08-10,300,295,0.9833333333333333,0.41694915254237286,0.41694915254237286
2018-08-13,300,295,0.9833333333333333,0.41694915254237286,0.41694915254237286
2018-08-14,300,295,0.9833333333333333,0.43389830508474575,0.43389830508474575
2018-08-15,300,296,0.9866666666666667,0.34121621621621623,0.34121621621621623
2018-08-16,300,294,0.98,0.36394557823129253,0.36394557823129253
2018-08-17,300,294,0.98,0.15306122448979592,0.15306122448979592
2018-08-20,300,294,0.98,0.12585034013605442,0.12585034013605442
2018-08-21,300,294,0.98,0.07482993197278912,0.07482993197278912
2018-08-22,300,294,0.98,0.07482993197278912,0.07482993197278912
2018-08-23,300,294,0.98,0.11904761904761904,0.11904761904761904
2018-08-24,300,294,0.98,0.14965986394557823,0.14965986394557823
2018-08-27,300,293,0.9766666666666667,,
2018-08-28,300,293,0.9766666666666667,,
2018-08-29,300,293,0.9766666666666667,,
2018-08-30,300,294,0.98,0.391156462585034,0.391156462585034
2018-08-31,300,294,0.98,0.4489795918367347,0.4489795918367347
2018-09-03,300,295,0.9833333333333333,0.576271186440678,0.576271186440678
2018-09-04,300,295,0.9833333333333333,0.4271186440677966,0.4271186440677966
2018-09-05,300,296,0.9866666666666667,0.39864864864864863,0.39864864864864863
2018-09-06,300,296,0.9866666666666667,0.22635135135135134,0.22635135135135134
2018-09-07,300,296,0.9866666666666667,0.24324324324324326,0.24324324324324326
2018-09-10,300,296,0.9866666666666667,0.19932432432432431,0.19932432432432431
2018-09-11,300,296,0.9866666666666667,0.19256756756756757,0.19256756756756757
2018-09-12,300,296,0.9866666666666667,0.2972972972972973,0.2972972972972973
2018-09-13,300,298,0.9933333333333333,0.39932885906040266,0.39932885906040266
2018-09-14,300,298,0.9933333333333333,0.45302013422818793,0.45302013422818793
2018-09-17,300,299,0.9966666666666667,0.3411371237458194,0.3411371237458194
2018-09-18,300,299,0.9966666666666667,0.35451505016722407,0.35451505016722407
2018-09-19,300,298,0.9933333333333333,0.4697986577181208,0.4697986577181208
2018-09-20,300,298,0.9933333333333333,0.46308724832214765,0.46308724832214765
2018-09-21,300,298,0.9933333333333333,0.6140939597315436,0.6140939597315436
2018-09-25,300,299,0.9966666666666667,0.43812709030100333,0.43812709030100333
2018-09-26,300,299,0.9966666666666667,0.451505016722408,0.451505016722408
2018-09-27,300,299,0.9966666666666667,0.44481605351170567,0.44481605351170567
2018-09-28,300,298,0.9933333333333333,0.6040268456375839,0.6040268456375839
2018-10-08,300,298,0.9933333333333333,0.3859060402684564,0.3859060402684564
2018-10-09,300,298,0.9933333333333333,0.3825503355704698,0.3825503355704698
2018-10-10,300,298,0.9933333333333333,0.3221476510067114,0.3221476510067114
2018-10-11,300,298,0.9933333333333333,0.15100671140939598,0.15100671140939598
2018-10-12,300,298,0.9933333333333333,0.23154362416107382,0.23154362416107382
2018-10-15,300,298,0.9933333333333333,0.18120805369127516,0.18120805369127516
2018-10-16,300,298,0.9933333333333333,0.17114093959731544,0.17114093959731544
2018-10-17,300,298,0.9933333333333333,0.2080536912751678,0.2080536912751678
2018-10-18,300,298,0.9933333333333333,0.15771812080536912,0.15771812080536912
2018-10-19,300,298,0.9933333333333333,0.20469798657718122,0.20469798657718122
2018-10-22,300,298,0.9933333333333333,0.3691275167785235,0.3691275167785235
2018-10-23,300,298,0.9933333333333333,0.3422818791946309,0.3422818791946309
2018-10-24,300,298,0.9933333333333333,0.2516778523489933,0.2516778523489933
2018-10-25,300,299,0.9966666666666667,0.2608695652173913,0.2608695652173913
2018-10-26,300,299,0.9966666666666667,0.23411371237458195,0.23411371237458195
2018-10-29,300,299,0.9966666666666667,0.11036789297658862,0.11036789297658862
2018-10-30,300,299,0.9966666666666667,0.18729096989966554,0.18729096989966554
2018-10-31,300,297,0.99,0.19528619528619529,0.19528619528619529
2018-11-01,300,297,0.99,0.21885521885521886,0.21885521885521886
2018-11-02,300,298,0.9933333333333333,0.27181208053691275,0.27181208053691275
2018-11-05,300,297,0.99,0.4444444444444444,0.4444444444444444
2018-11-06,300,296,0.9866666666666667,0.44594594594594594,0.44594594594594594
2018-11-07,300,296,0.9866666666666667,0.3952702702702703,0.3952702702702703
2018-11-08,300,296,0.9866666666666667,0.6790540540540541,0.6790540540540541
2018-11-09,300,296,0.9866666666666667,0.6047297297297297,0.6047297297297297
2018-11-12,300,296,0.9866666666666667,0.7432432432432432,0.7432432432432432
2018-11-13,300,296,0.9866666666666667,0.8074324324324325,0.8074324324324325
2018-11-14,300,296,0.9866666666666667,0.7668918918918919,0.7668918918918919
2018-11-15,300,296,0.9866666666666667,0.8716216216216216,0.8716216216216216
2018-11-16,300,296,0.9866666666666667,0.8006756756756757,0.8006756756756757
2018-11-19,300,296,0.9866666666666667,0.7128378378378378,0.7128378378378378
2018-11-20,300,296,0.9866666666666667,0.706081081081081,0.706081081081081
2018-11-21,300,296,0.9866666666666667,0.7263513513513513,0.7263513513513513
2018-11-22,300,296,0.9866666666666667,0.7027027027027027,0.7027027027027027
2018-11-23,300,295,0.9833333333333333,0.5796610169491525,0.5796610169491525
2018-11-26,300,295,0.9833333333333333,0.6915254237288135,0.6915254237288135
2018-11-27,300,295,0.9833333333333333,0.6135593220338983,0.6135593220338983
2018-11-28,300,295,0.9833333333333333,0.6135593220338983,0.6135593220338983
2018-11-29,300,296,0.9866666666666667,0.4358108108108108,0.4358108108108108
2018-11-30,300,296,0.9866666666666667,0.3108108108108108,0.3108108108108108
2018-12-03,300,297,0.99,0.5117845117845118,0.5117845117845118
2018-12-04,300,298,0.9933333333333333,0.5671140939597316,0.5671140939597316
2018-12-05,300,299,0.9966666666666667,0.5618729096989966,0.5618729096989966
2018-12-06,300,299,0.9966666666666667,0.451505016722408,0.451505016722408
2018-12-07,300,297,0.99,0.5286195286195287,0.5286195286195287
2018-12-10,300,297,0.99,0.3367003367003367,0.3367003367003367
2018-12-11,300,297,0.99,0.2996632996632997,0.2996632996632997
2018-12-12,300,297,0.99,0.37037037037037035,0.37037037037037035
2018-12-13,300,297,0.99,0.36363636363636365,0.36363636363636365
2018-12-14,300,297,0.99,0.21885521885521886,0.21885521885521886
2018-12-17,300,297,0.99,0.1919191919191919,0.1919191919191919
2018-12-18,300,297,0.99,0.25925925925925924,0.25925925925925924
2018-12-19,300,297,0.99,0.2053872053872054,0.2053872053872054
2018-12-20,300,297,0.99,0.18855218855218855,0.18855218855218855
2018-12-21,300,298,0.9933333333333333,0.26174496644295303,0.26174496644295303
2018-12-24,300,298,0.9933333333333333,0.3221476510067114,0.3221476510067114
2018-12-25,300,298,0.9933333333333333,0.2651006711409396,0.2651006711409396
2018-12-26,300,298,0.9933333333333333,0.20134228187919462,0.20134228187919462
2018-12-27,300,297,0.99,0.23905723905723905,0.23905723905723905
2018-12-28,300,297,0.99,0.20875420875420875,0.20875420875420875
