period,cost,model,cycle_id,entry_date,exit_date,entry_origin_breadth_group,entry_origin_breadth,holding_intervals,net_profit_cny,cycle_profit_recomputation_error
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,24,2019-04-01,2019-04-26,多数上涨,0.6588628762541806,18,910.1868799999938,-2.7284841053187847e-12
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,25,2019-06-12,2019-06-14,多数上涨,0.5637583892617449,2,-2680.888319999969,-8.640199666842818e-12
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,26,2019-06-19,2019-07-11,多数上涨,0.5723905723905723,16,3698.53880000001,-4.092726157978177e-12
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,27,2019-07-29,2019-07-30,多数上涨,0.5068027210884354,1,-732.2223999999987,-8.86757334228605e-12
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,28,2019-09-03,2019-09-26,多数上涨,0.6454849498327759,16,1830.165480000025,-1.1823431123048067e-11
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,29,2019-11-05,2019-11-08,多数上涨,0.5484949832775919,3,1776.1535999999614,2.5011104298755527e-12
earlier_diagnostic,STRESS,BREADTH_MAJORITY_TREND,30,2019-12-10,2019-12-31,多数上涨,0.5551839464882943,15,11387.15095999997,3.637978807091713e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,1,2015-01-05,2015-01-20,广度缺失,,11,-14945.01424000002,-1.0913936421275139e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,2,2015-01-23,2015-01-29,广度缺失,,4,-6339.031039999973,-4.547473508864641e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,3,2015-02-16,2015-05-07,广度缺失,,51,53809.18176000001,7.275957614183426e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,4,2015-05-12,2015-05-18,广度缺失,,4,-5689.060480000015,1.0913936421275139e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,5,2015-05-21,2015-06-17,广度缺失,,19,13217.07851999998,7.275957614183426e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,6,2015-07-21,2015-07-28,广度缺失,,5,-24260.96816000002,3.637978807091713e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,7,2015-08-11,2015-08-19,广度缺失,,6,-18277.74755999996,-1.4551915228366852e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,8,2015-09-22,2015-09-24,广度缺失,,2,-1691.1287999999768,-5.9117155615240335e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,9,2015-10-09,2015-11-04,广度缺失,,18,9726.514199999976,1.2732925824820995e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,10,2015-12-04,2015-12-07,广度缺失,,1,-3342.123399999982,8.185452315956354e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,11,2015-12-15,2015-12-16,广度缺失,,1,-1605.4494000000122,5.6843418860808015e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,12,2015-12-21,2015-12-29,广度缺失,,6,-2621.69776000001,-5.002220859751105e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,13,2016-02-18,2016-02-26,未过半,0.33557046979865773,6,-10169.331360000013,1.2732925824820995e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,14,2016-03-03,2016-03-11,多数上涨,0.7254237288135593,6,-4753.072240000009,6.366462912410498e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,15,2016-03-16,2016-04-21,多数上涨,0.5170068027210885,25,5712.383040000015,0.0
earlier_diagnostic,STRESS,PRICE20_ONLY,16,2016-05-04,2016-05-09,广度缺失,,3,-5187.69392000002,1.0913936421275139e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,17,2016-06-01,2016-06-14,广度缺失,,7,-6675.553199999995,-1.000444171950221e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,18,2016-06-20,2016-06-22,广度缺失,,2,-1216.424559999985,-1.0231815394945443e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,19,2016-06-28,2016-07-28,广度缺失,,22,6645.359160000022,-3.637978807091713e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,20,2016-08-09,2016-09-02,多数上涨,0.5102040816326531,18,3115.9780400000163,-1.2278178473934531e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,21,2016-09-07,2016-09-12,广度缺失,,3,-4219.044839999988,1.8189894035458565e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,22,2016-10-11,2016-12-06,广度缺失,,40,8029.456319999997,9.094947017729282e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,23,2016-12-12,2016-12-13,多数上涨,0.5152542372881356,1,-6042.928679999983,-1.0913936421275139e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,24,2017-01-05,2017-01-12,未过半,0.23389830508474577,5,-2650.310519999999,7.275957614183426e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,25,2017-01-19,2017-03-06,未过半,0.45302013422818793,27,4201.564400000003,1.0913936421275139e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,26,2017-03-14,2017-03-20,未过半,0.4576271186440678,4,-1426.2227200000198,2.0463630789890885e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,27,2017-03-24,2017-03-31,未过半,0.32653061224489793,5,-2103.028920000012,-3.637978807091713e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,28,2017-05-17,2017-05-19,未过半,0.2533783783783784,2,-2405.3979999999865,-5.4569682106375694e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,29,2017-08-08,2017-08-11,广度缺失,,3,-2214.302880000003,1.0913936421275139e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,30,2017-08-18,2017-09-25,多数上涨,0.5102040816326531,26,5169.692160000006,9.094947017729282e-13
earlier_diagnostic,STRESS,PRICE20_ONLY,31,2017-10-09,2017-11-28,未过半,0.3288135593220339,36,4422.809440000012,-1.000444171950221e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,32,2017-12-12,2017-12-13,未过半,0.24149659863945577,1,-3342.366000000009,-1.4551915228366852e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,33,2017-12-22,2017-12-28,未过半,0.3108108108108108,4,-4441.500280000037,-5.4569682106375694e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,34,2018-01-03,2018-02-02,广度缺失,,22,4586.448800000013,-1.3642420526593924e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,35,2018-03-07,2018-03-08,未过半,0.2483221476510067,1,-1847.767040000006,5.002220859751105e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,36,2018-05-08,2018-05-25,未过半,0.4,13,-1274.6013600000006,-3.637978807091713e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,37,2018-06-13,2018-06-14,广度缺失,,1,-2248.4030400000047,1.4097167877480388e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,38,2018-07-16,2018-07-18,广度缺失,,2,-1994.6413199999952,4.774847184307873e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,39,2018-07-23,2018-08-02,广度缺失,,8,-2806.196640000009,-9.094947017729282e-13
earlier_diagnostic,STRESS,PRICE20_ONLY,40,2018-08-28,2018-09-03,广度缺失,,4,-4897.702400000009,-1.8189894035458565e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,41,2018-09-20,2018-10-09,未过半,0.4697986577181208,7,-2117.48351999998,-7.275957614183426e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,42,2018-10-23,2018-10-24,未过半,0.3691275167785235,1,-6144.475919999997,-8.185452315956354e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,43,2018-11-05,2018-11-12,未过半,0.27181208053691275,5,-6191.57759999999,-4.547473508864641e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,44,2018-12-04,2018-12-07,多数上涨,0.5117845117845118,3,-3716.7295199999935,1.0459189070388675e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,45,2018-12-14,2018-12-17,未过半,0.36363636363636365,1,-2848.190799999982,-6.821210263296962e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,46,2019-01-10,2019-03-26,未过半,0.37583892617449666,48,31227.262560000032,0.0
earlier_diagnostic,STRESS,PRICE20_ONLY,47,2019-04-01,2019-04-26,多数上涨,0.6588628762541806,18,632.6908799999801,-1.1141310096718371e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,48,2019-06-12,2019-07-11,多数上涨,0.5637583892617449,21,5028.350399999996,1.000444171950221e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,49,2019-07-16,2019-07-17,广度缺失,,1,-1520.6867999999668,-8.86757334228605e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,50,2019-07-25,2019-08-02,广度缺失,,6,-4327.026799999992,5.4569682106375694e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,51,2019-08-20,2019-09-26,未过半,0.436241610738255,26,3996.4800000000105,9.094947017729282e-13
earlier_diagnostic,STRESS,PRICE20_ONLY,52,2019-10-14,2019-10-21,未过半,0.34782608695652173,5,-4175.300999999978,-7.275957614183426e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,53,2019-10-28,2019-10-31,未过半,0.2842809364548495,3,-1125.116880000016,4.547473508864641e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,54,2019-11-05,2019-11-12,多数上涨,0.5484949832775919,5,-3889.154880000016,6.821210263296962e-12
earlier_diagnostic,STRESS,PRICE20_ONLY,55,2019-11-20,2019-11-21,未过半,0.4066666666666667,1,-2674.1011999999755,-1.000444171950221e-11
earlier_diagnostic,STRESS,PRICE20_ONLY,56,2019-12-09,2019-12-31,未过半,0.3210702341137124,16,6539.257920000004,4.547473508864641e-12
