date,panic_reference_return,learned_reference_return,panic_state,learned_state,virtual_loss,target,learning_status,birth_scheduled,birth_added,active_groups,updated_records,zero_weight_fallback,record_start,record_stop,panic_loss,panic_regret,panic_budget,learned_loss,learned_regret,learned_budget,cash_loss,cash_regret,cash_budget
2013-05-31,,,0.0,0.0,,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,1,0,False,0,3,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333
2013-06-03,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,2,3,False,3,9,0.5,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333
2013-07-01,0.004037774037112474,0.0,1.0,0.0,0.49932088630537913,0.3359490016261991,ADAPTIVE_REGRET_AVAILABLE,True,True,3,6,False,105,114,0.49798111298144376,0.001339773323935367,0.3359490016261991,0.5,-0.0006791136946208698,0.33202549918690044,0.5,-0.0006791136946208698,0.33202549918690044
2013-08-01,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,4,9,False,312,324,0.5,0.0,0.3302026142422316,0.5,0.0,0.3348986928788842,0.5,0.0,0.3348986928788842
2013-09-02,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,5,12,False,576,591,0.5,0.0,0.33083492647053525,0.5,0.0,0.3345825367647324,0.5,0.0,0.3345825367647324
2013-10-08,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,6,15,False,861,879,0.5,0.0,0.3312547404653001,0.5,0.0,0.33437262976734994,0.5,0.0,0.33437262976734994
2013-11-01,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,7,18,False,1185,1206,0.5,0.0,0.33155376593938557,0.5,0.0,0.33422311703030716,0.5,0.0,0.33422311703030716
2013-12-02,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,8,21,False,1626,1650,0.5,0.0,0.33177757645355255,0.5,0.0,0.3341112117732237,0.5,0.0,0.3341112117732237
2014-01-02,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,9,24,False,2154,2181,0.5,0.0,0.33195138028046517,0.5,0.0,0.3340243098597675,0.5,0.0,0.3340243098597675
2014-02-07,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,10,27,False,2721,2751,0.5,0.0,0.3320902529596792,0.5,0.0,0.3339548735201603,0.5,0.0,0.3339548735201603
2014-03-03,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,11,30,False,3201,3234,0.5,0.0,0.33220376359954157,0.5,0.0,0.3338981182002291,0.5,0.0,0.3338981182002291
2014-04-01,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,12,33,False,3894,3930,0.5,0.0,0.3322982785874595,0.5,0.0,0.3338508607062703,0.5,0.0,0.3338508607062703
2014-05-05,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,13,36,False,4650,4689,0.5,0.0,0.3323781980448839,0.5,0.0,0.33381090097755806,0.5,0.0,0.33381090097755806
2014-06-03,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,14,39,False,5430,5472,0.5,0.0,0.33244666052033306,0.5,0.0,0.33377666973983344,0.5,0.0,0.33377666973983344
2014-07-01,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,15,42,False,6270,6315,0.5,0.0,0.3325059648856145,0.5,0.0,0.3337470175571928,0.5,0.0,0.3337470175571928
2014-08-01,0.0,-0.012034952402521615,0.0,1.0,0.502025621370884,0.33299154741287323,ADAPTIVE_REGRET_AVAILABLE,True,True,16,45,False,7305,7353,0.5,0.002025621370884023,0.33292406596196633,0.5060174762012608,-0.003991854830376784,0.33299154741287323,0.5,0.002025621370884023,0.33408438662516027
2014-09-01,0.0,0.004593576848575642,0.0,1.0,0.49924396944915195,0.3303597371828953,ADAPTIVE_REGRET_AVAILABLE,True,True,17,48,False,8313,8364,0.5,-0.0007560305508480525,0.33428245995637207,0.4977032115757122,0.0015407578734397687,0.3303597371828953,0.5,-0.0007560305508480525,0.3353578028607324
2014-10-08,0.0,0.010788572380837635,0.0,1.0,0.49819512019398327,0.3367484561122786,ADAPTIVE_REGRET_AVAILABLE,True,True,18,51,False,9384,9438,0.5,-0.0018048798060167348,0.3311352793266196,0.4946057138095812,0.003589406384402083,0.3367484561122786,0.5,-0.0018048798060167348,0.3321162645611017
2014-11-03,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,19,54,False,10356,10413,0.5,-1.1102230246251565e-16,0.3344586398711266,0.5,-1.1102230246251565e-16,0.33015975072969395,0.5,-1.1102230246251565e-16,0.33538160939917927
2014-12-01,0.0,0.0010518534188281858,0.0,1.0,0.49981757598339793,0.34631968190921425,ADAPTIVE_REGRET_AVAILABLE,True,True,20,57,False,11496,11556,0.5,-0.00018242401660206742,0.32642220592404425,0.4994740732905859,0.0003435026928120255,0.34631968190921425,0.5,-0.00018242401660206742,0.3272581121667415
2015-01-05,0.0,0.031878228057484304,0.0,1.0,0.49370326674638587,0.3987188195999812,ADAPTIVE_REGRET_AVAILABLE,True,True,21,60,False,12876,12939,0.5,-0.0062967332536141285,0.30029959976771536,0.48406088597125785,0.009642380775128023,0.3987188195999812,0.5,-0.0062967332536141285,0.30098158063230335
2015-02-02,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,22,63,False,14136,14202,0.5,0.0,0.3152690774886546,0.5,0.0,0.3688062241575777,0.5,0.0,0.3159246983537677
2015-03-02,0.0,0.007861833777358163,0.0,1.0,0.4985114569627601,0.3778828197809494,ADAPTIVE_REGRET_AVAILABLE,True,True,23,66,False,15126,15195,0.5,-0.0014885430372398867,0.31075694292838896,0.4960690831113209,0.0024423738514391946,0.3778828197809494,0.5,-0.0014885430372398867,0.3113602372906614
2015-04-01,0.0,0.016362919442769908,0.0,1.0,0.4966939720076765,0.40391675187505544,ADAPTIVE_REGRET_AVAILABLE,True,True,24,69,False,16644,16716,0.5,-0.0033060279923234903,0.2977759477613766,0.49181854027861505,0.0048754317290614635,0.40391675187505544,0.5,-0.0033060279923234903,0.29830730036356806
2015-05-04,0.0,0.00548348516241548,0.0,1.0,0.4987916424546426,0.4359472592656996,ADAPTIVE_REGRET_AVAILABLE,True,True,25,72,False,18156,18231,0.5,-0.0012083575453574191,0.28179527598641024,0.49725825741879226,0.001533385035850321,0.4359472592656996,0.5,-0.0012083575453574191,0.28225746474788993
2015-06-01,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,26,75,False,19656,19734,0.5,0.0,0.28779359232068535,0.5,0.0,0.4239764360109,0.5,0.0,0.2882299716684146
2015-07-01,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,27,78,False,21294,21375,0.5,0.0,0.283205081044355,0.5,0.0,0.40179752387607054,0.5,0.0,0.31499739507957464
2015-08-03,0.0,0.0,0.0,0.0,0.5,0.0,ADAPTIVE_REGRET_AVAILABLE,True,True,28,81,False,23157,23241,0.5,0.0,0.2956946068240258,0.5,0.0,0.393241772541113,0.5,0.0,0.31106362063486126
2015-09-01,-0.003827198329051651,0.0,1.0,0.0,0.5005794586843557,0.3033583804041855,ADAPTIVE_REGRET_AVAILABLE,True,True,29,84,False,24921,25008,0.5019135991645258,-0.0013341404801701096,0.3033583804041855,0.5,0.0005794586843557159,0.3873245942487994,0.5,0.0005794586843557159,0.3093170253470149
