origin,active_groups,birth_added,snapshot_records,panic_budget,learned_budget,cash_budget,target
2013-08-02,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-05,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-06,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-07,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-08,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-09,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-12,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-13,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-14,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-15,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-16,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-19,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-20,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-21,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-22,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-23,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-26,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-27,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-28,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-29,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-08-30,4,False,12,0.33020261424223174,0.33489869287888413,0.33489869287888413,0.0
2013-09-02,5,True,15,0.33083492647053536,0.33458253676473215,0.33458253676473215,0.0
2013-09-03,5,False,15,0.33083492647053536,0.33458253676473243,0.33458253676473243,0.0
2013-09-04,5,False,15,0.33083492647053536,0.33458253676473226,0.33458253676473226,0.0
2013-09-05,5,False,15,0.3308349264705354,0.33458253676473243,0.33458253676473243,0.0
2013-09-06,5,False,15,0.3308349264705354,0.3345825367647324,0.3345825367647324,0.0
2013-09-09,5,False,15,0.3308349264705354,0.33458253676473243,0.33458253676473243,0.0
2013-09-10,5,False,15,0.33083492647053525,0.33458253676473226,0.33458253676473226,0.0
2013-09-11,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-12,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-13,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-16,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-17,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-18,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-23,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-24,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-25,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-26,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-27,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-09-30,5,False,15,0.33083492647053536,0.3345825367647324,0.3345825367647324,0.0
2013-10-08,6,True,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-09,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-10,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-11,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-14,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-15,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-16,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-17,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-18,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-21,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-22,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-23,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-24,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-25,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-28,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-29,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-30,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-10-31,6,False,18,0.3312547404653001,0.3343726297673499,0.3343726297673499,0.0
2013-11-01,7,True,21,0.33155376593938557,0.33422311703030716,0.33422311703030716,0.0
2013-11-04,7,False,21,0.33155376593938557,0.33422311703030716,0.33422311703030716,0.0
2013-11-05,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-06,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-07,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-08,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-11,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-12,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-13,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-14,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-15,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-18,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-19,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-20,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-21,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-22,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-25,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-26,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-27,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-28,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-11-29,7,False,21,0.3315537659393857,0.33422311703030716,0.33422311703030716,0.0
2013-12-02,8,True,24,0.33177757645355255,0.33411121177322367,0.33411121177322367,0.0
2013-12-03,8,False,24,0.3317775764535525,0.33411121177322367,0.33411121177322367,0.0
2013-12-04,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-05,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-06,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-09,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-10,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-11,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-12,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-13,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-16,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-17,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-18,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-19,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-20,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-23,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-24,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-25,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-26,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-27,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-30,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2013-12-31,8,False,24,0.33177757645355255,0.3341112117732237,0.3341112117732237,0.0
2014-01-02,9,True,27,0.3319513802804652,0.3340243098597675,0.3340243098597675,0.0
2014-01-03,9,False,27,0.3319513802804652,0.3340243098597675,0.3340243098597675,0.0
2014-01-06,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-07,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-08,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-09,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-10,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-13,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-14,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-15,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-16,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-17,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-20,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-21,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-22,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-23,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-24,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-27,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-28,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-29,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-01-30,9,False,27,0.33195138028046517,0.33402430985976744,0.33402430985976744,0.0
2014-02-07,10,True,30,0.3320902529596794,0.3339548735201605,0.3339548735201605,0.0
2014-02-10,10,False,30,0.3320902529596795,0.3339548735201605,0.3339548735201605,0.0
2014-02-11,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-12,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-13,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-14,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-17,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-18,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-19,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-20,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-21,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-24,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-25,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-26,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-27,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-02-28,10,False,30,0.3320902529596793,0.33395487352016034,0.33395487352016034,0.0
2014-03-03,11,True,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-04,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-05,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-06,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-07,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-10,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-11,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-12,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-13,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-14,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-17,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-18,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-19,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-20,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-21,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-24,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-25,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-26,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-27,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-28,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-03-31,11,False,33,0.33220376359954173,0.3338981182002292,0.3338981182002292,0.0
2014-04-01,12,True,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-02,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-03,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-04,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-08,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-09,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-10,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-11,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-14,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-15,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-16,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-17,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-18,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-21,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-22,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-23,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-24,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-25,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-28,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-29,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-04-30,12,False,36,0.33229827858745953,0.3338508607062703,0.3338508607062703,0.0
2014-05-05,13,True,39,0.33237819804488394,0.3338109009775581,0.3338109009775581,0.0
2014-05-06,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-07,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-08,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-09,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-12,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-13,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-14,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-15,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-16,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-19,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-20,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-21,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-22,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-23,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-26,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-27,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-28,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-29,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-05-30,13,False,39,0.3323781980448839,0.3338109009775581,0.3338109009775581,0.0
2014-06-03,14,True,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-04,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-05,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-06,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-09,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-10,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-11,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-12,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-13,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-16,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-17,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-18,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-19,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-20,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-23,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-24,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-25,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-26,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-27,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-06-30,14,False,42,0.33244666052033306,0.3337766697398335,0.3337766697398335,0.0
2014-07-01,15,True,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-02,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-03,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-04,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-07,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-08,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-09,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-10,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-11,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-14,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-15,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-16,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-17,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-18,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-21,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-22,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-23,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-24,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-25,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-28,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.0
2014-07-29,15,False,45,0.3325059648856144,0.33374701755719277,0.33374701755719277,0.33374701755719277
2014-07-30,15,False,45,0.3325362461188873,0.3336863759336271,0.3337773779474857,0.333686375933627
2014-07-31,15,False,45,0.33107160833732596,0.33662307969904975,0.3323053119636246,0.3366230796990496
2014-08-01,16,True,48,0.3329240659619664,0.3329915474128733,0.33408438662516027,0.33299154741287323
2014-08-04,16,False,48,0.3305920084622216,0.33766665377172767,0.3317413377660507,0.3376666537717277
2014-08-05,16,False,48,0.33102799468531874,0.3367936228624049,0.3321783824522763,0.33679362286240483
2014-08-06,16,False,48,0.3319635157814627,0.33492031101045355,0.333116173208084,0.3349203110104535
2014-08-07,16,False,48,0.3335907846417415,0.3316618288466688,0.33474738651158986,0.3316618288466687
2014-08-08,16,False,48,0.33354527468825973,0.3317530621849843,0.3347016631267557,0.3317530621849843
2014-08-11,16,False,48,0.33204176751180053,0.33476710618798244,0.3331911263002172,0.3347671061879823
2014-08-12,16,False,48,0.3326646312845595,0.3335198713755686,0.3338154973398718,0.33351987137556854
2014-08-13,16,False,48,0.3323478387335931,0.3341549336523425,0.3334972276140642,0.33415493365234233
2014-08-14,16,False,48,0.3341507853572436,0.3305446879998165,0.33530452664293997,0.3305446879998163
2014-08-15,16,False,48,0.33278667808092327,0.33327923489750866,0.33393408702156796,0.3332792348975083
2014-08-18,16,False,48,0.3324257125719345,0.3340028380230107,0.33357144940505495,0.33400283802301023
2014-08-19,16,False,48,0.3323356559391864,0.3341833682294876,0.333480975831326,0.3341833682294873
2014-08-20,16,False,48,0.33289186244392527,0.3330696149933617,0.33403852256271294,0.3330696149933614
2014-08-21,16,False,48,0.3334496222162628,0.33195275131951685,0.33459762646422025,0.3319527513195166
2014-08-22,16,False,48,0.3329075236075792,0.3330394532078705,0.3340530231845504,0.33303945320787015
2014-08-25,16,False,48,0.33420435924344777,0.3304426637667176,0.3353529769898344,0.33044266376671727
2014-08-26,16,False,48,0.3351372884399682,0.32857456029673215,0.33628815126329975,0.32857456029673177
2014-08-27,16,False,48,0.33519986629746756,0.3284492537562919,0.33635087994624047,0.32844925375629164
2014-08-28,16,False,48,0.33588770375251426,0.3270719225837656,0.3370403736637199,0.32707192258376544
2014-08-29,16,False,48,0.3348417865570024,0.3291685654862221,0.33598964795677533,0.32916856548622186
2014-09-01,17,True,51,0.33428245995637207,0.3303597371828959,0.3353578028607323,0.3303597371828953
2014-09-02,17,False,51,0.3326568292331565,0.3336179683352264,0.333725202431617,0.333617968335226
2014-09-03,17,False,51,0.33162719263802665,0.3356816400526419,0.3326911673093317,0.33568164005264156
2014-09-04,17,False,51,0.3306028371658065,0.33773471380002296,0.33166244903417047,0.33773471380002257
2014-09-05,17,False,51,0.3295393404872156,0.3398662227189603,0.33059443679382416,0.33986622271896
