cost,model,year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
BASE,S1_POOLED_EPS,2020,0.05234385360000082,0.05212292824582302,0.054147286915274186,0.08182318642313413,0.661759695292983,-0.09582616593026241,243,0.1637047080016094,5,117.62928000000001,331.0000000000092,False,2.9046987037872896e-11
BASE,S1_POOLED_EPS,2021,-0.049950877862000406,-0.04975051918272245,-0.04818443787572439,0.07541855731225598,-0.638893656851934,-0.10902913989240659,243,0.34016770864464874,7,90.39986,264.30000000001,False,3.4788172342814505e-11
BASE,S1_POOLED_EPS,2022,-0.08406526350417617,-0.08406526350417617,-0.08610860879653304,0.05812903028467635,-1.4813357177099256,-0.10327902215116083,242,0.28633903373013436,2,18.22616,59.40000000000225,False,3.558398020686582e-11
BASE,S1_POOLED_EPS,2023,-0.021089691996457372,-0.021089691996457372,-0.020907452400462656,0.028591893211907332,-0.7312370763806425,-0.046156737920458116,242,0.21772645182183156,0,0.0,0.0,False,2.751221472863108e-11
BASE,S1_POOLED_EPS,2024,0.19557651242181368,0.19557651242181368,0.19398875172708108,0.17726408928079862,1.0943488470458866,-0.10323349900052482,242,0.4811593034034664,4,60.89092000000001,171.69999999997538,False,3.888089850079268e-11
BASE,S1_POOLED_EPS,2025,0.19551967690293517,0.19464141093800785,0.18706316333519088,0.1349257302563274,1.3864157931909247,-0.10075263639156656,243,0.8512105115080341,5,122.63553999999999,362.6999999999897,False,2.751221472863108e-11
BASE,S1_POOLED_EPS,2026,0.015801560746625243,0.025790590474348105,0.04287728865424961,0.1870457200876567,0.22923426761198112,-0.09855689053434824,149,0.9761399302090074,3,57.04390000000001,170.0999999999941,False,1.064108801074326e-10
BASE,S2_MATCHED_SOOCHOW_EPS,2020,0.05234385360000082,0.05212292824582302,0.054147286915274186,0.08182318642313413,0.661759695292983,-0.09582616593026241,243,0.1637047080016094,5,117.62928000000001,331.0000000000092,False,2.9046987037872896e-11
BASE,S2_MATCHED_SOOCHOW_EPS,2021,-0.06387971523759402,-0.06362538226512926,-0.061064272378258164,0.09657744997959265,-0.6322829230960373,-0.1440922162656201,243,0.44306297272362083,9,131.78514,382.2000000000056,False,4.695266397902742e-11
BASE,S2_MATCHED_SOOCHOW_EPS,2022,-0.120424552207178,-0.120424552207178,-0.12522221419005097,0.07827216464744392,-1.599830728510972,-0.14011351555691434,242,0.3403236912592904,3,35.637280000000004,115.80000000000439,False,4.8203219193965197e-11
BASE,S2_MATCHED_SOOCHOW_EPS,2023,-0.02250464613180008,-0.02250464613180008,-0.022297448426045974,0.03050834760986092,-0.7308638511395151,-0.04919317949127232,242,0.2323323249917609,0,0.0,0.0,False,3.456079866737127e-11
BASE,S2_MATCHED_SOOCHOW_EPS,2024,0.3000164232010919,0.3000164232010919,0.2782835702765407,0.18116895314706158,1.5360444791588965,-0.10329201973048621,242,0.4936806804134974,4,127.65346000000002,354.3999999999637,False,3.3367086871294305e-11
BASE,S2_MATCHED_SOOCHOW_EPS,2025,0.1968292740320988,0.19594465773051487,0.18731888259152232,0.12856180349491142,1.4570337184087228,-0.10064685846872522,243,0.7887303350085278,5,103.33702,301.9999999999911,False,5.3432813729159534e-11
BASE,S2_MATCHED_SOOCHOW_EPS,2026,0.026060292228237653,0.04266923275655185,0.056097879797277365,0.16962692969743526,0.3307132888471161,-0.07804603166484882,149,0.8880348473235592,6,86.31236000000001,256.4999999999976,False,5.354650056688115e-11
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2020,0.1741809816999998,0.1734053562646579,0.1675717355097891,0.12424044591754155,1.3487695916755367,-0.0676679501356091,243,0.15258669931632343,6,146.70366,446.4000000000113,False,2.7057467377744615e-11
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2021,-0.03960766187224991,-0.03944792549310967,-0.037255344930642045,0.07731333746426665,-0.48187474700417693,-0.07523357239904903,243,0.37824861938034543,7,112.21266,334.8000000000027,False,4.310862777856528e-11
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2022,-0.06597661983461711,-0.06597661983461711,-0.06693926737047329,0.05105582763786595,-1.311099446771621,-0.07562023098918234,242,0.1107895286410735,2,41.429280000000006,135.00000000000512,False,3.12070369545836e-11
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2023,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2024,0.1480139515835439,0.1480139515835439,0.156489173963699,0.193237437008996,0.8098284493206861,-0.12432771303711147,242,0.47233175055404525,2,54.04258,150.79999999998338,False,5.070432962384075e-11
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2025,0.16900683790349091,0.16825586228587353,0.16291194462186068,0.12118638952791141,1.3443089216247268,-0.07026737933524392,243,0.8097169508988992,8,109.58006,313.89999999998486,False,5.32054400537163e-11
BASE,S3_POOLED_EPS_INFORMATION_QUALITY,2026,-0.008689527453289473,-0.014074877838275018,0.002261253068898061,0.18163588625559873,0.012449373939883315,-0.09856359670614047,149,0.9266293930798261,5,88.68530000000001,272.9999999999701,False,8.958522812463343e-11
BASE,C0_ORIGINAL_GUOSEN_EPS,2020,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,C0_ORIGINAL_GUOSEN_EPS,2021,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,C0_ORIGINAL_GUOSEN_EPS,2022,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,C0_ORIGINAL_GUOSEN_EPS,2023,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,C0_ORIGINAL_GUOSEN_EPS,2024,0.23580246769999852,0.23580246769999852,0.22612247479572278,0.1728963036022613,1.3078502552368352,-0.1237698051689185,242,0.507437028081957,3,92.00646,267.59999999995983,False,3.842615114990622e-11
BASE,C0_ORIGINAL_GUOSEN_EPS,2025,0.16630618498642738,0.1655680381532345,0.16252182319625796,0.13573726001485426,1.1973265349431141,-0.10060198766385221,243,0.8380088771844697,5,122.08124,321.50000000001893,False,4.7066350816749036e-11
BASE,C0_ORIGINAL_GUOSEN_EPS,2026,0.021924663609037102,0.03585216828745442,0.052819796965093785,0.18801667621418144,0.2809314472984486,-0.09854656028128625,149,0.9909324708838794,2,63.89096,191.40000000000725,False,5.638867150992155e-11
BASE,BUY_HOLD,2020,0.2814884467999998,0.2801811402090982,0.27355207408866355,0.22973862748596008,1.1907099693340903,-0.16055455715202166,243,0.9980743079350705,1,39.91064,145.2000000000055,False,2.7284841053187847e-11
BASE,BUY_HOLD,2021,-0.03909048117061911,-0.03893278801219865,-0.02383188177217863,0.17830056468572633,-0.13366128040135403,-0.16951436057712796,243,0.9850610403433633,0,0.0,0.0,False,8.185452315956354e-11
BASE,BUY_HOLD,2022,-0.1955425417304226,-0.1955425417304226,-0.19953602070306542,0.18977907942455732,-1.0514121014186222,-0.2688464292333853,242,0.9646426639612224,0,0.0,0.0,False,2.8194335754960775e-11
BASE,BUY_HOLD,2023,-0.0916107335204824,-0.0916107335204824,-0.08841361175105267,0.12407304945822596,-0.7125932032549951,-0.18895188368823768,242,0.9467762506277704,0,0.0,0.0,False,2.6147972675971687e-11
BASE,BUY_HOLD,2024,0.15920797025504138,0.15920797025504138,0.16860164826666224,0.205190869607964,0.8216820202029026,-0.11679840124068283,242,0.9267134558125625,0,0.0,0.0,False,2.830802259268239e-11
BASE,BUY_HOLD,2025,0.19000526796167636,0.1891536772596284,0.1826290577328328,0.13628707555074462,1.3400321123247918,-0.09414639544678001,243,0.9266042470655912,0,0.0,0.0,False,2.773958840407431e-11
BASE,BUY_HOLD,2026,0.020090666215121258,0.03283455662211168,0.04677594553211755,0.1705115478268411,0.2743271416409857,-0.08979668519913939,149,0.9004276520099145,1,45.825120000000005,145.2000000000055,False,3.456079866737127e-11
STRESS,S1_POOLED_EPS,2020,0.05012824279999979,0.049916888845597585,0.05205048533109705,0.08185023622348929,0.6359234589009001,-0.0961077809304831,243,0.16373208451238583,5,234.95144000000002,634.9999999999977,False,4.3087311496492475e-11
STRESS,S1_POOLED_EPS,2021,-0.0557115877999891,-0.055488804127817606,-0.05448257515167261,0.0721180666941484,-0.7554636119508357,-0.10976613600654561,243,0.3167674843773203,7,160.56236,447.5000000000201,False,3.4788172342814505e-11
STRESS,S1_POOLED_EPS,2022,-0.0892214373152316,-0.0892214373152316,-0.0913278239335803,0.06503869580738347,-1.4042074921682604,-0.10972164849861836,242,0.2993411410164338,1,15.222480000000003,45.499999999999034,False,3.5072389437118545e-11
STRESS,S1_POOLED_EPS,2023,-0.022629135918647177,-0.022629135918647177,-0.022419667605539817,0.03067695137408072,-0.7308310181200871,-0.049459974274609415,242,0.23361737335936392,0,0.0,0.0,False,2.7284841053187847e-11
STRESS,S1_POOLED_EPS,2024,0.19674488045600477,0.19674488045600477,0.19556010014556102,0.1806014650474591,1.082826764966558,-0.1032439101467055,242,0.5073208465811944,3,118.97408000000001,322.2999999999989,False,5.346123543858994e-11
