period,cost,cycles,losing_cycles,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,25,10,0.314265939600001,0.042092035802620185,0.04236364245126776,0.0477372491617308,0.8874336748592782,-0.061918995584918285,1604,0.0979934062347456,52,1438.6120800000003,4337.9999999998945,False,4.979483492206782e-11
evaluation,STRESS,25,10,0.28673109319999995,0.038768406243745765,0.03916833214518695,0.04772960913328918,0.8206296438717087,-0.0627588467149691,1604,0.09804626734829339,52,2846.78136,7814.100000000026,False,3.4503955248510465e-11
earlier_diagnostic,BASE,16,7,0.24877642260000127,0.04509186416333843,0.046936613544851326,0.07507926757724004,0.6251607808582293,-0.11273392703887683,1219,0.15333327842459227,33,739.31548,2229.5999999999663,False,4.524736141320318e-11
earlier_diagnostic,STRESS,16,7,0.23398862440000123,0.04262323577543801,0.04457159876104072,0.07508205095301203,0.5936385353795754,-0.11402220913156573,1219,0.15341049674962612,33,1470.47512,4220.199999999999,False,5.826450433232822e-11
