date,panic_budget,learned_budget,budget_status,complete_reference_days,panic_state,learned_state,target,panic_reference_return,learned_reference_return
2020-09-28,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1787,0.0,0.0,0.0,0.0,0.0
2020-09-29,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1788,0.0,0.0,0.0,0.0,0.0
2020-09-30,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1789,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1790,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1791,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1792,0.0,0.0,0.0,0.0,0.0
2020-10-14,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1793,0.0,0.0,0.0,0.0,0.0
2020-10-15,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1794,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1795,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1796,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1797,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1798,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1799,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1800,0.0,0.0,0.0,0.0,0.0
2020-10-26,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1801,0.0,0.0,0.0,0.0,0.0
2020-10-27,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1802,0.0,0.0,0.0,0.0,0.0
2020-10-28,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1803,0.0,0.0,0.0,0.0,0.0
2020-10-29,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1804,0.0,0.0,0.0,0.0,0.0
2020-10-30,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1805,0.0,0.0,0.0,0.0,0.0
2020-11-02,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1806,0.0,0.0,0.0,0.0,0.0
2020-11-03,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1807,0.0,0.0,0.0,0.0,0.0
2020-11-04,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1808,0.0,0.0,0.0,0.0,0.0
2020-11-05,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1809,0.0,0.0,0.0,0.0,0.0
2020-11-06,0.42579341216512984,0.5742065878348701,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1810,0.0,0.0,0.0,0.0,0.0
2020-11-09,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1811,0.0,0.0,0.0,0.0,0.0
2020-11-10,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1812,0.0,0.0,0.0,0.0,0.0
2020-11-11,0.4257934121651299,0.5742065878348701,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1813,0.0,0.0,0.0,0.0,0.0
2020-11-12,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1814,0.0,0.0,0.0,0.0,0.0
2020-11-13,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1815,0.0,0.0,0.0,0.0,0.0
2020-11-16,0.4257934121651295,0.5742065878348706,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1816,0.0,0.0,0.0,0.0,0.0
2020-11-17,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1817,0.0,0.0,0.0,0.0,0.0
2020-11-18,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1818,0.0,0.0,0.0,0.0,0.0
2020-11-19,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1819,0.0,0.0,0.0,0.0,0.0
2020-11-20,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1820,0.0,0.0,0.0,0.0,0.0
2020-11-23,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1821,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1822,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1823,0.0,0.0,0.0,0.0,0.0
2020-11-26,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1824,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1825,0.0,0.0,0.0,0.0,0.0
2020-11-30,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1826,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1827,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1828,0.0,0.0,0.0,0.0,0.0
2020-12-03,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1829,0.0,0.0,0.0,0.0,0.0
2020-12-04,0.42579341216512956,0.5742065878348704,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1830,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1831,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1832,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.42579341216512945,0.5742065878348706,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1833,0.0,0.0,0.0,0.0,0.0
2020-12-10,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1834,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1835,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.42579341216512945,0.5742065878348706,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1836,0.0,0.0,0.0,0.0,0.0
2020-12-15,0.42579341216512956,0.5742065878348704,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1837,0.0,0.0,0.0,0.0,0.0
2020-12-16,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1838,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1839,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1840,0.0,0.0,0.0,0.0,0.0
2020-12-21,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1841,0.0,0.0,0.0,0.0,0.0
2020-12-22,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1842,0.0,0.0,0.0,0.0,0.0
2020-12-23,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1843,0.0,0.0,0.0,0.0,0.0
2020-12-24,0.4257934121651296,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1844,0.0,0.0,0.0,0.0,0.0
2020-12-25,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1845,0.0,0.0,0.0,0.0,0.0
2020-12-28,0.4257934121651295,0.5742065878348706,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1846,0.0,0.0,0.0,0.0,0.0
2020-12-29,0.42579341216512967,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1847,0.0,0.0,0.0,0.0,0.0
2020-12-30,0.42579341216512956,0.5742065878348704,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1848,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.4257934121651298,0.5742065878348702,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1849,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.4257934121651297,0.5742065878348703,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1850,0.0,1.0,0.5742065878348703,0.0,0.0
2021-01-05,0.4242012598272084,0.5757987401727915,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1851,0.0,1.0,0.5757987401727915,0.0,0.02021555229806893
2021-01-06,0.42348952551447056,0.5765104744855294,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1852,0.0,1.0,0.5765104744855294,0.0,0.008995527813512982
2021-01-07,0.421818383141992,0.5781816168580081,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1853,0.0,1.0,0.5781816168580081,0.0,0.02128762401832529
2021-01-08,0.4222151609037992,0.5777848390962008,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1854,0.0,1.0,0.5777848390962008,0.0,-0.0049882853803704386
2021-01-11,0.4231160820145878,0.5768839179854122,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1855,0.0,1.0,0.5768839179854122,0.0,-0.011279909513551067
2021-01-12,0.4208524672682157,0.5791475327317843,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1856,0.0,1.0,0.5791475327317843,0.0,0.028974215772909817
2021-01-13,0.4211598791101347,0.5788401208898653,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1857,0.0,1.0,0.5788401208898653,0.0,-0.0038717730801276495
2021-01-14,0.42261735307995063,0.5773826469200494,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1858,0.0,1.0,0.5773826469200494,0.0,-0.018197393781788973
2021-01-15,0.42286062319824713,0.5771393768017529,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1859,0.0,1.0,0.5771393768017529,0.0,-0.003059121378985119
2021-01-18,0.42202016730292796,0.577979832697072,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1860,0.0,1.0,0.577979832697072,0.0,0.010649528869683511
2021-01-19,0.4230910378815571,0.5769089621184429,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1861,0.0,1.0,0.5769089621184429,0.0,-0.013394887458059612
2021-01-20,0.4226610529506129,0.577338947049387,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1862,0.0,0.0,0.0,0.0,0.00543069857951517
2021-01-21,0.4225053784536978,0.5774946215463022,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1863,0.0,0.0,0.0,0.0,0.0019632162745344406
2021-01-22,0.42250537845369784,0.5774946215463022,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1864,0.0,0.0,0.0,0.0,0.0
2021-01-25,0.42250537845369773,0.5774946215463023,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1865,0.0,0.0,0.0,0.0,0.0
2021-01-26,0.4225053784536977,0.5774946215463024,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1866,0.0,0.0,0.0,0.0,0.0
2021-01-27,0.42250537845369757,0.5774946215463024,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1867,0.0,0.0,0.0,0.0,0.0
2021-01-28,0.42250537845369773,0.5774946215463023,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1868,0.0,0.0,0.0,0.0,0.0
2021-01-29,0.42250537845369784,0.5774946215463022,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1869,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.42250537845369784,0.5774946215463022,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1870,0.0,0.0,0.0,0.0,0.0
2021-02-02,0.42250537845369784,0.5774946215463022,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1871,0.0,1.0,0.5774946215463022,0.0,0.0
2021-02-03,0.4226513998377127,0.5773486001622873,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1872,0.0,1.0,0.5773486001622873,0.0,-0.0018377734574550608
2021-02-04,0.42281078697056,0.57718921302944,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1873,0.0,1.0,0.57718921302944,0.0,-0.002005458862230358
2021-02-05,0.42269484715057126,0.5773051528494287,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1874,0.0,1.0,0.5773051528494287,0.0,0.0014614464068156696
2021-02-08,0.4216600179806538,0.5783399820193462,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1875,0.0,1.0,0.5783399820193462,0.0,0.013133823282496682
2021-02-09,0.4197177494976329,0.580282250502367,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1876,0.0,1.0,0.580282250502367,0.0,0.02484682745058553
2021-02-10,0.41813796764199834,0.5818620323580017,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1877,0.0,1.0,0.5818620323580017,0.0,0.020203691895755993
2021-02-18,0.4187251615845774,0.5812748384154226,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1878,0.0,1.0,0.5812748384154226,0.0,-0.007404819239774985
2021-02-19,0.41828791499202245,0.5817120850079776,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1879,0.0,1.0,0.5817120850079776,0.0,0.0055516722849298095
2021-02-22,0.42116814821042703,0.578831851789573,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1880,0.0,1.0,0.578831851789573,0.0,-0.03571410707471179
2021-02-23,0.4213811481326956,0.5786188518673043,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1881,0.0,1.0,0.5786188518673043,0.0,-0.002683829342021049
2021-02-24,0.4235038260305526,0.5764961739694474,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1882,0.0,1.0,0.5764961739694474,0.0,-0.026372306321328143
2021-02-25,0.42276119446687327,0.5772388055331268,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1883,0.0,0.0,0.0,0.0,0.009397406957408538
2021-02-26,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1884,0.0,0.0,0.0,0.0,-0.01699100171785317
2021-03-01,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1885,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1886,0.0,0.0,0.0,0.0,0.0
2021-03-03,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1887,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1888,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1889,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1890,0.0,0.0,0.0,0.0,0.0
2021-03-09,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1891,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1892,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1893,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.4241233954524935,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1894,0.0,0.0,0.0,0.0,0.0
2021-03-15,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1895,0.0,0.0,0.0,0.0,0.0
2021-03-16,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1896,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.42412339545249317,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1897,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1898,0.0,0.0,0.0,0.0,0.0
2021-03-19,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1899,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1900,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1901,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.4241233954524935,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1902,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1903,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1904,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1905,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1906,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1907,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1908,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1909,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1910,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1911,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1912,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1913,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1914,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1915,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1916,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1917,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1918,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1919,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1920,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1921,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1922,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.42412339545249317,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1923,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1924,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1925,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.4241233954524935,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1926,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1927,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1928,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1929,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1930,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1931,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1932,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1933,0.0,0.0,0.0,0.0,0.0
2021-05-13,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1934,0.0,0.0,0.0,0.0,0.0
2021-05-14,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1935,0.0,0.0,0.0,0.0,0.0
2021-05-17,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1936,0.0,0.0,0.0,0.0,0.0
2021-05-18,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1937,0.0,0.0,0.0,0.0,0.0
2021-05-19,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1938,0.0,0.0,0.0,0.0,0.0
2021-05-20,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1939,0.0,0.0,0.0,0.0,0.0
2021-05-21,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1940,0.0,0.0,0.0,0.0,0.0
2021-05-24,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1941,0.0,0.0,0.0,0.0,0.0
2021-05-25,0.42412339545249345,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1942,0.0,0.0,0.0,0.0,0.0
2021-05-26,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1943,0.0,0.0,0.0,0.0,0.0
2021-05-27,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1944,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.4241233954524934,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1945,0.0,0.0,0.0,0.0,0.0
2021-05-31,0.4241233954524931,0.5758766045475069,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1946,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.4241233954524932,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1947,0.0,0.0,0.0,0.0,0.0
2021-06-02,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1948,0.0,0.0,0.0,0.0,0.0
2021-06-03,0.4241233954524935,0.5758766045475066,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1949,0.0,0.0,0.0,0.0,0.0
2021-06-04,0.42412339545249333,0.5758766045475067,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1950,0.0,0.0,0.0,0.0,0.0
2021-06-07,0.4241233954524933,0.5758766045475068,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1951,0.0,1.0,0.5758766045475068,0.0,0.0
2021-06-08,0.42481831491213967,0.5751816850878604,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1952,0.0,1.0,0.5751816850878604,0.0,-0.008696467651592266
2021-06-09,0.4246971754264547,0.5753028245735453,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1953,0.0,1.0,0.5753028245735453,0.0,0.0015237628180393425
2021-06-10,0.4241846417147984,0.5758153582852016,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1954,0.0,1.0,0.5758153582852016,0.0,0.006466139114308378
2021-06-11,0.42492479902744684,0.5750752009725532,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1955,0.0,1.0,0.5750752009725532,0.0,-0.009258977709167726
2021-06-15,0.4258261146444459,0.574173885355554,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1956,0.0,1.0,0.574173885355554,0.0,-0.011252753995161013
2021-06-16,0.4269257254926039,0.5730742745073961,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1957,0.0,1.0,0.5730742745073961,0.0,-0.013695562518839965
2021-06-17,0.42675436226711333,0.5732456377328867,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1958,0.0,1.0,0.5732456377328867,0.0,0.0021513111302684518
2021-06-18,0.4266765992593224,0.5733234007406776,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1959,0.0,1.0,0.5733234007406776,0.0,0.0009757695117653675
2021-06-21,0.42678549818345046,0.5732145018165495,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,1960,0.0,1.0,0.5732145018165495,0.0,-0.0013647456392855695
