date,history_available,reference_year_net_return,positive_history
2016-02-04,True,0.42690456314526043,True
2016-02-05,True,0.42690456314526043,True
2016-02-15,True,0.4205196684929051,True
2016-02-16,True,0.41473429620988167,True
2016-02-17,True,0.40573760185789465,True
2016-02-18,True,0.3940516987406067,True
2016-02-19,True,0.3817728297895775,True
2016-02-22,True,0.4033037824511131,True
2016-02-23,True,0.36279940173867603,True
2016-02-24,True,0.36547792733076434,True
2016-02-25,True,0.3548265065391943,True
2016-02-26,True,0.39285389176374635,True
2016-02-29,True,0.38138033756241746,True
2016-03-01,True,0.39325293198202216,True
2016-03-02,True,0.4020900303534889,True
2016-03-03,True,0.37513064928327805,True
2016-03-04,True,0.384920815267254,True
2016-03-07,True,0.3829516458406763,True
2016-03-08,True,0.3582320097755177,True
2016-03-09,True,0.350687345317598,True
2016-03-10,True,0.3181054653000613,True
2016-03-11,True,0.30152556692962396,True
2016-03-14,True,0.26793133057334434,True
2016-03-15,True,0.27457752630790666,True
2016-03-16,True,0.25679047173181174,True
2016-03-17,True,0.23195718300464108,True
2016-03-18,True,0.23320678771492373,True
2016-03-21,True,0.24075797715868444,True
2016-03-22,True,0.23980902511390326,True
2016-03-23,True,0.23039873385739493,True
2016-03-24,True,0.1923872447078426,True
2016-03-25,True,0.20569015590993844,True
2016-03-28,True,0.18627916548841517,True
2016-03-29,True,0.18801793610534076,True
2016-03-30,True,0.16916735445914238,True
2016-03-31,True,0.14900220047448498,True
2016-04-01,True,0.13984575308086283,True
2016-04-05,True,0.14818836540817346,True
2016-04-06,True,0.12196379864149477,True
2016-04-07,True,0.10363151467806281,True
2016-04-08,True,0.10313083236024434,True
2016-04-11,True,0.11246761538070175,True
2016-04-12,True,0.07722949047233502,True
2016-04-13,True,0.05893363496758169,True
2016-04-14,True,0.08250472603842111,True
2016-04-15,True,0.06008778354023293,True
2016-04-18,True,0.031968804149096766,True
2016-04-19,True,0.03306489188279552,True
2016-04-20,True,0.0368090695904048,True
2016-04-21,True,0.01580222496234442,True
2016-04-22,True,0.02912983135771197,True
2016-04-25,True,0.023498489880890636,True
2016-04-26,True,0.025657081720512384,True
2016-04-27,True,0.02006357822459736,True
2016-04-28,True,0.06031891522254962,True
2016-04-29,True,0.07153301574970818,True
2016-05-03,True,0.10892987739263939,True
2016-05-04,True,0.0879558224174115,True
2016-05-05,True,0.05329947409336505,True
2016-05-06,True,0.017537683946874997,True
2016-05-09,True,0.0060798638456264105,True
2016-05-10,True,0.007459228829387085,True
2016-05-11,True,0.013560520933090466,True
2016-05-12,True,0.017187655391013967,True
2016-05-13,True,0.013560520933090396,True
2016-05-16,True,0.017517394887188634,True
2016-05-17,True,0.015868697406314403,True
2016-05-18,True,0.009273907482817237,True
2016-05-19,True,0.007295470505768058,True
2016-05-20,True,0.013890260429265182,True
2016-05-23,True,0.015538957910139733,True
2016-05-24,True,0.009273907482817409,True
2016-05-25,True,0.00861442849046772,True
2016-05-26,True,0.00861442849046772,True
2016-05-27,True,0.009273907482817385,True
2016-05-30,True,0.019213497982212786,True
2016-05-31,True,0.043000804781437856,True
2016-06-01,True,0.0371204186491964,True
2016-06-02,True,0.013283867851036846,True
2016-06-03,True,0.033516126814066495,True
2016-06-06,True,0.028349491159948326,True
2016-06-07,True,0.02815414950669275,True
2016-06-08,True,0.019308640356041053,True
2016-06-13,True,0.010096723685824795,True
2016-06-14,True,0.04174428330057802,True
2016-06-15,True,0.040122073858645683,True
2016-06-16,True,0.07607852480429073,True
2016-06-17,True,0.15233598009230942,True
2016-06-20,True,0.1504394794713158,True
2016-06-21,True,0.1478573903587323,True
2016-06-22,True,0.1548659179500308,True
2016-06-23,True,0.15117721921776836,True
2016-06-24,True,0.13900451340130246,True
2016-06-27,True,0.15339043845712572,True
2016-06-28,True,0.15929235642874548,True
2016-06-29,True,0.1644565346539129,True
2016-06-30,True,0.16630088402004398,True
2016-07-01,True,0.16519427440036527,True
2016-07-04,True,0.18474437768135596,True
2016-07-05,True,0.18769533666716592,True
2016-07-06,True,0.1935972546387859,True
2016-07-07,True,0.1950727341316907,True
2016-07-08,True,0.190646295652976,True
2016-07-11,True,0.1935972546387858,True
2016-07-12,True,0.22384458424333742,True
2016-07-13,True,0.226426673355921,True
2016-07-14,True,0.22458232398978983,True
2016-07-15,True,0.2260578034826948,True
2016-07-18,True,0.22163136500398,True
2016-07-19,True,0.21536057715913406,True
2016-07-20,True,0.2127784880465504,True
2016-07-21,True,0.21941814576462276,True
2016-07-22,True,0.20872091944106172,True
2016-07-25,True,0.20835204956783554,True
2016-07-26,True,0.22384458424333772,True
2016-07-27,True,0.20134352197653696,True
2016-07-28,True,0.19630896462482145,True
2016-07-29,True,0.19630896462482145,True
2016-08-01,True,0.19630896462482145,True
2016-08-02,True,0.19630896462482145,True
2016-08-03,True,0.19630896462482145,True
2016-08-04,True,0.19630896462482145,True
2016-08-05,True,0.19630896462482145,True
2016-08-08,True,0.19630896462482145,True
2016-08-09,True,0.19630896462482145,True
2016-08-10,True,0.19630896462482145,True
2016-08-11,True,0.19630896462482145,True
2016-08-12,True,0.19630896462482145,True
2016-08-15,True,0.19630896462482145,True
2016-08-16,True,0.19630896462482145,True
2016-08-17,True,0.19630896462482145,True
2016-08-18,True,0.19630896462482145,True
2016-08-19,True,0.19630896462482145,True
2016-08-22,True,0.19630896462482145,True
2016-08-23,True,0.19630896462482145,True
2016-08-24,True,0.19630896462482145,True
2016-08-25,True,0.19630896462482145,True
2016-08-26,True,0.19630896462482145,True
2016-08-29,True,0.19630896462482145,True
2016-08-30,True,0.19630896462482145,True
2016-08-31,True,0.19630896462482145,True
2016-09-01,True,0.19630896462482145,True
2016-09-02,True,0.19630896462482145,True
2016-09-05,True,0.19630896462482145,True
2016-09-06,True,0.19630896462482145,True
2016-09-07,True,0.19630896462482145,True
2016-09-08,True,0.19630896462482145,True
2016-09-09,True,0.19630896462482145,True
2016-09-12,True,0.19630896462482145,True
2016-09-13,True,0.19630896462482145,True
2016-09-14,True,0.19630896462482145,True
2016-09-19,True,0.19630896462482145,True
2016-09-20,True,0.19630896462482145,True
2016-09-21,True,0.19630896462482145,True
2016-09-22,True,0.19630896462482145,True
2016-09-23,True,0.19630896462482145,True
2016-09-26,True,0.20651951594406892,True
2016-09-27,True,0.19837991149966758,True
2016-09-28,True,0.15721581224538445,True
2016-09-29,True,0.14300032495428874,True
2016-09-30,True,0.09773008651685226,True
2016-10-10,True,0.10549333437931387,True
2016-10-11,True,0.11750605446843425,True
2016-10-12,True,0.08977113309512391,True
2016-10-13,True,0.07508104726195149,True
2016-10-14,True,0.07685851960653727,True
2016-10-17,True,0.06309028043212175,True
2016-10-18,True,0.09557587761196804,True
2016-10-19,True,0.08192675969957143,True
2016-10-20,True,0.06337955496539316,True
2016-10-21,True,0.06164626532731851,True
2016-10-24,True,0.06106975709102201,True
2016-10-25,True,0.07983407077145653,True
2016-10-26,True,0.07834424253096527,True
2016-10-27,True,0.07804677006439181,True
2016-10-28,True,0.09619050263844992,True
2016-10-31,True,0.10455595185832194,True
2016-11-01,True,0.04266817519268063,True
2016-11-02,True,0.026509239949710762,True
2016-11-03,True,0.0028024630690744864,True
2016-11-04,True,-0.007385973340372781,False
2016-11-07,True,-0.0046048492841121716,False
2016-11-08,True,-0.003335543545829986,False
2016-11-09,True,0.00693664198238447,True
2016-11-10,True,0.01662874455920082,True
2016-11-11,True,0.010843513060801663,True
2016-11-14,True,0.014517378137058421,True
2016-11-15,True,0.023283777827319097,True
2016-11-16,True,0.008235572478698798,True
2016-11-17,True,0.011105049348842348,True
2016-11-18,True,0.01610007949253728,True
2016-11-21,True,0.015308112021228176,True
2016-11-22,True,0.009277132228637628,True
2016-11-23,True,0.013990906117898818,True
2016-11-24,True,0.0712499153425915,True
2016-11-25,True,0.07095634355578842,True
2016-11-28,True,0.06280116324059698,True
2016-11-29,True,0.01954626397948667,True
2016-11-30,True,0.017422774433413123,True
2016-12-01,True,0.03685870219249849,True
2016-12-02,True,0.0352107244653647,True
2016-12-05,True,0.050233849503947305,True
2016-12-06,True,0.04882452631281558,True
2016-12-07,True,0.050798639840245956,True
2016-12-08,True,0.05590922156609521,True
2016-12-09,True,0.02489397116743473,True
2016-12-12,True,0.03466256206747924,True
2016-12-13,True,0.034388698507182444,True
2016-12-14,True,0.015571963970615195,True
2016-12-15,True,0.01189047085345121,True
2016-12-16,True,-0.013649277916457932,False
2016-12-19,True,-0.014892465774243044,False
2016-12-20,True,-0.013649277916457843,False
2016-12-21,True,-0.0018080970324336136,False
2016-12-22,True,-0.006881470940697465,False
2016-12-23,True,0.02355179193821093,True
2016-12-26,True,0.026173329835203454,True
2016-12-27,True,0.026173329835203454,True
2016-12-28,True,0.026173329835203454,True
2016-12-29,True,0.026173329835203454,True
2016-12-30,True,0.026173329835203454,True
2017-01-03,True,0.026173329835203454,True
2017-01-04,True,0.026173329835203454,True
2017-01-05,True,0.026173329835203454,True
2017-01-06,True,0.026173329835203454,True
2017-01-09,True,0.026173329835203454,True
2017-01-10,True,0.026173329835203454,True
2017-01-11,True,0.026173329835203454,True
2017-01-12,True,0.026173329835203454,True
2017-01-13,True,0.026173329835203454,True
2017-01-16,True,0.026173329835203454,True
2017-01-17,True,0.026173329835203454,True
2017-01-18,True,0.026173329835203454,True
2017-01-19,True,0.026173329835203454,True
2017-01-20,True,0.026173329835203454,True
2017-01-23,True,0.026173329835203454,True
2017-01-24,True,0.026173329835203454,True
2017-01-25,True,0.026173329835203454,True
2017-01-26,True,0.026173329835203454,True
2017-02-03,True,0.026173329835203454,True
2017-02-06,True,0.026173329835203454,True
2017-02-07,True,0.026173329835203454,True
2017-02-08,True,0.026173329835203454,True
2017-02-09,True,0.026173329835203454,True
2017-02-10,True,0.026173329835203454,True
2017-02-13,True,0.026173329835203454,True
2017-02-14,True,0.026173329835203454,True
2017-02-15,True,0.026173329835203454,True
2017-02-16,True,0.026173329835203454,True
2017-02-17,True,0.026173329835203454,True
2017-02-20,True,0.026173329835203454,True
2017-02-21,True,0.026173329835203454,True
2017-02-22,True,0.026173329835203454,True
2017-02-23,True,0.026173329835203454,True
2017-02-24,True,0.026173329835203454,True
2017-02-27,True,0.026173329835203454,True
2017-02-28,True,0.026173329835203454,True
2017-03-01,True,0.026173329835203454,True
2017-03-02,True,0.026173329835203454,True
2017-03-03,True,0.026173329835203454,True
2017-03-06,True,0.026173329835203454,True
2017-03-07,True,0.026173329835203454,True
2017-03-08,True,0.026173329835203454,True
2017-03-09,True,0.026173329835203454,True
2017-03-10,True,0.026173329835203454,True
2017-03-13,True,0.026173329835203454,True
2017-03-14,True,0.026173329835203454,True
2017-03-15,True,0.026173329835203454,True
2017-03-16,True,0.026173329835203454,True
2017-03-17,True,0.026173329835203454,True
2017-03-20,True,0.026173329835203454,True
2017-03-21,True,0.026173329835203454,True
2017-03-22,True,0.026173329835203454,True
2017-03-23,True,0.026173329835203454,True
2017-03-24,True,0.026173329835203454,True
2017-03-27,True,0.026173329835203454,True
2017-03-28,True,0.026173329835203454,True
2017-03-29,True,0.026173329835203454,True
2017-03-30,True,0.026173329835203454,True
2017-03-31,True,0.026173329835203454,True
2017-04-05,True,0.026173329835203454,True
2017-04-06,True,0.026173329835203454,True
2017-04-07,True,0.026173329835203454,True
2017-04-10,True,0.026173329835203454,True
2017-04-11,True,0.026173329835203454,True
2017-04-12,True,0.026173329835203454,True
2017-04-13,True,0.026173329835203454,True
2017-04-14,True,0.026173329835203454,True
2017-04-17,True,0.026173329835203454,True
2017-04-18,True,0.026173329835203454,True
2017-04-19,True,0.026173329835203454,True
2017-04-20,True,0.026173329835203454,True
2017-04-21,True,0.026173329835203454,True
2017-04-24,True,0.026173329835203454,True
2017-04-25,True,0.026173329835203454,True
2017-04-26,True,0.026173329835203454,True
2017-04-27,True,0.026173329835203454,True
2017-04-28,True,0.026173329835203454,True
2017-05-02,True,0.009132864205918703,True
2017-05-03,True,0.012914959004557894,True
2017-05-04,True,0.012914959004557894,True
2017-05-05,True,0.03654774852382385,True
2017-05-08,True,0.05819306942254571,True
2017-05-09,True,0.05922989625239492,True
2017-05-10,True,0.05509473204530371,True
2017-05-11,True,0.05133242679248979,True
2017-05-12,True,0.05509473204530378,True
2017-05-15,True,0.0509917291037185,True
2017-05-16,True,0.052697429279948964,True
2017-05-17,True,0.05957595685074616,True
2017-05-18,True,0.059891319403654254,True
2017-05-19,True,0.05485035901647284,True
2017-05-22,True,0.05406285682695605,True
2017-05-23,True,0.06525972494311862,True
2017-05-24,True,0.06595624126308404,True
2017-05-25,True,0.08861949967753807,True
2017-05-26,True,0.08604665832606777,True
2017-05-31,True,0.08595757822177078,True
2017-06-01,True,0.05169684267435821,True
2017-06-02,True,0.05332043858249864,True
2017-06-05,True,0.04540815283337124,True
2017-06-06,True,0.04132905970766886,True
2017-06-07,True,0.061898939149770016,True
2017-06-08,True,0.06936968800909325,True
2017-06-09,True,0.07729997005081193,True
2017-06-12,True,0.11163153640726084,True
2017-06-13,True,0.1091001508443378,True
2017-06-14,True,0.08359942495353957,True
2017-06-15,True,0.08656025432442763,True
2017-06-16,True,0.08020227311837412,True
2017-06-19,True,0.09203524526577618,True
2017-06-20,True,0.09113491557368465,True
2017-06-21,True,0.09816237188251166,True
2017-06-22,True,0.10289834762743293,True
2017-06-23,True,0.1254490773858759,True
2017-06-26,True,0.1250783381074958,True
2017-06-27,True,0.11995491828112528,True
2017-06-28,True,0.10746765137566447,True
2017-06-29,True,0.11232386612534576,True
2017-06-30,True,0.11157649928044289,True
2017-07-03,True,0.08850311329273004,True
2017-07-04,True,0.07695064952975404,True
2017-07-05,True,0.08541876817694029,True
2017-07-06,True,0.08319933752020194,True
2017-07-07,True,0.08663792093745637,True
2017-07-10,True,0.08512529455468329,True
2017-07-11,True,0.06689302598164568,True
2017-07-12,True,0.05836322317295187,True
2017-07-13,True,0.07082705268814306,True
2017-07-14,True,0.07668097684147261,True
2017-07-17,True,0.06595851745508445,True
2017-07-18,True,0.07203488563159677,True
2017-07-19,True,0.09655739057122259,True
2017-07-20,True,0.0957573711783883,True
2017-07-21,True,0.09994863454353572,True
2017-07-24,True,0.1057923245532227,True
2017-07-25,True,0.08349381029037446,True
2017-07-26,True,0.09766435008443222,True
2017-07-27,True,0.10550466292080736,True
2017-07-28,True,0.10960398047396787,True
2017-07-31,True,0.11370329802712845,True
2017-08-01,True,0.12248754992675835,True
2017-08-02,True,0.12248754992675835,True
2017-08-03,True,0.11136083085389399,True
2017-08-04,True,0.10462623773084445,True
2017-08-07,True,0.11136083085389388,True
2017-08-08,True,0.11165363925054816,True
2017-08-09,True,0.11077521406058521,True
2017-08-10,True,0.10843274688735058,True
2017-08-11,True,0.08735054232823904,True
2017-08-14,True,0.08684111427973998,True
2017-08-15,True,0.08684111427973998,True
2017-08-16,True,0.08684111427973998,True
2017-08-17,True,0.08684111427973998,True
2017-08-18,True,0.08684111427973998,True
2017-08-21,True,0.08684111427973998,True
2017-08-22,True,0.08684111427973998,True
2017-08-23,True,0.08684111427973998,True
2017-08-24,True,0.08684111427973998,True
2017-08-25,True,0.08684111427973998,True
2017-08-28,True,0.08684111427973998,True
2017-08-29,True,0.08684111427973998,True
2017-08-30,True,0.08684111427973998,True
2017-08-31,True,0.08684111427973998,True
2017-09-01,True,0.08684111427973998,True
2017-09-04,True,0.08684111427973998,True
2017-09-05,True,0.08684111427973998,True
2017-09-06,True,0.08684111427973998,True
2017-09-07,True,0.08684111427973998,True
2017-09-08,True,0.08684111427973998,True
2017-09-11,True,0.08684111427973998,True
2017-09-12,True,0.08684111427973998,True
2017-09-13,True,0.08684111427973998,True
2017-09-14,True,0.08684111427973998,True
2017-09-15,True,0.08684111427973998,True
2017-09-18,True,0.08684111427973998,True
2017-09-19,True,0.08684111427973998,True
2017-09-20,True,0.08684111427973998,True
2017-09-21,True,0.08684111427973998,True
2017-09-22,True,0.08684111427973998,True
2017-09-25,True,0.08684111427973998,True
2017-09-26,True,0.08684111427973998,True
2017-09-27,True,0.08684111427973998,True
2017-09-28,True,0.08684111427973998,True
2017-09-29,True,0.08684111427973998,True
2017-10-09,True,0.08684111427973998,True
2017-10-10,True,0.08684111427973998,True
2017-10-11,True,0.08684111427973998,True
2017-10-12,True,0.08684111427973998,True
2017-10-13,True,0.08684111427973998,True
2017-10-16,True,0.08684111427973998,True
2017-10-17,True,0.08684111427973998,True
2017-10-18,True,0.08684111427973998,True
2017-10-19,True,0.08684111427973998,True
2017-10-20,True,0.08684111427973998,True
2017-10-23,True,0.08684111427973998,True
2017-10-24,True,0.08684111427973998,True
2017-10-25,True,0.08684111427973998,True
2017-10-26,True,0.08684111427973998,True
2017-10-27,True,0.08684111427973998,True
2017-10-30,True,0.08684111427973998,True
2017-10-31,True,0.08684111427973998,True
2017-11-01,True,0.08684111427973998,True
2017-11-02,True,0.08684111427973998,True
2017-11-03,True,0.08684111427973998,True
2017-11-06,True,0.08684111427973998,True
2017-11-07,True,0.08684111427973998,True
2017-11-08,True,0.08684111427973998,True
2017-11-09,True,0.08684111427973998,True
2017-11-10,True,0.08684111427973998,True
2017-11-13,True,0.08684111427973998,True
2017-11-14,True,0.08684111427973998,True
2017-11-15,True,0.08684111427973998,True
2017-11-16,True,0.08684111427973998,True
2017-11-17,True,0.08684111427973998,True
2017-11-20,True,0.08684111427973998,True
2017-11-21,True,0.08684111427973998,True
2017-11-22,True,0.08684111427973998,True
2017-11-23,True,0.08684111427973998,True
2017-11-24,True,0.08684111427973998,True
2017-11-27,True,0.08684111427973998,True
2017-11-28,True,0.08684111427973998,True
2017-11-29,True,0.08684111427973998,True
2017-11-30,True,0.08684111427973998,True
2017-12-01,True,0.08684111427973998,True
2017-12-04,True,0.08684111427973998,True
2017-12-05,True,0.08684111427973998,True
2017-12-06,True,0.08684111427973998,True
2017-12-07,True,0.08684111427973998,True
2017-12-08,True,0.08684111427973998,True
2017-12-11,True,0.08684111427973998,True
2017-12-12,True,0.08684111427973998,True
2017-12-13,True,0.08684111427973998,True
2017-12-14,True,0.08684111427973998,True
2017-12-15,True,0.08684111427973998,True
2017-12-18,True,0.08684111427973998,True
2017-12-19,True,0.08684111427973998,True
2017-12-20,True,0.08684111427973998,True
2017-12-21,True,0.08684111427973998,True
2017-12-22,True,0.08684111427973998,True
2017-12-25,True,0.08684111427973998,True
2017-12-26,True,0.08684111427973998,True
2017-12-27,True,0.08684111427973998,True
2017-12-28,True,0.08684111427973998,True
2017-12-29,True,0.08684111427973998,True
2018-01-02,True,0.08684111427973998,True
2018-01-03,True,0.08684111427973998,True
2018-01-04,True,0.08684111427973998,True
2018-01-05,True,0.08684111427973998,True
2018-01-08,True,0.08684111427973998,True
2018-01-09,True,0.08684111427973998,True
2018-01-10,True,0.08684111427973998,True
2018-01-11,True,0.08684111427973998,True
2018-01-12,True,0.08684111427973998,True
2018-01-15,True,0.08684111427973998,True
2018-01-16,True,0.08684111427973998,True
2018-01-17,True,0.08684111427973998,True
2018-01-18,True,0.08684111427973998,True
2018-01-19,True,0.08684111427973998,True
2018-01-22,True,0.08684111427973998,True
2018-01-23,True,0.08684111427973998,True
2018-01-24,True,0.08684111427973998,True
2018-01-25,True,0.08684111427973998,True
2018-01-26,True,0.08684111427973998,True
2018-01-29,True,0.08684111427973998,True
2018-01-30,True,0.08684111427973998,True
2018-01-31,True,0.08684111427973998,True
2018-02-01,True,0.08684111427973998,True
2018-02-02,True,0.08684111427973998,True
2018-02-05,True,0.08684111427973998,True
2018-02-06,True,0.08684111427973998,True
2018-02-07,True,0.08684111427973998,True
2018-02-08,True,0.08684111427973998,True
2018-02-09,True,0.08684111427973998,True
2018-02-12,True,0.08684111427973998,True
2018-02-13,True,0.08684111427973998,True
2018-02-14,True,0.08684111427973998,True
2018-02-22,True,0.08684111427973998,True
2018-02-23,True,0.08684111427973998,True
2018-02-26,True,0.08684111427973998,True
2018-02-27,True,0.08684111427973998,True
2018-02-28,True,0.08684111427973998,True
2018-03-01,True,0.08684111427973998,True
2018-03-02,True,0.08684111427973998,True
2018-03-05,True,0.08684111427973998,True
2018-03-06,True,0.08684111427973998,True
2018-03-07,True,0.08684111427973998,True
2018-03-08,True,0.08684111427973998,True
2018-03-09,True,0.08684111427973998,True
2018-03-12,True,0.08684111427973998,True
2018-03-13,True,0.08684111427973998,True
2018-03-14,True,0.08684111427973998,True
2018-03-15,True,0.08684111427973998,True
2018-03-16,True,0.08684111427973998,True
2018-03-19,True,0.08684111427973998,True
2018-03-20,True,0.08684111427973998,True
2018-03-21,True,0.08684111427973998,True
2018-03-22,True,0.08684111427973998,True
2018-03-23,True,0.08684111427973998,True
2018-03-26,True,0.08684111427973998,True
2018-03-27,True,0.08684111427973998,True
2018-03-28,True,0.08684111427973998,True
2018-03-29,True,0.08684111427973998,True
2018-03-30,True,0.08684111427973998,True
2018-04-02,True,0.08684111427973998,True
2018-04-03,True,0.08684111427973998,True
2018-04-04,True,0.08684111427973998,True
2018-04-09,True,0.08684111427973998,True
2018-04-10,True,0.08684111427973998,True
2018-04-11,True,0.08684111427973998,True
2018-04-12,True,0.08684111427973998,True
2018-04-13,True,0.08684111427973998,True
2018-04-16,True,0.08684111427973998,True
2018-04-17,True,0.08684111427973998,True
2018-04-18,True,0.08684111427973998,True
2018-04-19,True,0.08684111427973998,True
2018-04-20,True,0.08684111427973998,True
2018-04-23,True,0.08684111427973998,True
2018-04-24,True,0.08684111427973998,True
2018-04-25,True,0.08684111427973998,True
2018-04-26,True,0.08684111427973998,True
2018-04-27,True,0.08684111427973998,True
2018-05-02,True,0.08684111427973998,True
2018-05-03,True,0.08684111427973998,True
2018-05-04,True,0.08684111427973998,True
2018-05-07,True,0.08684111427973998,True
2018-05-08,True,0.08684111427973998,True
2018-05-09,True,0.08684111427973998,True
2018-05-10,True,0.08684111427973998,True
2018-05-11,True,0.08684111427973998,True
2018-05-14,True,0.08684111427973998,True
2018-05-15,True,0.08684111427973998,True
2018-05-16,True,0.08865177106915323,True
2018-05-17,True,0.08673935187071659,True
2018-05-18,True,0.08578565970018956,True
2018-05-21,True,0.0810421971685615,True
2018-05-22,True,0.0810421971685615,True
2018-05-23,True,0.05853668566650091,True
2018-05-24,True,0.0603510491737457,True
2018-05-25,True,0.05974557064967031,True
2018-05-28,True,0.057330555566719364,True
2018-05-29,True,0.06004822345238359,True
2018-05-30,True,0.06705726530328396,True
2018-05-31,True,0.05883864827359922,True
2018-06-01,True,0.04453614802828274,True
2018-06-04,True,0.037238889349731324,True
2018-06-05,True,0.03090112694259084,True
2018-06-06,True,0.0329092702261375,True
2018-06-07,True,0.030901126942590913,True
2018-06-08,True,0.04131274351232233,True
2018-06-11,True,0.04483017464598244,True
2018-06-12,True,0.04659781638796611,True
2018-06-13,True,0.034925252302467,True
2018-06-14,True,0.03810917243361995,True
2018-06-15,True,0.025206362427030206,True
2018-06-19,True,0.02407495117122913,True
2018-06-20,True,0.014280606638939581,True
2018-06-21,True,0.0019598207811187952,True
2018-06-22,True,0.0014191739373147845,True
2018-06-25,True,0.008219480052976411,True
2018-06-26,True,0.00223036317571129,True
2018-06-27,True,0.0038566906228359238,True
2018-06-28,True,0.008219480052976447,True
2018-06-29,True,0.01650276056426176,True
2018-07-02,True,0.0035852696120136046,True
2018-07-03,True,0.004399973319948116,True
2018-07-04,True,0.0049438443797526245,True
2018-07-05,True,0.0038566906228360053,True
2018-07-06,True,-0.004222590309517439,False
2018-07-09,True,0.0016894244077159649,True
2018-07-10,True,-0.008478592228864788,False
2018-07-11,True,-0.015056245884146079,False
2018-07-12,True,-0.0015439853132049445,False
2018-07-13,True,-0.0020808585485676896,False
2018-07-16,True,-0.022320373985854194,False
2018-07-17,True,-0.02693385671956205,False
2018-07-18,True,-0.02206278635473811,False
2018-07-19,True,-0.026933856719562135,False
2018-07-20,True,-0.019479425042469363,False
2018-07-23,True,-0.014009692141305636,False
2018-07-24,True,-0.016882378941538993,False
2018-07-25,True,-0.020514405675171345,False
2018-07-26,True,-0.024119694890886598,False
2018-07-27,True,-0.031756642333667116,False
2018-07-30,True,-0.031756642333667116,False
2018-07-31,True,-0.022062786354738382,False
2018-08-01,True,-0.01610058030817664,False
2018-08-02,True,-0.022062786354738306,False
2018-08-03,True,-0.022320373985854302,False
2018-08-06,True,-0.021547203680707793,False
2018-08-07,True,-0.019479425042469408,False
2018-08-08,True,-0.00046850397242482436,False
2018-08-09,True,0.0,False
2018-08-10,True,0.0,False
2018-08-13,True,0.0,False
2018-08-14,True,0.0,False
2018-08-15,True,0.0,False
2018-08-16,True,0.0,False
2018-08-17,True,0.0,False
2018-08-20,True,0.0,False
2018-08-21,True,0.0,False
2018-08-22,True,0.0,False
2018-08-23,True,0.0,False
2018-08-24,True,0.0,False
2018-08-27,True,0.0,False
2018-08-28,True,0.0,False
2018-08-29,True,0.0,False
2018-08-30,True,0.0,False
2018-08-31,True,0.0,False
2018-09-03,True,0.0,False
2018-09-04,True,0.0,False
2018-09-05,True,0.0,False
2018-09-06,True,0.0,False
2018-09-07,True,0.0,False
2018-09-10,True,0.0,False
2018-09-11,True,0.0,False
2018-09-12,True,0.0,False
2018-09-13,True,0.0,False
2018-09-14,True,0.0,False
2018-09-17,True,0.0,False
2018-09-18,True,0.0,False
2018-09-19,True,0.0,False
2018-09-20,True,0.0,False
2018-09-21,True,0.0,False
2018-09-25,True,0.0,False
2018-09-26,True,0.0,False
2018-09-27,True,0.0,False
2018-09-28,True,0.0,False
2018-10-08,True,0.0,False
2018-10-09,True,-0.0007962680536292091,False
2018-10-10,True,-0.0013927235245124218,False
2018-10-11,True,-0.052687894020469535,False
2018-10-12,True,-0.03509245762941438,False
2018-10-15,True,-0.0340926193235729,False
2018-10-16,True,-0.0340926193235729,False
2018-10-17,True,-0.0340926193235729,False
2018-10-18,True,-0.0340926193235729,False
2018-10-19,True,-0.0340926193235729,False
2018-10-22,True,-0.0340926193235729,False
2018-10-23,True,-0.0340926193235729,False
2018-10-24,True,-0.0340926193235729,False
2018-10-25,True,-0.0340926193235729,False
2018-10-26,True,-0.0340926193235729,False
2018-10-29,True,-0.0340926193235729,False
2018-10-30,True,-0.0340926193235729,False
2018-10-31,True,-0.0340926193235729,False
2018-11-01,True,-0.0340926193235729,False
2018-11-02,True,-0.0340926193235729,False
2018-11-05,True,-0.0340926193235729,False
2018-11-06,True,-0.0340926193235729,False
2018-11-07,True,-0.0340926193235729,False
2018-11-08,True,-0.0340926193235729,False
2018-11-09,True,-0.0340926193235729,False
2018-11-12,True,-0.0340926193235729,False
2018-11-13,True,-0.0340926193235729,False
2018-11-14,True,-0.0340926193235729,False
2018-11-15,True,-0.0340926193235729,False
2018-11-16,True,-0.0340926193235729,False
2018-11-19,True,-0.0340926193235729,False
2018-11-20,True,-0.0340926193235729,False
2018-11-21,True,-0.0340926193235729,False
2018-11-22,True,-0.0340926193235729,False
2018-11-23,True,-0.0340926193235729,False
2018-11-26,True,-0.0340926193235729,False
2018-11-27,True,-0.0340926193235729,False
2018-11-28,True,-0.0340926193235729,False
2018-11-29,True,-0.0340926193235729,False
2018-11-30,True,-0.0340926193235729,False
2018-12-03,True,-0.0340926193235729,False
2018-12-04,True,-0.0340926193235729,False
2018-12-05,True,-0.0340926193235729,False
2018-12-06,True,-0.0340926193235729,False
2018-12-07,True,-0.0340926193235729,False
2018-12-10,True,-0.0340926193235729,False
2018-12-11,True,-0.0340926193235729,False
2018-12-12,True,-0.0340926193235729,False
2018-12-13,True,-0.0340926193235729,False
2018-12-14,True,-0.0340926193235729,False
2018-12-17,True,-0.0340926193235729,False
2018-12-18,True,-0.0340926193235729,False
2018-12-19,True,-0.0340926193235729,False
2018-12-20,True,-0.0340926193235729,False
2018-12-21,True,-0.0340926193235729,False
