period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-75420.98428000021,-47532.20000000004,-10368.5,4333.984280000001,13186.300000000138,-0.31611946693916615
evaluation,BASE,EPISODE_ACCOUNT_RISK_BUDGET,-51488.592420000234,-24459.50000000003,-5737.2,5267.592420000001,16024.300000000132,-0.2644354460670463
evaluation,BASE,BUY_HOLD,39935.227899999794,92261.49999999993,-21045.2,7718.972100000001,23562.100000000053,0.702417920784321
evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-90120.73580000037,-50006.80000000005,-10231.5,7941.7358,21940.70000000009,-0.4960629740172582
evaluation,STRESS,EPISODE_ACCOUNT_RISK_BUDGET,-70256.68120000046,-27755.800000000017,-5828.500000000001,9740.181199999999,26932.20000000017,-0.45896743852680766
evaluation,STRESS,BUY_HOLD,10848.35559999969,86845.19999999994,-21177.2,14546.944400000002,40272.7000000001,0.4397113746119063
earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-39482.09061999986,-16269.399999999936,56.0,5810.290620000001,17458.39999999988,-0.19778261299378652
earlier_diagnostic,BASE,EPISODE_ACCOUNT_RISK_BUDGET,-33560.32816000021,-9113.399999999936,56.0,6113.62816,18389.299999999912,-0.28897508171209196
earlier_diagnostic,BASE,BUY_HOLD,39600.92973999996,85530.59999999999,-15789.199999999997,7537.170260000001,22603.299999999916,0.5922625584059984
earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-67932.92900000032,-25710.5,52.5,10922.929,31352.000000000073,-0.44997094747380784
earlier_diagnostic,STRESS,EPISODE_ACCOUNT_RISK_BUDGET,-62743.653080000164,-18171.09999999999,52.5,11515.65308,33109.400000000074,-0.5454221633485321
earlier_diagnostic,STRESS,BUY_HOLD,10740.384439999762,82017.09999999996,-15792.699999999997,14354.415560000001,41129.60000000002,0.328049200694939
