period,cost,model,days,net_sharpe
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,1604,0.5901689292765501
evaluation,BASE,FULL_REFERENCE_EXECUTION,1604,0.7047411518980504
evaluation,STRESS,PRICE_CONFIRMED_STAGED_ENTRY,1604,0.5218699626436595
evaluation,STRESS,FULL_REFERENCE_EXECUTION,1604,0.6409062881763032
earlier_diagnostic,BASE,PRICE_CONFIRMED_STAGED_ENTRY,1219,0.6577484351846178
earlier_diagnostic,BASE,FULL_REFERENCE_EXECUTION,1219,0.7476689578528651
earlier_diagnostic,STRESS,PRICE_CONFIRMED_STAGED_ENTRY,1219,0.6350560376534667
earlier_diagnostic,STRESS,FULL_REFERENCE_EXECUTION,1219,0.7250087589898092
