period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,1,2020-02-05,2020-02-04,199818.9558,7596.0,81.3888,210.00000000000017,0.0,18,2,1,2020-03-02,2020-02-28,False,7304.6112,0.03655614739229861
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,2,2020-07-01,2020-06-30,206932.67826000002,30909.400000000052,88.87972,293.4000000000111,0.0,10,2,1,2020-07-15,2020-07-14,False,30527.12028000004,0.147521988970946
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,3,2020-08-19,2020-08-18,237627.516,-13342.799999999988,92.30536000000001,290.400000000011,0.0,17,2,1,2020-09-11,2020-09-10,False,-13725.50536,-0.05776058930818432
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,4,2021-01-05,2021-01-04,223573.7058,4140.0,90.18980000000002,248.99999999997257,2988.0,12,2,1,2021-01-21,2021-01-20,False,6788.810200000027,0.03036497595147894
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,5,2021-02-03,2021-02-02,230884.76772,-5992.1999999999825,91.08696,250.20000000000948,0.0,12,2,1,2021-02-26,2021-02-25,False,-6333.486959999992,-0.02743137636381789
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,6,2021-06-08,2021-06-07,112212.83808,-2310.7999999999884,44.38856,127.19999999998599,0.0,30,1,1,2021-07-21,2021-07-20,False,-2482.3885599999744,-0.022122143976344336
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,7,2021-10-29,2021-10-28,221509.89312,1006.3000000000175,88.73386,268.20000000001016,0.0,16,2,1,2021-11-22,2021-11-19,False,649.3661400000072,0.0029315446405286374
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,8,2021-11-25,2021-11-24,222288.64884,3352.2000000000116,89.51484,266.4000000000101,0.0,10,2,1,2021-12-09,2021-12-08,False,2996.2851600000017,0.013479254004358461
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,9,2022-05-13,2022-05-12,225639.1188,4602.299999999988,91.09608000000001,309.89999999996587,0.0,6,2,1,2022-05-23,2022-05-20,False,4201.303920000022,0.018619572449775152
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,10,2022-06-08,2022-06-07,229526.69616,-2235.600000000006,91.27968,327.6000000000124,0.0,2,2,1,2022-06-10,2022-06-09,False,-2654.4796800000186,-0.011565014982612812
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,11,2022-08-10,2022-08-09,227193.9297,-2575.0999999999767,90.27994000000001,322.2000000000122,0.0,12,2,1,2022-08-26,2022-08-25,False,-2987.5799399999887,-0.01314991093267748
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,12,2024-02-19,2024-02-08,224170.62516000003,6399.299999999988,90.87714000000001,265.2000000000149,0.0,4,2,1,2024-02-23,2024-02-22,False,6043.2228599999735,0.026958138942988943
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,13,2024-06-18,2024-06-17,230054.10162000003,-776.0,91.79628000000001,258.8000000000002,0.0,22,2,1,2024-07-18,2024-07-17,False,-1126.5962800000002,-0.004897092779770975
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,14,2024-08-02,2024-08-01,113922.57996,-1052.800000000003,45.323040000000006,131.6000000000001,0.0,2,1,1,2024-08-06,2024-08-05,False,-1229.723040000003,-0.010794374920509858
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,15,2024-08-28,2024-08-27,227689.02870000002,-7852.100000000006,89.43306000000001,269.59999999998524,0.0,11,2,1,2024-09-12,2024-09-11,False,-8211.133059999991,-0.036062928050955276
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,16,2024-09-25,2024-09-24,219484.08804,25509.699999999983,92.81692000000001,305.49999999995345,0.0,3,2,1,2024-09-30,2024-09-27,False,25111.38308000003,0.1144109502617957
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,17,2025-04-10,2025-04-09,244244.3391,5020.5,98.6311,255.9999999999858,0.0,9,2,1,2025-04-23,2025-04-22,False,4665.868900000015,0.01910328369203139
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,18,2025-06-03,2025-05-30,249183.3267,-3118.5,98.97930000000001,251.99999999998624,5544.0,11,2,1,2025-06-18,2025-06-17,False,2074.5207000000137,0.00832527893207557
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,19,2025-12-19,2025-12-18,251175.92514,11452.300000000017,102.67653999999999,321.00000000001216,0.0,18,2,1,2026-01-16,2026-01-15,False,11028.623460000004,0.0439079639254952
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,20,2026-05-06,2026-04-30,262551.29976,255.30000000004657,104.98614,322.1999999999645,0.0,2,2,1,2026-05-08,2026-05-07,False,-171.88613999991796,-0.0006546764009815997
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,21,2026-05-13,2026-05-12,262091.60784,-6994.1999999999825,103.35384000000002,315.00000000001194,0.0,3,2,1,2026-05-18,2026-05-15,False,-7412.553839999994,-0.028282301371988842
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,22,2026-06-05,2026-06-04,254778.54551999999,8520.0,103.53288,310.79999999996573,0.0,11,2,1,2026-06-23,2026-06-22,False,8105.667120000034,0.03181455920260658
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,23,2026-07-23,2026-07-22,262129.81548,-4512.400000000023,103.86248,329.9999999999636,0.0,6,2,1,2026-07-31,2026-07-30,False,-4946.262479999987,-0.01886951498036429
evaluation,BASE,PRICE_CONFIRMED_STAGED_ENTRY,24,2026-08-07,2026-08-06,258019.99368,361.5999999999767,103.19428,327.0000000000124,0.0,5,2,1,2026-08-14,2026-08-13,True,-68.59428000003567,-0.00026584870041159386
evaluation,BASE,FULL_REFERENCE_EXECUTION,1,2020-02-05,2020-02-04,199940.78016,8659.200000000012,81.64992000000001,211.2000000000002,0.0,18,1,1,2020-03-02,2020-02-28,False,8366.350080000011,0.04184414041650207
evaluation,BASE,FULL_REFERENCE_EXECUTION,2,2020-07-01,2020-06-30,208284.64860000001,33448.100000000006,89.92718000000002,298.2000000000113,0.0,10,1,1,2020-07-15,2020-07-14,False,33059.972819999995,0.15872496145162374
